season,season_type,player_id,player_name,team_id,team_abbreviation,games_played,minutes_per_game,fgm_per_game,fga_per_game,fg_pct,fg3m_per_game,fg3a_per_game,fg3_pct,ftm_per_game,fta_per_game,ft_pct,efg_pct
2022-23,Regular Season,203458,Alex Len,1610612758,SAC,26,6.2,0.6,1.2,0.533,0.0,0.1,0.0,0.4,0.6,0.688,
2022-23,Regular Season,1628993,Alize Johnson,1610612759,SAS,4,7.4,0.8,1.5,0.5,0.0,0.5,0.0,0.3,0.5,0.5,
2022-23,Regular Season,1631214,Alondes Williams,1610612751,BKN,1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-23,Regular Season,1630578,Alperen Sengun,1610612745,HOU,75,28.9,5.9,10.7,0.553,0.3,0.8,0.333,2.7,3.8,0.715,
2022-23,Regular Season,1629599,Amir Coffey,1610612746,LAC,50,12.5,1.1,2.9,0.386,0.2,0.8,0.275,1.0,1.3,0.778,
2022-23,Regular Season,203083,Andre Drummond,1610612741,CHI,67,12.7,2.5,4.1,0.606,0.0,0.0,0.0,1.0,1.9,0.536,
2022-23,Regular Season,2738,Andre Iguodala,1610612744,GSW,8,14.1,0.9,1.9,0.467,0.1,1.1,0.111,0.3,0.4,0.667,
2022-23,Regular Season,1629614,Andrew Nembhard,1610612754,IND,75,27.6,3.8,8.6,0.441,1.2,3.5,0.35,0.7,0.8,0.79,
2022-23,Regular Season,203952,Andrew Wiggins,1610612744,GSW,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,1.2,1.9,0.611,
2022-23,Regular Season,1629014,Anfernee Simons,1610612757,POR,62,35.0,7.5,16.9,0.447,3.4,9.1,0.377,2.6,2.9,0.894,
2022-23,Regular Season,203076,Anthony Davis,1610612747,LAL,56,34.0,9.7,17.2,0.563,0.3,1.3,0.257,6.2,7.9,0.784,
2022-23,Regular Season,1630162,Anthony Edwards,1610612750,MIN,79,36.0,8.9,19.5,0.459,2.7,7.3,0.369,4.0,5.3,0.756,
2022-23,Regular Season,1630264,Anthony Gill,1610612764,WAS,59,10.6,1.2,2.2,0.538,0.1,0.5,0.138,0.8,1.1,0.731,
2022-23,Regular Season,1630237,Anthony Lamb,1610612744,GSW,62,19.3,2.4,5.1,0.471,1.2,3.2,0.367,0.7,1.0,0.767,
2022-23,Regular Season,1630559,Austin Reaves,1610612747,LAL,64,28.8,4.0,7.7,0.529,1.3,3.4,0.398,3.6,4.1,0.864,
2022-23,Regular Season,203085,Austin Rivers,1610612750,MIN,52,19.5,1.8,4.0,0.435,0.8,2.4,0.35,0.6,0.8,0.769,
2022-23,Regular Season,1630245,Ayo Dosunmu,1610612741,CHI,80,26.2,3.5,7.1,0.493,0.7,2.4,0.312,0.8,1.0,0.805,
2022-23,Regular Season,1628389,Bam Adebayo,1610612748,MIA,75,34.6,8.0,14.9,0.54,0.0,0.2,0.083,4.3,5.4,0.806,
2022-23,Regular Season,1627732,Ben Simmons,1610612751,BKN,42,26.3,3.2,5.6,0.566,0.0,0.0,0.0,0.6,1.4,0.439,
2022-23,Regular Season,1631097,Bennedict Mathurin,1610612754,IND,78,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.8,5.8,0.828,
2022-23,Regular Season,202687,Bismack Biyombo,1610612756,PHX,61,14.3,2.0,3.4,0.578,0.0,0.0,0.0,0.4,1.1,0.357,
2022-23,Regular Season,201933,Blake Griffin,1610612738,BOS,41,13.9,1.5,3.2,0.485,0.6,1.6,0.348,0.5,0.8,0.656,
2022-23,Regular Season,1631104,Blake Wesley,1610612759,SAS,37,18.1,1.9,5.8,0.321,0.5,1.4,0.385,0.7,1.2,0.591,
2022-23,Regular Season,1626246,Boban Marjanovic,1610612745,HOU,31,5.5,1.3,1.9,0.683,0.0,0.0,0.0,0.6,0.9,0.741,
2022-23,Regular Season,1626171,Bobby Portis,1610612749,MIL,70,26.0,5.7,11.5,0.496,1.4,3.7,0.37,1.4,1.8,0.768,
2022-23,Regular Season,203992,Bogdan Bogdanović,1610612737,ATL,54,27.9,5.1,11.3,0.447,2.7,6.7,0.406,1.2,1.4,0.831,
2022-23,Regular Season,202711,Bojan Bogdanovic,1610612765,DET,59,32.1,7.3,14.9,0.488,2.5,6.0,0.411,4.5,5.1,0.884,
2022-23,Regular Season,1629626,Bol Bol,1610612753,ORL,70,21.5,3.7,6.8,0.546,0.4,1.6,0.265,1.2,1.5,0.759,
2022-23,Regular Season,1630538,Bones Hyland,1610612746,LAC,56,19.4,4.1,10.2,0.399,2.1,5.6,0.371,1.5,1.8,0.843,
2022-23,Regular Season,203078,Bradley Beal,1610612764,WAS,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,3.8,4.6,0.842,
2022-23,Regular Season,1630527,Brandon Boston,1610612746,LAC,22,11.3,2.3,5.5,0.418,0.5,1.3,0.414,1.3,1.7,0.763,
2022-23,Regular Season,1629634,Brandon Clarke,1610612763,MEM,56,19.5,4.1,6.2,0.656,0.0,0.1,0.167,1.8,2.5,0.719,
2022-23,Regular Season,1627742,Brandon Ingram,1610612740,NOP,45,34.2,9.0,18.6,0.484,1.4,3.6,0.39,5.3,6.0,0.882,
2022-23,Regular Season,1630296,Braxton Key,1610612765,DET,3,3.0,0.3,0.3,1.0,0.0,0.0,0.0,0.7,0.7,1.0,
2022-23,Regular Season,201572,Brook Lopez,1610612749,MIL,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,1.9,2.4,0.784,
2022-23,Regular Season,1628971,Bruce Brown,1610612743,DEN,80,28.5,4.5,9.3,0.483,1.1,3.2,0.358,1.5,1.9,0.758,
2022-23,Regular Season,1628981,Bruno Fernando,1610612737,ATL,39,10.4,1.5,2.9,0.527,0.0,0.1,0.0,0.9,1.3,0.7,
2022-23,Regular Season,1631121,Bryce McGowens,1610612766,CHA,46,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.3,1.7,0.75,
2022-23,Regular Season,1627854,Bryn Forbes,1610612750,MIN,25,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,0.6,1.0,
2022-23,Regular Season,1631205,Buddy Boeheim,1610612765,DET,10,9.0,0.5,2.7,0.185,0.4,2.5,0.16,0.2,0.2,1.0,
2022-23,Regular Season,1627741,Buddy Hield,1610612754,IND,80,31.0,5.9,13.0,0.458,3.6,8.5,0.425,1.3,1.6,0.822,
2022-23,Regular Season,203468,CJ McCollum,1610612740,NOP,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,2.4,3.2,0.769,
2022-23,Regular Season,1630595,Cade Cunningham,1610612765,DET,12,33.3,7.8,18.7,0.415,1.4,5.1,0.279,3.0,3.6,0.837,
2022-23,Regular Season,1631216,Caleb Houstan,1610612753,ORL,51,15.9,1.3,3.6,0.363,0.9,2.7,0.338,0.3,0.4,0.833,
2022-23,Regular Season,1628997,Caleb Martin,1610612748,MIA,71,29.3,3.6,7.7,0.464,1.2,3.3,0.356,1.3,1.6,0.805,
2022-23,Regular Season,1629629,Cam Reddish,1610612757,POR,40,24.7,3.5,7.8,0.446,1.1,3.6,0.313,1.6,1.9,0.853,
2022-23,Regular Season,1630560,Cam Thomas,1610612751,BKN,57,16.6,3.5,8.0,0.441,0.9,2.3,0.383,2.6,3.1,0.868,
2022-23,Regular Season,1629661,Cameron Johnson,1610612751,BKN,42,28.6,5.3,11.3,0.47,2.5,6.1,0.404,2.4,2.9,0.842,
2022-23,Regular Season,1626166,Cameron Payne,1610612756,PHX,48,20.2,3.9,9.4,0.415,1.4,3.9,0.368,1.0,1.3,0.766,
2022-23,Regular Season,1627747,Caris LeVert,1610612739,CLE,74,30.2,4.3,10.0,0.431,1.7,4.4,0.392,1.8,2.4,0.722,
2022-23,Regular Season,1630637,Carlik Jones,1610612741,CHI,7,8.0,0.9,2.1,0.4,0.4,0.9,0.5,0.7,1.1,0.625,
2022-23,Regular Season,1626224,Cedi Osman,1610612739,CLE,77,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.0,1.4,0.694,
2022-23,Regular Season,1628435,Chance Comanche,1610612757,POR,1,20.8,3.0,5.0,0.6,0.0,0.0,0.0,1.0,4.0,0.25,
2022-23,Regular Season,1629646,Charles Bassey,1610612759,SAS,35,14.5,2.5,3.9,0.644,0.1,0.2,0.375,0.6,1.1,0.595,
2022-23,Regular Season,1631320,Chima Moneke,1610612758,SAC,2,4.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,
2022-23,Regular Season,1629002,Chimezie Metu,1610612758,SAC,66,10.4,2.0,3.3,0.589,0.1,0.6,0.237,0.8,1.1,0.74,
2022-23,Regular Season,1628449,Chris Boucher,1610612761,TOR,76,20.0,3.4,7.0,0.493,0.8,2.5,0.328,1.7,2.2,0.762,
2022-23,Regular Season,1630537,Chris Duarte,1610612754,IND,46,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.3,1.6,0.847,
2022-23,Regular Season,101108,Chris Paul,1610612756,PHX,59,32.0,5.0,11.3,0.44,1.7,4.4,0.375,2.3,2.7,0.831,
2022-23,Regular Season,1629735,Chris Silva,1610612737,ATL,1,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-23,Regular Season,1631128,Christian Braun,1610612743,DEN,76,15.5,1.9,3.8,0.495,0.4,1.3,0.354,0.5,0.8,0.625,
2022-23,Regular Season,1631132,Christian Koloko,1610612761,TOR,58,13.8,1.2,2.6,0.48,0.0,0.2,0.083,0.6,1.0,0.627,
2022-23,Regular Season,1626174,Christian Wood,1610612742,DAL,67,25.9,5.9,11.5,0.515,1.6,4.2,0.376,3.2,4.2,0.772,
2022-23,Regular Season,1629643,Chuma Okeke,1610612753,ORL,27,19.2,1.6,4.5,0.352,1.0,3.2,0.302,0.6,0.8,0.762,
2022-23,Regular Season,203991,Clint Capela,1610612737,ATL,65,26.6,5.4,8.2,0.653,0.0,0.0,0.0,1.2,2.0,0.603,
2022-23,Regular Season,1629632,Coby White,1610612741,CHI,74,23.4,3.6,8.0,0.443,1.7,4.6,0.372,0.8,0.9,0.871,
2022-23,Regular Season,1628998,Cody Martin,1610612766,CHA,7,19.1,2.0,5.1,0.389,0.4,2.0,0.214,0.6,1.0,0.571,
2022-23,Regular Season,203469,Cody Zeller,1610612748,MIA,15,14.4,2.5,3.9,0.627,0.0,0.1,0.0,1.6,2.3,0.686,
2022-23,Regular Season,1630175,Cole Anthony,1610612753,ORL,60,25.9,4.6,10.2,0.454,1.3,3.4,0.364,2.5,2.8,0.894,
2022-23,Regular Season,1631306,Cole Swider,1610612747,LAL,7,5.9,0.4,1.3,0.333,0.4,1.1,0.375,0.0,0.0,0.0,
2022-23,Regular Season,1629012,Collin Sexton,1610612762,UTA,48,23.9,4.9,9.8,0.506,1.0,2.5,0.393,3.4,4.1,0.819,
2022-23,Regular Season,1630557,Corey Kispert,1610612764,WAS,74,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.0,1.2,0.852,
2022-23,Regular Season,202709,Cory Joseph,1610612765,DET,62,19.8,2.4,5.7,0.427,1.1,2.9,0.389,0.9,1.2,0.792,
2022-23,Regular Season,1626156,D'Angelo Russell,1610612747,LAL,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,2.5,3.0,0.829,
2022-23,Regular Season,1630227,Daishen Nix,1610612745,HOU,57,16.0,1.4,4.2,0.342,0.7,2.5,0.286,0.4,0.6,0.667,
2022-23,Regular Season,1630625,Dalano Banton,1610612761,TOR,31,9.0,1.8,4.2,0.423,0.5,1.6,0.294,0.5,0.8,0.708,
2022-23,Regular Season,1631207,Dalen Terry,1610612741,CHI,38,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.4,0.6,0.667,
2022-23,Regular Season,1627745,Damian Jones,1610612762,UTA,41,11.6,1.3,2.1,0.64,0.2,0.4,0.588,0.5,0.7,0.759,
2022-23,Regular Season,203081,Damian Lillard,1610612757,POR,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,8.8,9.6,0.914,
2022-23,Regular Season,1627814,Damion Lee,1610612756,PHX,74,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.3,1.4,0.904,
2022-23,Regular Season,1629655,Daniel Gafford,1610612764,WAS,78,20.6,3.7,5.1,0.732,0.0,0.0,0.0,1.6,2.4,0.679,
2022-23,Regular Season,1628464,Daniel Theis,1610612754,IND,7,15.5,3.0,6.3,0.477,0.3,1.6,0.182,0.7,1.7,0.417,
2022-23,Regular Season,201980,Danny Green,1610612739,CLE,11,12.6,2.0,4.5,0.449,1.5,3.4,0.432,0.1,0.1,1.0,
2022-23,Regular Season,1627863,Danuel House Jr.,1610612755,PHI,56,14.4,1.7,3.5,0.472,0.7,2.0,0.336,0.8,1.1,0.75,
2022-23,Regular Season,203967,Dario Saric,1610612760,OKC,57,14.1,2.2,4.9,0.458,0.8,2.0,0.391,1.1,1.3,0.829,
2022-23,Regular Season,1629647,Darius Bazley,1610612756,PHX,43,14.3,1.9,4.3,0.454,0.5,1.2,0.377,0.9,1.6,0.543,
2022-23,Regular Season,1630620,Darius Days,1610612745,HOU,4,6.2,1.3,3.0,0.417,0.8,2.5,0.3,0.5,0.5,1.0,
2022-23,Regular Season,1629636,Darius Garland,1610612739,CLE,69,35.5,7.6,16.4,0.462,2.4,6.0,0.41,4.0,4.7,0.863,
2022-23,Regular Season,1630561,David Duke Jr.,1610612751,BKN,23,9.9,1.6,3.4,0.462,0.0,0.5,0.083,0.5,0.7,0.706,
2022-23,Regular Season,1631223,David Roddy,1610612763,MEM,70,18.0,2.6,6.0,0.429,0.9,3.0,0.307,0.6,0.9,0.631,
2022-23,Regular Season,1630558,Davion Mitchell,1610612758,SAC,80,18.1,2.3,5.0,0.454,0.8,2.5,0.32,0.3,0.4,0.806,
2022-23,Regular Season,202722,Davis Bertans,1610612742,DAL,45,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.3,0.867,
2022-23,Regular Season,1628432,Davon Reed,1610612743,DEN,43,8.0,0.7,2.0,0.333,0.4,1.1,0.37,0.4,0.6,0.667,
2022-23,Regular Season,1630549,Day'Ron Sharpe,1610612751,BKN,48,11.5,1.9,3.6,0.544,0.1,0.2,0.545,0.7,1.1,0.636,
2022-23,Regular Season,1628368,De'Aaron Fox,1610612758,SAC,73,33.4,9.3,18.2,0.512,1.6,5.0,0.324,4.7,6.0,0.78,
2022-23,Regular Season,1629631,De'Andre Hunter,1610612737,ATL,67,31.7,5.7,12.3,0.461,1.5,4.3,0.35,2.6,3.1,0.826,
2022-23,Regular Season,1629001,De'Anthony Melton,1610612755,PHI,77,27.9,3.6,8.5,0.425,2.0,5.2,0.39,0.9,1.1,0.793,
2022-23,Regular Season,201599,DeAndre Jordan,1610612743,DEN,39,15.0,2.3,2.9,0.765,0.0,0.0,1.0,0.6,1.2,0.458,
2022-23,Regular Season,201942,DeMar DeRozan,1610612741,CHI,74,36.2,8.9,17.6,0.504,0.6,1.9,0.324,6.2,7.1,0.872,
2022-23,Regular Season,1629731,Dean Wade,1610612739,CLE,44,20.3,1.7,4.0,0.412,1.0,2.9,0.354,0.3,0.5,0.652,
2022-23,Regular Season,1629028,Deandre Ayton,1610612756,PHX,67,30.4,7.8,13.2,0.589,0.1,0.4,0.292,2.3,3.0,0.76,
2022-23,Regular Season,1627749,Dejounte Murray,1610612737,ATL,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,2.1,2.6,0.832,
2022-23,Regular Season,1626153,Delon Wright,1610612764,WAS,50,24.4,2.8,5.8,0.474,0.8,2.4,0.345,1.0,1.2,0.867,
2022-23,Regular Season,1630166,Deni Avdija,1610612764,WAS,76,26.6,3.3,7.6,0.437,0.9,3.1,0.297,1.6,2.2,0.739,
2022-23,Regular Season,203471,Dennis Schröder,1610612747,LAL,66,30.1,4.1,9.8,0.415,1.1,3.4,0.329,3.3,3.8,0.857,
2022-23,Regular Season,1628372,Dennis Smith Jr.,1610612766,CHA,54,25.7,3.4,8.4,0.412,0.4,2.1,0.216,1.4,2.0,0.736,
2022-23,Regular Season,1629126,Deonte Burton,1610612758,SAC,2,3.2,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
2022-23,Regular Season,1631220,Dereon Seabron,1610612740,NOP,5,2.3,0.4,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,
2022-23,Regular Season,1627884,Derrick Jones Jr.,1610612741,CHI,64,14.0,1.8,3.6,0.5,0.4,1.3,0.338,1.0,1.3,0.738,
2022-23,Regular Season,201565,Derrick Rose,1610612752,NYK,27,12.5,2.3,5.9,0.384,0.7,2.3,0.302,0.4,0.4,0.917,
2022-23,Regular Season,1628401,Derrick White,1610612738,BOS,82,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.0,2.3,0.875,
2022-23,Regular Season,1630217,Desmond Bane,1610612763,MEM,58,31.7,7.8,16.2,0.479,2.9,7.0,0.408,3.1,3.5,0.883,
2022-23,Regular Season,1626164,Devin Booker,1610612756,PHX,53,34.6,9.9,20.1,0.494,2.1,6.0,0.351,5.8,6.8,0.855,
2022-23,Regular Season,1630170,Devin Vassell,1610612759,SAS,38,31.0,6.9,15.7,0.439,2.7,7.0,0.387,2.1,2.6,0.78,
2022-23,Regular Season,1629653,Devon Dotson,1610612764,WAS,6,8.9,0.2,1.7,0.1,0.2,0.7,0.25,0.0,0.0,0.0,
2022-23,Regular Season,1628984,Devonte' Graham,1610612759,SAS,73,18.3,2.2,5.9,0.374,1.6,4.6,0.352,1.3,1.8,0.748,
2022-23,Regular Season,203473,Dewayne Dedmon,1610612755,PHI,38,11.2,2.0,4.0,0.51,0.3,1.0,0.308,0.9,1.3,0.673,
2022-23,Regular Season,1628415,Dillon Brooks,1610612763,MEM,73,30.3,5.4,13.6,0.396,2.0,6.0,0.326,1.6,2.1,0.779,
2022-23,Regular Season,1627734,Domantas Sabonis,1610612758,SAC,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,4.1,5.5,0.742,
2022-23,Regular Season,1631230,Dominick Barlow,1610612759,SAS,28,14.6,1.6,3.1,0.535,0.0,0.1,0.0,0.6,0.9,0.72,
2022-23,Regular Season,1628378,Donovan Mitchell,1610612739,CLE,68,35.8,10.0,20.6,0.484,3.6,9.3,0.386,4.7,5.4,0.867,
2022-23,Regular Season,1631495,Donovan Williams,1610612737,ATL,2,2.1,1.0,2.5,0.4,0.0,1.0,0.0,0.0,0.0,0.0,
2022-23,Regular Season,1628978,Donte DiVincenzo,1610612744,GSW,72,26.3,3.3,7.5,0.435,2.1,5.3,0.397,0.8,1.0,0.817,
2022-23,Regular Season,1627827,Dorian Finney-Smith,1610612751,BKN,66,30.4,3.0,7.6,0.391,1.7,5.1,0.337,0.7,0.9,0.763,
2022-23,Regular Season,203926,Doug McDermott,1610612759,SAS,64,20.5,3.7,8.2,0.457,1.9,4.7,0.413,0.8,1.1,0.757,
2022-23,Regular Season,203110,Draymond Green,1610612744,GSW,73,31.5,3.4,6.5,0.527,0.5,1.8,0.305,1.1,1.5,0.713,
2022-23,Regular Season,1629234,Drew Eubanks,1610612757,POR,78,20.3,2.7,4.3,0.641,0.1,0.2,0.389,1.1,1.6,0.664,
2022-23,Regular Season,1630696,Dru Smith,1610612751,BKN,15,10.6,1.2,3.0,0.4,0.3,1.3,0.263,0.2,0.2,1.0,
2022-23,Regular Season,1630613,Duane Washington Jr.,1610612752,NYK,31,12.7,3.0,8.3,0.367,1.3,3.6,0.36,0.5,0.8,0.667,
2022-23,Regular Season,1629130,Duncan Robinson,1610612748,MIA,42,16.4,2.1,5.6,0.371,1.5,4.6,0.328,0.7,0.8,0.906,
2022-23,Regular Season,203939,Dwight Powell,1610612742,DAL,76,19.2,2.6,3.5,0.732,0.0,0.1,0.0,1.5,2.2,0.667,
2022-23,Regular Season,1629685,Dylan Windler,1610612739,CLE,3,3.5,0.7,1.0,0.667,0.3,0.7,0.5,0.0,0.0,0.0,
2022-23,Regular Season,1630700,Dyson Daniels,1610612740,NOP,59,17.7,1.5,3.5,0.418,0.5,1.5,0.314,0.4,0.7,0.65,
2022-23,Regular Season,1628410,Edmond Sumner,1610612751,BKN,53,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.9,2.0,0.917,
2022-23,Regular Season,201569,Eric Gordon,1610612746,LAC,69,28.5,4.2,9.5,0.446,1.9,5.2,0.371,2.1,2.5,0.821,
2022-23,Regular Season,1630647,Eugene Omoruyi,1610612765,DET,40,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.3,1.9,0.68,
2022-23,Regular Season,203095,Evan Fournier,1610612752,NYK,27,17.0,2.1,6.1,0.337,1.3,4.2,0.307,0.7,0.8,0.857,
2022-23,Regular Season,1630596,Evan Mobley,1610612739,CLE,79,34.4,6.6,12.0,0.554,0.3,1.3,0.216,2.6,3.8,0.674,
2022-23,Regular Season,1630267,Facundo Campazzo,1610612742,DAL,8,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0.1,0.3,0.5,
2022-23,Regular Season,1628402,Frank Jackson,1610612756,PHX,1,5.1,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2022-23,Regular Season,1626163,Frank Kaminsky,1610612745,HOU,36,6.5,0.9,1.8,0.492,0.4,0.9,0.394,0.4,0.4,0.875,
2022-23,Regular Season,1628373,Frank Ntilikina,1610612742,DAL,47,12.9,1.0,2.8,0.364,0.4,1.4,0.254,0.5,0.7,0.667,
2022-23,Regular Season,1630532,Franz Wagner,1610612753,ORL,80,32.6,6.8,14.0,0.485,1.6,4.5,0.361,3.4,4.0,0.842,
2022-23,Regular Season,1627832,Fred VanVleet,1610612761,TOR,69,36.7,6.3,16.1,0.393,3.0,8.8,0.342,3.7,4.1,0.898,
2022-23,Regular Season,1627788,Furkan Korkmaz,1610612755,PHI,37,9.6,1.3,3.0,0.432,0.5,1.2,0.391,0.7,1.0,0.722,
2022-23,Regular Season,1629216,Gabe Vincent,1610612748,MIA,68,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.0,1.1,0.872,
2022-23,Regular Season,1628221,Gabe York,1610612754,IND,3,18.6,2.7,7.0,0.381,2.0,6.0,0.333,0.7,0.7,1.0,
2022-23,Regular Season,202066,Garrett Temple,1610612740,NOP,25,6.5,0.7,1.8,0.4,0.4,1.0,0.423,0.1,0.2,0.75,
2022-23,Regular Season,1629726,Garrison Mathews,1610612737,ATL,54,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.9,1.0,0.906,
2022-23,Regular Season,203914,Gary Harris,1610612753,ORL,48,24.7,2.9,6.4,0.45,2.0,4.5,0.431,0.6,0.6,0.9,
2022-23,Regular Season,1627780,Gary Payton II,1610612744,GSW,22,16.7,1.9,3.1,0.594,0.6,1.2,0.5,0.3,0.3,0.857,
2022-23,Regular Season,1629018,Gary Trent Jr.,1610612761,TOR,66,32.1,6.1,14.2,0.433,2.5,6.8,0.369,2.6,3.1,0.839,
2022-23,Regular Season,201588,George Hill,1610612754,IND,46,18.1,1.7,3.6,0.47,0.7,2.1,0.358,0.9,1.2,0.764,
2022-23,Regular Season,1627777,Georges Niang,1610612755,PHI,78,19.4,2.8,6.4,0.442,2.0,4.9,0.401,0.5,0.6,0.867,
2022-23,Regular Season,203507,Giannis Antetokounmpo,1610612749,MIL,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,7.9,12.3,0.645,
2022-23,Regular Season,1629048,Goga Bitadze,1610612753,ORL,38,12.0,1.8,3.3,0.552,0.2,0.7,0.231,0.6,1.1,0.548,
2022-23,Regular Season,201609,Goran Dragic,1610612749,MIL,58,15.0,2.4,5.8,0.421,0.9,2.5,0.359,0.5,0.8,0.689,
2022-23,Regular Season,202330,Gordon Hayward,1610612766,CHA,50,31.5,5.5,11.6,0.475,1.0,3.2,0.325,2.6,3.2,0.811,
2022-23,Regular Season,203476,Gorgui Dieng,1610612759,SAS,31,11.6,1.5,3.8,0.385,0.7,2.4,0.28,0.3,0.4,0.769,
2022-23,Regular Season,1629684,Grant Williams,1610612738,BOS,79,25.9,2.7,6.0,0.454,1.5,3.7,0.395,1.2,1.5,0.77,
2022-23,Regular Season,1628960,Grayson Allen,1610612749,MIL,72,27.4,3.4,7.7,0.44,2.0,5.1,0.399,1.6,1.8,0.905,
2022-23,Regular Season,1630535,Greg Brown III,1610612757,POR,16,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.3,0.8,0.417,
2022-23,Regular Season,1628977,Hamidou Diallo,1610612765,DET,56,17.8,3.8,6.7,0.573,0.1,0.4,0.238,1.6,2.6,0.588,
2022-23,Regular Season,203084,Harrison Barnes,1610612758,SAC,82,32.5,4.6,9.6,0.473,1.6,4.3,0.374,4.3,5.0,0.847,
2022-23,Regular Season,1629312,Haywood Highsmith,1610612748,MIA,54,18.0,1.7,4.0,0.431,0.7,2.0,0.339,0.2,0.5,0.464,
2022-23,Regular Season,1630529,Herbert Jones,1610612740,NOP,66,29.6,3.6,7.6,0.469,0.8,2.5,0.335,1.9,2.4,0.764,
2022-23,Regular Season,1630193,Immanuel Quickley,1610612752,NYK,81,28.9,5.2,11.6,0.448,2.1,5.6,0.37,2.5,3.1,0.819,
2022-23,Regular Season,1630171,Isaac Okoro,1610612739,CLE,76,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.0,1.4,0.757,
2022-23,Regular Season,1628392,Isaiah Hartenstein,1610612752,NYK,82,19.9,2.1,4.0,0.535,0.1,0.5,0.216,0.6,0.9,0.676,
2022-23,Regular Season,1630543,Isaiah Jackson,1610612754,IND,63,16.5,2.8,5.0,0.563,0.0,0.2,0.143,1.5,2.3,0.651,
2022-23,Regular Season,1630198,Isaiah Joe,1610612760,OKC,73,19.1,3.1,7.0,0.441,2.2,5.4,0.409,1.1,1.4,0.82,
