PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_PTS,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT,SEASON,SEASON_TYPE,PT_MEASURE_TYPE
1628993,Alize Johnson,1610612759,SAS,4,1,3,30.0,0,1,0.0,0,0.0,1.0,0.0,0.0,2022-23,Regular Season,PullUpShot
1631214,Alondes Williams,1610612751,BKN,1,1,0,5.0,0,0,nan,0,nan,nan,nan,nan,2022-23,Regular Season,PullUpShot
1630578,Alperen Sengun,1610612745,HOU,75,18,57,2171.0,15,37,0.405,30,0.0,4.0,0.0,0.405,2022-23,Regular Season,PullUpShot
1629599,Amir Coffey,1610612746,LAC,50,26,24,625.0,10,35,0.286,21,1.0,6.0,0.167,0.3,2022-23,Regular Season,PullUpShot
203083,Andre Drummond,1610612741,CHI,67,32,35,849.0,1,2,0.5,2,0.0,0.0,nan,0.5,2022-23,Regular Season,PullUpShot
2738,Andre Iguodala,1610612744,GSW,8,3,5,113.0,0,1,0.0,0,0.0,1.0,0.0,0.0,2022-23,Regular Season,PullUpShot
1629614,Andrew Nembhard,1610612754,IND,75,32,43,2074.0,79,220,0.359,177,19.0,66.0,0.288,0.402,2022-23,Regular Season,PullUpShot
203952,Andrew Wiggins,1610612744,GSW,37,19,18,1190.0,39,115,0.339,85,7.0,29.0,0.241,0.37,2022-23,Regular Season,PullUpShot
1629014,Anfernee Simons,1610612757,POR,62,27,35,2171.0,182,461,0.395,455,91.0,256.0,0.355,0.493,2022-23,Regular Season,PullUpShot
203076,Anthony Davis,1610612747,LAL,56,31,25,1905.0,70,166,0.422,140,0.0,4.0,0.0,0.422,2022-23,Regular Season,PullUpShot
1630162,Anthony Edwards,1610612750,MIN,79,40,39,2841.0,220,627,0.351,562,122.0,361.0,0.338,0.448,2022-23,Regular Season,PullUpShot
1630264,Anthony Gill,1610612764,WAS,59,21,38,625.0,1,8,0.125,2,0.0,4.0,0.0,0.125,2022-23,Regular Season,PullUpShot
1630237,Anthony Lamb,1610612744,GSW,62,36,26,1195.0,5,20,0.25,14,4.0,13.0,0.308,0.35,2022-23,Regular Season,PullUpShot
1630559,Austin Reaves,1610612747,LAL,64,35,29,1843.0,75,159,0.472,170,20.0,50.0,0.4,0.535,2022-23,Regular Season,PullUpShot
203085,Austin Rivers,1610612750,MIN,52,25,27,1016.0,3,21,0.143,9,3.0,16.0,0.188,0.214,2022-23,Regular Season,PullUpShot
1630245,Ayo Dosunmu,1610612741,CHI,80,40,40,2098.0,28,75,0.373,58,2.0,5.0,0.4,0.387,2022-23,Regular Season,PullUpShot
1628389,Bam Adebayo,1610612748,MIA,75,40,35,2598.0,106,239,0.444,212,0.0,4.0,0.0,0.444,2022-23,Regular Season,PullUpShot
1627732,Ben Simmons,1610612751,BKN,42,24,18,1105.0,4,17,0.235,8,0.0,2.0,0.0,0.235,2022-23,Regular Season,PullUpShot
1631097,Bennedict Mathurin,1610612754,IND,78,33,45,2222.0,82,235,0.349,208,44.0,126.0,0.349,0.443,2022-23,Regular Season,PullUpShot
202687,Bismack Biyombo,1610612756,PHX,61,33,28,874.0,1,2,0.5,2,nan,nan,nan,0.5,2022-23,Regular Season,PullUpShot
201933,Blake Griffin,1610612738,BOS,41,27,14,569.0,1,8,0.125,3,1.0,8.0,0.125,0.188,2022-23,Regular Season,PullUpShot
1631104,Blake Wesley,1610612759,SAS,37,9,28,669.0,11,60,0.183,25,3.0,8.0,0.375,0.208,2022-23,Regular Season,PullUpShot
1626246,Boban Marjanovic,1610612745,HOU,31,7,24,171.0,4,9,0.444,8,0.0,0.0,nan,0.444,2022-23,Regular Season,PullUpShot
1626171,Bobby Portis,1610612749,MIL,70,47,23,1818.0,56,146,0.384,113,1.0,7.0,0.143,0.387,2022-23,Regular Season,PullUpShot
203992,Bogdan Bogdanović,1610612737,ATL,54,27,27,1509.0,85,207,0.411,211,41.0,95.0,0.432,0.51,2022-23,Regular Season,PullUpShot
202711,Bojan Bogdanovic,1610612765,DET,59,15,44,1893.0,142,325,0.437,317,33.0,101.0,0.327,0.488,2022-23,Regular Season,PullUpShot
1629626,Bol Bol,1610612753,ORL,70,26,44,1505.0,42,127,0.331,95,11.0,45.0,0.244,0.374,2022-23,Regular Season,PullUpShot
1630538,Bones Hyland,1610612746,LAC,56,36,20,1085.0,82,230,0.357,220,56.0,154.0,0.364,0.478,2022-23,Regular Season,PullUpShot
203078,Bradley Beal,1610612764,WAS,50,24,26,1673.0,161,364,0.442,358,36.0,109.0,0.33,0.492,2022-23,Regular Season,PullUpShot
1630527,Brandon Boston,1610612746,LAC,22,9,13,248.0,20,51,0.392,47,7.0,15.0,0.467,0.461,2022-23,Regular Season,PullUpShot
1629634,Brandon Clarke,1610612763,MEM,56,32,24,1090.0,8,13,0.615,16,0.0,0.0,nan,0.615,2022-23,Regular Season,PullUpShot
1627742,Brandon Ingram,1610612740,NOP,45,23,22,1538.0,188,432,0.435,390,14.0,43.0,0.326,0.451,2022-23,Regular Season,PullUpShot
1630296,Braxton Key,1610612765,DET,3,0,3,9.0,1,1,1.0,2,nan,nan,nan,1.0,2022-23,Regular Season,PullUpShot
201572,Brook Lopez,1610612749,MIL,78,57,21,2372.0,33,84,0.393,74,8.0,25.0,0.32,0.44,2022-23,Regular Season,PullUpShot
1628971,Bruce Brown,1610612743,DEN,80,53,27,2279.0,44,128,0.344,96,8.0,32.0,0.25,0.375,2022-23,Regular Season,PullUpShot
1628981,Bruno Fernando,1610612737,ATL,39,13,26,405.0,1,2,0.5,2,0.0,0.0,nan,0.5,2022-23,Regular Season,PullUpShot
1631121,Bryce McGowens,1610612766,CHA,46,16,30,787.0,8,32,0.25,20,4.0,13.0,0.308,0.313,2022-23,Regular Season,PullUpShot
1627854,Bryn Forbes,1610612750,MIN,25,9,16,268.0,12,32,0.375,28,4.0,14.0,0.286,0.438,2022-23,Regular Season,PullUpShot
1631205,Buddy Boeheim,1610612765,DET,10,2,8,90.0,0,1,0.0,0,0.0,1.0,0.0,0.0,2022-23,Regular Season,PullUpShot
1627741,Buddy Hield,1610612754,IND,80,35,45,2482.0,132,306,0.431,349,85.0,194.0,0.438,0.57,2022-23,Regular Season,PullUpShot
203468,CJ McCollum,1610612740,NOP,75,38,37,2649.0,259,618,0.419,596,78.0,219.0,0.356,0.482,2022-23,Regular Season,PullUpShot
1630595,Cade Cunningham,1610612765,DET,12,3,9,400.0,44,106,0.415,96,8.0,33.0,0.242,0.453,2022-23,Regular Season,PullUpShot
1631216,Caleb Houstan,1610612753,ORL,51,20,31,812.0,4,10,0.4,11,3.0,6.0,0.5,0.55,2022-23,Regular Season,PullUpShot
1628997,Caleb Martin,1610612748,MIA,71,38,33,2078.0,46,99,0.465,107,15.0,36.0,0.417,0.54,2022-23,Regular Season,PullUpShot
1629629,Cam Reddish,1610612757,POR,40,14,26,990.0,18,55,0.327,46,10.0,31.0,0.323,0.418,2022-23,Regular Season,PullUpShot
1630560,Cam Thomas,1610612751,BKN,57,30,27,948.0,93,246,0.378,218,32.0,87.0,0.368,0.443,2022-23,Regular Season,PullUpShot
1629661,Cameron Johnson,1610612751,BKN,42,25,17,1200.0,46,106,0.434,102,10.0,29.0,0.345,0.481,2022-23,Regular Season,PullUpShot
1626166,Cameron Payne,1610612756,PHX,48,27,21,968.0,74,179,0.413,179,31.0,73.0,0.425,0.5,2022-23,Regular Season,PullUpShot
1627747,Caris LeVert,1610612739,CLE,74,45,29,2237.0,84,236,0.356,212,44.0,113.0,0.389,0.449,2022-23,Regular Season,PullUpShot
1630637,Carlik Jones,1610612741,CHI,7,4,3,56.0,2,5,0.4,4,0.0,1.0,0.0,0.4,2022-23,Regular Season,PullUpShot
1626224,Cedi Osman,1610612739,CLE,77,48,29,1548.0,23,72,0.319,66,20.0,53.0,0.377,0.458,2022-23,Regular Season,PullUpShot
1628435,Chance Comanche,1610612757,POR,1,0,1,21.0,0,0,nan,0,nan,nan,nan,nan,2022-23,Regular Season,PullUpShot
1629646,Charles Bassey,1610612759,SAS,35,9,26,508.0,6,10,0.6,14,2.0,3.0,0.667,0.7,2022-23,Regular Season,PullUpShot
1631320,Chima Moneke,1610612758,SAC,2,1,1,8.0,0,0,nan,0,nan,nan,nan,nan,2022-23,Regular Season,PullUpShot
1629002,Chimezie Metu,1610612758,SAC,66,41,25,689.0,2,14,0.143,4,0.0,4.0,0.0,0.143,2022-23,Regular Season,PullUpShot
1628449,Chris Boucher,1610612761,TOR,76,39,37,1523.0,11,30,0.367,24,2.0,10.0,0.2,0.4,2022-23,Regular Season,PullUpShot
1630537,Chris Duarte,1610612754,IND,46,19,27,897.0,41,138,0.297,102,20.0,71.0,0.282,0.37,2022-23,Regular Season,PullUpShot
101108,Chris Paul,1610612756,PHX,59,33,26,1889.0,208,488,0.426,467,51.0,169.0,0.302,0.478,2022-23,Regular Season,PullUpShot
1629735,Chris Silva,1610612737,ATL,1,1,0,3.0,0,0,nan,0,nan,nan,nan,nan,2022-23,Regular Season,PullUpShot
1631128,Christian Braun,1610612743,DEN,76,49,27,1181.0,9,33,0.273,24,6.0,15.0,0.4,0.364,2022-23,Regular Season,PullUpShot
1631132,Christian Koloko,1610612761,TOR,58,29,29,802.0,0,0,nan,0,0.0,0.0,nan,nan,2022-23,Regular Season,PullUpShot
1626174,Christian Wood,1610612742,DAL,67,33,34,1738.0,28,100,0.28,65,9.0,46.0,0.196,0.325,2022-23,Regular Season,PullUpShot
1629643,Chuma Okeke,1610612753,ORL,27,8,19,518.0,4,20,0.2,10,2.0,10.0,0.2,0.25,2022-23,Regular Season,PullUpShot
203991,Clint Capela,1610612737,ATL,65,35,30,1730.0,0,1,0.0,0,0.0,0.0,nan,0.0,2022-23,Regular Season,PullUpShot
1629632,Coby White,1610612741,CHI,74,37,37,1730.0,48,134,0.358,112,16.0,58.0,0.276,0.418,2022-23,Regular Season,PullUpShot
1628998,Cody Martin,1610612766,CHA,7,2,5,134.0,1,10,0.1,2,0.0,5.0,0.0,0.1,2022-23,Regular Season,PullUpShot
203469,Cody Zeller,1610612748,MIA,15,6,9,217.0,0,3,0.0,0,0.0,0.0,nan,0.0,2022-23,Regular Season,PullUpShot
1630175,Cole Anthony,1610612753,ORL,60,28,32,1552.0,103,227,0.454,228,22.0,57.0,0.386,0.502,2022-23,Regular Season,PullUpShot
1631306,Cole Swider,1610612747,LAL,7,2,5,41.0,0,3,0.0,0,0.0,2.0,0.0,0.0,2022-23,Regular Season,PullUpShot
1629012,Collin Sexton,1610612762,UTA,48,24,24,1145.0,49,104,0.471,118,20.0,43.0,0.465,0.567,2022-23,Regular Season,PullUpShot
1630557,Corey Kispert,1610612764,WAS,74,31,43,2093.0,20,52,0.385,53,13.0,33.0,0.394,0.51,2022-23,Regular Season,PullUpShot
202709,Cory Joseph,1610612765,DET,62,12,50,1227.0,50,136,0.368,121,21.0,63.0,0.333,0.445,2022-23,Regular Season,PullUpShot
1626156,D'Angelo Russell,1610612747,LAL,71,39,32,2304.0,184,430,0.428,450,82.0,214.0,0.383,0.523,2022-23,Regular Season,PullUpShot
1630227,Daishen Nix,1610612745,HOU,57,15,42,914.0,18,53,0.34,52,16.0,47.0,0.34,0.491,2022-23,Regular Season,PullUpShot
1630625,Dalano Banton,1610612761,TOR,31,17,14,279.0,5,33,0.152,12,2.0,12.0,0.167,0.182,2022-23,Regular Season,PullUpShot
1631207,Dalen Terry,1610612741,CHI,38,19,19,214.0,6,14,0.429,15,3.0,8.0,0.375,0.536,2022-23,Regular Season,PullUpShot
1627745,Damian Jones,1610612762,UTA,41,12,29,477.0,0,0,nan,0,0.0,0.0,nan,nan,2022-23,Regular Season,PullUpShot
203081,Damian Lillard,1610612757,POR,58,27,31,2107.0,227,561,0.405,613,159.0,427.0,0.372,0.546,2022-23,Regular Season,PullUpShot
1627814,Damion Lee,1610612756,PHX,74,40,34,1506.0,29,93,0.312,60,2.0,16.0,0.125,0.323,2022-23,Regular Season,PullUpShot
1629655,Daniel Gafford,1610612764,WAS,78,32,46,1604.0,6,9,0.667,12,nan,nan,nan,0.667,2022-23,Regular Season,PullUpShot
1628464,Daniel Theis,1610612754,IND,7,1,6,109.0,0,0,nan,0,0.0,0.0,nan,nan,2022-23,Regular Season,PullUpShot
201980,Danny Green,1610612739,CLE,11,6,5,139.0,5,11,0.455,12,2.0,7.0,0.286,0.545,2022-23,Regular Season,PullUpShot
1627863,Danuel House Jr.,1610612755,PHI,56,38,18,807.0,22,52,0.423,57,13.0,37.0,0.351,0.548,2022-23,Regular Season,PullUpShot
203967,Dario Saric,1610612760,OKC,57,26,31,806.0,7,26,0.269,15,1.0,5.0,0.2,0.288,2022-23,Regular Season,PullUpShot
1629647,Darius Bazley,1610612756,PHX,43,19,24,616.0,2,12,0.167,5,1.0,2.0,0.5,0.208,2022-23,Regular Season,PullUpShot
1630620,Darius Days,1610612745,HOU,4,0,4,25.0,0,0,nan,0,0.0,0.0,nan,nan,2022-23,Regular Season,PullUpShot
1629636,Darius Garland,1610612739,CLE,69,40,29,2447.0,210,499,0.421,511,91.0,233.0,0.391,0.512,2022-23,Regular Season,PullUpShot
1630561,David Duke Jr.,1610612751,BKN,23,10,13,228.0,3,8,0.375,6,0.0,1.0,0.0,0.375,2022-23,Regular Season,PullUpShot
1631223,David Roddy,1610612763,MEM,70,44,26,1259.0,13,31,0.419,29,3.0,13.0,0.231,0.468,2022-23,Regular Season,PullUpShot
1630558,Davion Mitchell,1610612758,SAC,80,47,33,1447.0,47,133,0.353,110,16.0,61.0,0.262,0.414,2022-23,Regular Season,PullUpShot
202722,Davis Bertans,1610612742,DAL,45,20,25,492.0,6,14,0.429,17,5.0,13.0,0.385,0.607,2022-23,Regular Season,PullUpShot
1628432,Davon Reed,1610612743,DEN,43,29,14,343.0,10,29,0.345,24,4.0,6.0,0.667,0.414,2022-23,Regular Season,PullUpShot
1630549,Day'Ron Sharpe,1610612751,BKN,48,22,26,552.0,1,1,1.0,3,1.0,1.0,1.0,1.5,2022-23,Regular Season,PullUpShot
1628368,De'Aaron Fox,1610612758,SAC,73,44,29,2435.0,258,630,0.41,575,59.0,196.0,0.301,0.456,2022-23,Regular Season,PullUpShot
1629631,De'Andre Hunter,1610612737,ATL,67,35,32,2126.0,134,263,0.51,282,14.0,36.0,0.389,0.536,2022-23,Regular Season,PullUpShot
1629001,De'Anthony Melton,1610612755,PHI,77,50,27,2150.0,45,142,0.317,122,32.0,100.0,0.32,0.43,2022-23,Regular Season,PullUpShot
201599,DeAndre Jordan,1610612743,DEN,39,23,16,586.0,1,1,1.0,2,0.0,0.0,nan,1.0,2022-23,Regular Season,PullUpShot
201942,DeMar DeRozan,1610612741,CHI,74,37,37,2682.0,352,745,0.472,712,8.0,26.0,0.308,0.478,2022-23,Regular Season,PullUpShot
1629731,Dean Wade,1610612739,CLE,44,30,14,892.0,2,8,0.25,5,1.0,2.0,0.5,0.313,2022-23,Regular Season,PullUpShot
1629028,Deandre Ayton,1610612756,PHX,67,36,31,2035.0,33,71,0.465,68,2.0,2.0,1.0,0.479,2022-23,Regular Season,PullUpShot
1627749,Dejounte Murray,1610612737,ATL,74,38,36,2693.0,292,630,0.463,632,48.0,132.0,0.364,0.502,2022-23,Regular Season,PullUpShot
1626153,Delon Wright,1610612764,WAS,50,26,24,1221.0,26,69,0.377,67,15.0,43.0,0.349,0.486,2022-23,Regular Season,PullUpShot
1630166,Deni Avdija,1610612764,WAS,76,33,43,2020.0,10,57,0.175,27,7.0,37.0,0.189,0.237,2022-23,Regular Season,PullUpShot
203471,Dennis Schröder,1610612747,LAL,66,37,29,1986.0,90,214,0.421,188,8.0,33.0,0.242,0.439,2022-23,Regular Season,PullUpShot
1628372,Dennis Smith Jr.,1610612766,CHA,54,19,35,1390.0,31,123,0.252,63,1.0,19.0,0.053,0.256,2022-23,Regular Season,PullUpShot
1629126,Deonte Burton,1610612758,SAC,2,1,1,6.0,0,0,nan,0,0.0,0.0,nan,nan,2022-23,Regular Season,PullUpShot
1631220,Dereon Seabron,1610612740,NOP,5,2,3,12.0,0,0,nan,0,nan,nan,nan,nan,2022-23,Regular Season,PullUpShot
1627884,Derrick Jones Jr.,1610612741,CHI,64,29,35,893.0,2,3,0.667,5,1.0,2.0,0.5,0.833,2022-23,Regular Season,PullUpShot
201565,Derrick Rose,1610612752,NYK,27,12,15,338.0,24,58,0.414,58,10.0,26.0,0.385,0.5,2022-23,Regular Season,PullUpShot
1628401,Derrick White,1610612738,BOS,82,57,25,2319.0,68,154,0.442,163,27.0,77.0,0.351,0.529,2022-23,Regular Season,PullUpShot
1630217,Desmond Bane,1610612763,MEM,58,38,20,1841.0,131,312,0.42,339,77.0,192.0,0.401,0.543,2022-23,Regular Season,PullUpShot
1626164,Devin Booker,1610612756,PHX,53,34,19,1835.0,258,583,0.443,579,63.0,204.0,0.309,0.497,2022-23,Regular Season,PullUpShot
1630170,Devin Vassell,1610612759,SAS,38,12,26,1178.0,106,265,0.4,234,22.0,78.0,0.282,0.442,2022-23,Regular Season,PullUpShot
1629653,Devon Dotson,1610612764,WAS,6,1,5,53.0,0,3,0.0,0,0.0,0.0,nan,0.0,2022-23,Regular Season,PullUpShot
1628984,Devonte' Graham,1610612759,SAS,73,31,42,1338.0,64,181,0.354,174,46.0,140.0,0.329,0.481,2022-23,Regular Season,PullUpShot
203473,Dewayne Dedmon,1610612755,PHI,38,23,15,426.0,9,14,0.643,20,2.0,2.0,1.0,0.714,2022-23,Regular Season,PullUpShot
1628415,Dillon Brooks,1610612763,MEM,73,46,27,2214.0,127,368,0.345,296,42.0,155.0,0.271,0.402,2022-23,Regular Season,PullUpShot
1627734,Domantas Sabonis,1610612758,SAC,79,47,32,2736.0,9,20,0.45,18,0.0,2.0,0.0,0.45,2022-23,Regular Season,PullUpShot
1631230,Dominick Barlow,1610612759,SAS,28,5,23,408.0,1,1,1.0,2,0.0,0.0,nan,1.0,2022-23,Regular Season,PullUpShot
1628378,Donovan Mitchell,1610612739,CLE,68,44,24,2432.0,279,652,0.428,710,152.0,388.0,0.392,0.544,2022-23,Regular Season,PullUpShot
1631495,Donovan Williams,1610612737,ATL,2,1,1,4.0,0,1,0.0,0,0.0,1.0,0.0,0.0,2022-23,Regular Season,PullUpShot
1628978,Donte DiVincenzo,1610612744,GSW,72,42,30,1894.0,17,72,0.236,46,12.0,53.0,0.226,0.319,2022-23,Regular Season,PullUpShot
1627827,Dorian Finney-Smith,1610612751,BKN,66,31,35,2009.0,6,26,0.231,18,6.0,21.0,0.286,0.346,2022-23,Regular Season,PullUpShot
203926,Doug McDermott,1610612759,SAS,64,19,45,1314.0,41,104,0.394,102,20.0,47.0,0.426,0.49,2022-23,Regular Season,PullUpShot
203110,Draymond Green,1610612744,GSW,73,41,32,2298.0,3,13,0.231,7,1.0,3.0,0.333,0.269,2022-23,Regular Season,PullUpShot
1629234,Drew Eubanks,1610612757,POR,78,31,47,1584.0,10,23,0.435,20,0.0,0.0,nan,0.435,2022-23,Regular Season,PullUpShot
1630696,Dru Smith,1610612751,BKN,15,7,8,158.0,5,15,0.333,10,0.0,5.0,0.0,0.333,2022-23,Regular Season,PullUpShot
1630613,Duane Washington Jr.,1610612752,NYK,31,17,14,394.0,42,107,0.393,104,20.0,46.0,0.435,0.486,2022-23,Regular Season,PullUpShot
1629130,Duncan Robinson,1610612748,MIA,42,19,23,690.0,27,67,0.403,74,20.0,53.0,0.377,0.552,2022-23,Regular Season,PullUpShot
203939,Dwight Powell,1610612742,DAL,76,37,39,1458.0,1,3,0.333,2,0.0,1.0,0.0,0.333,2022-23,Regular Season,PullUpShot
1629685,Dylan Windler,1610612739,CLE,3,3,0,10.0,0,0,nan,0,0.0,0.0,nan,nan,2022-23,Regular Season,PullUpShot
1630700,Dyson Daniels,1610612740,NOP,59,33,26,1042.0,8,29,0.276,19,3.0,15.0,0.2,0.328,2022-23,Regular Season,PullUpShot
1628410,Edmond Sumner,1610612751,BKN,53,33,20,736.0,14,36,0.389,32,4.0,13.0,0.308,0.444,2022-23,Regular Season,PullUpShot
201569,Eric Gordon,1610612746,LAC,69,25,44,1966.0,42,116,0.362,118,34.0,88.0,0.386,0.509,2022-23,Regular Season,PullUpShot
1630647,Eugene Omoruyi,1610612765,DET,40,10,30,645.0,3,10,0.3,9,3.0,7.0,0.429,0.45,2022-23,Regular Season,PullUpShot
203095,Evan Fournier,1610612752,NYK,27,15,12,459.0,23,76,0.303,59,13.0,49.0,0.265,0.388,2022-23,Regular Season,PullUpShot
1630596,Evan Mobley,1610612739,CLE,79,48,31,2715.0,45,115,0.391,91,1.0,1.0,1.0,0.396,2022-23,Regular Season,PullUpShot
1630267,Facundo Campazzo,1610612742,DAL,8,2,6,52.0,1,5,0.2,3,1.0,5.0,0.2,0.3,2022-23,Regular Season,PullUpShot
1628402,Frank Jackson,1610612756,PHX,1,0,1,5.0,0,1,0.0,0,0.0,0.0,nan,0.0,2022-23,Regular Season,PullUpShot
1626163,Frank Kaminsky,1610612745,HOU,36,13,23,235.0,1,5,0.2,2,0.0,0.0,nan,0.2,2022-23,Regular Season,PullUpShot
1628373,Frank Ntilikina,1610612742,DAL,47,20,27,608.0,14,30,0.467,31,3.0,11.0,0.273,0.517,2022-23,Regular Season,PullUpShot
1630532,Franz Wagner,1610612753,ORL,80,33,47,2609.0,87,252,0.345,215,41.0,141.0,0.291,0.427,2022-23,Regular Season,PullUpShot
1627832,Fred VanVleet,1610612761,TOR,69,34,35,2535.0,198,517,0.383,499,103.0,307.0,0.336,0.483,2022-23,Regular Season,PullUpShot
1627788,Furkan Korkmaz,1610612755,PHI,37,24,13,353.0,12,32,0.375,29,5.0,13.0,0.385,0.453,2022-23,Regular Season,PullUpShot
1629216,Gabe Vincent,1610612748,MIA,68,37,31,1759.0,89,214,0.416,218,40.0,123.0,0.325,0.509,2022-23,Regular Season,PullUpShot
1628221,Gabe York,1610612754,IND,3,1,2,56.0,0,4,0.0,0,0.0,4.0,0.0,0.0,2022-23,Regular Season,PullUpShot
202066,Garrett Temple,1610612740,NOP,25,16,9,162.0,2,8,0.25,6,2.0,5.0,0.4,0.375,2022-23,Regular Season,PullUpShot
1629726,Garrison Mathews,1610612737,ATL,54,16,38,686.0,12,34,0.353,35,11.0,31.0,0.355,0.515,2022-23,Regular Season,PullUpShot
203914,Gary Harris,1610612753,ORL,48,22,26,1184.0,19,47,0.404,52,14.0,31.0,0.452,0.553,2022-23,Regular Season,PullUpShot
1627780,Gary Payton II,1610612744,GSW,22,13,9,368.0,0,0,nan,0,0.0,0.0,nan,nan,2022-23,Regular Season,PullUpShot
1629018,Gary Trent Jr.,1610612761,TOR,66,31,35,2118.0,153,392,0.39,349,43.0,144.0,0.299,0.445,2022-23,Regular Season,PullUpShot
201588,George Hill,1610612754,IND,46,27,19,833.0,17,42,0.405,40,6.0,23.0,0.261,0.476,2022-23,Regular Season,PullUpShot
1627777,Georges Niang,1610612755,PHI,78,51,27,1512.0,14,44,0.318,35,7.0,29.0,0.241,0.398,2022-23,Regular Season,PullUpShot
203507,Giannis Antetokounmpo,1610612749,MIL,63,47,16,2024.0,98,303,0.323,218,22.0,96.0,0.229,0.36,2022-23,Regular Season,PullUpShot
1629048,Goga Bitadze,1610612753,ORL,38,13,25,457.0,1,2,0.5,3,1.0,2.0,0.5,0.75,2022-23,Regular Season,PullUpShot
201609,Goran Dragic,1610612749,MIL,58,27,31,870.0,46,130,0.354,99,7.0,40.0,0.175,0.381,2022-23,Regular Season,PullUpShot
202330,Gordon Hayward,1610612766,CHA,50,20,30,1577.0,108,247,0.437,226,10.0,36.0,0.278,0.457,2022-23,Regular Season,PullUpShot
203476,Gorgui Dieng,1610612759,SAS,31,3,28,358.0,8,32,0.25,19,3.0,21.0,0.143,0.297,2022-23,Regular Season,PullUpShot
1629684,Grant Williams,1610612738,BOS,79,55,24,2045.0,32,79,0.405,88,24.0,52.0,0.462,0.557,2022-23,Regular Season,PullUpShot
1628960,Grayson Allen,1610612749,MIL,72,53,19,1972.0,40,121,0.331,114,34.0,94.0,0.362,0.471,2022-23,Regular Season,PullUpShot
1630535,Greg Brown III,1610612757,POR,16,10,6,93.0,0,2,0.0,0,0.0,1.0,0.0,0.0,2022-23,Regular Season,PullUpShot
1628977,Hamidou Diallo,1610612765,DET,56,12,44,996.0,29,69,0.42,60,2.0,4.0,0.5,0.435,2022-23,Regular Season,PullUpShot
203084,Harrison Barnes,1610612758,SAC,82,48,34,2662.0,43,107,0.402,109,23.0,55.0,0.418,0.509,2022-23,Regular Season,PullUpShot
1629312,Haywood Highsmith,1610612748,MIA,54,28,26,969.0,5,16,0.313,12,2.0,5.0,0.4,0.375,2022-23,Regular Season,PullUpShot
1630529,Herbert Jones,1610612740,NOP,66,31,35,1951.0,4,13,0.308,9,1.0,3.0,0.333,0.346,2022-23,Regular Season,PullUpShot
1630193,Immanuel Quickley,1610612752,NYK,81,47,34,2344.0,149,392,0.38,369,71.0,206.0,0.345,0.471,2022-23,Regular Season,PullUpShot
