season,season_type,player_id,player_name,team_id,team_abbreviation,games_played,minutes_per_game,fgm_per_game,fga_per_game,fg_pct,fg3m_per_game,fg3a_per_game,fg3_pct,ftm_per_game,fta_per_game,ft_pct,efg_pct
2024-25,Regular Season,1629661,Cameron Johnson,1610612751,BKN,57,31.6,6.2,13.1,0.475,2.8,7.2,0.39,3.5,3.9,0.893,
2024-25,Regular Season,1626166,Cameron Payne,1610612752,NYK,72,15.1,2.5,6.2,0.401,1.3,3.6,0.363,0.7,0.8,0.907,
2024-25,Regular Season,1627747,Caris LeVert,1610612737,ATL,64,24.9,4.4,9.4,0.467,1.7,4.4,0.373,1.7,2.4,0.71,
2024-25,Regular Season,1641717,Cason Wallace,1610612760,OKC,68,27.6,3.4,7.2,0.474,1.1,3.1,0.356,0.4,0.5,0.811,
2024-25,Regular Season,1629646,Charles Bassey,1610612759,SAS,36,10.4,1.9,3.3,0.581,0.0,0.0,0.0,0.6,0.9,0.636,
2024-25,Regular Season,1631096,Chet Holmgren,1610612760,OKC,32,27.4,5.2,10.7,0.49,1.4,3.6,0.379,3.2,4.2,0.754,
2024-25,Regular Season,1628449,Chris Boucher,1610612761,TOR,50,17.2,3.6,7.4,0.492,1.4,3.9,0.363,1.4,1.7,0.782,
2024-25,Regular Season,1630537,Chris Duarte,1610612741,CHI,17,4.4,0.7,1.5,0.462,0.4,0.9,0.4,0.4,0.5,0.75,
2024-25,Regular Season,1641753,Chris Livingston,1610612749,MIL,21,5.0,0.4,1.3,0.333,0.0,0.4,0.0,0.6,0.8,0.75,
2024-25,Regular Season,101108,Chris Paul,1610612759,SAS,82,28.0,3.0,7.1,0.427,1.7,4.5,0.377,1.0,1.1,0.924,
2024-25,Regular Season,1631128,Christian Braun,1610612743,DEN,79,33.9,6.0,10.4,0.58,1.1,2.8,0.397,2.2,2.7,0.827,
2024-25,Regular Season,1631132,Christian Koloko,1610612747,LAL,37,9.2,1.1,1.8,0.606,0.0,0.1,0.0,0.3,0.4,0.714,
2024-25,Regular Season,1629643,Chuma Okeke,1610612739,CLE,9,21.9,2.2,4.4,0.5,1.2,3.1,0.393,0.2,0.3,0.667,
2024-25,Regular Season,203991,Clint Capela,1610612737,ATL,55,21.4,4.0,7.1,0.559,0.0,0.0,0.0,0.9,1.8,0.536,
2024-25,Regular Season,1629632,Coby White,1610612741,CHI,74,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.7,4.1,0.902,
2024-25,Regular Season,1628998,Cody Martin,1610612756,PHX,53,22.1,2.6,6.1,0.418,0.8,2.8,0.285,0.8,1.2,0.705,
2024-25,Regular Season,1642262,Cody Williams,1610612762,UTA,50,21.2,1.7,5.1,0.323,0.7,2.7,0.259,0.6,0.8,0.725,
2024-25,Regular Season,1641732,Colby Jones,1610612764,WAS,39,13.2,1.5,3.3,0.457,0.4,1.3,0.327,0.6,0.9,0.657,
2024-25,Regular Season,1630175,Cole Anthony,1610612763,MEM,67,18.4,3.4,8.1,0.424,1.1,3.3,0.353,1.4,1.7,0.823,
2024-25,Regular Season,1631306,Cole Swider,1610612754,IND,10,17.0,2.2,6.3,0.349,1.5,4.7,0.319,0.0,0.1,0.0,
2024-25,Regular Season,1630658,Colin Castleton,1610612761,TOR,26,16.6,1.8,3.8,0.469,0.1,0.6,0.125,1.1,1.5,0.763,
2024-25,Regular Season,1631221,Collin Gillespie,1610612756,PHX,33,14.0,2.1,4.8,0.43,1.2,2.7,0.433,0.6,0.7,0.864,
2024-25,Regular Season,1629012,Collin Sexton,1610612762,UTA,63,27.9,6.6,13.8,0.48,1.7,4.3,0.406,3.4,4.0,0.865,
2024-25,Regular Season,1630557,Corey Kispert,1610612764,WAS,61,26.3,4.2,9.3,0.451,2.0,5.4,0.364,1.2,1.4,0.852,
2024-25,Regular Season,202709,Cory Joseph,1610612753,ORL,50,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.3,0.4,0.778,
2024-25,Regular Season,1641854,Craig Porter Jr.,1610612739,CLE,51,10.1,1.4,2.7,0.514,0.4,0.9,0.438,0.5,0.6,0.719,
2024-25,Regular Season,1642385,Cui Cui,1610612751,BKN,5,2.1,0.2,1.4,0.143,0.0,0.6,0.0,0.2,0.4,0.5,
2024-25,Regular Season,1626156,D'Angelo Russell,1610612751,BKN,58,25.5,4.3,11.0,0.39,1.9,6.2,0.314,2.1,2.5,0.834,
2024-25,Regular Season,1630618,D.J. Carton,1610612761,TOR,4,8.3,0.3,1.8,0.143,0.0,0.8,0.0,0.3,0.3,1.0,
2024-25,Regular Season,1629610,DaQuan Jeffries,1610612766,CHA,47,22.8,2.5,6.2,0.405,1.2,3.5,0.335,0.5,0.6,0.8,
2024-25,Regular Season,1631342,Daeqwon Plowden,1610612737,ATL,6,11.9,2.7,4.2,0.64,1.5,2.8,0.529,0.3,0.3,1.0,
2024-25,Regular Season,1630227,Daishen Nix,1610612750,MIN,3,4.4,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.7,0.5,
2024-25,Regular Season,1630625,Dalano Banton,1610612757,POR,67,16.7,3.0,7.6,0.391,1.1,3.3,0.324,1.4,1.9,0.728,
2024-25,Regular Season,1631207,Dalen Terry,1610612741,CHI,73,13.5,1.6,3.7,0.448,0.5,1.4,0.356,0.7,0.9,0.71,
2024-25,Regular Season,1642261,Dalton Knecht,1610612747,LAL,78,19.2,3.3,7.1,0.461,1.6,4.4,0.376,0.8,1.1,0.762,
2024-25,Regular Season,203081,Damian Lillard,1610612749,MIL,58,36.1,7.7,17.1,0.448,3.4,9.0,0.376,6.2,6.8,0.921,
2024-25,Regular Season,1641878,Damion Baugh,1610612766,CHA,15,24.7,2.8,8.7,0.323,0.8,3.7,0.214,0.9,1.0,0.867,
2024-25,Regular Season,1627814,Damion Lee,1610612756,PHX,25,5.8,1.1,3.0,0.365,0.4,1.5,0.243,0.8,0.8,0.952,
2024-25,Regular Season,1629655,Daniel Gafford,1610612742,DAL,57,21.5,5.0,7.1,0.702,0.0,0.0,0.0,2.4,3.4,0.689,
2024-25,Regular Season,1628464,Daniel Theis,1610612740,NOP,38,16.3,1.6,3.4,0.473,0.2,1.0,0.243,0.8,1.0,0.838,
2024-25,Regular Season,1642450,Daniss Jenkins,1610612765,DET,7,3.2,0.4,1.4,0.3,0.1,1.0,0.143,0.0,0.3,0.0,
2024-25,Regular Season,203957,Dante Exum,1610612742,DAL,20,18.6,3.2,6.7,0.478,1.2,2.7,0.434,1.2,1.6,0.742,
2024-25,Regular Season,203967,Dario Saric,1610612743,DEN,16,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.4,0.6,0.7,
2024-25,Regular Season,1641727,Dariq Whitehead,1610612751,BKN,20,12.3,2.0,4.8,0.406,1.7,3.7,0.446,0.2,0.3,0.6,
2024-25,Regular Season,1629636,Darius Garland,1610612739,CLE,75,30.7,7.4,15.7,0.472,2.8,7.1,0.401,3.0,3.4,0.878,
2024-25,Regular Season,1630561,David Duke Jr.,1610612759,SAS,6,5.6,1.0,2.3,0.429,0.5,1.0,0.5,0.2,0.3,0.5,
2024-25,Regular Season,1631223,David Roddy,1610612745,HOU,33,12.4,1.7,3.8,0.456,0.6,1.8,0.311,0.6,0.8,0.769,
2024-25,Regular Season,1630558,Davion Mitchell,1610612748,MIA,74,27.4,3.0,6.4,0.468,1.1,2.9,0.398,0.8,1.1,0.69,
2024-25,Regular Season,1630549,Day'Ron Sharpe,1610612751,BKN,50,18.1,3.3,6.3,0.521,0.2,0.9,0.244,1.1,1.5,0.757,
2024-25,Regular Season,1628368,De'Aaron Fox,1610612759,SAS,62,36.1,8.7,18.8,0.463,1.9,6.1,0.31,4.2,5.1,0.827,
2024-25,Regular Season,1629631,De'Andre Hunter,1610612739,CLE,64,27.2,5.6,11.9,0.47,2.5,6.1,0.405,3.4,4.0,0.846,
2024-25,Regular Season,1629001,De'Anthony Melton,1610612751,BKN,6,20.2,3.7,9.0,0.407,2.2,5.8,0.371,0.8,1.3,0.625,
2024-25,Regular Season,201599,DeAndre Jordan,1610612743,DEN,56,12.3,1.6,2.5,0.65,0.0,0.0,0.0,0.5,1.1,0.422,
2024-25,Regular Season,201942,DeMar DeRozan,1610612758,SAC,77,35.9,8.1,17.0,0.477,1.1,3.3,0.328,4.9,5.7,0.857,
2024-25,Regular Season,1629731,Dean Wade,1610612739,CLE,59,21.2,1.9,4.6,0.413,1.4,3.8,0.36,0.3,0.5,0.533,
2024-25,Regular Season,1629028,Deandre Ayton,1610612757,POR,40,30.1,6.6,11.7,0.566,0.2,0.8,0.188,1.0,1.5,0.667,
2024-25,Regular Season,1627749,Dejounte Murray,1610612740,NOP,31,32.6,6.3,15.9,0.393,1.7,5.6,0.299,3.3,4.0,0.823,
2024-25,Regular Season,1626153,Delon Wright,1610612752,NYK,40,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.4,0.6,0.6,
2024-25,Regular Season,1630166,Deni Avdija,1610612757,POR,72,30.0,5.6,11.7,0.476,1.7,4.8,0.365,4.0,5.2,0.78,
2024-25,Regular Season,203471,Dennis Schröder,1610612765,DET,75,28.1,4.5,11.0,0.406,1.7,4.9,0.342,2.4,2.9,0.838,
2024-25,Regular Season,1641726,Dereck Lively II,1610612742,DAL,36,23.1,3.7,5.3,0.702,0.0,0.0,0.0,1.3,2.0,0.63,
2024-25,Regular Season,1627884,Derrick Jones Jr.,1610612746,LAC,77,24.3,4.0,7.6,0.526,1.0,2.8,0.356,1.1,1.5,0.703,
2024-25,Regular Season,1628401,Derrick White,1610612738,BOS,76,33.9,5.6,12.6,0.442,3.5,9.1,0.384,1.8,2.1,0.839,
2024-25,Regular Season,1630217,Desmond Bane,1610612753,ORL,69,32.0,7.1,14.8,0.484,2.4,6.1,0.392,2.6,2.9,0.894,
2024-25,Regular Season,1626164,Devin Booker,1610612756,PHX,75,37.3,8.7,18.9,0.461,2.4,7.3,0.332,5.8,6.4,0.894,
2024-25,Regular Season,1642269,Devin Carter,1610612758,SAC,36,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.7,1.2,0.591,
2024-25,Regular Season,1630170,Devin Vassell,1610612759,SAS,64,31.0,6.2,13.9,0.443,2.5,6.7,0.368,1.5,1.9,0.792,
2024-25,Regular Season,1628415,Dillon Brooks,1610612745,HOU,75,31.8,5.1,11.9,0.429,2.5,6.3,0.397,1.3,1.6,0.818,
2024-25,Regular Season,1641794,Dillon Jones,1610612760,OKC,54,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.3,0.5,0.607,
2024-25,Regular Season,1627734,Domantas Sabonis,1610612758,SAC,70,34.7,7.5,12.8,0.59,0.9,2.2,0.417,3.1,4.1,0.754,
2024-25,Regular Season,1631230,Dominick Barlow,1610612737,ATL,35,10.7,1.7,3.2,0.531,0.2,0.8,0.259,0.6,0.9,0.636,
2024-25,Regular Season,1642270,Donovan Clingan,1610612757,POR,67,19.8,2.7,5.0,0.539,0.2,0.7,0.286,0.9,1.6,0.596,
2024-25,Regular Season,1628378,Donovan Mitchell,1610612739,CLE,71,31.4,8.2,18.6,0.443,3.3,8.9,0.368,4.2,5.1,0.823,
2024-25,Regular Season,1628978,Donte DiVincenzo,1610612750,MIN,62,25.9,4.0,9.6,0.422,2.8,7.1,0.397,0.8,1.0,0.778,
2024-25,Regular Season,1627827,Dorian Finney-Smith,1610612747,LAL,63,28.9,3.1,6.9,0.448,2.0,5.0,0.411,0.5,0.7,0.667,
2024-25,Regular Season,203926,Doug McDermott,1610612758,SAC,42,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.1,0.6,
2024-25,Regular Season,203110,Draymond Green,1610612744,GSW,68,29.2,3.2,7.5,0.424,1.2,3.6,0.325,1.5,2.2,0.687,
2024-25,Regular Season,1629234,Drew Eubanks,1610612746,LAC,61,12.2,1.9,3.2,0.593,0.0,0.1,0.5,0.8,1.2,0.662,
2024-25,Regular Season,1641809,Drew Peterson,1610612738,BOS,25,7.4,0.7,1.6,0.415,0.5,1.3,0.394,0.3,0.4,0.778,
2024-25,Regular Season,1631166,Drew Timme,1610612751,BKN,9,28.2,5.0,11.3,0.441,1.0,3.9,0.257,1.1,1.8,0.625,
2024-25,Regular Season,1630696,Dru Smith,1610612748,MIA,14,19.2,2.2,4.4,0.508,1.1,2.1,0.533,0.6,0.9,0.75,
2024-25,Regular Season,1629130,Duncan Robinson,1610612748,MIA,74,24.1,3.9,9.0,0.437,2.6,6.5,0.393,0.6,0.7,0.887,
2024-25,Regular Season,1641871,Duop Reath,1610612757,POR,46,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.4,0.5,0.909,
2024-25,Regular Season,203939,Dwight Powell,1610612742,DAL,55,10.0,0.8,1.1,0.689,0.0,0.1,0.4,0.5,0.8,0.651,
2024-25,Regular Season,1630700,Dyson Daniels,1610612737,ATL,76,33.8,6.0,12.1,0.493,1.1,3.1,0.34,1.1,1.8,0.593,
2024-25,Regular Season,1630604,E.J. Liddell,1610612741,CHI,12,4.4,0.7,1.3,0.533,0.3,0.8,0.3,0.2,0.2,1.0,
2024-25,Regular Season,203901,Elfrid Payton,1610612740,NOP,24,21.3,1.7,5.1,0.328,0.0,0.3,0.167,0.2,0.3,0.571,
2024-25,Regular Season,1641989,Elijah Harkless,1610612762,UTA,10,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.3,0.6,0.5,
2024-25,Regular Season,1641801,Emanuel Miller,1610612741,CHI,6,4.1,0.7,1.3,0.5,0.0,0.2,0.0,0.3,0.3,1.0,
2024-25,Regular Season,1641734,Emoni Bates,1610612739,CLE,10,7.5,1.3,3.8,0.342,1.1,3.0,0.367,0.0,0.0,0.0,
2024-25,Regular Season,1642402,Enrique Freeman,1610612754,IND,22,8.2,0.7,1.7,0.432,0.0,0.5,0.1,0.6,0.9,0.684,
2024-25,Regular Season,201569,Eric Gordon,1610612755,PHI,39,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.9,1.2,0.75,
2024-25,Regular Season,1630596,Evan Mobley,1610612739,CLE,71,30.5,7.1,12.8,0.557,1.2,3.2,0.37,3.1,4.3,0.725,
2024-25,Regular Season,1630532,Franz Wagner,1610612753,ORL,60,33.7,9.0,19.4,0.463,1.7,5.9,0.295,4.5,5.2,0.871,
2024-25,Regular Season,1627832,Fred VanVleet,1610612745,HOU,60,35.2,4.8,12.7,0.378,2.7,7.7,0.345,1.9,2.3,0.81,
2024-25,Regular Season,1641713,GG Jackson,1610612763,MEM,29,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.0,1.4,0.725,
2024-25,Regular Season,1629216,Gabe Vincent,1610612747,LAL,72,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.2,0.3,0.714,
2024-25,Regular Season,202066,Garrett Temple,1610612761,TOR,28,8.1,0.6,2.1,0.3,0.2,1.0,0.214,0.4,0.4,0.917,
2024-25,Regular Season,1629726,Garrison Mathews,1610612737,ATL,47,17.6,2.2,5.5,0.397,1.8,4.6,0.39,1.4,1.7,0.821,
2024-25,Regular Season,203914,Gary Harris,1610612753,ORL,48,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.1,0.3,0.583,
2024-25,Regular Season,1627780,Gary Payton II,1610612744,GSW,62,15.0,2.8,4.8,0.574,0.5,1.5,0.326,0.4,0.6,0.711,
2024-25,Regular Season,1629018,Gary Trent Jr.,1610612749,MIL,74,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.1,1.2,0.848,
2024-25,Regular Season,1627777,Georges Niang,1610612737,ATL,79,21.5,3.6,7.8,0.461,2.1,5.2,0.406,0.6,0.7,0.793,
2024-25,Regular Season,203507,Giannis Antetokounmpo,1610612749,MIL,67,34.2,11.8,19.7,0.601,0.2,0.9,0.222,6.5,10.6,0.617,
2024-25,Regular Season,1629048,Goga Bitadze,1610612753,ORL,70,20.4,3.0,4.8,0.611,0.0,0.4,0.107,1.2,1.9,0.639,
2024-25,Regular Season,1641711,Gradey Dick,1610612761,TOR,54,29.4,4.9,12.0,0.41,2.1,6.0,0.35,2.5,2.9,0.858,
