PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,SEASON,SEASON_TYPE,PT_MEASURE_TYPE,REBOUNDING_SCOPE
1630639,A.J. Lawson,1610612761,TOR,22,12,10,445.0,66,9,56,0.136,96,0.688,8,0.75,2024-25,Regular Season,Rebounding,defensive
1631260,AJ Green,1610612749,MIL,65,40,25,1547.0,156,22,134,0.141,268,0.582,18,0.624,2024-25,Regular Season,Rebounding,defensive
1642358,AJ Johnson,1610612764,WAS,23,6,17,584.0,51,11,40,0.216,115,0.443,21,0.543,2024-25,Regular Season,Rebounding,defensive
203932,Aaron Gordon,1610612743,DEN,49,31,18,1420.0,167,46,121,0.275,245,0.682,17,0.732,2024-25,Regular Season,Rebounding,defensive
1628988,Aaron Holiday,1610612745,HOU,41,26,15,611.0,65,11,54,0.169,104,0.625,9,0.684,2024-25,Regular Season,Rebounding,defensive
1630174,Aaron Nesmith,1610612754,IND,42,29,13,1071.0,140,22,118,0.157,255,0.549,27,0.614,2024-25,Regular Season,Rebounding,defensive
1630598,Aaron Wiggins,1610612760,OKC,72,58,14,1700.0,214,56,158,0.262,373,0.574,41,0.645,2024-25,Regular Season,Rebounding,defensive
1641745,Adam Flagler,1610612760,OKC,15,14,1,136.0,20,4,16,0.2,30,0.667,4,0.769,2024-25,Regular Season,Rebounding,defensive
1641766,Adama Sanogo,1610612741,CHI,3,2,1,21.0,1,0,1,0.0,3,0.333,1,0.5,2024-25,Regular Season,Rebounding,defensive
1641737,Adem Bona,1610612755,PHI,50,11,39,875.0,153,45,108,0.294,313,0.489,33,0.546,2024-25,Regular Season,Rebounding,defensive
1642349,Ajay Mitchell,1610612760,OKC,29,26,3,494.0,50,11,39,0.22,73,0.685,4,0.725,2024-25,Regular Season,Rebounding,defensive
201143,Al Horford,1610612738,BOS,59,43,16,1625.0,285,79,206,0.277,442,0.645,37,0.704,2024-25,Regular Season,Rebounding,defensive
202692,Alec Burks,1610612748,MIA,39,21,18,762.0,109,27,82,0.248,173,0.63,15,0.69,2024-25,Regular Season,Rebounding,defensive
1627936,Alex Caruso,1610612760,OKC,51,42,9,999.0,121,40,81,0.331,219,0.553,15,0.593,2024-25,Regular Season,Rebounding,defensive
1642505,Alex Ducas,1610612760,OKC,10,10,0,87.0,17,5,12,0.294,23,0.739,0,0.739,2024-25,Regular Season,Rebounding,defensive
203458,Alex Len,1610612747,LAL,36,19,17,347.0,57,21,36,0.368,107,0.533,15,0.62,2024-25,Regular Season,Rebounding,defensive
1642024,Alex Reese,1610612755,PHI,14,4,10,212.0,38,11,27,0.289,78,0.487,9,0.551,2024-25,Regular Season,Rebounding,defensive
1642259,Alex Sarr,1610612764,WAS,67,13,54,1814.0,311,95,214,0.305,570,0.546,71,0.623,2024-25,Regular Season,Rebounding,defensive
1630578,Alperen Sengun,1610612745,HOU,76,52,24,2395.0,524,158,366,0.302,858,0.611,84,0.677,2024-25,Regular Season,Rebounding,defensive
