PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,SEASON,SEASON_TYPE,RANGE_LABEL
1628983,Shai Gilgeous-Alexander,1610612760,OKC,26.0,76,76,1.0,860,1656,0.519,0.569,0.737,697,1221,0.571,0.263,163,435,0.375,2024-25,Regular Season,Overall
1630162,Anthony Edwards,1610612750,MIN,23.0,79,79,1.0,721,1612,0.447,0.547,0.497,401,801,0.501,0.503,320,811,0.395,2024-25,Regular Season,Overall
1630595,Cade Cunningham,1610612765,DET,23.0,70,70,1.0,683,1456,0.469,0.52,0.713,534,1038,0.514,0.287,149,418,0.356,2024-25,Regular Season,Overall
1628369,Jayson Tatum,1610612738,BOS,27.0,72,71,1.0,651,1442,0.451,0.538,0.501,402,723,0.556,0.499,249,719,0.346,2024-25,Regular Season,Overall
1630224,Jalen Green,1610612745,HOU,23.0,82,82,1.0,608,1437,0.423,0.505,0.54,374,776,0.482,0.46,234,661,0.354,2024-25,Regular Season,Overall
1626164,Devin Booker,1610612756,PHX,28.0,75,75,1.0,654,1420,0.461,0.525,0.612,471,869,0.542,0.388,183,551,0.332,2024-25,Regular Season,Overall
1629639,Tyler Herro,1610612748,MIA,25.0,77,77,1.0,651,1378,0.472,0.563,0.513,400,707,0.566,0.487,251,671,0.374,2024-25,Regular Season,Overall
1629027,Trae Young,1610612737,ATL,26.0,76,76,1.0,566,1376,0.411,0.491,0.533,348,734,0.474,0.467,218,642,0.34,2024-25,Regular Season,Overall
203999,Nikola Jokić,1610612743,DEN,30.0,70,70,1.0,786,1363,0.577,0.627,0.758,648,1033,0.627,0.242,138,330,0.418,2024-25,Regular Season,Overall
1628378,Donovan Mitchell,1610612739,CLE,28.0,71,71,1.0,585,1320,0.443,0.531,0.52,352,687,0.512,0.48,233,633,0.368,2024-25,Regular Season,Overall
203507,Giannis Antetokounmpo,1610612749,MIL,30.0,67,67,1.0,793,1319,0.601,0.607,0.952,779,1256,0.62,0.048,14,63,0.222,2024-25,Regular Season,Overall
201942,DeMar DeRozan,1610612758,SAC,35.0,77,77,1.0,624,1308,0.477,0.509,0.804,540,1051,0.514,0.196,84,257,0.327,2024-25,Regular Season,Overall
201935,James Harden,1610612746,LAC,35.0,79,79,1.0,531,1295,0.41,0.501,0.484,296,627,0.472,0.516,235,668,0.352,2024-25,Regular Season,Overall
2544,LeBron James,1610612747,LAL,40.0,70,70,1.0,651,1270,0.513,0.571,0.688,502,874,0.574,0.312,149,396,0.376,2024-25,Regular Season,Overall
201939,Stephen Curry,1610612744,GSW,37.0,70,70,1.0,564,1257,0.449,0.572,0.377,253,474,0.534,0.623,311,783,0.397,2024-25,Regular Season,Overall
203897,Zach LaVine,1610612758,SAC,30.0,74,74,1.0,625,1223,0.511,0.609,0.562,386,687,0.562,0.438,239,536,0.446,2024-25,Regular Season,Overall
1626157,Karl-Anthony Towns,1610612752,NYK,29.0,71,71,1.0,635,1203,0.528,0.586,0.724,494,871,0.567,0.276,141,332,0.425,2024-25,Regular Season,Overall
1628991,Jaren Jackson Jr.,1610612763,MEM,25.0,73,72,1.0,586,1198,0.489,0.55,0.679,441,814,0.542,0.321,145,384,0.378,2024-25,Regular Season,Overall
1627783,Pascal Siakam,1610612754,IND,31.0,78,78,1.0,613,1182,0.519,0.572,0.726,487,858,0.568,0.274,126,324,0.389,2024-25,Regular Season,Overall
1628973,Jalen Brunson,1610612752,NYK,28.0,64,64,1.0,575,1177,0.489,0.552,0.668,425,786,0.541,0.332,150,391,0.384,2024-25,Regular Season,Overall
1629636,Darius Garland,1610612739,CLE,25.0,75,75,1.0,554,1174,0.472,0.562,0.549,342,645,0.53,0.451,212,529,0.401,2024-25,Regular Season,Overall
1628969,Mikal Bridges,1610612752,NYK,28.0,81,80,1.0,585,1169,0.5,0.571,0.608,421,711,0.592,0.392,164,458,0.358,2024-25,Regular Season,Overall
1631114,Jalen Williams,1610612760,OKC,24.0,69,69,1.0,565,1168,0.484,0.537,0.709,441,828,0.533,0.291,124,340,0.365,2024-25,Regular Season,Overall
1628368,De'Aaron Fox,1610612759,SAS,27.0,62,62,1.0,539,1163,0.463,0.514,0.672,421,782,0.538,0.328,118,381,0.31,2024-25,Regular Season,Overall
1630532,Franz Wagner,1610612753,ORL,23.0,60,60,1.0,537,1161,0.463,0.507,0.697,433,809,0.535,0.303,104,352,0.295,2024-25,Regular Season,Overall
1630578,Alperen Sengun,1610612745,HOU,22.0,76,76,1.0,567,1143,0.496,0.505,0.921,546,1053,0.519,0.079,21,90,0.233,2024-25,Regular Season,Overall
1629014,Anfernee Simons,1610612757,POR,26.0,70,70,1.0,479,1125,0.426,0.521,0.473,264,532,0.496,0.527,215,593,0.363,2024-25,Regular Season,Overall
201142,Kevin Durant,1610612756,PHX,36.0,62,62,1.0,592,1124,0.527,0.598,0.669,432,752,0.574,0.331,160,372,0.43,2024-25,Regular Season,Overall
1629632,Coby White,1610612741,CHI,25.0,74,74,1.0,508,1121,0.453,0.55,0.479,292,537,0.544,0.521,216,584,0.37,2024-25,Regular Season,Overall
1628389,Bam Adebayo,1610612748,MIA,27.0,78,78,1.0,540,1113,0.485,0.521,0.801,461,892,0.517,0.199,79,221,0.357,2024-25,Regular Season,Overall
1627750,Jamal Murray,1610612743,DEN,28.0,67,67,1.0,523,1106,0.473,0.543,0.646,368,714,0.515,0.354,155,392,0.395,2024-25,Regular Season,Overall
1627759,Jaylen Brown,1610612738,BOS,28.0,63,62,1.0,512,1105,0.463,0.516,0.677,396,748,0.529,0.323,116,357,0.325,2024-25,Regular Season,Overall
1631101,Shaedon Sharpe,1610612757,POR,22.0,72,72,1.0,499,1104,0.452,0.519,0.572,352,632,0.557,0.428,147,472,0.311,2024-25,Regular Season,Overall
1630178,Tyrese Maxey,1610612755,PHI,24.0,52,52,1.0,477,1091,0.437,0.511,0.562,316,613,0.515,0.438,161,478,0.337,2024-25,Regular Season,Overall
1628970,Miles Bridges,1610612766,CHA,27.0,64,64,1.0,469,1089,0.431,0.495,0.587,328,639,0.513,0.413,141,450,0.313,2024-25,Regular Season,Overall
1627736,Malik Beasley,1610612765,DET,28.0,82,82,1.0,460,1069,0.43,0.579,0.285,142,305,0.466,0.715,318,764,0.416,2024-25,Regular Season,Overall
1630567,Scottie Barnes,1610612761,TOR,23.0,65,65,1.0,473,1062,0.445,0.481,0.736,397,782,0.508,0.264,76,280,0.271,2024-25,Regular Season,Overall
1629673,Jordan Poole,1610612764,WAS,26.0,68,68,1.0,457,1056,0.433,0.544,0.411,222,434,0.512,0.589,235,622,0.378,2024-25,Regular Season,Overall
202696,Nikola Vucevic,1610612741,CHI,34.0,73,73,1.0,550,1038,0.53,0.592,0.691,421,717,0.587,0.309,129,321,0.402,2024-25,Regular Season,Overall
1630559,Austin Reaves,1610612747,LAL,27.0,73,73,1.0,477,1037,0.46,0.556,0.488,277,506,0.547,0.512,200,531,0.377,2024-25,Regular Season,Overall
1629008,Michael Porter Jr.,1610612743,DEN,27.0,77,76,1.0,523,1035,0.505,0.598,0.534,332,553,0.6,0.466,191,482,0.396,2024-25,Regular Season,Overall
1629029,Luka Doncic,1610612747,LAL,26.0,50,50,1.0,461,1025,0.45,0.536,0.531,284,544,0.522,0.469,177,481,0.368,2024-25,Regular Season,Overall
1628384,OG Anunoby,1610612752,NYK,27.0,73,73,1.0,482,1010,0.477,0.56,0.554,315,560,0.563,0.446,167,450,0.371,2024-25,Regular Season,Overall
1630169,Tyrese Haliburton,1610612754,IND,25.0,73,73,1.0,476,1006,0.473,0.582,0.441,258,444,0.581,0.559,218,562,0.388,2024-25,Regular Season,Overall
1630163,LaMelo Ball,1610612766,CHA,23.0,47,47,1.0,406,1003,0.405,0.494,0.474,227,475,0.478,0.526,179,528,0.339,2024-25,Regular Season,Overall
1630217,Desmond Bane,1610612753,ORL,27.0,68,68,1.0,484,1001,0.484,0.565,0.586,320,587,0.545,0.414,164,414,0.396,2024-25,Regular Season,Overall
203468,CJ McCollum,1610612740,NOP,33.0,56,56,1.0,444,1000,0.444,0.53,0.541,273,541,0.505,0.459,171,459,0.373,2024-25,Regular Season,Overall
203081,Damian Lillard,1610612749,MIL,34.0,58,58,1.0,444,992,0.448,0.547,0.472,247,468,0.528,0.528,197,524,0.376,2024-25,Regular Season,Overall
1642264,Stephon Castle,1610612759,SAS,20.0,81,81,1.0,423,988,0.428,0.476,0.663,328,655,0.501,0.337,95,333,0.285,2024-25,Regular Season,Overall
1629628,RJ Barrett,1610612761,TOR,25.0,58,58,1.0,459,980,0.468,0.523,0.688,352,674,0.522,0.312,107,306,0.35,2024-25,Regular Season,Overall
1628401,Derrick White,1610612738,BOS,30.0,76,76,1.0,424,959,0.442,0.58,0.279,159,268,0.593,0.721,265,691,0.384,2024-25,Regular Season,Overall
1626181,Norman Powell,1610612746,LAC,32.0,60,60,1.0,457,945,0.484,0.578,0.547,278,517,0.538,0.453,179,428,0.418,2024-25,Regular Season,Overall
