PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,SEASON,SEASON_TYPE,RANGE_LABEL
1628973,Jalen Brunson,1610612752,NYK,27.0,77,77,1.0,787,1641,0.48,0.544,0.681,577,1117,0.517,0.319,210,524,0.401,2023-24,Regular Season,Overall
1629029,Luka Doncic,1610612742,DAL,25.0,69,69,1.0,791,1627,0.486,0.572,0.551,511,896,0.57,0.449,280,731,0.383,2023-24,Regular Season,Overall
1630162,Anthony Edwards,1610612750,MIN,22.0,79,79,1.0,718,1558,0.461,0.522,0.659,528,1026,0.515,0.341,190,532,0.357,2023-24,Regular Season,Overall
1628368,De'Aaron Fox,1610612758,SAC,26.0,74,74,1.0,718,1545,0.465,0.534,0.626,505,967,0.522,0.374,213,578,0.369,2023-24,Regular Season,Overall
1628983,Shai Gilgeous-Alexander,1610612760,OKC,25.0,75,75,1.0,796,1487,0.535,0.567,0.819,701,1218,0.576,0.181,95,269,0.353,2023-24,Regular Season,Overall
1627749,Dejounte Murray,1610612737,ATL,27.0,78,78,1.0,669,1456,0.459,0.528,0.621,469,904,0.519,0.379,200,552,0.362,2023-24,Regular Season,Overall
201939,Stephen Curry,1610612744,GSW,36.0,74,74,1.0,635,1414,0.449,0.573,0.394,285,557,0.512,0.606,350,857,0.408,2023-24,Regular Season,Overall
201142,Kevin Durant,1610612756,PHX,35.0,74,74,1.0,733,1409,0.52,0.578,0.716,569,1009,0.564,0.284,164,400,0.41,2023-24,Regular Season,Overall
1631094,Paolo Banchero,1610612753,ORL,21.0,80,80,1.0,640,1407,0.455,0.497,0.751,521,1056,0.493,0.249,119,351,0.339,2023-24,Regular Season,Overall
1628369,Jayson Tatum,1610612738,BOS,26.0,73,73,1.0,661,1398,0.473,0.553,0.571,437,798,0.548,0.429,224,600,0.373,2023-24,Regular Season,Overall
