season,season_type,player_id,player_name,team_id,team_abbreviation,games_played,minutes_per_game,fgm_per_game,fga_per_game,fg_pct,fg3m_per_game,fg3a_per_game,fg3_pct,ftm_per_game,fta_per_game,ft_pct,efg_pct
2023-24,Regular Season,1630639,A.J. Lawson,1610612742,DAL,42,7.4,1.3,2.9,0.446,0.3,1.2,0.26,0.4,0.5,0.652,
2023-24,Regular Season,1631260,AJ Green,1610612749,MIL,56,11.0,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.3,0.895,
2023-24,Regular Season,1631100,AJ Griffin,1610612737,ATL,20,8.5,0.9,3.1,0.29,0.5,2.0,0.256,0.1,0.1,1.0,
2023-24,Regular Season,203932,Aaron Gordon,1610612743,DEN,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,2.4,3.7,0.658,
2023-24,Regular Season,1628988,Aaron Holiday,1610612745,HOU,78,16.3,2.4,5.3,0.446,1.1,2.8,0.387,0.7,0.8,0.921,
2023-24,Regular Season,1630174,Aaron Nesmith,1610612754,IND,72,27.7,4.4,8.8,0.496,1.9,4.6,0.419,1.5,1.9,0.781,
2023-24,Regular Season,1630598,Aaron Wiggins,1610612760,OKC,78,15.7,2.7,4.8,0.562,0.8,1.6,0.492,0.7,0.9,0.789,
2023-24,Regular Season,1641745,Adam Flagler,1610612760,OKC,2,7.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.0,0.0,
2023-24,Regular Season,1641766,Adama Sanogo,1610612741,CHI,9,7.3,1.6,3.0,0.519,0.0,0.0,0.0,0.9,1.3,0.667,
2023-24,Regular Season,1629678,Admiral Schofield,1610612753,ORL,23,3.7,0.4,1.1,0.385,0.3,0.7,0.375,0.0,0.1,0.0,
2023-24,Regular Season,201143,Al Horford,1610612738,BOS,65,26.8,3.3,6.4,0.511,1.7,4.0,0.419,0.4,0.5,0.867,
2023-24,Regular Season,202692,Alec Burks,1610612752,NYK,66,18.4,3.2,8.6,0.369,1.9,5.0,0.376,2.2,2.5,0.868,
2023-24,Regular Season,1630197,Aleksej Pokusevski,1610612766,CHA,28,14.5,1.8,4.3,0.405,0.6,2.0,0.327,1.1,1.5,0.732,
2023-24,Regular Season,1627936,Alex Caruso,1610612741,CHI,71,28.7,3.6,7.6,0.468,1.9,4.7,0.408,1.0,1.4,0.76,
2023-24,Regular Season,1641788,Alex Fudge,1610612742,DAL,6,6.7,1.0,2.5,0.4,0.2,0.8,0.2,0.3,0.3,1.0,
2023-24,Regular Season,203458,Alex Len,1610612758,SAC,48,9.3,1.0,1.7,0.617,0.0,0.1,0.0,0.4,0.7,0.588,
2023-24,Regular Season,1631214,Alondes Williams,1610612748,MIA,7,2.2,0.3,1.1,0.25,0.0,0.6,0.0,0.1,0.1,1.0,
2023-24,Regular Season,1630578,Alperen Sengun,1610612745,HOU,63,32.5,8.4,15.6,0.537,0.5,1.8,0.297,3.9,5.6,0.693,
2023-24,Regular Season,1641735,Amari Bailey,1610612766,CHA,10,6.5,0.8,2.4,0.333,0.1,0.8,0.125,0.6,0.7,0.857,
2023-24,Regular Season,1641708,Amen Thompson,1610612745,HOU,62,22.4,3.9,7.2,0.536,0.1,0.9,0.138,1.7,2.5,0.684,
2023-24,Regular Season,1629599,Amir Coffey,1610612746,LAC,70,20.9,2.4,5.0,0.472,1.0,2.6,0.38,0.9,1.0,0.859,
2023-24,Regular Season,203083,Andre Drummond,1610612741,CHI,79,17.1,3.4,6.1,0.556,0.0,0.0,0.0,1.6,2.8,0.592,
2023-24,Regular Season,1641748,Andre Jackson Jr.,1610612749,MIL,57,10.0,0.9,1.8,0.5,0.3,0.8,0.37,0.1,0.2,0.727,
2023-24,Regular Season,1641847,Andrew Funk,1610612741,CHI,5,2.7,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,
2023-24,Regular Season,1629614,Andrew Nembhard,1610612754,IND,68,25.0,3.8,7.7,0.498,0.9,2.5,0.357,0.7,0.8,0.804,
2023-24,Regular Season,203952,Andrew Wiggins,1610612744,GSW,71,27.0,5.0,11.0,0.453,1.3,3.6,0.358,2.0,2.7,0.751,
2023-24,Regular Season,1629014,Anfernee Simons,1610612757,POR,46,34.4,7.8,18.2,0.43,3.4,8.8,0.385,3.5,3.9,0.916,
2023-24,Regular Season,1641710,Anthony Black,1610612753,ORL,69,16.9,1.7,3.6,0.466,0.5,1.4,0.394,0.7,1.2,0.613,
2023-24,Regular Season,203076,Anthony Davis,1610612747,LAL,76,35.5,9.4,16.9,0.556,0.4,1.4,0.271,5.5,6.8,0.816,
2023-24,Regular Season,1630162,Anthony Edwards,1610612750,MIN,79,35.1,9.1,19.7,0.461,2.4,6.7,0.357,5.4,6.4,0.836,
2023-24,Regular Season,1630264,Anthony Gill,1610612764,WAS,50,9.3,1.5,3.2,0.469,0.2,0.8,0.244,0.6,0.7,0.806,
2023-24,Regular Season,1629717,Armoni Brooks,1610612751,BKN,10,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.1,0.2,0.5,
2023-24,Regular Season,1630204,Ashton Hagans,1610612757,POR,19,16.6,1.5,3.7,0.408,0.4,1.3,0.32,0.7,0.9,0.824,
2023-24,Regular Season,1641709,Ausar Thompson,1610612765,DET,63,25.1,3.7,7.6,0.483,0.3,1.8,0.186,1.1,1.9,0.597,
2023-24,Regular Season,1630559,Austin Reaves,1610612747,LAL,82,32.1,5.6,11.5,0.486,1.9,5.1,0.367,2.8,3.3,0.853,
2023-24,Regular Season,1630245,Ayo Dosunmu,1610612741,CHI,76,29.1,4.7,9.5,0.501,1.6,3.9,0.403,1.1,1.4,0.81,
2023-24,Regular Season,1628389,Bam Adebayo,1610612748,MIA,71,34.0,7.5,14.3,0.521,0.2,0.6,0.357,4.1,5.5,0.755,
2023-24,Regular Season,1641767,Ben Sheppard,1610612754,IND,57,14.3,1.6,4.0,0.393,0.9,2.7,0.314,0.4,0.5,0.885,
2023-24,Regular Season,1627732,Ben Simmons,1610612751,BKN,15,23.9,2.9,4.9,0.581,0.0,0.0,0.0,0.4,1.0,0.4,
2023-24,Regular Season,1631097,Bennedict Mathurin,1610612754,IND,59,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.1,3.8,0.821,
2023-24,Regular Season,1641731,Bilal Coulibaly,1610612764,WAS,63,27.2,3.0,6.9,0.435,1.0,2.9,0.346,1.5,2.1,0.702,
2023-24,Regular Season,202687,Bismack Biyombo,1610612760,OKC,40,19.8,1.9,3.3,0.565,0.0,0.0,0.0,0.7,1.4,0.481,
2023-24,Regular Season,1631104,Blake Wesley,1610612759,SAS,61,14.4,1.7,3.5,0.474,0.2,0.9,0.218,0.9,1.3,0.667,
2023-24,Regular Season,1626246,Boban Marjanovic,1610612745,HOU,14,5.1,1.3,2.4,0.529,0.0,0.1,0.0,0.6,1.0,0.643,
2023-24,Regular Season,1626171,Bobby Portis,1610612749,MIL,82,24.5,5.7,11.2,0.508,1.2,3.0,0.407,1.2,1.5,0.79,
2023-24,Regular Season,203992,Bogdan Bogdanović,1610612737,ATL,79,30.4,6.0,13.9,0.428,3.0,8.1,0.374,1.9,2.1,0.921,
