PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,SEASON,SEASON_TYPE,PT_MEASURE_TYPE,REBOUNDING_SCOPE
1630639,A.J. Lawson,1610612742,DAL,24,15,9,248.0,14,7,7,0.5,35,0.4,2,0.424,2023-24,Regular Season,Rebounding,offensive
1631260,AJ Green,1610612749,MIL,33,18,15,440.0,9,4,5,0.444,21,0.429,0,0.429,2023-24,Regular Season,Rebounding,offensive
1631100,AJ Griffin,1610612737,ATL,9,2,7,89.0,2,0,2,0.0,12,0.167,0,0.167,2023-24,Regular Season,Rebounding,offensive
203932,Aaron Gordon,1610612743,DEN,71,47,24,2244.0,172,124,45,0.721,316,0.544,12,0.566,2023-24,Regular Season,Rebounding,offensive
1628988,Aaron Holiday,1610612745,HOU,59,29,30,1051.0,23,3,19,0.13,51,0.451,6,0.511,2023-24,Regular Season,Rebounding,offensive
1630174,Aaron Nesmith,1610612754,IND,72,41,31,1995.0,63,31,32,0.492,186,0.339,8,0.354,2023-24,Regular Season,Rebounding,offensive
1630598,Aaron Wiggins,1610612760,OKC,67,46,21,1119.0,60,34,26,0.567,143,0.42,5,0.435,2023-24,Regular Season,Rebounding,offensive
1641766,Adama Sanogo,1610612741,CHI,7,3,4,64.0,19,13,5,0.684,35,0.543,0,0.543,2023-24,Regular Season,Rebounding,offensive
1629678,Admiral Schofield,1610612753,ORL,12,7,5,54.0,3,1,2,0.333,5,0.6,0,0.6,2023-24,Regular Season,Rebounding,offensive
201143,Al Horford,1610612738,BOS,64,50,14,1708.0,79,42,37,0.532,169,0.467,7,0.488,2023-24,Regular Season,Rebounding,offensive
202692,Alec Burks,1610612752,NYK,58,14,44,1086.0,24,12,11,0.5,54,0.444,0,0.444,2023-24,Regular Season,Rebounding,offensive
1630197,Aleksej Pokusevski,1610612766,CHA,24,11,13,387.0,17,8,9,0.471,29,0.586,0,0.586,2023-24,Regular Season,Rebounding,offensive
1627936,Alex Caruso,1610612741,CHI,67,33,34,1950.0,61,19,40,0.311,158,0.386,4,0.396,2023-24,Regular Season,Rebounding,offensive
1641788,Alex Fudge,1610612742,DAL,4,1,3,34.0,4,3,1,0.75,9,0.444,0,0.444,2023-24,Regular Season,Rebounding,offensive
203458,Alex Len,1610612758,SAC,39,21,18,401.0,46,26,19,0.565,101,0.455,4,0.474,2023-24,Regular Season,Rebounding,offensive
1631214,Alondes Williams,1610612748,MIA,1,1,0,6.0,0,0,0,0.0,0,0.0,0,0.0,2023-24,Regular Season,Rebounding,offensive
1630578,Alperen Sengun,1610612745,HOU,63,29,34,2046.0,183,126,53,0.689,410,0.446,9,0.456,2023-24,Regular Season,Rebounding,offensive
1641735,Amari Bailey,1610612766,CHA,3,1,2,37.0,6,3,3,0.5,6,1.0,0,1.0,2023-24,Regular Season,Rebounding,offensive
1641708,Amen Thompson,1610612745,HOU,60,28,32,1370.0,148,97,50,0.655,287,0.516,6,0.527,2023-24,Regular Season,Rebounding,offensive
1629599,Amir Coffey,1610612746,LAC,55,34,21,1278.0,28,8,20,0.286,52,0.538,3,0.571,2023-24,Regular Season,Rebounding,offensive
203083,Andre Drummond,1610612741,CHI,76,35,41,1311.0,259,186,69,0.718,468,0.553,7,0.562,2023-24,Regular Season,Rebounding,offensive
1641748,Andre Jackson Jr.,1610612749,MIL,42,23,19,518.0,43,16,27,0.372,86,0.5,2,0.512,2023-24,Regular Season,Rebounding,offensive
1629614,Andrew Nembhard,1610612754,IND,55,35,20,1442.0,36,8,28,0.222,87,0.414,5,0.439,2023-24,Regular Season,Rebounding,offensive
203952,Andrew Wiggins,1610612744,GSW,67,37,30,1790.0,106,64,42,0.604,228,0.465,10,0.486,2023-24,Regular Season,Rebounding,offensive
1629014,Anfernee Simons,1610612757,POR,44,10,34,1518.0,20,9,11,0.45,59,0.339,1,0.345,2023-24,Regular Season,Rebounding,offensive
1641710,Anthony Black,1610612753,ORL,46,24,22,943.0,33,15,18,0.455,73,0.452,3,0.471,2023-24,Regular Season,Rebounding,offensive
203076,Anthony Davis,1610612747,LAL,74,43,31,2624.0,231,179,50,0.775,455,0.508,4,0.512,2023-24,Regular Season,Rebounding,offensive
1630162,Anthony Edwards,1610612750,MIN,78,53,25,2767.0,52,24,27,0.462,124,0.419,6,0.441,2023-24,Regular Season,Rebounding,offensive
1630264,Anthony Gill,1610612764,WAS,34,3,31,425.0,37,22,15,0.595,74,0.5,1,0.507,2023-24,Regular Season,Rebounding,offensive
1629717,Armoni Brooks,1610612751,BKN,8,3,5,99.0,7,3,3,0.429,13,0.538,1,0.583,2023-24,Regular Season,Rebounding,offensive
1630204,Ashton Hagans,1610612757,POR,16,3,13,296.0,14,7,7,0.5,30,0.467,0,0.467,2023-24,Regular Season,Rebounding,offensive
1641709,Ausar Thompson,1610612765,DET,62,10,52,1572.0,125,68,53,0.544,223,0.561,4,0.571,2023-24,Regular Season,Rebounding,offensive
1630559,Austin Reaves,1610612747,LAL,76,43,33,2441.0,57,16,40,0.281,126,0.452,4,0.467,2023-24,Regular Season,Rebounding,offensive
