PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT,SEASON,SEASON_TYPE,PT_MEASURE_TYPE
201599,DeAndre Jordan,1610612740,NOP,12,6,6,199.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
1630610,DeJon Jarreau,1610612763,MEM,11,2,9,231.0,65,13,24,0.542,6,6,1.0,33,0.508,30,0.462,7,0.108,6,0.092,3,0.046,2025-26,Regular Season,Drives
201942,DeMar DeRozan,1610612758,SAC,76,20,56,2395.0,668,156,281,0.555,103,117,0.88,431,0.645,283,0.424,71,0.106,36,0.054,60,0.09,2025-26,Regular Season,Drives
1629731,Dean Wade,1610612739,CLE,57,35,22,1279.0,86,8,18,0.444,6,6,1.0,22,0.256,60,0.698,14,0.163,4,0.047,3,0.035,2025-26,Regular Season,Drives
1629028,Deandre Ayton,1610612747,LAL,67,43,24,1830.0,36,16,27,0.593,2,2,1.0,34,0.944,5,0.139,0,0.0,2,0.056,1,0.028,2025-26,Regular Season,Drives
1627749,Dejounte Murray,1610612740,NOP,14,5,9,389.0,156,43,74,0.581,10,14,0.714,100,0.641,57,0.365,13,0.083,12,0.077,7,0.045,2025-26,Regular Season,Drives
1630166,Deni Avdija,1610612757,POR,62,33,29,2054.0,1189,192,380,0.505,196,238,0.824,616,0.518,576,0.484,153,0.129,89,0.075,121,0.102,2025-26,Regular Season,Drives
203471,Dennis Schröder,1610612739,CLE,66,26,40,1617.0,596,109,252,0.433,76,91,0.835,304,0.51,247,0.414,62,0.104,26,0.044,46,0.077,2025-26,Regular Season,Drives
1641726,Dereck Lively II,1610612742,DAL,7,3,4,115.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
1642852,Derik Queen,1610612740,NOP,77,25,52,1888.0,429,123,260,0.473,75,92,0.815,326,0.76,81,0.189,20,0.047,31,0.072,46,0.107,2025-26,Regular Season,Drives
1627884,Derrick Jones Jr.,1610612746,LAC,45,23,22,1226.0,94,24,60,0.4,3,8,0.375,58,0.617,17,0.181,3,0.032,5,0.053,5,0.053,2025-26,Regular Season,Drives
1628401,Derrick White,1610612738,BOS,73,49,24,2500.0,565,140,309,0.453,66,72,0.917,353,0.625,180,0.319,43,0.076,31,0.055,36,0.064,2025-26,Regular Season,Drives
1630217,Desmond Bane,1610612753,ORL,77,41,36,2625.0,851,226,428,0.528,105,109,0.963,571,0.671,313,0.368,72,0.085,35,0.041,55,0.065,2025-26,Regular Season,Drives
1626164,Devin Booker,1610612756,PHX,61,35,26,2035.0,955,215,415,0.518,136,158,0.861,592,0.62,364,0.381,85,0.089,60,0.063,80,0.084,2025-26,Regular Season,Drives
1642269,Devin Carter,1610612758,SAC,34,7,27,574.0,206,33,78,0.423,26,36,0.722,95,0.461,92,0.447,19,0.092,15,0.073,18,0.087,2025-26,Regular Season,Drives
1630170,Devin Vassell,1610612759,SAS,62,49,13,1883.0,220,42,94,0.447,16,20,0.8,102,0.464,95,0.432,20,0.091,14,0.064,10,0.045,2025-26,Regular Season,Drives
1628415,Dillon Brooks,1610612756,PHX,52,30,22,1581.0,427,146,294,0.497,55,66,0.833,356,0.834,57,0.133,10,0.023,34,0.08,34,0.08,2025-26,Regular Season,Drives
1641794,Dillon Jones,1610612752,NYK,6,5,1,27.0,5,0,1,0.0,4,4,1.0,4,0.8,2,0.4,2,0.4,0,0.0,2,0.4,2025-26,Regular Season,Drives
1627734,Domantas Sabonis,1610612758,SAC,19,3,16,564.0,39,10,18,0.556,2,4,0.5,22,0.564,13,0.333,1,0.026,5,0.128,2,0.051,2025-26,Regular Season,Drives
1631230,Dominick Barlow,1610612755,PHI,66,38,28,1581.0,142,32,70,0.457,24,36,0.667,91,0.641,39,0.275,8,0.056,11,0.077,18,0.127,2025-26,Regular Season,Drives
1642270,Donovan Clingan,1610612757,POR,73,39,34,1983.0,25,3,9,0.333,2,2,1.0,8,0.32,9,0.36,3,0.12,5,0.2,1,0.04,2025-26,Regular Season,Drives
1628378,Donovan Mitchell,1610612739,CLE,68,43,25,2275.0,957,268,463,0.579,113,128,0.883,666,0.696,332,0.347,79,0.083,63,0.066,64,0.067,2025-26,Regular Season,Drives
1628978,Donte DiVincenzo,1610612750,MIN,77,46,31,2379.0,274,37,94,0.394,21,28,0.75,98,0.358,138,0.504,30,0.109,21,0.077,14,0.051,2025-26,Regular Season,Drives
1627827,Dorian Finney-Smith,1610612745,HOU,36,22,14,599.0,24,4,6,0.667,0,0,0.0,9,0.375,14,0.583,6,0.25,4,0.167,0,0.0,2025-26,Regular Season,Drives
203926,Doug McDermott,1610612758,SAC,25,7,18,360.0,16,2,3,0.667,0,0,0.0,4,0.25,10,0.625,1,0.063,2,0.125,0,0.0,2025-26,Regular Season,Drives
1642962,Drake Powell,1610612751,BKN,59,14,45,1204.0,215,42,89,0.472,24,24,1.0,109,0.507,91,0.423,19,0.088,19,0.088,13,0.06,2025-26,Regular Season,Drives
203110,Draymond Green,1610612744,GSW,64,30,34,1762.0,162,32,54,0.593,16,21,0.762,81,0.5,74,0.457,13,0.08,16,0.099,11,0.068,2025-26,Regular Season,Drives
1629234,Drew Eubanks,1610612758,SAC,42,10,32,552.0,22,5,11,0.455,3,6,0.5,13,0.591,5,0.227,0,0.0,3,0.136,3,0.136,2025-26,Regular Season,Drives
1641809,Drew Peterson,1610612766,CHA,6,1,5,64.0,7,1,3,0.333,1,2,0.5,3,0.429,3,0.429,1,0.143,0,0.0,1,0.143,2025-26,Regular Season,Drives
1631166,Drew Timme,1610612747,LAL,23,15,8,186.0,13,5,8,0.625,0,2,0.0,10,0.769,3,0.231,0,0.0,1,0.077,1,0.077,2025-26,Regular Season,Drives
1630696,Dru Smith,1610612748,MIA,69,37,32,1129.0,244,53,109,0.486,36,44,0.818,148,0.607,86,0.352,19,0.078,17,0.07,22,0.09,2025-26,Regular Season,Drives
1629130,Duncan Robinson,1610612765,DET,73,54,19,2018.0,205,37,78,0.474,18,20,0.9,95,0.463,101,0.493,29,0.141,13,0.063,10,0.049,2025-26,Regular Season,Drives
1641871,Duop Reath,1610612757,POR,32,16,16,258.0,15,3,7,0.429,3,4,0.75,9,0.6,5,0.333,1,0.067,1,0.067,2,0.133,2025-26,Regular Season,Drives
203939,Dwight Powell,1610612742,DAL,58,17,41,813.0,14,4,5,0.8,5,8,0.625,13,0.929,4,0.286,1,0.071,1,0.071,4,0.286,2025-26,Regular Season,Drives
1642928,Dylan Cardwell,1610612758,SAC,40,12,28,809.0,6,0,2,0.0,0,0,0.0,0,0.0,4,0.667,3,0.5,0,0.0,0,0.0,2025-26,Regular Season,Drives
1642844,Dylan Harper,1610612759,SAS,64,50,14,1433.0,546,140,252,0.556,30,38,0.789,317,0.581,234,0.429,59,0.108,30,0.055,19,0.035,2025-26,Regular Season,Drives
1630700,Dyson Daniels,1610612737,ATL,73,43,30,2419.0,738,124,264,0.47,16,25,0.64,270,0.366,404,0.547,102,0.138,40,0.054,14,0.019,2025-26,Regular Season,Drives
1630604,E.J. Liddell,1610612751,BKN,21,3,18,203.0,19,6,12,0.5,0,0,0.0,12,0.632,5,0.263,2,0.105,2,0.105,0,0.0,2025-26,Regular Season,Drives
1642856,Egor Dëmin,1610612751,BKN,52,14,38,1308.0,162,25,64,0.391,8,8,1.0,60,0.37,77,0.475,18,0.111,10,0.062,5,0.031,2025-26,Regular Season,Drives
1641989,Elijah Harkless,1610612762,UTA,26,5,21,545.0,107,16,41,0.39,17,22,0.773,51,0.477,45,0.421,12,0.112,9,0.084,11,0.103,2025-26,Regular Season,Drives
1641801,Emanuel Miller,1610612759,SAS,5,0,5,33.0,5,1,3,0.333,1,2,0.5,3,0.6,1,0.2,0,0.0,0,0.0,1,0.2,2025-26,Regular Season,Drives
1642402,Enrique Freeman,1610612750,MIN,2,1,1,8.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
201569,Eric Gordon,1610612755,PHI,6,3,3,74.0,10,4,7,0.571,1,2,0.5,9,0.9,1,0.1,0,0.0,1,0.1,1,0.1,2025-26,Regular Season,Drives
1630679,Ethan Thompson,1610612754,IND,27,7,20,488.0,62,12,23,0.522,1,2,0.5,25,0.403,28,0.452,9,0.145,5,0.081,1,0.016,2025-26,Regular Season,Drives
1630596,Evan Mobley,1610612739,CLE,62,38,24,1991.0,448,121,223,0.543,43,72,0.597,300,0.67,158,0.353,25,0.056,18,0.04,37,0.083,2025-26,Regular Season,Drives
1630532,Franz Wagner,1610612753,ORL,30,17,13,928.0,316,83,173,0.48,57,74,0.77,231,0.731,78,0.247,24,0.076,18,0.057,38,0.12,2025-26,Regular Season,Drives
1641713,GG Jackson,1610612763,MEM,54,16,38,1160.0,333,95,175,0.543,47,64,0.734,247,0.742,90,0.27,17,0.051,26,0.078,33,0.099,2025-26,Regular Season,Drives
1629216,Gabe Vincent,1610612737,ATL,50,35,15,840.0,67,10,26,0.385,2,2,1.0,23,0.343,36,0.537,10,0.149,4,0.06,1,0.015,2025-26,Regular Season,Drives
202066,Garrett Temple,1610612761,TOR,21,9,12,69.0,5,0,1,0.0,0,0,0.0,0,0.0,2,0.4,1,0.2,1,0.2,0,0.0,2025-26,Regular Season,Drives
1629726,Garrison Mathews,1610612754,IND,15,4,11,196.0,13,1,3,0.333,9,10,0.9,11,0.846,4,0.308,2,0.154,0,0.0,5,0.385,2025-26,Regular Season,Drives
203914,Gary Harris,1610612749,MIL,46,15,31,632.0,44,8,16,0.5,2,2,1.0,20,0.455,23,0.523,4,0.091,3,0.068,1,0.023,2025-26,Regular Season,Drives
1627780,Gary Payton II,1610612744,GSW,68,32,36,1051.0,62,19,35,0.543,4,8,0.5,43,0.694,19,0.306,4,0.065,4,0.065,4,0.065,2025-26,Regular Season,Drives
1629018,Gary Trent Jr.,1610612749,MIL,64,24,40,1358.0,92,23,61,0.377,4,8,0.5,52,0.565,21,0.228,6,0.065,6,0.065,4,0.043,2025-26,Regular Season,Drives
203507,Giannis Antetokounmpo,1610612749,MIL,36,17,19,1039.0,362,107,161,0.665,68,106,0.642,293,0.809,107,0.296,28,0.077,19,0.052,54,0.149,2025-26,Regular Season,Drives
1629048,Goga Bitadze,1610612753,ORL,59,30,29,877.0,5,2,2,1.0,0,0,0.0,5,1.0,2,0.4,0,0.0,1,0.2,0,0.0,2025-26,Regular Season,Drives
1641711,Gradey Dick,1610612761,TOR,71,40,31,1042.0,121,22,57,0.386,8,10,0.8,54,0.446,49,0.405,10,0.083,8,0.066,5,0.041,2025-26,Regular Season,Drives
1641761,Grant Nelson,1610612751,BKN,4,0,4,35.0,6,1,3,0.333,1,2,0.5,3,0.5,1,0.167,0,0.0,1,0.167,1,0.167,2025-26,Regular Season,Drives
1629684,Grant Williams,1610612766,CHA,32,23,9,624.0,32,6,14,0.429,1,2,0.5,14,0.438,12,0.375,7,0.219,4,0.125,1,0.031,2025-26,Regular Season,Drives
1628960,Grayson Allen,1610612756,PHX,48,25,23,1413.0,515,76,163,0.466,65,78,0.833,222,0.431,262,0.509,61,0.118,31,0.06,39,0.076,2025-26,Regular Season,Drives
1627824,Guerschon Yabusele,1610612741,CHI,64,30,34,932.0,89,21,41,0.512,19,22,0.864,61,0.685,27,0.303,7,0.079,7,0.079,11,0.124,2025-26,Regular Season,Drives
1630611,Gui Santos,1610612744,GSW,65,29,36,1320.0,282,48,84,0.571,24,32,0.75,125,0.443,139,0.493,38,0.135,28,0.099,16,0.057,2025-26,Regular Season,Drives
203084,Harrison Barnes,1610612759,SAS,72,54,18,1873.0,258,72,135,0.533,42,48,0.875,191,0.74,75,0.291,19,0.074,17,0.066,24,0.093,2025-26,Regular Season,Drives
1631127,Harrison Ingram,1610612759,SAS,6,5,1,20.0,6,2,2,1.0,0,0,0.0,4,0.667,2,0.333,1,0.167,1,0.167,0,0.0,2025-26,Regular Season,Drives
1629312,Haywood Highsmith,1610612756,PHX,6,3,3,80.0,8,2,3,0.667,0,0,0.0,4,0.5,5,0.625,3,0.375,0,0.0,0,0.0,2025-26,Regular Season,Drives
1630529,Herbert Jones,1610612740,NOP,55,22,33,1580.0,234,49,113,0.434,28,30,0.933,127,0.543,80,0.342,28,0.12,20,0.085,15,0.064,2025-26,Regular Season,Drives
1642864,Hugo González,1610612738,BOS,72,49,23,1057.0,74,20,39,0.513,2,4,0.5,42,0.568,26,0.351,5,0.068,6,0.081,2,0.027,2025-26,Regular Season,Drives
1630621,Hunter Dickinson,1610612740,NOP,1,0,1,5.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
1642282,Hunter Sallis,1610612755,PHI,7,3,4,26.0,11,2,4,0.5,1,2,0.5,5,0.455,5,0.455,0,0.0,1,0.091,1,0.091,2025-26,Regular Season,Drives
1641816,Hunter Tyson,1610612743,DEN,21,15,6,162.0,27,3,10,0.3,4,4,1.0,11,0.407,12,0.444,5,0.185,3,0.111,2,0.074,2025-26,Regular Season,Drives
1630193,Immanuel Quickley,1610612761,TOR,67,38,29,2174.0,709,123,253,0.486,84,94,0.894,345,0.487,362,0.511,86,0.121,31,0.044,47,0.066,2025-26,Regular Season,Drives
1642403,Isaac Jones,1610612765,DET,6,4,2,26.0,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
1630171,Isaac Okoro,1610612741,CHI,61,25,36,1642.0,219,35,78,0.449,33,42,0.786,105,0.479,98,0.447,17,0.078,12,0.055,22,0.1,2025-26,Regular Season,Drives
1642268,Isaiah Collier,1610612762,UTA,59,16,43,1517.0,681,128,266,0.481,67,88,0.761,335,0.492,311,0.457,87,0.128,50,0.073,44,0.065,2025-26,Regular Season,Drives
1642384,Isaiah Crawford,1610612745,HOU,13,7,6,76.0,5,2,2,1.0,2,2,1.0,6,1.2,1,0.2,1,0.2,0,0.0,1,0.2,2025-26,Regular Season,Drives
1628392,Isaiah Hartenstein,1610612760,OKC,44,36,8,1089.0,27,7,14,0.5,1,2,0.5,15,0.556,9,0.333,5,0.185,3,0.111,1,0.037,2025-26,Regular Season,Drives
1630543,Isaiah Jackson,1610612746,LAC,55,20,35,908.0,40,8,22,0.364,8,12,0.667,26,0.65,7,0.175,0,0.0,2,0.05,6,0.15,2025-26,Regular Season,Drives
1630198,Isaiah Joe,1610612760,OKC,68,53,15,1452.0,162,19,41,0.463,20,24,0.833,64,0.395,94,0.58,19,0.117,6,0.037,13,0.08,2025-26,Regular Season,Drives
1630587,Isaiah Livers,1610612756,PHX,36,21,15,347.0,15,2,5,0.4,0,0,0.0,4,0.267,8,0.533,3,0.2,0,0.0,0,0.0,2025-26,Regular Season,Drives
1641815,Isaiah Stevens,1610612758,SAC,3,0,3,43.0,7,1,3,0.333,0,0,0.0,2,0.286,3,0.429,0,0.0,1,0.143,0,0.0,2025-26,Regular Season,Drives
1630191,Isaiah Stewart,1610612765,DET,55,39,16,1273.0,53,13,30,0.433,4,4,1.0,30,0.566,15,0.283,4,0.075,6,0.113,2,0.038,2025-26,Regular Season,Drives
1627826,Ivica Zubac,1610612754,IND,48,17,31,1447.0,33,12,16,0.75,2,4,0.5,28,0.848,5,0.152,0,0.0,5,0.152,2,0.061,2025-26,Regular Season,Drives
1631120,JD Davison,1610612745,HOU,27,22,5,192.0,45,7,19,0.368,4,8,0.5,18,0.4,20,0.444,7,0.156,2,0.044,4,0.089,2025-26,Regular Season,Drives
1629630,Ja Morant,1610612763,MEM,20,7,13,568.0,314,68,154,0.442,51,58,0.879,194,0.618,96,0.306,25,0.08,19,0.061,31,0.099,2025-26,Regular Season,Drives
1642266,Ja'Kobe Walter,1610612761,TOR,67,38,29,1337.0,83,12,31,0.387,4,8,0.5,31,0.373,39,0.47,7,0.084,4,0.048,4,0.048,2025-26,Regular Season,Drives
1631095,Jabari Smith Jr.,1610612745,HOU,73,45,28,2561.0,242,59,127,0.465,34,42,0.81,159,0.657,70,0.289,11,0.045,18,0.074,22,0.091,2025-26,Regular Season,Drives
1631133,Jabari Walker,1610612755,PHI,61,35,26,745.0,49,7,19,0.368,5,8,0.625,21,0.429,18,0.367,6,0.122,7,0.143,4,0.082,2025-26,Regular Season,Drives
1631210,Jacob Toppin,1610612737,ATL,5,3,2,17.0,4,1,2,0.5,0,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
1630702,Jaden Hardy,1610612764,WAS,54,13,41,843.0,196,46,102,0.451,28,40,0.7,122,0.622,52,0.265,10,0.051,20,0.102,21,0.107,2025-26,Regular Season,Drives
1631093,Jaden Ivey,1610612741,CHI,37,23,14,670.0,112,16,33,0.485,14,18,0.778,48,0.429,55,0.491,18,0.161,10,0.089,9,0.08,2025-26,Regular Season,Drives
1630183,Jaden McDaniels,1610612750,MIN,71,43,28,2262.0,446,116,236,0.492,50,60,0.833,287,0.643,137,0.307,43,0.096,30,0.067,30,0.067,2025-26,Regular Season,Drives
1630256,Jae'Sean Tate,1610612745,HOU,42,30,12,353.0,41,13,28,0.464,0,0,0.0,26,0.634,12,0.293,4,0.098,1,0.024,0,0.0,2025-26,Regular Season,Drives
1642942,Jahmai Mashack,1610612763,MEM,28,10,18,554.0,102,21,45,0.467,3,8,0.375,46,0.451,46,0.451,8,0.078,7,0.069,4,0.039,2025-26,Regular Season,Drives
1642443,Jahmir Young,1610612748,MIA,11,8,3,51.0,17,5,9,0.556,1,1,1.0,12,0.706,7,0.412,2,0.118,1,0.059,1,0.059,2025-26,Regular Season,Drives
1643141,Jahmyl Telfort,1610612746,LAC,8,2,6,32.0,2,0,0,0.0,0,2,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,2025-26,Regular Season,Drives
1631170,Jaime Jaquez Jr.,1610612748,MIA,70,38,32,1977.0,948,190,399,0.476,68,89,0.764,459,0.484,431,0.455,92,0.097,51,0.054,46,0.049,2025-26,Regular Season,Drives
1631222,Jake LaRavia,1610612747,LAL,77,50,27,1920.0,226,38,92,0.413,32,46,0.696,113,0.5,87,0.385,21,0.093,20,0.088,24,0.106,2025-26,Regular Season,Drives
1627751,Jakob Poeltl,1610612761,TOR,41,23,18,1047.0,19,3,6,0.5,2,4,0.5,8,0.421,9,0.474,1,0.053,2,0.105,2,0.105,2025-26,Regular Season,Drives
1628973,Jalen Brunson,1610612752,NYK,71,47,24,2482.0,1052,304,586,0.519,117,144,0.813,752,0.715,325,0.309,69,0.066,44,0.042,74,0.07,2025-26,Regular Season,Drives
1631105,Jalen Duren,1610612765,DET,66,47,19,1864.0,246,86,151,0.57,62,78,0.795,246,1.0,36,0.146,6,0.024,10,0.041,40,0.163,2025-26,Regular Season,Drives
1630224,Jalen Green,1610612756,PHX,29,15,14,757.0,323,74,163,0.454,31,44,0.705,184,0.57,106,0.328,28,0.087,23,0.071,22,0.068,2025-26,Regular Season,Drives
1630552,Jalen Johnson,1610612737,ATL,69,41,28,2432.0,915,200,434,0.461,108,143,0.755,527,0.576,330,0.361,93,0.102,58,0.063,73,0.08,2025-26,Regular Season,Drives
1629618,Jalen Pickett,1610612743,DEN,47,31,16,741.0,148,22,45,0.489,0,0,0.0,46,0.311,95,0.642,20,0.135,6,0.041,0,0.0,2025-26,Regular Season,Drives
1641771,Jalen Slawson,1610612754,IND,8,2,6,172.0,30,2,9,0.222,1,2,0.5,6,0.2,16,0.533,5,0.167,3,0.1,1,0.033,2025-26,Regular Season,Drives
1630188,Jalen Smith,1610612741,CHI,53,26,27,1095.0,63,15,31,0.484,12,16,0.75,43,0.683,17,0.27,3,0.048,7,0.111,8,0.127,2025-26,Regular Season,Drives
1630591,Jalen Suggs,1610612753,ORL,52,30,22,1423.0,368,74,137,0.54,30,36,0.833,183,0.497,177,0.481,40,0.109,30,0.082,18,0.049,2025-26,Regular Season,Drives
1631114,Jalen Williams,1610612760,OKC,31,23,8,878.0,439,111,222,0.5,48,60,0.8,275,0.626,152,0.346,45,0.103,25,0.057,30,0.068,2025-26,Regular Season,Drives
1630592,Jalen Wilson,1610612751,BKN,49,8,41,716.0,171,28,70,0.4,28,36,0.778,89,0.52,67,0.392,6,0.035,11,0.064,19,0.111,2025-26,Regular Season,Drives
1631288,Jamal Cain,1610612753,ORL,35,18,17,390.0,49,12,25,0.48,8,10,0.8,32,0.653,12,0.245,5,0.102,7,0.143,5,0.102,2025-26,Regular Season,Drives
1627750,Jamal Murray,1610612743,DEN,72,45,27,2533.0,870,236,441,0.535,91,103,0.883,587,0.675,307,0.353,96,0.11,55,0.063,51,0.059,2025-26,Regular Season,Drives
1642347,Jamal Shead,1610612761,TOR,77,43,34,1734.0,480,57,149,0.383,44,54,0.815,162,0.338,269,0.56,82,0.171,27,0.056,27,0.056,2025-26,Regular Season,Drives
1631123,Jamaree Bouyea,1610612756,PHX,42,21,21,573.0,176,44,86,0.512,8,10,0.8,98,0.557,70,0.398,18,0.102,10,0.057,5,0.028,2025-26,Regular Season,Drives
201935,James Harden,1610612739,CLE,67,38,29,2345.0,919,198,398,0.497,166,200,0.83,576,0.627,339,0.369,109,0.119,54,0.059,101,0.11,2025-26,Regular Season,Drives
1630164,James Wiseman,1610612754,IND,4,0,4,58.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
1642364,Jamir Watkins,1610612764,WAS,44,10,34,854.0,68,15,31,0.484,13,14,0.929,43,0.632,25,0.368,6,0.088,5,0.074,7,0.103,2025-26,Regular Season,Drives
1642419,Jamison Battle,1610612761,TOR,56,32,24,498.0,23,6,11,0.545,0,0,0.0,13,0.565,12,0.522,2,0.087,0,0.0,0,0.0,2025-26,Regular Season,Drives
1641716,Jarace Walker,1610612754,IND,73,15,58,1866.0,394,82,197,0.416,57,79,0.722,226,0.574,121,0.307,29,0.074,29,0.074,40,0.102,2025-26,Regular Season,Drives
1642272,Jared McCain,1610612760,OKC,62,43,19,1075.0,275,65,148,0.439,27,32,0.844,159,0.578,91,0.331,17,0.062,11,0.04,16,0.058,2025-26,Regular Season,Drives
1628991,Jaren Jackson Jr.,1610612762,UTA,48,19,29,1455.0,372,136,252,0.54,61,79,0.772,350,0.941,42,0.113,8,0.022,29,0.078,41,0.11,2025-26,Regular Season,Drives
1629020,Jarred Vanderbilt,1610612747,LAL,60,36,24,1051.0,61,10,25,0.4,2,2,1.0,23,0.377,27,0.443,6,0.098,4,0.066,1,0.016,2025-26,Regular Season,Drives
1628386,Jarrett Allen,1610612739,CLE,54,35,19,1465.0,88,33,55,0.6,17,22,0.773,84,0.955,14,0.159,3,0.034,7,0.08,11,0.125,2025-26,Regular Season,Drives
1642859,Jase Richardson,1610612753,ORL,51,23,28,571.0,132,30,64,0.469,10,18,0.556,73,0.553,52,0.394,10,0.076,6,0.045,9,0.068,2025-26,Regular Season,Drives
1642914,Javon Small,1610612763,MEM,40,13,27,804.0,187,27,61,0.443,18,22,0.818,78,0.417,91,0.487,27,0.144,16,0.086,12,0.064,2025-26,Regular Season,Drives
1631451,Javonte Cooke,1610612757,POR,19,6,13,94.0,16,0,5,0.0,2,2,1.0,2,0.125,8,0.5,2,0.125,2,0.125,1,0.063,2025-26,Regular Season,Drives
1629750,Javonte Green,1610612765,DET,77,56,21,1370.0,49,8,26,0.308,6,8,0.75,23,0.469,15,0.306,3,0.061,3,0.061,4,0.082,2025-26,Regular Season,Drives
1629637,Jaxson Hayes,1610612747,LAL,65,43,22,1179.0,20,11,14,0.786,2,4,0.5,25,1.25,2,0.1,1,0.05,0,0.0,2,0.1,2025-26,Regular Season,Drives
1630643,Jay Huff,1610612754,IND,77,18,59,1603.0,153,49,72,0.681,18,22,0.818,123,0.804,55,0.359,10,0.065,11,0.072,11,0.072,2025-26,Regular Season,Drives
1627759,Jaylen Brown,1610612738,BOS,68,44,24,2335.0,1300,350,649,0.539,174,221,0.787,908,0.698,391,0.301,104,0.08,89,0.068,112,0.086,2025-26,Regular Season,Drives
1641740,Jaylen Clark,1610612750,MIN,63,37,26,784.0,81,20,48,0.417,17,26,0.654,63,0.778,13,0.16,2,0.025,5,0.062,14,0.173,2025-26,Regular Season,Drives
1642377,Jaylen Wells,1610612763,MEM,69,24,45,1821.0,296,61,129,0.473,41,52,0.788,165,0.557,109,0.368,32,0.108,18,0.061,26,0.088,2025-26,Regular Season,Drives
1631119,Jaylin Williams,1610612760,OKC,62,51,11,1237.0,72,11,27,0.407,8,10,0.8,34,0.472,31,0.431,9,0.125,6,0.083,5,0.069,2025-26,Regular Season,Drives
1642281,Jaylon Tyson,1610612739,CLE,64,40,24,1727.0,229,51,104,0.49,13,14,0.929,120,0.524,97,0.424,25,0.109,17,0.074,7,0.031,2025-26,Regular Season,Drives
1643257,Jayson Kent,1610612757,POR,3,2,1,19.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
1628369,Jayson Tatum,1610612738,BOS,13,11,2,409.0,133,36,71,0.507,17,20,0.85,91,0.684,44,0.331,12,0.09,7,0.053,10,0.075,2025-26,Regular Season,Drives
201145,Jeff Green,1610612745,HOU,29,21,8,151.0,3,2,3,0.667,0,0,0.0,4,1.333,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
203924,Jerami Grant,1610612757,POR,57,27,30,1695.0,577,112,242,0.463,103,136,0.757,339,0.588,191,0.331,30,0.052,51,0.088,72,0.125,2025-26,Regular Season,Drives
1642847,Jeremiah Fears,1610612740,NOP,78,25,53,1952.0,745,149,333,0.447,63,79,0.797,376,0.505,297,0.399,52,0.07,48,0.064,40,0.054,2025-26,Regular Season,Drives
1630526,Jeremiah Robinson-Earl,1610612742,DAL,22,8,14,361.0,26,2,13,0.154,4,4,1.0,8,0.308,10,0.385,1,0.038,1,0.038,2,0.077,2025-26,Regular Season,Drives
1631110,Jeremy Sochan,1610612752,NYK,42,29,13,443.0,40,7,11,0.636,3,4,0.75,17,0.425,24,0.6,5,0.125,3,0.075,2,0.05,2025-26,Regular Season,Drives
1630579,Jericho Sims,1610612749,MIL,62,23,39,1155.0,21,7,9,0.778,0,0,0.0,14,0.667,9,0.429,1,0.048,1,0.048,0,0.0,2025-26,Regular Season,Drives
1641724,Jett Howard,1610612753,ORL,55,28,27,695.0,113,25,54,0.463,14,14,1.0,65,0.575,49,0.434,8,0.071,2,0.018,7,0.062,2025-26,Regular Season,Drives
1628975,Jevon Carter,1610612753,ORL,48,22,26,776.0,121,12,35,0.343,6,8,0.75,30,0.248,70,0.579,18,0.149,9,0.074,4,0.033,2025-26,Regular Season,Drives
202710,Jimmy Butler III,1610612744,GSW,38,23,15,1182.0,429,72,135,0.533,94,110,0.855,249,0.58,198,0.462,42,0.098,32,0.075,56,0.131,2025-26,Regular Season,Drives
1642866,Joan Beringer,1610612750,MIN,35,19,16,228.0,3,1,1,1.0,0,0,0.0,2,0.667,2,0.667,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,Drives
1629111,Jock Landale,1610612737,ATL,68,36,32,1506.0,22,5,9,0.556,2,2,1.0,12,0.545,11,0.5,4,0.182,0,0.0,1,0.045,2025-26,Regular Season,Drives
