PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_PTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,SEASON,SEASON_TYPE,PT_MEASURE_TYPE
1630162,Anthony Edwards,1610612750,MIN,60,36,24,2109.0,2653,3499,223,22,52,391,580,297,0.084,0.112,2025-26,Regular Season,Passing
1630264,Anthony Gill,1610612764,WAS,49,6,43,769.0,723,617,59,3,5,96,151,67,0.082,0.093,2025-26,Regular Season,Passing
1641810,Antonio Reeves,1610612766,CHA,10,4,6,68.0,48,43,3,0,1,7,8,4,0.063,0.083,2025-26,Regular Season,Passing
1630574,Ariel Hukporti,1610612752,NYK,52,34,18,455.0,338,294,27,2,2,51,70,31,0.08,0.092,2025-26,Regular Season,Passing
1642854,Asa Newell,1610612737,ATL,42,22,20,453.0,398,344,23,4,4,44,66,32,0.058,0.08,2025-26,Regular Season,Passing
1641709,Ausar Thompson,1610612765,DET,68,49,19,1769.0,1979,1900,206,22,19,342,536,248,0.104,0.125,2025-26,Regular Season,Passing
1630559,Austin Reaves,1610612747,LAL,51,36,15,1762.0,2497,2862,280,27,39,433,691,346,0.112,0.139,2025-26,Regular Season,Passing
1630245,Ayo Dosunmu,1610612750,MIN,66,34,32,1787.0,2565,2698,242,23,38,410,638,301,0.094,0.117,2025-26,Regular Season,Passing
1628389,Bam Adebayo,1610612748,MIA,68,34,34,2199.0,2466,2451,203,13,31,317,538,247,0.082,0.1,2025-26,Regular Season,Passing
1631248,Baylor Scheierman,1610612738,BOS,72,50,22,1309.0,1132,853,106,12,18,184,296,136,0.094,0.12,2025-26,Regular Season,Passing
1642879,Ben Saraf,1610612751,BKN,40,9,31,785.0,1371,1471,130,15,11,239,351,156,0.095,0.114,2025-26,Regular Season,Passing
1641767,Ben Sheppard,1610612754,IND,65,16,49,1390.0,1716,1497,114,6,23,194,288,143,0.066,0.083,2025-26,Regular Season,Passing
1631097,Bennedict Mathurin,1610612746,LAC,49,19,30,1504.0,1580,1895,110,9,24,199,282,143,0.07,0.091,2025-26,Regular Season,Passing
1643016,Bez Mbeng,1610612762,UTA,12,1,11,358.0,352,279,39,6,5,74,100,50,0.111,0.142,2025-26,Regular Season,Passing
1641731,Bilal Coulibaly,1610612764,WAS,53,14,39,1397.0,1665,1655,137,7,17,206,345,160,0.082,0.096,2025-26,Regular Season,Passing
202687,Bismack Biyombo,1610612759,SAS,24,20,4,136.0,134,73,5,0,1,8,15,6,0.037,0.045,2025-26,Regular Season,Passing
1642396,Blake Hinson,1610612762,UTA,11,3,8,214.0,168,185,9,0,2,13,21,11,0.054,0.065,2025-26,Regular Season,Passing
1631104,Blake Wesley,1610612757,POR,28,18,10,353.0,561,606,62,4,8,122,165,74,0.111,0.132,2025-26,Regular Season,Passing
1626171,Bobby Portis,1610612749,MIL,67,26,41,1619.0,2214,1837,105,5,16,183,278,126,0.047,0.057,2025-26,Regular Season,Passing
1641752,Bobi Klintman,1610612765,DET,12,8,4,71.0,65,52,6,0,0,8,14,6,0.092,0.092,2025-26,Regular Season,Passing
203992,Bogdan Bogdanović,1610612746,LAC,21,6,15,429.0,551,533,51,7,11,90,144,69,0.093,0.125,2025-26,Regular Season,Passing
1630538,Bones Hyland,1610612750,MIN,68,41,27,1105.0,1992,2155,175,13,31,283,449,221,0.088,0.111,2025-26,Regular Season,Passing
203078,Bradley Beal,1610612746,LAC,6,2,4,121.0,111,146,10,1,0,16,27,11,0.09,0.099,2025-26,Regular Season,Passing
1642382,Branden Carlson,1610612760,OKC,38,30,8,393.0,383,282,22,0,2,27,54,24,0.057,0.063,2025-26,Regular Season,Passing
1641764,Brandin Podziemski,1610612744,GSW,77,36,41,2189.0,3514,3640,294,15,70,624,804,379,0.084,0.108,2025-26,Regular Season,Passing
1629634,Brandon Clarke,1610612763,MEM,2,1,1,20.0,15,17,1,0,0,3,3,1,0.067,0.067,2025-26,Regular Season,Passing
1627742,Brandon Ingram,1610612761,TOR,72,40,32,2437.0,2305,2998,262,16,43,533,680,320,0.114,0.139,2025-26,Regular Season,Passing
1641706,Brandon Miller,1610612766,CHA,61,39,22,1842.0,2321,2667,210,23,34,389,571,267,0.09,0.115,2025-26,Regular Season,Passing
1630314,Brandon Williams,1610612742,DAL,65,22,43,1438.0,2129,2496,251,29,33,475,641,313,0.118,0.147,2025-26,Regular Season,Passing
1641729,Brice Sensabaugh,1610612762,UTA,72,18,54,1679.0,1525,1813,133,22,23,251,352,178,0.087,0.117,2025-26,Regular Season,Passing
1642355,Bronny James,1610612747,LAL,37,21,16,292.0,420,455,41,5,5,68,101,50,0.098,0.119,2025-26,Regular Season,Passing
201572,Brook Lopez,1610612746,LAC,70,38,32,1502.0,1158,1223,90,7,7,147,242,104,0.078,0.09,2025-26,Regular Season,Passing
1642964,Brooks Barnhizer,1610612760,OKC,37,28,9,283.0,235,174,19,1,3,36,54,23,0.081,0.098,2025-26,Regular Season,Passing
1628971,Bruce Brown,1610612743,DEN,77,49,28,1883.0,2136,1998,158,22,24,275,419,203,0.074,0.095,2025-26,Regular Season,Passing
1631121,Bryce McGowens,1610612740,NOP,42,14,28,880.0,825,683,62,8,5,91,161,75,0.075,0.091,2025-26,Regular Season,Passing
1642267,Bub Carrington,1610612764,WAS,76,17,59,2100.0,3498,3369,349,43,21,635,878,411,0.1,0.117,2025-26,Regular Season,Passing
1631205,Buddy Boeheim,1610612760,OKC,4,2,2,15.0,6,10,0,1,0,1,2,1,0.0,0.167,2025-26,Regular Season,Passing
1627741,Buddy Hield,1610612737,ATL,50,25,25,798.0,1056,999,68,12,15,129,196,95,0.064,0.09,2025-26,Regular Season,Passing
1643047,CJ Huntley,1610612756,PHX,2,2,0,7.0,2,4,1,0,0,1,2,1,0.5,0.5,2025-26,Regular Season,Passing
203468,CJ McCollum,1610612737,ATL,73,36,37,2173.0,2705,3522,279,27,37,559,754,343,0.103,0.127,2025-26,Regular Season,Passing
1630595,Cade Cunningham,1610612765,DET,61,44,17,2096.0,3737,4369,603,73,70,1069,1548,744,0.161,0.199,2025-26,Regular Season,Passing
1631216,Caleb Houstan,1610612737,ATL,18,12,6,75.0,59,66,4,1,1,15,10,6,0.068,0.102,2025-26,Regular Season,Passing
1631126,Caleb Love,1610612757,POR,47,23,24,1009.0,1208,1482,123,10,16,199,319,148,0.102,0.123,2025-26,Regular Season,Passing
1628997,Caleb Martin,1610612742,DAL,58,20,38,856.0,745,641,81,11,9,143,220,101,0.109,0.136,2025-26,Regular Season,Passing
1642353,Cam Christie,1610612746,LAC,51,24,27,461.0,483,468,30,1,11,52,79,43,0.062,0.089,2025-26,Regular Season,Passing
1642285,Cam Spencer,1610612763,MEM,71,23,48,1694.0,2963,3164,391,37,41,667,996,468,0.132,0.158,2025-26,Regular Season,Passing
1630560,Cam Thomas,1610612749,MIL,42,12,30,881.0,1039,1464,108,3,20,200,275,130,0.104,0.125,2025-26,Regular Season,Passing
1641715,Cam Whitmore,1610612764,WAS,21,3,18,354.0,220,300,15,0,0,30,38,15,0.068,0.068,2025-26,Regular Season,Passing
1629661,Cameron Johnson,1610612743,DEN,51,34,17,1541.0,1327,1353,122,11,17,216,309,149,0.092,0.112,2025-26,Regular Season,Passing
1626166,Cameron Payne,1610612755,PHI,21,12,9,366.0,679,673,57,5,10,95,132,72,0.084,0.106,2025-26,Regular Season,Passing
1627747,Caris LeVert,1610612765,DET,56,40,16,1085.0,1417,1496,149,15,10,296,372,174,0.105,0.123,2025-26,Regular Season,Passing
1642868,Carter Bryant,1610612759,SAS,66,53,13,720.0,591,539,35,6,4,72,94,45,0.059,0.076,2025-26,Regular Season,Passing
1641717,Cason Wallace,1610612760,OKC,74,58,16,1980.0,2009,1918,195,21,27,389,521,243,0.097,0.121,2025-26,Regular Season,Passing
1642907,Cedric Coward,1610612763,MEM,60,20,40,1559.0,2429,1928,166,17,22,281,432,206,0.068,0.085,2025-26,Regular Season,Passing
1643052,Chaney Johnson,1610612751,BKN,14,2,12,282.0,307,251,32,2,2,45,83,36,0.104,0.117,2025-26,Regular Season,Passing
1629646,Charles Bassey,1610612738,BOS,8,3,5,52.0,36,19,2,0,0,3,5,2,0.056,0.056,2025-26,Regular Season,Passing
1642404,Chaz Lanier,1610612765,DET,29,24,5,230.0,137,177,15,2,0,17,36,17,0.109,0.124,2025-26,Regular Season,Passing
1631096,Chet Holmgren,1610612760,OKC,66,53,13,1922.0,1945,1529,109,6,10,168,268,125,0.056,0.064,2025-26,Regular Season,Passing
1628449,Chris Boucher,1610612738,BOS,9,4,5,94.0,82,63,3,0,1,6,9,4,0.037,0.049,2025-26,Regular Season,Passing
1641753,Chris Livingston,1610612739,CLE,3,2,1,17.0,14,16,1,0,0,1,2,1,0.071,0.071,2025-26,Regular Season,Passing
1643024,Chris Mañon,1610612747,LAL,6,2,4,25.0,27,12,1,1,0,4,3,2,0.037,0.074,2025-26,Regular Season,Passing
101108,Chris Paul,1610612746,LAC,16,4,12,228.0,418,434,53,5,5,109,146,63,0.127,0.151,2025-26,Regular Season,Passing
1642959,Chris Youngblood,1610612757,POR,33,28,5,183.0,108,116,12,0,3,13,31,15,0.111,0.139,2025-26,Regular Season,Passing
1631128,Christian Braun,1610612743,DEN,41,26,15,1294.0,1461,1289,114,11,12,174,298,137,0.078,0.094,2025-26,Regular Season,Passing
1631132,Christian Koloko,1610612737,ATL,26,16,10,335.0,291,198,17,2,4,28,46,23,0.058,0.079,2025-26,Regular Season,Passing
1642935,Chucky Hepburn,1610612761,TOR,2,0,2,13.0,23,28,2,0,0,5,5,2,0.087,0.087,2025-26,Regular Season,Passing
203991,Clint Capela,1610612745,HOU,70,43,27,868.0,798,497,47,3,9,77,123,59,0.059,0.074,2025-26,Regular Season,Passing
1629632,Coby White,1610612766,CHA,47,27,20,1198.0,1603,2076,196,8,28,344,511,232,0.122,0.145,2025-26,Regular Season,Passing
1628998,Cody Martin,1610612754,IND,4,0,4,55.0,57,43,2,1,1,7,7,4,0.035,0.07,2025-26,Regular Season,Passing
1642262,Cody Williams,1610612762,UTA,63,15,48,1487.0,1339,1244,116,1,12,172,287,129,0.087,0.096,2025-26,Regular Season,Passing
1641732,Colby Jones,1610612765,DET,1,0,1,7.0,8,6,2,1,0,4,5,3,0.25,0.375,2025-26,Regular Season,Passing
1630175,Cole Anthony,1610612749,MIL,35,12,23,527.0,924,1085,121,13,11,224,325,146,0.131,0.158,2025-26,Regular Season,Passing
1630658,Colin Castleton,1610612753,ORL,1,0,1,10.0,11,7,1,0,0,0,2,1,0.091,0.091,2025-26,Regular Season,Passing
1631221,Collin Gillespie,1610612756,PHX,76,41,35,2191.0,3514,3633,363,26,76,616,931,463,0.103,0.132,2025-26,Regular Season,Passing
1642867,Collin Murray-Boyles,1610612761,TOR,53,28,25,1164.0,1317,1035,97,4,10,165,248,111,0.074,0.084,2025-26,Regular Season,Passing
1629012,Collin Sexton,1610612741,CHI,63,23,40,1463.0,1968,2543,208,26,22,386,539,257,0.106,0.131,2025-26,Regular Season,Passing
1642843,Cooper Flagg,1610612742,DAL,65,20,45,2197.0,2873,2982,293,10,37,523,715,334,0.102,0.116,2025-26,Regular Season,Passing
1630557,Corey Kispert,1610612737,ATL,55,26,29,1035.0,905,941,89,6,10,147,227,105,0.098,0.116,2025-26,Regular Season,Passing
1642504,Cormac Ryan,1610612749,MIL,6,0,6,111.0,83,108,7,1,1,14,20,9,0.084,0.108,2025-26,Regular Season,Passing
1641854,Craig Porter Jr.,1610612739,CLE,60,40,20,1054.0,1664,1476,191,18,25,365,490,234,0.115,0.141,2025-26,Regular Season,Passing
1642938,Curtis Jones,1610612743,DEN,7,5,2,33.0,31,34,4,0,0,3,10,4,0.129,0.129,2025-26,Regular Season,Passing
1626156,D'Angelo Russell,1610612764,WAS,26,9,17,495.0,853,891,104,16,11,178,282,131,0.122,0.154,2025-26,Regular Season,Passing
1629610,DaQuan Jeffries,1610612758,SAC,3,0,3,60.0,30,40,1,0,0,3,3,1,0.033,0.033,2025-26,Regular Season,Passing
1641747,DaRon Holmes II,1610612743,DEN,22,14,8,200.0,184,187,16,3,1,28,45,20,0.087,0.109,2025-26,Regular Season,Passing
1631342,Daeqwon Plowden,1610612758,SAC,28,8,20,723.0,648,635,32,1,7,63,82,40,0.049,0.062,2025-26,Regular Season,Passing
1630625,Dalano Banton,1610612738,BOS,5,3,2,25.0,36,43,4,1,0,7,11,5,0.111,0.139,2025-26,Regular Season,Passing
1631207,Dalen Terry,1610612755,PHI,47,21,26,547.0,706,650,66,2,10,122,170,78,0.093,0.11,2025-26,Regular Season,Passing
1642261,Dalton Knecht,1610612747,LAL,50,31,19,515.0,436,424,17,3,2,38,49,22,0.039,0.05,2025-26,Regular Season,Passing
1629655,Daniel Gafford,1610612742,DAL,54,11,43,1175.0,1057,749,58,4,4,91,144,66,0.055,0.062,2025-26,Regular Season,Passing
1642450,Daniss Jenkins,1610612765,DET,67,50,17,1333.0,2146,2432,244,33,30,460,640,307,0.114,0.143,2025-26,Regular Season,Passing
1642874,Danny Wolf,1610612751,BKN,57,14,43,1187.0,1422,1321,127,15,11,221,330,153,0.089,0.108,2025-26,Regular Season,Passing
203967,Dario Saric,1610612758,SAC,5,1,4,41.0,31,23,2,0,1,2,5,3,0.065,0.097,2025-26,Regular Season,Passing
1641727,Dariq Whitehead,1610612763,MEM,1,0,1,22.0,24,25,2,0,0,2,5,2,0.083,0.083,2025-26,Regular Season,Passing
1642468,Darius Brown,1610612739,CLE,1,1,0,3.0,4,4,0,1,0,2,2,1,0.0,0.25,2025-26,Regular Season,Passing
1629636,Darius Garland,1610612746,LAC,41,23,18,1224.0,1873,2290,278,24,36,484,698,337,0.148,0.18,2025-26,Regular Season,Passing
1642357,David Jones Garcia,1610612759,SAS,11,7,4,68.0,90,99,18,0,3,18,40,20,0.2,0.222,2025-26,Regular Season,Passing
1631223,David Roddy,1610612743,DEN,3,2,1,14.0,29,21,2,1,0,4,7,3,0.069,0.103,2025-26,Regular Season,Passing
1630558,Davion Mitchell,1610612748,MIA,66,35,31,1888.0,3607,3613,429,44,69,756,1158,540,0.119,0.15,2025-26,Regular Season,Passing
1630549,Day'Ron Sharpe,1610612751,BKN,62,17,45,1160.0,1619,1357,145,13,8,238,390,166,0.09,0.103,2025-26,Regular Season,Passing
1628368,De'Aaron Fox,1610612759,SAS,67,52,15,2069.0,3035,3491,415,46,52,757,1118,513,0.137,0.169,2025-26,Regular Season,Passing
1629631,De'Andre Hunter,1610612758,SAC,45,24,21,1175.0,1137,1225,90,13,22,179,239,124,0.079,0.109,2025-26,Regular Season,Passing
1629001,De'Anthony Melton,1610612744,GSW,44,21,23,1012.0,1535,1658,109,11,31,230,291,151,0.071,0.098,2025-26,Regular Season,Passing
201599,DeAndre Jordan,1610612740,NOP,12,6,6,199.0,189,116,11,2,0,22,30,13,0.058,0.069,2025-26,Regular Season,Passing
1630610,DeJon Jarreau,1610612763,MEM,11,2,9,231.0,397,355,36,2,1,68,97,39,0.091,0.098,2025-26,Regular Season,Passing
201942,DeMar DeRozan,1610612758,SAC,76,20,56,2395.0,1928,2885,316,16,48,615,818,380,0.164,0.197,2025-26,Regular Season,Passing
1629731,Dean Wade,1610612739,CLE,57,35,22,1279.0,1295,898,86,5,15,146,227,106,0.066,0.082,2025-26,Regular Season,Passing
1629028,Deandre Ayton,1610612747,LAL,67,43,24,1830.0,1787,1154,56,6,11,112,144,72,0.031,0.04,2025-26,Regular Season,Passing
1627749,Dejounte Murray,1610612740,NOP,14,5,9,389.0,663,716,89,14,14,160,233,117,0.134,0.176,2025-26,Regular Season,Passing
1630166,Deni Avdija,1610612757,POR,62,33,29,2054.0,3496,3879,414,30,59,830,1108,502,0.118,0.144,2025-26,Regular Season,Passing
203471,Dennis Schröder,1610612739,CLE,66,26,40,1617.0,2870,3066,320,27,25,518,813,372,0.111,0.13,2025-26,Regular Season,Passing
1641726,Dereck Lively II,1610612742,DAL,7,3,4,115.0,138,93,13,4,2,17,35,19,0.094,0.138,2025-26,Regular Season,Passing
1642852,Derik Queen,1610612740,NOP,77,25,52,1888.0,2684,2168,282,33,20,429,722,335,0.105,0.125,2025-26,Regular Season,Passing
1627884,Derrick Jones Jr.,1610612746,LAC,45,23,22,1226.0,1072,988,64,1,7,87,159,72,0.06,0.067,2025-26,Regular Season,Passing
1628401,Derrick White,1610612738,BOS,73,49,24,2500.0,4319,4399,399,32,45,703,1030,475,0.092,0.11,2025-26,Regular Season,Passing
1630217,Desmond Bane,1610612753,ORL,77,41,36,2625.0,3053,3650,322,33,47,580,836,397,0.105,0.13,2025-26,Regular Season,Passing
1626164,Devin Booker,1610612756,PHX,61,35,26,2035.0,2191,3471,365,36,75,753,997,476,0.167,0.217,2025-26,Regular Season,Passing
1642269,Devin Carter,1610612758,SAC,34,7,27,574.0,844,893,79,9,6,148,193,94,0.094,0.111,2025-26,Regular Season,Passing
1630170,Devin Vassell,1610612759,SAS,62,49,13,1883.0,1788,1895,156,14,31,267,402,201,0.087,0.112,2025-26,Regular Season,Passing
1628415,Dillon Brooks,1610612756,PHX,52,30,22,1581.0,1060,1712,91,11,14,149,241,116,0.086,0.109,2025-26,Regular Season,Passing
1641794,Dillon Jones,1610612752,NYK,6,5,1,27.0,38,28,4,0,0,5,9,4,0.105,0.105,2025-26,Regular Season,Passing
1627734,Domantas Sabonis,1610612758,SAC,19,3,16,564.0,893,698,78,7,7,135,190,93,0.087,0.104,2025-26,Regular Season,Passing
1631230,Dominick Barlow,1610612755,PHI,66,38,28,1581.0,1332,1079,83,6,16,126,222,105,0.062,0.079,2025-26,Regular Season,Passing
1642270,Donovan Clingan,1610612757,POR,73,39,34,1983.0,2174,1577,154,12,17,224,382,182,0.071,0.084,2025-26,Regular Season,Passing
1628378,Donovan Mitchell,1610612739,CLE,68,43,25,2275.0,2851,3774,388,49,68,757,1021,505,0.136,0.177,2025-26,Regular Season,Passing
1628978,Donte DiVincenzo,1610612750,MIN,77,46,31,2379.0,3225,2928,299,33,44,454,745,375,0.093,0.116,2025-26,Regular Season,Passing
1627827,Dorian Finney-Smith,1610612745,HOU,36,22,14,599.0,554,401,35,2,3,55,86,39,0.063,0.07,2025-26,Regular Season,Passing
203926,Doug McDermott,1610612758,SAC,25,7,18,360.0,337,335,16,3,3,36,45,22,0.047,0.065,2025-26,Regular Season,Passing
1642962,Drake Powell,1610612751,BKN,59,14,45,1204.0,1213,1152,88,5,18,192,244,111,0.073,0.092,2025-26,Regular Season,Passing
203110,Draymond Green,1610612744,GSW,64,30,34,1762.0,3680,3124,345,39,34,656,920,418,0.094,0.114,2025-26,Regular Season,Passing
1629234,Drew Eubanks,1610612758,SAC,42,10,32,552.0,450,403,19,1,2,38,46,22,0.042,0.049,2025-26,Regular Season,Passing
1641809,Drew Peterson,1610612766,CHA,6,1,5,64.0,62,42,2,0,0,6,5,2,0.032,0.032,2025-26,Regular Season,Passing
1631166,Drew Timme,1610612747,LAL,23,15,8,186.0,206,177,17,1,1,27,38,19,0.083,0.092,2025-26,Regular Season,Passing
1630696,Dru Smith,1610612748,MIA,69,37,32,1129.0,1813,1708,179,14,26,300,455,218,0.099,0.12,2025-26,Regular Season,Passing
1629130,Duncan Robinson,1610612765,DET,73,54,19,2018.0,1633,1794,151,18,15,249,377,184,0.092,0.113,2025-26,Regular Season,Passing
1641871,Duop Reath,1610612757,POR,32,16,16,258.0,213,185,10,0,4,20,25,14,0.047,0.066,2025-26,Regular Season,Passing
203939,Dwight Powell,1610612742,DAL,58,17,41,813.0,806,536,55,1,6,90,135,64,0.068,0.079,2025-26,Regular Season,Passing
1642928,Dylan Cardwell,1610612758,SAC,40,12,28,809.0,712,467,57,2,6,108,143,65,0.08,0.091,2025-26,Regular Season,Passing
1642844,Dylan Harper,1610612759,SAS,64,50,14,1433.0,2197,2375,248,22,56,460,658,326,0.113,0.148,2025-26,Regular Season,Passing
1630700,Dyson Daniels,1610612737,ATL,73,43,30,2419.0,3673,3416,428,36,56,707,1115,518,0.117,0.141,2025-26,Regular Season,Passing
1630604,E.J. Liddell,1610612751,BKN,21,3,18,203.0,204,185,15,1,1,25,41,17,0.074,0.083,2025-26,Regular Season,Passing
1642856,Egor Dëmin,1610612751,BKN,52,14,38,1308.0,2172,2025,173,20,25,359,491,218,0.08,0.1,2025-26,Regular Season,Passing
1641989,Elijah Harkless,1610612762,UTA,26,5,21,545.0,671,672,75,1,6,124,186,82,0.112,0.122,2025-26,Regular Season,Passing
1641801,Emanuel Miller,1610612759,SAS,5,0,5,33.0,30,30,4,0,0,1,8,4,0.133,0.133,2025-26,Regular Season,Passing
1642402,Enrique Freeman,1610612750,MIN,2,1,1,8.0,7,2,0,0,0,0,0,0,0.0,0.0,2025-26,Regular Season,Passing
201569,Eric Gordon,1610612755,PHI,6,3,3,74.0,74,81,3,0,0,5,6,3,0.041,0.041,2025-26,Regular Season,Passing
1630679,Ethan Thompson,1610612754,IND,27,7,20,488.0,526,493,40,1,7,64,99,48,0.076,0.091,2025-26,Regular Season,Passing
1630596,Evan Mobley,1610612739,CLE,62,38,24,1991.0,2859,2364,226,19,23,428,585,267,0.079,0.093,2025-26,Regular Season,Passing
1630532,Franz Wagner,1610612753,ORL,30,17,13,928.0,1050,1197,104,16,11,196,281,131,0.099,0.125,2025-26,Regular Season,Passing
1641713,GG Jackson,1610612763,MEM,54,16,38,1160.0,1374,1291,78,4,13,131,197,94,0.057,0.068,2025-26,Regular Season,Passing
1629216,Gabe Vincent,1610612737,ATL,50,35,15,840.0,888,907,72,4,8,124,178,85,0.081,0.096,2025-26,Regular Season,Passing
202066,Garrett Temple,1610612761,TOR,21,9,12,69.0,107,101,8,1,0,10,20,9,0.075,0.084,2025-26,Regular Season,Passing
1629726,Garrison Mathews,1610612754,IND,15,4,11,196.0,184,166,10,0,0,19,23,10,0.054,0.054,2025-26,Regular Season,Passing
203914,Gary Harris,1610612749,MIL,46,15,31,632.0,560,418,49,4,7,76,129,60,0.088,0.107,2025-26,Regular Season,Passing
1627780,Gary Payton II,1610612744,GSW,68,32,36,1051.0,1469,1200,117,5,14,206,297,136,0.08,0.093,2025-26,Regular Season,Passing
1629018,Gary Trent Jr.,1610612749,MIL,64,24,40,1358.0,753,1098,78,2,12,110,192,92,0.104,0.122,2025-26,Regular Season,Passing
203507,Giannis Antetokounmpo,1610612749,MIL,36,17,19,1039.0,1559,1804,196,9,35,386,547,239,0.126,0.153,2025-26,Regular Season,Passing
1629048,Goga Bitadze,1610612753,ORL,59,30,29,877.0,971,732,75,4,0,100,177,77,0.077,0.079,2025-26,Regular Season,Passing
1641711,Gradey Dick,1610612761,TOR,71,40,31,1042.0,709,855,50,7,9,98,129,66,0.071,0.093,2025-26,Regular Season,Passing
