PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,TOUCHES,PAINT_TOUCHES,PAINT_TOUCH_FGM,PAINT_TOUCH_FGA,PAINT_TOUCH_FG_PCT,PAINT_TOUCH_FTM,PAINT_TOUCH_FTA,PAINT_TOUCH_FT_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_PTS_PCT,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCH_FOULS,PAINT_TOUCH_FOULS_PCT,SEASON,SEASON_TYPE,PT_MEASURE_TYPE
1642874,Danny Wolf,1610612751,BKN,57,14,43,1187.0,2023,92,25,40,0.625,21,24,0.875,72,0.783,33,0.359,8,0.087,3,0.033,11,0.12,2025-26,Regular Season,PaintTouch
203967,Dario Saric,1610612758,SAC,5,1,4,41.0,40,3,0,2,0.0,0,0,0.0,0,0.0,1,0.333,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1641727,Dariq Whitehead,1610612763,MEM,1,0,1,22.0,37,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1642468,Darius Brown,1610612739,CLE,1,1,0,3.0,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1629636,Darius Garland,1610612746,LAC,41,23,18,1224.0,2734,21,6,10,0.6,0,0,0.0,12,0.571,9,0.429,3,0.143,1,0.048,0,0.0,2025-26,Regular Season,PaintTouch
1642357,David Jones Garcia,1610612759,SAS,11,7,4,68.0,132,2,1,2,0.5,0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1631223,David Roddy,1610612743,DEN,3,2,1,14.0,36,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1630558,Davion Mitchell,1610612748,MIA,66,35,31,1888.0,4322,23,2,4,0.5,0,0,0.0,4,0.174,15,0.652,3,0.13,2,0.087,0,0.0,2025-26,Regular Season,PaintTouch
1630549,Day'Ron Sharpe,1610612751,BKN,62,17,45,1160.0,2177,422,165,246,0.671,64,92,0.696,401,0.95,84,0.199,28,0.066,28,0.066,42,0.1,2025-26,Regular Season,PaintTouch
1628368,De'Aaron Fox,1610612759,SAS,67,52,15,2069.0,4382,55,25,33,0.758,2,2,1.0,53,0.964,17,0.309,3,0.055,3,0.055,1,0.018,2025-26,Regular Season,PaintTouch
1629631,De'Andre Hunter,1610612758,SAC,45,24,21,1175.0,1836,58,22,32,0.688,7,10,0.7,51,0.879,11,0.19,1,0.017,5,0.086,5,0.086,2025-26,Regular Season,PaintTouch
1629001,De'Anthony Melton,1610612744,GSW,44,21,23,1012.0,2242,73,20,38,0.526,4,4,1.0,44,0.603,24,0.329,7,0.096,7,0.096,2,0.027,2025-26,Regular Season,PaintTouch
201599,DeAndre Jordan,1610612740,NOP,12,6,6,199.0,241,47,19,28,0.679,6,10,0.6,45,0.957,9,0.191,3,0.064,3,0.064,4,0.085,2025-26,Regular Season,PaintTouch
1630610,DeJon Jarreau,1610612763,MEM,11,2,9,231.0,522,15,4,7,0.571,0,0,0.0,8,0.533,7,0.467,0,0.0,1,0.067,0,0.0,2025-26,Regular Season,PaintTouch
201942,DeMar DeRozan,1610612758,SAC,76,20,56,2395.0,3313,56,20,26,0.769,9,12,0.75,49,0.875,18,0.321,3,0.054,4,0.071,5,0.089,2025-26,Regular Season,PaintTouch
1629731,Dean Wade,1610612739,CLE,57,35,22,1279.0,1632,81,21,34,0.618,9,12,0.75,51,0.63,34,0.42,5,0.062,3,0.037,6,0.074,2025-26,Regular Season,PaintTouch
1629028,Deandre Ayton,1610612747,LAL,67,43,24,1830.0,2504,628,295,408,0.723,48,72,0.667,647,1.03,128,0.204,18,0.029,35,0.056,34,0.054,2025-26,Regular Season,PaintTouch
1627749,Dejounte Murray,1610612740,NOP,14,5,9,389.0,932,6,2,4,0.5,0,0,0.0,4,0.667,1,0.167,0,0.0,1,0.167,0,0.0,2025-26,Regular Season,PaintTouch
1630166,Deni Avdija,1610612757,POR,62,33,29,2054.0,5138,98,29,47,0.617,13,16,0.813,75,0.765,33,0.337,3,0.031,4,0.041,9,0.092,2025-26,Regular Season,PaintTouch
203471,Dennis Schröder,1610612739,CLE,66,26,40,1617.0,3779,18,2,3,0.667,3,4,0.75,7,0.389,11,0.611,3,0.167,2,0.111,2,0.111,2025-26,Regular Season,PaintTouch
1641726,Dereck Lively II,1610612742,DAL,7,3,4,115.0,170,33,11,15,0.733,6,8,0.75,28,0.848,10,0.303,0,0.0,2,0.061,4,0.121,2025-26,Regular Season,PaintTouch
1642852,Derik Queen,1610612740,NOP,77,25,52,1888.0,3752,211,93,139,0.669,26,30,0.867,218,1.033,35,0.166,10,0.047,14,0.066,15,0.071,2025-26,Regular Season,PaintTouch
1627884,Derrick Jones Jr.,1610612746,LAC,45,23,22,1226.0,1518,119,54,79,0.684,10,12,0.833,120,1.008,28,0.235,6,0.05,4,0.034,6,0.05,2025-26,Regular Season,PaintTouch
1628401,Derrick White,1610612738,BOS,73,49,24,2500.0,5776,82,19,30,0.633,4,4,1.0,42,0.512,42,0.512,9,0.11,6,0.073,2,0.024,2025-26,Regular Season,PaintTouch
1630217,Desmond Bane,1610612753,ORL,77,41,36,2625.0,4651,114,44,67,0.657,13,14,0.929,105,0.921,30,0.263,5,0.044,9,0.079,6,0.053,2025-26,Regular Season,PaintTouch
1626164,Devin Booker,1610612756,PHX,61,35,26,2035.0,3910,79,19,38,0.5,18,22,0.818,58,0.734,22,0.278,6,0.076,7,0.089,10,0.127,2025-26,Regular Season,PaintTouch
1642269,Devin Carter,1610612758,SAC,34,7,27,574.0,1206,49,18,25,0.72,4,4,1.0,42,0.857,17,0.347,3,0.061,2,0.041,2,0.041,2025-26,Regular Season,PaintTouch
1630170,Devin Vassell,1610612759,SAS,62,49,13,1883.0,2630,28,5,10,0.5,2,2,1.0,12,0.429,16,0.571,5,0.179,1,0.036,1,0.036,2025-26,Regular Season,PaintTouch
1628415,Dillon Brooks,1610612756,PHX,52,30,22,1581.0,2212,46,15,27,0.556,8,10,0.8,40,0.87,9,0.196,3,0.065,3,0.065,6,0.13,2025-26,Regular Season,PaintTouch
1641794,Dillon Jones,1610612752,NYK,6,5,1,27.0,48,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1627734,Domantas Sabonis,1610612758,SAC,19,3,16,564.0,1212,199,74,117,0.632,26,32,0.813,177,0.889,47,0.236,11,0.055,11,0.055,16,0.08,2025-26,Regular Season,PaintTouch
1631230,Dominick Barlow,1610612755,PHI,66,38,28,1581.0,1837,221,91,128,0.711,23,26,0.885,210,0.95,62,0.281,21,0.095,12,0.054,15,0.068,2025-26,Regular Season,PaintTouch
1642270,Donovan Clingan,1610612757,POR,73,39,34,1983.0,3052,650,230,354,0.65,76,114,0.667,550,0.846,172,0.265,35,0.054,42,0.065,56,0.086,2025-26,Regular Season,PaintTouch
1628378,Donovan Mitchell,1610612739,CLE,68,43,25,2275.0,4787,61,27,41,0.659,3,4,0.75,59,0.967,13,0.213,2,0.033,3,0.049,1,0.016,2025-26,Regular Season,PaintTouch
1628978,Donte DiVincenzo,1610612750,MIN,77,46,31,2379.0,4267,55,11,18,0.611,3,4,0.75,25,0.455,31,0.564,8,0.145,4,0.073,2,0.036,2025-26,Regular Season,PaintTouch
1627827,Dorian Finney-Smith,1610612745,HOU,36,22,14,599.0,717,41,10,18,0.556,2,2,1.0,22,0.537,20,0.488,3,0.073,1,0.024,1,0.024,2025-26,Regular Season,PaintTouch
203926,Doug McDermott,1610612758,SAC,25,7,18,360.0,468,4,2,2,1.0,0,0,0.0,4,1.0,2,0.5,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1642962,Drake Powell,1610612751,BKN,59,14,45,1204.0,1644,20,9,14,0.643,4,4,1.0,22,1.1,4,0.2,1,0.05,0,0.0,1,0.05,2025-26,Regular Season,PaintTouch
203110,Draymond Green,1610612744,GSW,64,30,34,1762.0,4447,147,38,67,0.567,13,20,0.65,91,0.619,57,0.388,15,0.102,11,0.075,10,0.068,2025-26,Regular Season,PaintTouch
1629234,Drew Eubanks,1610612758,SAC,42,10,32,552.0,666,155,64,98,0.653,9,14,0.643,141,0.91,33,0.213,2,0.013,12,0.077,7,0.045,2025-26,Regular Season,PaintTouch
1641809,Drew Peterson,1610612766,CHA,6,1,5,64.0,78,3,0,0,0.0,0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1631166,Drew Timme,1610612747,LAL,23,15,8,186.0,273,19,10,12,0.833,2,2,1.0,22,1.158,6,0.316,1,0.053,0,0.0,1,0.053,2025-26,Regular Season,PaintTouch
1630696,Dru Smith,1610612748,MIA,69,37,32,1129.0,2299,73,15,30,0.5,9,10,0.9,40,0.548,29,0.397,3,0.041,2,0.027,4,0.055,2025-26,Regular Season,PaintTouch
1629130,Duncan Robinson,1610612765,DET,73,54,19,2018.0,2396,36,16,19,0.842,1,2,0.5,33,0.917,12,0.333,2,0.056,4,0.111,1,0.028,2025-26,Regular Season,PaintTouch
1641871,Duop Reath,1610612757,POR,32,16,16,258.0,305,17,6,10,0.6,0,0,0.0,14,0.824,5,0.294,1,0.059,2,0.118,0,0.0,2025-26,Regular Season,PaintTouch
203939,Dwight Powell,1610612742,DAL,58,17,41,813.0,983,155,34,52,0.654,23,34,0.676,97,0.626,72,0.465,7,0.045,8,0.052,17,0.11,2025-26,Regular Season,PaintTouch
1642928,Dylan Cardwell,1610612758,SAC,40,12,28,809.0,942,270,80,123,0.65,15,32,0.469,178,0.659,111,0.411,16,0.059,10,0.037,15,0.056,2025-26,Regular Season,PaintTouch
1642844,Dylan Harper,1610612759,SAS,64,50,14,1433.0,3024,65,23,37,0.622,3,4,0.75,50,0.769,22,0.338,6,0.092,2,0.031,2,0.031,2025-26,Regular Season,PaintTouch
1630700,Dyson Daniels,1610612737,ATL,73,43,30,2419.0,4719,365,125,188,0.665,9,14,0.643,262,0.718,134,0.367,32,0.088,20,0.055,7,0.019,2025-26,Regular Season,PaintTouch
1630604,E.J. Liddell,1610612751,BKN,21,3,18,203.0,282,13,7,9,0.778,0,0,0.0,15,1.154,3,0.231,1,0.077,1,0.077,0,0.0,2025-26,Regular Season,PaintTouch
1642856,Egor Dëmin,1610612751,BKN,52,14,38,1308.0,2810,23,7,12,0.583,3,4,0.75,17,0.739,8,0.348,2,0.087,1,0.043,2,0.087,2025-26,Regular Season,PaintTouch
1641989,Elijah Harkless,1610612762,UTA,26,5,21,545.0,914,11,4,7,0.571,3,4,0.75,12,1.091,2,0.182,0,0.0,0,0.0,2,0.182,2025-26,Regular Season,PaintTouch
1641801,Emanuel Miller,1610612759,SAS,5,0,5,33.0,44,3,2,3,0.667,0,0,0.0,4,1.333,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1642402,Enrique Freeman,1610612750,MIN,2,1,1,8.0,8,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
201569,Eric Gordon,1610612755,PHI,6,3,3,74.0,103,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1630679,Ethan Thompson,1610612754,IND,27,7,20,488.0,717,21,6,11,0.545,0,0,0.0,12,0.571,7,0.333,1,0.048,2,0.095,0,0.0,2025-26,Regular Season,PaintTouch
1630596,Evan Mobley,1610612739,CLE,62,38,24,1991.0,4026,469,192,255,0.753,44,78,0.564,437,0.932,114,0.243,22,0.047,31,0.066,35,0.075,2025-26,Regular Season,PaintTouch
1630532,Franz Wagner,1610612753,ORL,30,17,13,928.0,1675,81,29,55,0.527,8,10,0.8,66,0.815,15,0.185,2,0.025,4,0.049,4,0.049,2025-26,Regular Season,PaintTouch
1641713,GG Jackson,1610612763,MEM,54,16,38,1160.0,2066,76,37,54,0.685,7,8,0.875,82,1.079,14,0.184,4,0.053,3,0.039,4,0.053,2025-26,Regular Season,PaintTouch
1629216,Gabe Vincent,1610612737,ATL,50,35,15,840.0,1152,9,2,3,0.667,0,0,0.0,4,0.444,4,0.444,1,0.111,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
202066,Garrett Temple,1610612761,TOR,21,9,12,69.0,137,1,0,0,0.0,1,2,0.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2025-26,Regular Season,PaintTouch
1629726,Garrison Mathews,1610612754,IND,15,4,11,196.0,255,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
203914,Gary Harris,1610612749,MIL,46,15,31,632.0,680,17,4,4,1.0,0,0,0.0,8,0.471,12,0.706,2,0.118,1,0.059,0,0.0,2025-26,Regular Season,PaintTouch
1627780,Gary Payton II,1610612744,GSW,68,32,36,1051.0,1947,255,115,158,0.728,6,8,0.75,238,0.933,74,0.29,17,0.067,8,0.031,4,0.016,2025-26,Regular Season,PaintTouch
1629018,Gary Trent Jr.,1610612749,MIL,64,24,40,1358.0,1307,5,2,4,0.5,0,0,0.0,6,1.2,0,0.0,0,0.0,0,0.0,1,0.2,2025-26,Regular Season,PaintTouch
203507,Giannis Antetokounmpo,1610612749,MIL,36,17,19,1039.0,2553,248,109,147,0.741,46,76,0.605,267,1.077,31,0.125,10,0.04,12,0.048,34,0.137,2025-26,Regular Season,PaintTouch
1629048,Goga Bitadze,1610612753,ORL,59,30,29,877.0,1272,253,109,154,0.708,30,40,0.75,253,1.0,62,0.245,13,0.051,11,0.043,17,0.067,2025-26,Regular Season,PaintTouch
1641711,Gradey Dick,1610612761,TOR,71,40,31,1042.0,1194,57,18,28,0.643,7,8,0.875,43,0.754,17,0.298,4,0.07,7,0.123,4,0.07,2025-26,Regular Season,PaintTouch
1641761,Grant Nelson,1610612751,BKN,4,0,4,35.0,59,15,3,4,0.75,2,4,0.5,8,0.533,6,0.4,1,0.067,2,0.133,2,0.133,2025-26,Regular Season,PaintTouch
1629684,Grant Williams,1610612766,CHA,32,23,9,624.0,853,48,6,8,0.75,7,8,0.875,20,0.417,31,0.646,4,0.083,2,0.042,4,0.083,2025-26,Regular Season,PaintTouch
1628960,Grayson Allen,1610612756,PHX,48,25,23,1413.0,2653,29,5,8,0.625,1,2,0.5,12,0.414,18,0.621,2,0.069,0,0.0,1,0.034,2025-26,Regular Season,PaintTouch
1627824,Guerschon Yabusele,1610612741,CHI,64,30,34,932.0,1318,86,13,27,0.481,6,10,0.6,32,0.372,41,0.477,6,0.07,6,0.07,5,0.058,2025-26,Regular Season,PaintTouch
1630611,Gui Santos,1610612744,GSW,65,29,36,1320.0,2473,175,57,78,0.731,22,31,0.71,140,0.8,65,0.371,16,0.091,12,0.069,17,0.097,2025-26,Regular Season,PaintTouch
203084,Harrison Barnes,1610612759,SAS,72,54,18,1873.0,2304,63,20,25,0.8,6,8,0.75,48,0.762,28,0.444,2,0.032,5,0.079,4,0.063,2025-26,Regular Season,PaintTouch
1631127,Harrison Ingram,1610612759,SAS,6,5,1,20.0,31,4,2,3,0.667,0,0,0.0,4,1.0,1,0.25,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1629312,Haywood Highsmith,1610612756,PHX,6,3,3,80.0,92,6,1,2,0.5,2,2,1.0,5,0.833,3,0.5,1,0.167,0,0.0,1,0.167,2025-26,Regular Season,PaintTouch
1630529,Herbert Jones,1610612740,NOP,55,22,33,1580.0,2488,54,18,31,0.581,7,8,0.875,44,0.815,13,0.241,1,0.019,5,0.093,4,0.074,2025-26,Regular Season,PaintTouch
1642864,Hugo González,1610612738,BOS,72,49,23,1057.0,1243,87,29,42,0.69,4,10,0.4,62,0.713,36,0.414,4,0.046,4,0.046,5,0.057,2025-26,Regular Season,PaintTouch
1630621,Hunter Dickinson,1610612740,NOP,1,0,1,5.0,7,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1642282,Hunter Sallis,1610612755,PHI,7,3,4,26.0,62,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1641816,Hunter Tyson,1610612743,DEN,21,15,6,162.0,212,6,1,2,0.5,0,0,0.0,2,0.333,3,0.5,2,0.333,1,0.167,0,0.0,2025-26,Regular Season,PaintTouch
1630193,Immanuel Quickley,1610612761,TOR,67,38,29,2174.0,4921,55,19,26,0.731,3,4,0.75,43,0.782,24,0.436,5,0.091,2,0.036,2,0.036,2025-26,Regular Season,PaintTouch
1642403,Isaac Jones,1610612765,DET,6,4,2,26.0,18,3,2,2,1.0,0,0,0.0,4,1.333,1,0.333,1,0.333,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1630171,Isaac Okoro,1610612741,CHI,61,25,36,1642.0,1786,126,42,68,0.618,9,14,0.643,94,0.746,36,0.286,6,0.048,10,0.079,7,0.056,2025-26,Regular Season,PaintTouch
1642268,Isaiah Collier,1610612762,UTA,59,16,43,1517.0,4024,26,9,9,1.0,2,2,1.0,20,0.769,14,0.538,5,0.192,1,0.038,1,0.038,2025-26,Regular Season,PaintTouch
1642384,Isaiah Crawford,1610612745,HOU,13,7,6,76.0,67,4,0,2,0.0,0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0,2025-26,Regular Season,PaintTouch
1628392,Isaiah Hartenstein,1610612760,OKC,44,36,8,1089.0,2066,375,132,198,0.667,33,54,0.611,307,0.819,119,0.317,28,0.075,17,0.045,28,0.075,2025-26,Regular Season,PaintTouch
1630543,Isaiah Jackson,1610612746,LAC,55,20,35,908.0,1176,269,106,162,0.654,33,48,0.688,248,0.922,59,0.219,8,0.03,17,0.063,23,0.086,2025-26,Regular Season,PaintTouch
1630198,Isaiah Joe,1610612760,OKC,68,53,15,1452.0,1907,35,5,9,0.556,6,6,1.0,16,0.457,15,0.429,5,0.143,7,0.2,3,0.086,2025-26,Regular Season,PaintTouch
1630587,Isaiah Livers,1610612756,PHX,36,21,15,347.0,379,30,5,11,0.455,3,4,0.75,13,0.433,16,0.533,4,0.133,1,0.033,2,0.067,2025-26,Regular Season,PaintTouch
1641815,Isaiah Stevens,1610612758,SAC,3,0,3,43.0,94,2,1,1,1.0,0,0,0.0,2,1.0,0,0.0,0,0.0,1,0.5,0,0.0,2025-26,Regular Season,PaintTouch
1630191,Isaiah Stewart,1610612765,DET,55,39,16,1273.0,1434,271,123,180,0.683,37,44,0.841,293,1.081,32,0.118,5,0.018,18,0.066,17,0.063,2025-26,Regular Season,PaintTouch
1627826,Ivica Zubac,1610612754,IND,48,17,31,1447.0,2304,524,190,320,0.594,46,71,0.648,437,0.834,110,0.21,22,0.042,29,0.055,34,0.065,2025-26,Regular Season,PaintTouch
1631120,JD Davison,1610612745,HOU,27,22,5,192.0,359,3,0,0,0.0,0,0,0.0,0,0.0,3,1.0,1,0.333,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1629630,Ja Morant,1610612763,MEM,20,7,13,568.0,1431,18,7,8,0.875,0,0,0.0,14,0.778,7,0.389,1,0.056,2,0.111,0,0.0,2025-26,Regular Season,PaintTouch
1642266,Ja'Kobe Walter,1610612761,TOR,67,38,29,1337.0,1625,94,24,45,0.533,18,22,0.818,69,0.734,33,0.351,8,0.085,5,0.053,10,0.106,2025-26,Regular Season,PaintTouch
1631095,Jabari Smith Jr.,1610612745,HOU,73,45,28,2561.0,3778,180,67,108,0.62,27,32,0.844,162,0.9,40,0.222,11,0.061,8,0.044,15,0.083,2025-26,Regular Season,PaintTouch
1631133,Jabari Walker,1610612755,PHI,61,35,26,745.0,892,121,42,75,0.56,26,34,0.765,111,0.917,20,0.165,3,0.025,5,0.041,17,0.14,2025-26,Regular Season,PaintTouch
1631210,Jacob Toppin,1610612737,ATL,5,3,2,17.0,35,3,3,3,1.0,0,0,0.0,6,2.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1630702,Jaden Hardy,1610612764,WAS,54,13,41,843.0,1229,6,4,4,1.0,0,0,0.0,8,1.333,2,0.333,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1631093,Jaden Ivey,1610612741,CHI,37,23,14,670.0,1119,34,14,22,0.636,7,8,0.875,35,1.029,5,0.147,2,0.059,2,0.059,4,0.118,2025-26,Regular Season,PaintTouch
1630183,Jaden McDaniels,1610612750,MIN,71,43,28,2262.0,3322,117,52,72,0.722,7,8,0.875,114,0.974,30,0.256,3,0.026,8,0.068,3,0.026,2025-26,Regular Season,PaintTouch
1630256,Jae'Sean Tate,1610612745,HOU,42,30,12,353.0,454,42,17,22,0.773,2,2,1.0,38,0.905,15,0.357,1,0.024,1,0.024,1,0.024,2025-26,Regular Season,PaintTouch
1642942,Jahmai Mashack,1610612763,MEM,28,10,18,554.0,804,51,13,24,0.542,4,6,0.667,30,0.588,17,0.333,2,0.039,5,0.098,3,0.059,2025-26,Regular Season,PaintTouch
1642443,Jahmir Young,1610612748,MIA,11,8,3,51.0,113,3,0,1,0.0,0,0,0.0,0,0.0,1,0.333,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1643141,Jahmyl Telfort,1610612746,LAC,8,2,6,32.0,30,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1631170,Jaime Jaquez Jr.,1610612748,MIA,70,38,32,1977.0,4621,132,63,89,0.708,7,8,0.875,133,1.008,36,0.273,8,0.061,2,0.015,5,0.038,2025-26,Regular Season,PaintTouch
1631222,Jake LaRavia,1610612747,LAL,77,50,27,1920.0,2817,187,70,99,0.707,20,24,0.833,165,0.882,56,0.299,10,0.053,12,0.064,11,0.059,2025-26,Regular Season,PaintTouch
1627751,Jakob Poeltl,1610612761,TOR,41,23,18,1047.0,1551,309,132,182,0.725,25,36,0.694,294,0.951,80,0.259,17,0.055,19,0.061,17,0.055,2025-26,Regular Season,PaintTouch
1628973,Jalen Brunson,1610612752,NYK,71,47,24,2482.0,6495,33,8,15,0.533,0,0,0.0,16,0.485,15,0.455,5,0.152,3,0.091,0,0.0,2025-26,Regular Season,PaintTouch
1631105,Jalen Duren,1610612765,DET,66,47,19,1864.0,3280,700,305,441,0.692,135,177,0.763,765,1.093,102,0.146,9,0.013,37,0.053,85,0.121,2025-26,Regular Season,PaintTouch
1630224,Jalen Green,1610612756,PHX,29,15,14,757.0,1399,18,6,10,0.6,0,0,0.0,13,0.722,5,0.278,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
1630552,Jalen Johnson,1610612737,ATL,69,41,28,2432.0,6192,197,89,125,0.712,33,40,0.825,215,1.091,41,0.208,13,0.066,7,0.036,20,0.102,2025-26,Regular Season,PaintTouch
1629618,Jalen Pickett,1610612743,DEN,47,31,16,741.0,1321,26,6,10,0.6,2,2,1.0,14,0.538,13,0.5,3,0.115,2,0.077,1,0.038,2025-26,Regular Season,PaintTouch
1641771,Jalen Slawson,1610612754,IND,8,2,6,172.0,301,10,2,3,0.667,4,4,1.0,8,0.8,2,0.2,0,0.0,3,0.3,2,0.2,2025-26,Regular Season,PaintTouch
1630188,Jalen Smith,1610612741,CHI,53,26,27,1095.0,1827,196,70,102,0.686,17,22,0.773,157,0.801,53,0.27,16,0.082,15,0.077,9,0.046,2025-26,Regular Season,PaintTouch
1630591,Jalen Suggs,1610612753,ORL,52,30,22,1423.0,3328,44,20,27,0.741,2,2,1.0,42,0.955,12,0.273,3,0.068,4,0.091,1,0.023,2025-26,Regular Season,PaintTouch
1631114,Jalen Williams,1610612760,OKC,31,23,8,878.0,1695,45,19,24,0.792,3,3,1.0,41,0.911,17,0.378,4,0.089,3,0.067,2,0.044,2025-26,Regular Season,PaintTouch
1630592,Jalen Wilson,1610612751,BKN,49,8,41,716.0,992,18,6,11,0.545,2,2,1.0,15,0.833,5,0.278,1,0.056,0,0.0,1,0.056,2025-26,Regular Season,PaintTouch
1631288,Jamal Cain,1610612753,ORL,35,18,17,390.0,460,35,10,16,0.625,14,16,0.875,34,0.971,9,0.257,1,0.029,2,0.057,7,0.2,2025-26,Regular Season,PaintTouch
1627750,Jamal Murray,1610612743,DEN,72,45,27,2533.0,5485,70,28,37,0.757,18,20,0.9,75,1.071,22,0.314,5,0.071,0,0.0,10,0.143,2025-26,Regular Season,PaintTouch
1642347,Jamal Shead,1610612761,TOR,77,43,34,1734.0,3781,42,9,18,0.5,4,4,1.0,22,0.524,17,0.405,5,0.119,4,0.095,1,0.024,2025-26,Regular Season,PaintTouch
1631123,Jamaree Bouyea,1610612756,PHX,42,21,21,573.0,1101,13,4,5,0.8,1,4,0.25,9,0.692,5,0.385,1,0.077,0,0.0,2,0.154,2025-26,Regular Season,PaintTouch
201935,James Harden,1610612739,CLE,67,38,29,2345.0,5143,25,6,9,0.667,4,4,1.0,18,0.72,11,0.44,1,0.04,1,0.04,1,0.04,2025-26,Regular Season,PaintTouch
1630164,James Wiseman,1610612754,IND,4,0,4,58.0,61,13,5,7,0.714,0,0,0.0,10,0.769,2,0.154,0,0.0,3,0.231,0,0.0,2025-26,Regular Season,PaintTouch
1642364,Jamir Watkins,1610612764,WAS,44,10,34,854.0,1023,53,19,26,0.731,7,10,0.7,45,0.849,19,0.358,3,0.057,2,0.038,5,0.094,2025-26,Regular Season,PaintTouch
1642419,Jamison Battle,1610612761,TOR,56,32,24,498.0,553,45,17,27,0.63,2,4,0.5,37,0.822,12,0.267,3,0.067,4,0.089,2,0.044,2025-26,Regular Season,PaintTouch
1641716,Jarace Walker,1610612754,IND,73,15,58,1866.0,3063,82,24,43,0.558,5,8,0.625,53,0.646,28,0.341,4,0.049,6,0.073,3,0.037,2025-26,Regular Season,PaintTouch
1642272,Jared McCain,1610612760,OKC,62,43,19,1075.0,1802,15,1,3,0.333,2,2,1.0,5,0.333,9,0.6,0,0.0,2,0.133,1,0.067,2025-26,Regular Season,PaintTouch
1628991,Jaren Jackson Jr.,1610612762,UTA,48,19,29,1455.0,2340,124,43,84,0.512,23,24,0.958,110,0.887,13,0.105,3,0.024,3,0.024,11,0.089,2025-26,Regular Season,PaintTouch
1629020,Jarred Vanderbilt,1610612747,LAL,60,36,24,1051.0,1346,141,43,71,0.606,6,10,0.6,92,0.652,50,0.355,12,0.085,12,0.085,4,0.028,2025-26,Regular Season,PaintTouch
1628386,Jarrett Allen,1610612739,CLE,54,35,19,1465.0,2062,505,217,308,0.705,81,114,0.711,517,1.024,91,0.18,15,0.03,24,0.048,50,0.099,2025-26,Regular Season,PaintTouch
1642859,Jase Richardson,1610612753,ORL,51,23,28,571.0,890,20,9,10,0.9,0,0,0.0,18,0.9,6,0.3,1,0.05,2,0.1,0,0.0,2025-26,Regular Season,PaintTouch
1642914,Javon Small,1610612763,MEM,40,13,27,804.0,1561,33,11,20,0.55,0,2,0.0,23,0.697,11,0.333,3,0.091,1,0.03,1,0.03,2025-26,Regular Season,PaintTouch
1631451,Javonte Cooke,1610612757,POR,19,6,13,94.0,175,6,4,5,0.8,0,0,0.0,8,1.333,0,0.0,0,0.0,0,0.0,0,0.0,2025-26,Regular Season,PaintTouch
