PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,SEASON,SEASON_TYPE,PT_MEASURE_TYPE,REBOUNDING_SCOPE
1630639,A.J. Lawson,1610612761,TOR,16,8,8,177.0,7,3,4,0.429,16,0.438,0,0.438,2025-26,Regular Season,Rebounding,offensive
1631260,AJ Green,1610612749,MIL,66,27,39,1935.0,23,6,17,0.261,62,0.371,2,0.383,2025-26,Regular Season,Rebounding,offensive
1642358,AJ Johnson,1610612742,DAL,24,2,22,282.0,11,4,7,0.364,30,0.367,3,0.407,2025-26,Regular Season,Rebounding,offensive
203932,Aaron Gordon,1610612743,DEN,33,24,9,910.0,48,31,17,0.646,95,0.505,6,0.539,2025-26,Regular Season,Rebounding,offensive
1628988,Aaron Holiday,1610612745,HOU,31,20,11,507.0,10,2,8,0.2,27,0.37,0,0.37,2025-26,Regular Season,Rebounding,offensive
1630174,Aaron Nesmith,1610612754,IND,45,10,35,1335.0,48,24,24,0.5,109,0.44,6,0.466,2025-26,Regular Season,Rebounding,offensive
1630598,Aaron Wiggins,1610612760,OKC,55,43,12,1264.0,39,23,16,0.59,103,0.379,7,0.406,2025-26,Regular Season,Rebounding,offensive
1642846,Ace Bailey,1610612762,UTA,68,18,50,1877.0,99,49,50,0.495,188,0.527,3,0.535,2025-26,Regular Season,Rebounding,offensive
1642380,Adama Bal,1610612763,MEM,4,1,3,102.0,2,1,1,0.5,10,0.2,0,0.2,2025-26,Regular Season,Rebounding,offensive
1641737,Adem Bona,1610612755,PHI,64,36,28,1132.0,122,82,39,0.672,328,0.372,11,0.385,2025-26,Regular Season,Rebounding,offensive
1642876,Adou Thiero,1610612747,LAL,12,6,6,79.0,7,3,4,0.429,19,0.368,0,0.368,2025-26,Regular Season,Rebounding,offensive
1642349,Ajay Mitchell,1610612760,OKC,51,44,7,1357.0,38,14,24,0.368,91,0.418,3,0.432,2025-26,Regular Season,Rebounding,offensive
201143,Al Horford,1610612744,GSW,41,21,20,880.0,42,22,20,0.524,80,0.525,2,0.538,2025-26,Regular Season,Rebounding,offensive
1630828,Alex Antetokounmpo,1610612749,MIL,1,0,1,4.0,1,1,0,1.0,1,1.0,0,1.0,2025-26,Regular Season,Rebounding,offensive
1627936,Alex Caruso,1610612760,OKC,49,40,9,934.0,28,10,18,0.357,76,0.368,3,0.384,2025-26,Regular Season,Rebounding,offensive
1631457,Alex Morales,1610612753,ORL,1,0,1,12.0,1,1,0,1.0,3,0.333,0,0.333,2025-26,Regular Season,Rebounding,offensive
1642259,Alex Sarr,1610612764,WAS,48,11,37,1305.0,105,64,40,0.61,244,0.43,6,0.441,2025-26,Regular Season,Rebounding,offensive
