PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,DRIBBLE_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,SEASON,SEASON_TYPE
1642348,"Edwards, Justin",2,59,20,1 Dribble,0.099,11,29,0.379,0.431,0.054,8,16,0.5,0.044,3,13,0.231,2025-26,Regular Season
1642348,"Edwards, Justin",3,59,25,2 Dribbles,0.129,18,38,0.474,0.487,0.119,17,35,0.486,0.01,1,3,0.333,2025-26,Regular Season
1642348,"Edwards, Justin",4,59,31,3-6 Dribbles,0.18,32,53,0.604,0.613,0.173,31,51,0.608,0.007,1,2,0.5,2025-26,Regular Season
1642348,"Edwards, Justin",5,59,6,7+ Dribbles,0.037,7,11,0.636,0.773,0.024,4,7,0.571,0.014,3,4,0.75,2025-26,Regular Season
203994,"Nurkić, Jusuf",1,41,41,0 Dribbles,0.653,121,233,0.519,0.571,0.471,97,168,0.577,0.182,24,65,0.369,2025-26,Regular Season
203994,"Nurkić, Jusuf",2,41,33,1 Dribble,0.199,36,71,0.507,0.514,0.185,35,66,0.53,0.014,1,5,0.2,2025-26,Regular Season
203994,"Nurkić, Jusuf",3,41,17,2 Dribbles,0.081,14,29,0.483,0.483,0.078,14,28,0.5,0.003,0,1,0.0,2025-26,Regular Season
203994,"Nurkić, Jusuf",4,41,17,3-6 Dribbles,0.059,8,21,0.381,0.381,0.059,8,21,0.381,0.0,0,0,,2025-26,Regular Season
203994,"Nurkić, Jusuf",5,41,3,7+ Dribbles,0.008,1,3,0.333,0.333,0.008,1,3,0.333,0.0,0,0,,2025-26,Regular Season
1642354,"Simpson, KJ",1,18,1,0 Dribbles,0.125,0,1,0.0,0.0,0.125,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642354,"Simpson, KJ",2,18,2,1 Dribble,0.25,2,2,1.0,1.0,0.25,2,2,1.0,0.0,0,0,,2025-26,Regular Season
1642354,"Simpson, KJ",4,18,3,3-6 Dribbles,0.5,0,4,0.0,0.0,0.375,0,3,0.0,0.125,0,1,0.0,2025-26,Regular Season
1642354,"Simpson, KJ",5,18,1,7+ Dribbles,0.125,0,1,0.0,0.0,0.125,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642955,"Richmond, Kadary",1,3,3,0 Dribbles,0.438,5,7,0.714,0.857,0.188,3,3,1.0,0.25,2,4,0.5,2025-26,Regular Season
1642955,"Richmond, Kadary",2,3,1,1 Dribble,0.125,2,2,1.0,1.0,0.125,2,2,1.0,0.0,0,0,,2025-26,Regular Season
1642955,"Richmond, Kadary",3,3,2,2 Dribbles,0.188,1,3,0.333,0.333,0.188,1,3,0.333,0.0,0,0,,2025-26,Regular Season
1642955,"Richmond, Kadary",4,3,2,3-6 Dribbles,0.188,1,3,0.333,0.333,0.188,1,3,0.333,0.0,0,0,,2025-26,Regular Season
1642955,"Richmond, Kadary",5,3,1,7+ Dribbles,0.063,1,1,1.0,1.0,0.063,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1642880,"Jones, Kam",1,32,22,0 Dribbles,0.412,19,56,0.339,0.446,0.059,7,8,0.875,0.353,12,48,0.25,2025-26,Regular Season
1642880,"Jones, Kam",2,32,7,1 Dribble,0.066,3,9,0.333,0.444,0.022,1,3,0.333,0.044,2,6,0.333,2025-26,Regular Season
1642880,"Jones, Kam",3,32,11,2 Dribbles,0.096,9,13,0.692,0.808,0.074,6,10,0.6,0.022,3,3,1.0,2025-26,Regular Season
1642880,"Jones, Kam",4,32,18,3-6 Dribbles,0.243,11,33,0.333,0.348,0.221,10,30,0.333,0.022,1,3,0.333,2025-26,Regular Season
1642880,"Jones, Kam",5,32,14,7+ Dribbles,0.184,16,25,0.64,0.66,0.176,15,24,0.625,0.007,1,1,1.0,2025-26,Regular Season
1626157,"Towns, Karl-Anthony",1,72,71,0 Dribbles,0.525,254,523,0.486,0.578,0.264,157,263,0.597,0.261,97,260,0.373,2025-26,Regular Season
1626157,"Towns, Karl-Anthony",2,72,63,1 Dribble,0.183,95,182,0.522,0.555,0.153,83,152,0.546,0.03,12,30,0.4,2025-26,Regular Season
1626157,"Towns, Karl-Anthony",3,72,67,2 Dribbles,0.188,93,187,0.497,0.497,0.184,93,183,0.508,0.004,0,4,0.0,2025-26,Regular Season
1626157,"Towns, Karl-Anthony",4,72,49,3-6 Dribbles,0.096,50,96,0.521,0.521,0.095,50,95,0.526,0.001,0,1,0.0,2025-26,Regular Season
1626157,"Towns, Karl-Anthony",5,72,8,7+ Dribbles,0.008,2,8,0.25,0.25,0.007,2,7,0.286,0.001,0,1,0.0,2025-26,Regular Season
1631255,"Matković, Karlo",1,62,60,0 Dribbles,0.872,128,205,0.624,0.715,0.498,91,117,0.778,0.374,37,88,0.42,2025-26,Regular Season
1631255,"Matković, Karlo",2,62,12,1 Dribble,0.064,8,15,0.533,0.567,0.055,7,13,0.538,0.009,1,2,0.5,2025-26,Regular Season
1631255,"Matković, Karlo",3,62,8,2 Dribbles,0.034,4,8,0.5,0.5,0.034,4,8,0.5,0.0,0,0,,2025-26,Regular Season
1631255,"Matković, Karlo",4,62,6,3-6 Dribbles,0.026,2,6,0.333,0.333,0.026,2,6,0.333,0.0,0,0,,2025-26,Regular Season
1631255,"Matković, Karlo",5,62,1,7+ Dribbles,0.004,0,1,0.0,0.0,0.004,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642857,"Jakučionis, Kasparas",1,49,42,0 Dribbles,0.651,67,140,0.479,0.679,0.098,11,21,0.524,0.553,56,119,0.471,2025-26,Regular Season
1642857,"Jakučionis, Kasparas",2,49,18,1 Dribble,0.098,6,21,0.286,0.333,0.028,4,6,0.667,0.07,2,15,0.133,2025-26,Regular Season
1642857,"Jakučionis, Kasparas",3,49,13,2 Dribbles,0.07,7,15,0.467,0.467,0.07,7,15,0.467,0.0,0,0,,2025-26,Regular Season
1642857,"Jakučionis, Kasparas",4,49,21,3-6 Dribbles,0.121,6,26,0.231,0.25,0.093,5,20,0.25,0.028,1,6,0.167,2025-26,Regular Season
1642857,"Jakučionis, Kasparas",5,49,12,7+ Dribbles,0.06,5,13,0.385,0.385,0.056,5,12,0.417,0.005,0,1,0.0,2025-26,Regular Season
202695,"Leonard, Kawhi",1,61,61,0 Dribbles,0.232,136,275,0.495,0.625,0.081,64,96,0.667,0.151,72,179,0.402,2025-26,Regular Season
202695,"Leonard, Kawhi",2,61,57,1 Dribble,0.124,76,147,0.517,0.578,0.08,58,95,0.611,0.044,18,52,0.346,2025-26,Regular Season
202695,"Leonard, Kawhi",3,61,51,2 Dribbles,0.082,47,97,0.485,0.515,0.058,41,69,0.594,0.024,6,28,0.214,2025-26,Regular Season
202695,"Leonard, Kawhi",4,61,61,3-6 Dribbles,0.296,187,350,0.534,0.587,0.224,150,265,0.566,0.072,37,85,0.435,2025-26,Regular Season
202695,"Leonard, Kawhi",5,61,59,7+ Dribbles,0.265,151,314,0.481,0.524,0.205,124,242,0.512,0.061,27,72,0.375,2025-26,Regular Season
1630811,"Wallace, Keaton",1,51,30,0 Dribbles,0.408,28,64,0.438,0.648,0.006,1,1,1.0,0.401,27,63,0.429,2025-26,Regular Season
1630811,"Wallace, Keaton",2,51,14,1 Dribble,0.096,6,15,0.4,0.567,0.013,1,2,0.5,0.083,5,13,0.385,2025-26,Regular Season
1630811,"Wallace, Keaton",3,51,14,2 Dribbles,0.102,9,16,0.563,0.625,0.076,7,12,0.583,0.025,2,4,0.5,2025-26,Regular Season
1630811,"Wallace, Keaton",4,51,26,3-6 Dribbles,0.248,15,39,0.385,0.41,0.204,13,32,0.406,0.045,2,7,0.286,2025-26,Regular Season
1630811,"Wallace, Keaton",5,51,18,7+ Dribbles,0.146,8,23,0.348,0.37,0.108,7,17,0.412,0.038,1,6,0.167,2025-26,Regular Season
1631099,"Murray, Keegan",1,23,22,0 Dribbles,0.447,50,134,0.373,0.478,0.143,22,43,0.512,0.303,28,91,0.308,2025-26,Regular Season
1631099,"Murray, Keegan",2,23,17,1 Dribble,0.1,12,30,0.4,0.433,0.08,10,24,0.417,0.02,2,6,0.333,2025-26,Regular Season
1631099,"Murray, Keegan",3,23,22,2 Dribbles,0.17,21,51,0.412,0.422,0.147,20,44,0.455,0.023,1,7,0.143,2025-26,Regular Season
1631099,"Murray, Keegan",4,23,22,3-6 Dribbles,0.217,35,65,0.538,0.538,0.197,35,59,0.593,0.02,0,6,0.0,2025-26,Regular Season
1631099,"Murray, Keegan",5,23,13,7+ Dribbles,0.067,8,20,0.4,0.4,0.06,8,18,0.444,0.007,0,2,0.0,2025-26,Regular Season
1642276,"Ware, Kel'el",1,73,70,0 Dribbles,0.802,270,485,0.557,0.637,0.471,192,285,0.674,0.331,78,200,0.39,2025-26,Regular Season
1642276,"Ware, Kel'el",2,73,49,1 Dribble,0.129,30,78,0.385,0.397,0.111,28,67,0.418,0.018,2,11,0.182,2025-26,Regular Season
1642276,"Ware, Kel'el",3,73,20,2 Dribbles,0.05,13,30,0.433,0.433,0.05,13,30,0.433,0.0,0,0,,2025-26,Regular Season
1642276,"Ware, Kel'el",4,73,9,3-6 Dribbles,0.02,5,12,0.417,0.458,0.017,4,10,0.4,0.003,1,2,0.5,2025-26,Regular Season
1629640,"Johnson, Keldon",1,77,76,0 Dribbles,0.485,167,353,0.473,0.595,0.172,81,125,0.648,0.313,86,228,0.377,2025-26,Regular Season
1629640,"Johnson, Keldon",2,77,49,1 Dribble,0.107,48,78,0.615,0.641,0.093,44,68,0.647,0.014,4,10,0.4,2025-26,Regular Season
1629640,"Johnson, Keldon",3,77,57,2 Dribbles,0.141,54,103,0.524,0.539,0.135,51,98,0.52,0.007,3,5,0.6,2025-26,Regular Season
1629640,"Johnson, Keldon",4,77,61,3-6 Dribbles,0.216,94,157,0.599,0.602,0.212,93,154,0.604,0.004,1,3,0.333,2025-26,Regular Season
1629640,"Johnson, Keldon",5,77,28,7+ Dribbles,0.051,22,37,0.595,0.608,0.049,21,36,0.583,0.001,1,1,1.0,2025-26,Regular Season
203482,"Olynyk, Kelly",1,42,31,0 Dribbles,0.677,30,65,0.462,0.554,0.208,18,20,0.9,0.469,12,45,0.267,2025-26,Regular Season
203482,"Olynyk, Kelly",2,42,10,1 Dribble,0.125,8,12,0.667,0.667,0.125,8,12,0.667,0.0,0,0,,2025-26,Regular Season
203482,"Olynyk, Kelly",3,42,9,2 Dribbles,0.104,5,10,0.5,0.5,0.083,5,8,0.625,0.021,0,2,0.0,2025-26,Regular Season
203482,"Olynyk, Kelly",4,42,6,3-6 Dribbles,0.073,3,7,0.429,0.429,0.073,3,7,0.429,0.0,0,0,,2025-26,Regular Season
203482,"Olynyk, Kelly",5,42,2,7+ Dribbles,0.021,1,2,0.5,0.5,0.021,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1626162,"Oubre Jr., Kelly",1,45,45,0 Dribbles,0.487,108,243,0.444,0.599,0.098,33,49,0.673,0.389,75,194,0.387,2025-26,Regular Season
1626162,"Oubre Jr., Kelly",2,45,28,1 Dribble,0.098,27,49,0.551,0.582,0.078,24,39,0.615,0.02,3,10,0.3,2025-26,Regular Season
1626162,"Oubre Jr., Kelly",3,45,30,2 Dribbles,0.106,29,53,0.547,0.566,0.09,27,45,0.6,0.016,2,8,0.25,2025-26,Regular Season
1626162,"Oubre Jr., Kelly",4,45,38,3-6 Dribbles,0.238,60,119,0.504,0.513,0.22,58,110,0.527,0.018,2,9,0.222,2025-26,Regular Season
1626162,"Oubre Jr., Kelly",5,45,24,7+ Dribbles,0.07,9,35,0.257,0.257,0.068,9,34,0.265,0.002,0,1,0.0,2025-26,Regular Season
1631113,"Chandler, Kennedy",1,8,8,0 Dribbles,0.284,11,27,0.407,0.519,0.063,5,6,0.833,0.221,6,21,0.286,2025-26,Regular Season
1631113,"Chandler, Kennedy",2,8,4,1 Dribble,0.074,3,7,0.429,0.429,0.063,3,6,0.5,0.011,0,1,0.0,2025-26,Regular Season
1631113,"Chandler, Kennedy",3,8,7,2 Dribbles,0.105,4,10,0.4,0.45,0.084,3,8,0.375,0.021,1,2,0.5,2025-26,Regular Season
1631113,"Chandler, Kennedy",4,8,8,3-6 Dribbles,0.337,12,32,0.375,0.375,0.337,12,32,0.375,0.0,0,0,,2025-26,Regular Season
1631113,"Chandler, Kennedy",5,8,7,7+ Dribbles,0.2,7,19,0.368,0.395,0.168,6,16,0.375,0.032,1,3,0.333,2025-26,Regular Season
1629026,"Williams, Kenrich",1,51,42,0 Dribbles,0.544,72,137,0.526,0.672,0.163,32,41,0.78,0.381,40,96,0.417,2025-26,Regular Season
1629026,"Williams, Kenrich",2,51,14,1 Dribble,0.056,6,14,0.429,0.429,0.04,6,10,0.6,0.016,0,4,0.0,2025-26,Regular Season
1629026,"Williams, Kenrich",3,51,17,2 Dribbles,0.087,16,22,0.727,0.773,0.075,14,19,0.737,0.012,2,3,0.667,2025-26,Regular Season
1629026,"Williams, Kenrich",4,51,27,3-6 Dribbles,0.222,22,56,0.393,0.411,0.198,20,50,0.4,0.024,2,6,0.333,2025-26,Regular Season
1629026,"Williams, Kenrich",5,51,16,7+ Dribbles,0.091,8,23,0.348,0.37,0.079,7,20,0.35,0.012,1,3,0.333,2025-26,Regular Season
203484,"Caldwell-Pope, Kentavious",1,51,48,0 Dribbles,0.389,53,142,0.373,0.507,0.063,15,23,0.652,0.326,38,119,0.319,2025-26,Regular Season
203484,"Caldwell-Pope, Kentavious",2,51,39,1 Dribble,0.167,28,61,0.459,0.533,0.096,19,35,0.543,0.071,9,26,0.346,2025-26,Regular Season
203484,"Caldwell-Pope, Kentavious",3,51,37,2 Dribbles,0.186,31,68,0.456,0.456,0.167,31,61,0.508,0.019,0,7,0.0,2025-26,Regular Season
203484,"Caldwell-Pope, Kentavious",4,51,42,3-6 Dribbles,0.211,31,77,0.403,0.442,0.167,25,61,0.41,0.044,6,16,0.375,2025-26,Regular Season
203484,"Caldwell-Pope, Kentavious",5,51,15,7+ Dribbles,0.047,7,17,0.412,0.471,0.033,5,12,0.417,0.014,2,5,0.4,2025-26,Regular Season
1631165,"Ellis, Keon",1,68,23,0 Dribbles,0.694,42,102,0.412,0.554,0.143,13,21,0.619,0.551,29,81,0.358,2025-26,Regular Season
1631165,"Ellis, Keon",2,68,13,1 Dribble,0.095,10,14,0.714,0.714,0.082,10,12,0.833,0.014,0,2,0.0,2025-26,Regular Season
1631165,"Ellis, Keon",3,68,10,2 Dribbles,0.116,11,17,0.647,0.706,0.088,9,13,0.692,0.027,2,4,0.5,2025-26,Regular Season
1631165,"Ellis, Keon",4,68,11,3-6 Dribbles,0.095,9,14,0.643,0.643,0.082,9,12,0.75,0.014,0,2,0.0,2025-26,Regular Season
1642352,"Johnson, Keshad",1,28,17,0 Dribbles,0.654,23,53,0.434,0.547,0.222,11,18,0.611,0.432,12,35,0.343,2025-26,Regular Season
1642352,"Johnson, Keshad",2,28,5,1 Dribble,0.123,6,10,0.6,0.6,0.111,6,9,0.667,0.012,0,1,0.0,2025-26,Regular Season
1642352,"Johnson, Keshad",3,28,9,2 Dribbles,0.111,3,9,0.333,0.333,0.099,3,8,0.375,0.012,0,1,0.0,2025-26,Regular Season
1642352,"Johnson, Keshad",4,28,5,3-6 Dribbles,0.074,1,6,0.167,0.167,0.062,1,5,0.2,0.012,0,1,0.0,2025-26,Regular Season
1642352,"Johnson, Keshad",5,28,3,7+ Dribbles,0.037,2,3,0.667,0.667,0.037,2,3,0.667,0.0,0,0,,2025-26,Regular Season
201142,"Durant, Kevin",1,74,73,0 Dribbles,0.309,198,398,0.497,0.643,0.093,82,119,0.689,0.217,116,279,0.416,2025-26,Regular Season
201142,"Durant, Kevin",2,74,61,1 Dribble,0.107,76,137,0.555,0.584,0.089,68,115,0.591,0.017,8,22,0.364,2025-26,Regular Season
201142,"Durant, Kevin",3,74,68,2 Dribbles,0.163,131,209,0.627,0.651,0.145,121,186,0.651,0.018,10,23,0.435,2025-26,Regular Season
201142,"Durant, Kevin",4,74,73,3-6 Dribbles,0.273,170,351,0.484,0.521,0.222,144,285,0.505,0.051,26,66,0.394,2025-26,Regular Season
201142,"Durant, Kevin",5,74,62,7+ Dribbles,0.149,92,191,0.482,0.516,0.124,79,159,0.497,0.025,13,32,0.406,2025-26,Regular Season
1628989,"Huerter, Kevin",1,65,20,0 Dribbles,0.563,32,85,0.376,0.471,0.159,16,24,0.667,0.404,16,61,0.262,2025-26,Regular Season
1628989,"Huerter, Kevin",2,65,11,1 Dribble,0.166,16,25,0.64,0.7,0.119,13,18,0.722,0.046,3,7,0.429,2025-26,Regular Season
1628989,"Huerter, Kevin",3,65,11,2 Dribbles,0.113,9,17,0.529,0.559,0.093,8,14,0.571,0.02,1,3,0.333,2025-26,Regular Season
1628989,"Huerter, Kevin",4,65,11,3-6 Dribbles,0.146,8,22,0.364,0.386,0.106,7,16,0.438,0.04,1,6,0.167,2025-26,Regular Season
1628989,"Huerter, Kevin",5,65,2,7+ Dribbles,0.013,2,2,1.0,1.0,0.013,2,2,1.0,0.0,0,0,,2025-26,Regular Season
201567,"Love, Kevin",1,37,36,0 Dribbles,0.844,68,168,0.405,0.548,0.221,20,44,0.455,0.623,48,124,0.387,2025-26,Regular Season
201567,"Love, Kevin",2,37,18,1 Dribble,0.106,7,21,0.333,0.452,0.025,2,5,0.4,0.08,5,16,0.313,2025-26,Regular Season
201567,"Love, Kevin",3,37,6,2 Dribbles,0.03,2,6,0.333,0.333,0.02,2,4,0.5,0.01,0,2,0.0,2025-26,Regular Season
201567,"Love, Kevin",4,37,3,3-6 Dribbles,0.02,2,4,0.5,0.5,0.02,2,4,0.5,0.0,0,0,,2025-26,Regular Season
1641755,"McCullar Jr., Kevin",1,20,11,0 Dribbles,0.528,9,19,0.474,0.605,0.167,4,6,0.667,0.361,5,13,0.385,2025-26,Regular Season
1641755,"McCullar Jr., Kevin",2,20,2,1 Dribble,0.056,1,2,0.5,0.5,0.056,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1641755,"McCullar Jr., Kevin",3,20,5,2 Dribbles,0.139,2,5,0.4,0.4,0.111,2,4,0.5,0.028,0,1,0.0,2025-26,Regular Season
1641755,"McCullar Jr., Kevin",4,20,7,3-6 Dribbles,0.25,2,9,0.222,0.278,0.139,1,5,0.2,0.111,1,4,0.25,2025-26,Regular Season
1641755,"McCullar Jr., Kevin",5,20,1,7+ Dribbles,0.028,0,1,0.0,0.0,0.028,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1629645,"Porter Jr., Kevin",1,38,34,0 Dribbles,0.171,40,88,0.455,0.608,0.041,13,21,0.619,0.13,27,67,0.403,2025-26,Regular Season
1629645,"Porter Jr., Kevin",2,38,19,1 Dribble,0.06,7,31,0.226,0.274,0.023,4,12,0.333,0.037,3,19,0.158,2025-26,Regular Season
1629645,"Porter Jr., Kevin",3,38,25,2 Dribbles,0.08,23,41,0.561,0.585,0.066,21,34,0.618,0.014,2,7,0.286,2025-26,Regular Season
1629645,"Porter Jr., Kevin",4,38,37,3-6 Dribbles,0.34,87,175,0.497,0.523,0.292,78,150,0.52,0.049,9,25,0.36,2025-26,Regular Season
1629645,"Porter Jr., Kevin",5,38,38,7+ Dribbles,0.348,82,179,0.458,0.472,0.3,77,154,0.5,0.049,5,25,0.2,2025-26,Regular Season
1626172,"Looney, Kevon",1,19,16,0 Dribbles,0.685,19,37,0.514,0.527,0.574,18,31,0.581,0.111,1,6,0.167,2025-26,Regular Season
1626172,"Looney, Kevon",2,19,10,1 Dribble,0.259,3,14,0.214,0.214,0.204,3,11,0.273,0.056,0,3,0.0,2025-26,Regular Season
1626172,"Looney, Kevon",3,19,2,2 Dribbles,0.037,1,2,0.5,0.5,0.037,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1626172,"Looney, Kevon",4,19,1,3-6 Dribbles,0.019,0,1,0.0,0.0,0.019,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1641718,"George, Keyonte",1,54,53,0 Dribbles,0.284,128,250,0.512,0.672,0.073,48,64,0.75,0.211,80,186,0.43,2025-26,Regular Season
1641718,"George, Keyonte",2,54,48,1 Dribble,0.112,49,99,0.495,0.545,0.076,39,67,0.582,0.036,10,32,0.313,2025-26,Regular Season
1641718,"George, Keyonte",3,54,44,2 Dribbles,0.117,51,103,0.495,0.524,0.089,45,78,0.577,0.028,6,25,0.24,2025-26,Regular Season
1641718,"George, Keyonte",4,54,52,3-6 Dribbles,0.25,88,220,0.4,0.45,0.176,66,155,0.426,0.074,22,65,0.338,2025-26,Regular Season
1641718,"George, Keyonte",5,54,51,7+ Dribbles,0.237,86,209,0.411,0.45,0.177,70,156,0.449,0.06,16,53,0.302,2025-26,Regular Season
1642863,"Maluach, Khaman",1,42,28,0 Dribbles,0.901,39,73,0.534,0.555,0.716,36,58,0.621,0.185,3,15,0.2,2025-26,Regular Season
1642863,"Maluach, Khaman",2,42,6,1 Dribble,0.074,3,6,0.5,0.5,0.074,3,6,0.5,0.0,0,0,,2025-26,Regular Season
1642863,"Maluach, Khaman",3,42,2,2 Dribbles,0.025,1,2,0.5,0.5,0.025,1,2,0.5,0.0,0,0,,2025-26,Regular Season
203114,"Middleton, Khris",1,58,23,0 Dribbles,0.295,27,62,0.435,0.573,0.09,10,19,0.526,0.205,17,43,0.395,2025-26,Regular Season
203114,"Middleton, Khris",2,58,17,1 Dribble,0.181,15,38,0.395,0.461,0.133,10,28,0.357,0.048,5,10,0.5,2025-26,Regular Season
203114,"Middleton, Khris",3,58,18,2 Dribbles,0.162,16,34,0.471,0.485,0.148,15,31,0.484,0.014,1,3,0.333,2025-26,Regular Season
203114,"Middleton, Khris",4,58,20,3-6 Dribbles,0.271,22,57,0.386,0.404,0.21,20,44,0.455,0.062,2,13,0.154,2025-26,Regular Season
203114,"Middleton, Khris",5,58,12,7+ Dribbles,0.09,5,19,0.263,0.316,0.067,3,14,0.214,0.024,2,5,0.4,2025-26,Regular Season
1630165,"Hayes, Killian",1,19,14,0 Dribbles,0.306,10,34,0.294,0.412,0.027,2,3,0.667,0.279,8,31,0.258,2025-26,Regular Season
1630165,"Hayes, Killian",2,19,5,1 Dribble,0.063,1,7,0.143,0.214,0.018,0,2,0.0,0.045,1,5,0.2,2025-26,Regular Season
1630165,"Hayes, Killian",3,19,7,2 Dribbles,0.09,1,10,0.1,0.1,0.072,1,8,0.125,0.018,0,2,0.0,2025-26,Regular Season
1630165,"Hayes, Killian",4,19,16,3-6 Dribbles,0.252,9,28,0.321,0.357,0.207,7,23,0.304,0.045,2,5,0.4,2025-26,Regular Season
1630165,"Hayes, Killian",5,19,14,7+ Dribbles,0.288,11,32,0.344,0.375,0.216,9,24,0.375,0.072,2,8,0.25,2025-26,Regular Season
202691,"Thompson, Klay",1,66,66,0 Dribbles,0.623,173,430,0.402,0.571,0.08,28,55,0.509,0.543,145,375,0.387,2025-26,Regular Season
202691,"Thompson, Klay",2,66,55,1 Dribble,0.18,54,124,0.435,0.573,0.064,20,44,0.455,0.116,34,80,0.425,2025-26,Regular Season
202691,"Thompson, Klay",3,66,35,2 Dribbles,0.072,18,50,0.36,0.43,0.052,11,36,0.306,0.02,7,14,0.5,2025-26,Regular Season
202691,"Thompson, Klay",4,66,42,3-6 Dribbles,0.1,22,69,0.319,0.341,0.075,19,52,0.365,0.025,3,17,0.176,2025-26,Regular Season
202691,"Thompson, Klay",5,66,15,7+ Dribbles,0.025,6,17,0.353,0.471,0.006,2,4,0.5,0.019,4,13,0.308,2025-26,Regular Season
1641738,"Brown, Kobe",1,57,23,0 Dribbles,0.639,48,99,0.485,0.626,0.213,20,33,0.606,0.426,28,66,0.424,2025-26,Regular Season
1641738,"Brown, Kobe",2,57,9,1 Dribble,0.097,8,15,0.533,0.533,0.09,8,14,0.571,0.006,0,1,0.0,2025-26,Regular Season
1641738,"Brown, Kobe",3,57,8,2 Dribbles,0.077,6,12,0.5,0.5,0.077,6,12,0.5,0.0,0,0,,2025-26,Regular Season
1641738,"Brown, Kobe",4,57,16,3-6 Dribbles,0.155,14,24,0.583,0.604,0.142,13,22,0.591,0.013,1,2,0.5,2025-26,Regular Season
1641738,"Brown, Kobe",5,57,4,7+ Dribbles,0.032,4,5,0.8,1.0,0.019,2,3,0.667,0.013,2,2,1.0,2025-26,Regular Season
1641723,"Bufkin, Kobe",1,13,10,0 Dribbles,0.439,4,18,0.222,0.278,0.073,2,3,0.667,0.366,2,15,0.133,2025-26,Regular Season
1641723,"Bufkin, Kobe",2,13,2,1 Dribble,0.049,1,2,0.5,0.5,0.024,1,1,1.0,0.024,0,1,0.0,2025-26,Regular Season
1641723,"Bufkin, Kobe",3,13,4,2 Dribbles,0.098,1,4,0.25,0.25,0.098,1,4,0.25,0.0,0,0,,2025-26,Regular Season
1641723,"Bufkin, Kobe",4,13,4,3-6 Dribbles,0.146,1,6,0.167,0.25,0.073,0,3,0.0,0.073,1,3,0.333,2025-26,Regular Season
1641723,"Bufkin, Kobe",5,13,7,7+ Dribbles,0.268,5,11,0.455,0.455,0.195,5,8,0.625,0.073,0,3,0.0,2025-26,Regular Season
1642920,"Sanders, Kobe",1,63,56,0 Dribbles,0.575,90,200,0.45,0.623,0.098,21,34,0.618,0.477,69,166,0.416,2025-26,Regular Season
1642920,"Sanders, Kobe",2,63,14,1 Dribble,0.055,10,19,0.526,0.526,0.046,10,16,0.625,0.009,0,3,0.0,2025-26,Regular Season
1642920,"Sanders, Kobe",3,63,31,2 Dribbles,0.118,20,41,0.488,0.488,0.115,20,40,0.5,0.003,0,1,0.0,2025-26,Regular Season
1642920,"Sanders, Kobe",4,63,37,3-6 Dribbles,0.175,29,61,0.475,0.484,0.167,28,58,0.483,0.009,1,3,0.333,2025-26,Regular Season
1642920,"Sanders, Kobe",5,63,20,7+ Dribbles,0.078,11,27,0.407,0.407,0.075,11,26,0.423,0.003,0,1,0.0,2025-26,Regular Season
1642886,"Brea, Koby",1,9,7,0 Dribbles,0.647,5,11,0.455,0.682,0.059,0,1,0.0,0.588,5,10,0.5,2025-26,Regular Season
1642886,"Brea, Koby",2,9,1,1 Dribble,0.059,1,1,1.0,1.5,0.0,0,0,,0.059,1,1,1.0,2025-26,Regular Season
1642886,"Brea, Koby",4,9,2,3-6 Dribbles,0.176,1,3,0.333,0.333,0.059,1,1,1.0,0.118,0,2,0.0,2025-26,Regular Season
1642886,"Brea, Koby",5,9,2,7+ Dribbles,0.118,0,2,0.0,0.0,0.059,0,1,0.0,0.059,0,1,0.0,2025-26,Regular Season
1642851,"Knueppel, Kon",1,77,77,0 Dribbles,0.517,243,531,0.458,0.647,0.061,42,63,0.667,0.455,201,468,0.429,2025-26,Regular Season
1642851,"Knueppel, Kon",2,77,65,1 Dribble,0.123,64,126,0.508,0.675,0.037,22,38,0.579,0.086,42,88,0.477,2025-26,Regular Season
1642851,"Knueppel, Kon",3,77,58,2 Dribbles,0.112,58,115,0.504,0.543,0.091,49,94,0.521,0.02,9,21,0.429,2025-26,Regular Season
1642851,"Knueppel, Kon",4,77,72,3-6 Dribbles,0.184,96,189,0.508,0.526,0.159,89,163,0.546,0.025,7,26,0.269,2025-26,Regular Season
1642851,"Knueppel, Kon",5,77,40,7+ Dribbles,0.065,36,67,0.537,0.575,0.056,31,58,0.534,0.009,5,9,0.556,2025-26,Regular Season
1627739,"Dunn, Kris",1,77,72,0 Dribbles,0.551,107,249,0.43,0.572,0.128,36,58,0.621,0.423,71,191,0.372,2025-26,Regular Season
1627739,"Dunn, Kris",2,77,28,1 Dribble,0.088,22,40,0.55,0.588,0.075,19,34,0.559,0.013,3,6,0.5,2025-26,Regular Season
