PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,DRIBBLE_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,SEASON,SEASON_TYPE
1631342,"Plowden, Daeqwon",5,28,2,7+ Dribbles,0.009,1,2,0.5,0.5,0.004,1,1,1.0,0.004,0,1,0.0,2025-26,Regular Season
1630625,"Banton, Dalano",4,5,1,3-6 Dribbles,0.6,1,3,0.333,0.333,0.6,1,3,0.333,0.0,0,0,,2025-26,Regular Season
1630625,"Banton, Dalano",5,5,2,7+ Dribbles,0.4,0,2,0.0,0.0,0.4,0,2,0.0,0.0,0,0,,2025-26,Regular Season
1631207,"Terry, Dalen",1,47,8,0 Dribbles,0.288,3,15,0.2,0.267,0.038,1,2,0.5,0.25,2,13,0.154,2025-26,Regular Season
1631207,"Terry, Dalen",2,47,4,1 Dribble,0.115,4,6,0.667,0.75,0.058,3,3,1.0,0.058,1,3,0.333,2025-26,Regular Season
1631207,"Terry, Dalen",3,47,5,2 Dribbles,0.173,5,9,0.556,0.667,0.115,3,6,0.5,0.058,2,3,0.667,2025-26,Regular Season
1631207,"Terry, Dalen",4,47,8,3-6 Dribbles,0.25,6,13,0.462,0.462,0.25,6,13,0.462,0.0,0,0,,2025-26,Regular Season
1631207,"Terry, Dalen",5,47,5,7+ Dribbles,0.173,4,9,0.444,0.444,0.154,4,8,0.5,0.019,0,1,0.0,2025-26,Regular Season
1642261,"Knecht, Dalton",1,50,34,0 Dribbles,0.584,39,101,0.386,0.52,0.098,12,17,0.706,0.486,27,84,0.321,2025-26,Regular Season
1642261,"Knecht, Dalton",2,50,18,1 Dribble,0.121,12,21,0.571,0.619,0.069,10,12,0.833,0.052,2,9,0.222,2025-26,Regular Season
1642261,"Knecht, Dalton",3,50,13,2 Dribbles,0.087,10,15,0.667,0.7,0.069,9,12,0.75,0.017,1,3,0.333,2025-26,Regular Season
1642261,"Knecht, Dalton",4,50,17,3-6 Dribbles,0.15,11,26,0.423,0.442,0.127,10,22,0.455,0.023,1,4,0.25,2025-26,Regular Season
1642261,"Knecht, Dalton",5,50,7,7+ Dribbles,0.058,5,10,0.5,0.5,0.052,5,9,0.556,0.006,0,1,0.0,2025-26,Regular Season
1629655,"Gafford, Daniel",1,54,47,0 Dribbles,0.643,142,198,0.717,0.717,0.643,142,198,0.717,0.0,0,0,,2025-26,Regular Season
1629655,"Gafford, Daniel",2,54,35,1 Dribble,0.205,36,63,0.571,0.571,0.205,36,63,0.571,0.0,0,0,,2025-26,Regular Season
1629655,"Gafford, Daniel",3,54,21,2 Dribbles,0.101,16,31,0.516,0.516,0.101,16,31,0.516,0.0,0,0,,2025-26,Regular Season
1629655,"Gafford, Daniel",4,54,15,3-6 Dribbles,0.052,8,16,0.5,0.5,0.052,8,16,0.5,0.0,0,0,,2025-26,Regular Season
1642450,"Jenkins, Daniss",1,67,50,0 Dribbles,0.253,65,131,0.496,0.679,0.052,17,27,0.63,0.201,48,104,0.462,2025-26,Regular Season
1642450,"Jenkins, Daniss",2,67,36,1 Dribble,0.104,17,54,0.315,0.361,0.06,12,31,0.387,0.044,5,23,0.217,2025-26,Regular Season
1642450,"Jenkins, Daniss",3,67,34,2 Dribbles,0.098,23,51,0.451,0.52,0.073,16,38,0.421,0.025,7,13,0.538,2025-26,Regular Season
1642450,"Jenkins, Daniss",4,67,54,3-6 Dribbles,0.313,60,162,0.37,0.386,0.268,55,139,0.396,0.044,5,23,0.217,2025-26,Regular Season
1642450,"Jenkins, Daniss",5,67,45,7+ Dribbles,0.232,53,120,0.442,0.458,0.203,49,105,0.467,0.029,4,15,0.267,2025-26,Regular Season
1642874,"Wolf, Danny",1,57,51,0 Dribbles,0.495,84,218,0.385,0.518,0.091,26,40,0.65,0.405,58,178,0.326,2025-26,Regular Season
1642874,"Wolf, Danny",2,57,34,1 Dribble,0.109,21,48,0.438,0.479,0.073,17,32,0.531,0.036,4,16,0.25,2025-26,Regular Season
1642874,"Wolf, Danny",3,57,31,2 Dribbles,0.13,28,57,0.491,0.518,0.118,25,52,0.481,0.011,3,5,0.6,2025-26,Regular Season
1642874,"Wolf, Danny",4,57,47,3-6 Dribbles,0.216,36,95,0.379,0.395,0.195,33,86,0.384,0.02,3,9,0.333,2025-26,Regular Season
1642874,"Wolf, Danny",5,57,17,7+ Dribbles,0.05,9,22,0.409,0.409,0.043,9,19,0.474,0.007,0,3,0.0,2025-26,Regular Season
203967,"Saric, Dario",1,5,4,0 Dribbles,0.833,1,5,0.2,0.3,0.333,0,2,0.0,0.5,1,3,0.333,2025-26,Regular Season
203967,"Saric, Dario",2,5,1,1 Dribble,0.167,0,1,0.0,0.0,0.167,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642468,"Brown, Darius",4,1,1,3-6 Dribbles,1.0,0,1,0.0,0.0,1.0,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1629636,"Garland, Darius",1,41,14,0 Dribbles,0.183,22,42,0.524,0.75,0.017,3,4,0.75,0.165,19,38,0.5,2025-26,Regular Season
1629636,"Garland, Darius",2,41,13,1 Dribble,0.117,12,27,0.444,0.611,0.03,3,7,0.429,0.087,9,20,0.45,2025-26,Regular Season
1629636,"Garland, Darius",3,41,8,2 Dribbles,0.057,6,13,0.462,0.615,0.035,2,8,0.25,0.022,4,5,0.8,2025-26,Regular Season
1629636,"Garland, Darius",4,41,14,3-6 Dribbles,0.235,25,54,0.463,0.546,0.139,16,32,0.5,0.096,9,22,0.409,2025-26,Regular Season
1629636,"Garland, Darius",5,41,15,7+ Dribbles,0.409,47,94,0.5,0.58,0.265,32,61,0.525,0.143,15,33,0.455,2025-26,Regular Season
1642357,"Jones Garcia, David",1,11,2,0 Dribbles,0.12,1,3,0.333,0.5,0.04,0,1,0.0,0.08,1,2,0.5,2025-26,Regular Season
1642357,"Jones Garcia, David",2,11,2,1 Dribble,0.08,2,2,1.0,1.25,0.04,1,1,1.0,0.04,1,1,1.0,2025-26,Regular Season
1642357,"Jones Garcia, David",3,11,3,2 Dribbles,0.12,2,3,0.667,0.833,0.04,1,1,1.0,0.08,1,2,0.5,2025-26,Regular Season
1642357,"Jones Garcia, David",4,11,6,3-6 Dribbles,0.36,5,9,0.556,0.556,0.36,5,9,0.556,0.0,0,0,,2025-26,Regular Season
1642357,"Jones Garcia, David",5,11,4,7+ Dribbles,0.32,3,8,0.375,0.375,0.32,3,8,0.375,0.0,0,0,,2025-26,Regular Season
1631223,"Roddy, David",1,3,1,0 Dribbles,0.2,0,1,0.0,0.0,0.0,0,0,,0.2,0,1,0.0,2025-26,Regular Season
1631223,"Roddy, David",2,3,2,1 Dribble,0.4,0,2,0.0,0.0,0.0,0,0,,0.4,0,2,0.0,2025-26,Regular Season
1631223,"Roddy, David",4,3,1,3-6 Dribbles,0.2,0,1,0.0,0.0,0.0,0,0,,0.2,0,1,0.0,2025-26,Regular Season
1631223,"Roddy, David",5,3,1,7+ Dribbles,0.2,1,1,1.0,1.0,0.2,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1630558,"Mitchell, Davion",1,66,58,0 Dribbles,0.346,69,172,0.401,0.587,0.014,5,7,0.714,0.332,64,165,0.388,2025-26,Regular Season
1630558,"Mitchell, Davion",2,66,17,1 Dribble,0.036,10,18,0.556,0.694,0.02,5,10,0.5,0.016,5,8,0.625,2025-26,Regular Season
1630558,"Mitchell, Davion",3,66,35,2 Dribbles,0.097,30,48,0.625,0.667,0.074,26,37,0.703,0.022,4,11,0.364,2025-26,Regular Season
1630558,"Mitchell, Davion",4,66,59,3-6 Dribbles,0.306,75,152,0.493,0.52,0.262,67,130,0.515,0.044,8,22,0.364,2025-26,Regular Season
1630558,"Mitchell, Davion",5,66,48,7+ Dribbles,0.215,56,107,0.523,0.542,0.199,52,99,0.525,0.016,4,8,0.5,2025-26,Regular Season
1630549,"Sharpe, Day'Ron",1,62,60,0 Dribbles,0.615,133,219,0.607,0.626,0.52,125,185,0.676,0.096,8,34,0.235,2025-26,Regular Season
1630549,"Sharpe, Day'Ron",2,62,36,1 Dribble,0.183,40,65,0.615,0.623,0.177,39,63,0.619,0.006,1,2,0.5,2025-26,Regular Season
1630549,"Sharpe, Day'Ron",3,62,32,2 Dribbles,0.112,26,40,0.65,0.65,0.107,26,38,0.684,0.006,0,2,0.0,2025-26,Regular Season
1630549,"Sharpe, Day'Ron",4,62,24,3-6 Dribbles,0.081,14,29,0.483,0.483,0.081,14,29,0.483,0.0,0,0,,2025-26,Regular Season
1630549,"Sharpe, Day'Ron",5,62,3,7+ Dribbles,0.008,1,3,0.333,0.333,0.006,1,2,0.5,0.003,0,1,0.0,2025-26,Regular Season
1628368,"Fox, De'Aaron",1,67,65,0 Dribbles,0.241,105,227,0.463,0.61,0.054,38,51,0.745,0.187,67,176,0.381,2025-26,Regular Season
1628368,"Fox, De'Aaron",2,67,47,1 Dribble,0.09,34,85,0.4,0.476,0.039,21,37,0.568,0.051,13,48,0.271,2025-26,Regular Season
1628368,"Fox, De'Aaron",3,67,52,2 Dribbles,0.105,46,99,0.465,0.505,0.071,38,67,0.567,0.034,8,32,0.25,2025-26,Regular Season
1628368,"Fox, De'Aaron",4,67,66,3-6 Dribbles,0.301,147,284,0.518,0.551,0.239,128,225,0.569,0.063,19,59,0.322,2025-26,Regular Season
1628368,"Fox, De'Aaron",5,67,63,7+ Dribbles,0.263,129,248,0.52,0.542,0.224,118,211,0.559,0.039,11,37,0.297,2025-26,Regular Season
1629631,"Hunter, De'Andre",1,45,2,0 Dribbles,0.474,2,9,0.222,0.333,0.053,0,1,0.0,0.421,2,8,0.25,2025-26,Regular Season
1629631,"Hunter, De'Andre",2,45,1,1 Dribble,0.105,1,2,0.5,0.5,0.105,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1629631,"Hunter, De'Andre",3,45,1,2 Dribbles,0.105,0,2,0.0,0.0,0.105,0,2,0.0,0.0,0,0,,2025-26,Regular Season
1629631,"Hunter, De'Andre",4,45,2,3-6 Dribbles,0.316,1,6,0.167,0.167,0.263,1,5,0.2,0.053,0,1,0.0,2025-26,Regular Season
1629001,"Melton, De'Anthony",1,44,44,0 Dribbles,0.404,68,191,0.356,0.49,0.076,17,36,0.472,0.328,51,155,0.329,2025-26,Regular Season
1629001,"Melton, De'Anthony",2,44,23,1 Dribble,0.068,16,32,0.5,0.531,0.04,14,19,0.737,0.027,2,13,0.154,2025-26,Regular Season
1629001,"Melton, De'Anthony",3,44,32,2 Dribbles,0.106,23,50,0.46,0.48,0.08,21,38,0.553,0.025,2,12,0.167,2025-26,Regular Season
1629001,"Melton, De'Anthony",4,44,38,3-6 Dribbles,0.249,53,118,0.449,0.47,0.209,48,99,0.485,0.04,5,19,0.263,2025-26,Regular Season
1629001,"Melton, De'Anthony",5,44,35,7+ Dribbles,0.173,30,82,0.366,0.372,0.135,29,64,0.453,0.038,1,18,0.056,2025-26,Regular Season
201599,"Jordan, DeAndre",1,12,11,0 Dribbles,0.844,17,27,0.63,0.63,0.844,17,27,0.63,0.0,0,0,,2025-26,Regular Season
201599,"Jordan, DeAndre",2,12,5,1 Dribble,0.156,4,5,0.8,0.8,0.156,4,5,0.8,0.0,0,0,,2025-26,Regular Season
1630610,"Jarreau, DeJon",1,11,10,0 Dribbles,0.434,10,36,0.278,0.333,0.133,6,11,0.545,0.301,4,25,0.16,2025-26,Regular Season
1630610,"Jarreau, DeJon",2,11,8,1 Dribble,0.169,8,14,0.571,0.571,0.145,8,12,0.667,0.024,0,2,0.0,2025-26,Regular Season
1630610,"Jarreau, DeJon",3,11,6,2 Dribbles,0.157,6,13,0.462,0.462,0.145,6,12,0.5,0.012,0,1,0.0,2025-26,Regular Season
1630610,"Jarreau, DeJon",4,11,7,3-6 Dribbles,0.157,5,13,0.385,0.385,0.133,5,11,0.455,0.024,0,2,0.0,2025-26,Regular Season
1630610,"Jarreau, DeJon",5,11,5,7+ Dribbles,0.084,4,7,0.571,0.571,0.084,4,7,0.571,0.0,0,0,,2025-26,Regular Season
201942,"DeRozan, DeMar",1,76,69,0 Dribbles,0.217,98,215,0.456,0.544,0.106,60,105,0.571,0.111,38,110,0.345,2025-26,Regular Season
201942,"DeRozan, DeMar",2,76,58,1 Dribble,0.149,85,147,0.578,0.592,0.135,81,134,0.604,0.013,4,13,0.308,2025-26,Regular Season
201942,"DeRozan, DeMar",3,76,65,2 Dribbles,0.147,71,145,0.49,0.49,0.143,71,141,0.504,0.004,0,4,0.0,2025-26,Regular Season
201942,"DeRozan, DeMar",4,76,74,3-6 Dribbles,0.321,154,317,0.486,0.489,0.306,152,303,0.502,0.014,2,14,0.143,2025-26,Regular Season
201942,"DeRozan, DeMar",5,76,63,7+ Dribbles,0.167,80,165,0.485,0.491,0.162,78,160,0.488,0.005,2,5,0.4,2025-26,Regular Season
1629731,"Wade, Dean",1,57,56,0 Dribbles,0.846,96,231,0.416,0.556,0.168,31,46,0.674,0.678,65,185,0.351,2025-26,Regular Season
1629731,"Wade, Dean",2,57,13,1 Dribble,0.048,7,13,0.538,0.615,0.029,5,8,0.625,0.018,2,5,0.4,2025-26,Regular Season
1629731,"Wade, Dean",3,57,15,2 Dribbles,0.055,10,15,0.667,0.667,0.051,10,14,0.714,0.004,0,1,0.0,2025-26,Regular Season
1629731,"Wade, Dean",4,57,13,3-6 Dribbles,0.051,5,14,0.357,0.393,0.048,4,13,0.308,0.004,1,1,1.0,2025-26,Regular Season
1629028,"Ayton, Deandre",1,67,66,0 Dribbles,0.738,292,406,0.719,0.719,0.738,292,406,0.719,0.0,0,0,,2025-26,Regular Season
1629028,"Ayton, Deandre",2,67,47,1 Dribble,0.165,53,91,0.582,0.582,0.165,53,91,0.582,0.0,0,0,,2025-26,Regular Season
1629028,"Ayton, Deandre",3,67,29,2 Dribbles,0.073,22,40,0.55,0.55,0.073,22,40,0.55,0.0,0,0,,2025-26,Regular Season
1629028,"Ayton, Deandre",4,67,12,3-6 Dribbles,0.024,5,13,0.385,0.385,0.024,5,13,0.385,0.0,0,0,,2025-26,Regular Season
1627749,"Murray, Dejounte",1,14,13,0 Dribbles,0.209,14,38,0.368,0.513,0.033,3,6,0.5,0.176,11,32,0.344,2025-26,Regular Season
1627749,"Murray, Dejounte",2,14,7,1 Dribble,0.044,4,8,0.5,0.625,0.022,2,4,0.5,0.022,2,4,0.5,2025-26,Regular Season
1627749,"Murray, Dejounte",3,14,11,2 Dribbles,0.093,10,17,0.588,0.588,0.077,10,14,0.714,0.016,0,3,0.0,2025-26,Regular Season
1627749,"Murray, Dejounte",4,14,14,3-6 Dribbles,0.236,25,43,0.581,0.593,0.225,24,41,0.585,0.011,1,2,0.5,2025-26,Regular Season
1627749,"Murray, Dejounte",5,14,14,7+ Dribbles,0.418,35,76,0.461,0.493,0.302,30,55,0.545,0.115,5,21,0.238,2025-26,Regular Season
1630166,"Avdija, Deni",1,62,61,0 Dribbles,0.3,128,296,0.432,0.573,0.066,45,65,0.692,0.234,83,231,0.359,2025-26,Regular Season
1630166,"Avdija, Deni",2,62,49,1 Dribble,0.097,49,96,0.51,0.552,0.075,41,74,0.554,0.022,8,22,0.364,2025-26,Regular Season
1630166,"Avdija, Deni",3,62,53,2 Dribbles,0.13,66,128,0.516,0.531,0.109,62,108,0.574,0.02,4,20,0.2,2025-26,Regular Season
1630166,"Avdija, Deni",4,62,60,3-6 Dribbles,0.249,115,246,0.467,0.49,0.206,104,204,0.51,0.043,11,42,0.262,2025-26,Regular Season
1630166,"Avdija, Deni",5,62,59,7+ Dribbles,0.225,94,222,0.423,0.448,0.171,83,169,0.491,0.054,11,53,0.208,2025-26,Regular Season
203471,"Schröder, Dennis",1,66,24,0 Dribbles,0.266,15,47,0.319,0.468,0.011,1,2,0.5,0.254,14,45,0.311,2025-26,Regular Season
203471,"Schröder, Dennis",2,66,5,1 Dribble,0.034,2,6,0.333,0.333,0.034,2,6,0.333,0.0,0,0,,2025-26,Regular Season
203471,"Schröder, Dennis",3,66,12,2 Dribbles,0.13,7,23,0.304,0.304,0.119,7,21,0.333,0.011,0,2,0.0,2025-26,Regular Season
203471,"Schröder, Dennis",4,66,21,3-6 Dribbles,0.311,25,55,0.455,0.464,0.271,24,48,0.5,0.04,1,7,0.143,2025-26,Regular Season
203471,"Schröder, Dennis",5,66,22,7+ Dribbles,0.26,20,46,0.435,0.446,0.249,19,44,0.432,0.011,1,2,0.5,2025-26,Regular Season
1641726,"Lively II, Dereck",1,7,7,0 Dribbles,0.889,10,16,0.625,0.625,0.889,10,16,0.625,0.0,0,0,,2025-26,Regular Season
1641726,"Lively II, Dereck",2,7,2,1 Dribble,0.111,1,2,0.5,0.5,0.111,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1642852,"Queen, Derik",1,77,72,0 Dribbles,0.348,124,238,0.521,0.563,0.245,104,167,0.623,0.104,20,71,0.282,2025-26,Regular Season
1642852,"Queen, Derik",2,77,46,1 Dribble,0.105,39,72,0.542,0.549,0.102,38,70,0.543,0.003,1,2,0.5,2025-26,Regular Season
1642852,"Queen, Derik",3,77,47,2 Dribbles,0.122,32,83,0.386,0.386,0.117,32,80,0.4,0.004,0,3,0.0,2025-26,Regular Season
1642852,"Queen, Derik",4,77,64,3-6 Dribbles,0.259,80,177,0.452,0.455,0.256,79,175,0.451,0.003,1,2,0.5,2025-26,Regular Season
1642852,"Queen, Derik",5,77,56,7+ Dribbles,0.165,49,113,0.434,0.434,0.161,49,110,0.445,0.004,0,3,0.0,2025-26,Regular Season
1627884,"Jones Jr., Derrick",1,45,45,0 Dribbles,0.666,118,231,0.511,0.615,0.282,70,98,0.714,0.383,48,133,0.361,2025-26,Regular Season
1627884,"Jones Jr., Derrick",2,45,25,1 Dribble,0.13,24,45,0.533,0.556,0.112,22,39,0.564,0.017,2,6,0.333,2025-26,Regular Season
1627884,"Jones Jr., Derrick",3,45,23,2 Dribbles,0.095,15,33,0.455,0.455,0.092,15,32,0.469,0.003,0,1,0.0,2025-26,Regular Season
1627884,"Jones Jr., Derrick",4,45,26,3-6 Dribbles,0.11,18,38,0.474,0.474,0.104,18,36,0.5,0.006,0,2,0.0,2025-26,Regular Season
1628401,"White, Derrick",1,73,71,0 Dribbles,0.313,115,334,0.344,0.493,0.023,16,24,0.667,0.291,99,310,0.319,2025-26,Regular Season
1628401,"White, Derrick",2,73,59,1 Dribble,0.101,50,108,0.463,0.597,0.027,21,29,0.724,0.074,29,79,0.367,2025-26,Regular Season
1628401,"White, Derrick",3,73,55,2 Dribbles,0.112,53,119,0.445,0.504,0.071,39,76,0.513,0.04,14,43,0.326,2025-26,Regular Season
1628401,"White, Derrick",4,73,68,3-6 Dribbles,0.275,128,293,0.437,0.485,0.193,100,206,0.485,0.082,28,87,0.322,2025-26,Regular Season
1628401,"White, Derrick",5,73,65,7+ Dribbles,0.199,72,212,0.34,0.399,0.115,47,123,0.382,0.083,25,89,0.281,2025-26,Regular Season
1630217,"Bane, Desmond",1,77,75,0 Dribbles,0.258,148,291,0.509,0.662,0.073,59,82,0.72,0.186,89,209,0.426,2025-26,Regular Season
1630217,"Bane, Desmond",2,77,71,1 Dribble,0.194,99,219,0.452,0.534,0.111,63,125,0.504,0.083,36,94,0.383,2025-26,Regular Season
1630217,"Bane, Desmond",3,77,69,2 Dribbles,0.195,105,220,0.477,0.5,0.166,95,187,0.508,0.029,10,33,0.303,2025-26,Regular Season
1630217,"Bane, Desmond",4,77,74,3-6 Dribbles,0.25,132,282,0.468,0.496,0.207,116,233,0.498,0.044,16,49,0.327,2025-26,Regular Season
1630217,"Bane, Desmond",5,77,56,7+ Dribbles,0.101,60,114,0.526,0.544,0.089,56,100,0.56,0.012,4,14,0.286,2025-26,Regular Season
1626164,"Booker, Devin",1,61,59,0 Dribbles,0.16,76,179,0.425,0.559,0.053,28,59,0.475,0.107,48,120,0.4,2025-26,Regular Season
1626164,"Booker, Devin",2,61,55,1 Dribble,0.127,69,142,0.486,0.56,0.067,48,75,0.64,0.06,21,67,0.313,2025-26,Regular Season
1626164,"Booker, Devin",3,61,55,2 Dribbles,0.133,69,149,0.463,0.493,0.106,60,118,0.508,0.028,9,31,0.29,2025-26,Regular Season
1626164,"Booker, Devin",4,61,61,3-6 Dribbles,0.352,180,393,0.458,0.489,0.275,156,307,0.508,0.077,24,86,0.279,2025-26,Regular Season
1626164,"Booker, Devin",5,61,60,7+ Dribbles,0.227,116,254,0.457,0.48,0.189,104,211,0.493,0.038,12,43,0.279,2025-26,Regular Season
1642269,"Carter, Devin",1,34,25,0 Dribbles,0.364,30,84,0.357,0.429,0.113,18,26,0.692,0.251,12,58,0.207,2025-26,Regular Season
1642269,"Carter, Devin",2,34,16,1 Dribble,0.104,9,24,0.375,0.417,0.061,7,14,0.5,0.043,2,10,0.2,2025-26,Regular Season
1642269,"Carter, Devin",3,34,11,2 Dribbles,0.061,9,14,0.643,0.714,0.043,7,10,0.7,0.017,2,4,0.5,2025-26,Regular Season
1642269,"Carter, Devin",4,34,23,3-6 Dribbles,0.268,28,62,0.452,0.46,0.242,27,56,0.482,0.026,1,6,0.167,2025-26,Regular Season
1642269,"Carter, Devin",5,34,20,7+ Dribbles,0.203,17,47,0.362,0.415,0.156,12,36,0.333,0.048,5,11,0.455,2025-26,Regular Season
1630170,"Vassell, Devin",1,62,61,0 Dribbles,0.562,167,389,0.429,0.609,0.061,27,42,0.643,0.501,140,347,0.403,2025-26,Regular Season
1630170,"Vassell, Devin",2,62,42,1 Dribble,0.124,38,86,0.442,0.477,0.084,32,58,0.552,0.04,6,28,0.214,2025-26,Regular Season
1630170,"Vassell, Devin",3,62,43,2 Dribbles,0.123,42,85,0.494,0.529,0.108,36,75,0.48,0.014,6,10,0.6,2025-26,Regular Season
1630170,"Vassell, Devin",4,62,52,3-6 Dribbles,0.153,47,106,0.443,0.458,0.137,44,95,0.463,0.016,3,11,0.273,2025-26,Regular Season
1630170,"Vassell, Devin",5,62,19,7+ Dribbles,0.038,9,26,0.346,0.346,0.036,9,25,0.36,0.001,0,1,0.0,2025-26,Regular Season
1628415,"Brooks, Dillon",1,52,51,0 Dribbles,0.277,95,248,0.383,0.536,0.039,19,35,0.543,0.238,76,213,0.357,2025-26,Regular Season
1628415,"Brooks, Dillon",2,52,42,1 Dribble,0.099,40,89,0.449,0.556,0.035,21,31,0.677,0.065,19,58,0.328,2025-26,Regular Season
1628415,"Brooks, Dillon",3,52,46,2 Dribbles,0.115,41,103,0.398,0.408,0.092,39,82,0.476,0.023,2,21,0.095,2025-26,Regular Season
1628415,"Brooks, Dillon",4,52,52,3-6 Dribbles,0.338,151,303,0.498,0.53,0.292,132,262,0.504,0.046,19,41,0.463,2025-26,Regular Season
1628415,"Brooks, Dillon",5,52,47,7+ Dribbles,0.171,65,153,0.425,0.441,0.153,60,137,0.438,0.018,5,16,0.313,2025-26,Regular Season
1641794,"Jones, Dillon",1,6,2,0 Dribbles,0.333,1,2,0.5,0.75,0.0,0,0,,0.333,1,2,0.5,2025-26,Regular Season
1641794,"Jones, Dillon",2,6,1,1 Dribble,0.167,0,1,0.0,0.0,0.0,0,0,,0.167,0,1,0.0,2025-26,Regular Season
1641794,"Jones, Dillon",4,6,2,3-6 Dribbles,0.333,0,2,0.0,0.0,0.167,0,1,0.0,0.167,0,1,0.0,2025-26,Regular Season
1641794,"Jones, Dillon",5,6,1,7+ Dribbles,0.167,0,1,0.0,0.0,0.167,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1627734,"Sabonis, Domantas",1,19,19,0 Dribbles,0.611,76,135,0.563,0.581,0.489,71,108,0.657,0.122,5,27,0.185,2025-26,Regular Season
1627734,"Sabonis, Domantas",2,19,18,1 Dribble,0.195,23,43,0.535,0.535,0.195,23,43,0.535,0.0,0,0,,2025-26,Regular Season
1627734,"Sabonis, Domantas",3,19,11,2 Dribbles,0.09,11,20,0.55,0.55,0.09,11,20,0.55,0.0,0,0,,2025-26,Regular Season
1627734,"Sabonis, Domantas",4,19,13,3-6 Dribbles,0.095,9,21,0.429,0.429,0.095,9,21,0.429,0.0,0,0,,2025-26,Regular Season
1627734,"Sabonis, Domantas",5,19,2,7+ Dribbles,0.009,1,2,0.5,0.5,0.009,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1631230,"Barlow, Dominick",1,66,60,0 Dribbles,0.552,111,206,0.539,0.59,0.343,90,128,0.703,0.209,21,78,0.269,2025-26,Regular Season
1631230,"Barlow, Dominick",2,66,49,1 Dribble,0.206,43,77,0.558,0.558,0.206,43,77,0.558,0.0,0,0,,2025-26,Regular Season
1631230,"Barlow, Dominick",3,66,31,2 Dribbles,0.11,16,41,0.39,0.39,0.11,16,41,0.39,0.0,0,0,,2025-26,Regular Season
1631230,"Barlow, Dominick",4,66,32,3-6 Dribbles,0.123,31,46,0.674,0.674,0.123,31,46,0.674,0.0,0,0,,2025-26,Regular Season
1631230,"Barlow, Dominick",5,66,3,7+ Dribbles,0.008,2,3,0.667,0.667,0.008,2,3,0.667,0.0,0,0,,2025-26,Regular Season
1642270,"Clingan, Donovan",1,73,73,0 Dribbles,0.867,293,556,0.527,0.592,0.537,221,344,0.642,0.331,72,212,0.34,2025-26,Regular Season
1642270,"Clingan, Donovan",2,73,43,1 Dribble,0.109,34,70,0.486,0.5,0.09,32,58,0.552,0.019,2,12,0.167,2025-26,Regular Season
1642270,"Clingan, Donovan",3,73,10,2 Dribbles,0.017,6,11,0.545,0.545,0.014,6,9,0.667,0.003,0,2,0.0,2025-26,Regular Season
1642270,"Clingan, Donovan",4,73,3,3-6 Dribbles,0.006,1,4,0.25,0.25,0.006,1,4,0.25,0.0,0,0,,2025-26,Regular Season
1628378,"Mitchell, Donovan",1,68,68,0 Dribbles,0.213,131,289,0.453,0.618,0.039,36,53,0.679,0.174,95,236,0.403,2025-26,Regular Season
1628378,"Mitchell, Donovan",2,68,53,1 Dribble,0.071,48,97,0.495,0.603,0.032,27,43,0.628,0.04,21,54,0.389,2025-26,Regular Season
1628378,"Mitchell, Donovan",3,68,57,2 Dribbles,0.091,57,123,0.463,0.537,0.051,39,69,0.565,0.04,18,54,0.333,2025-26,Regular Season
1628378,"Mitchell, Donovan",4,68,68,3-6 Dribbles,0.317,210,430,0.488,0.542,0.214,164,291,0.564,0.102,46,139,0.331,2025-26,Regular Season
1628378,"Mitchell, Donovan",5,68,68,7+ Dribbles,0.308,204,418,0.488,0.537,0.218,163,296,0.551,0.09,41,122,0.336,2025-26,Regular Season
1628978,"DiVincenzo, Donte",1,77,76,0 Dribbles,0.643,202,502,0.402,0.584,0.037,20,29,0.69,0.606,182,473,0.385,2025-26,Regular Season
1628978,"DiVincenzo, Donte",2,77,51,1 Dribble,0.109,35,85,0.412,0.535,0.033,14,26,0.538,0.076,21,59,0.356,2025-26,Regular Season
1628978,"DiVincenzo, Donte",3,77,45,2 Dribbles,0.085,31,66,0.47,0.515,0.055,25,43,0.581,0.029,6,23,0.261,2025-26,Regular Season
1628978,"DiVincenzo, Donte",4,77,57,3-6 Dribbles,0.136,39,106,0.368,0.41,0.097,30,76,0.395,0.038,9,30,0.3,2025-26,Regular Season
1628978,"DiVincenzo, Donte",5,77,20,7+ Dribbles,0.028,10,22,0.455,0.636,0.012,2,9,0.222,0.017,8,13,0.615,2025-26,Regular Season
1627827,"Finney-Smith, Dorian",1,36,35,0 Dribbles,0.895,35,111,0.315,0.428,0.161,10,20,0.5,0.734,25,91,0.275,2025-26,Regular Season
1627827,"Finney-Smith, Dorian",2,36,5,1 Dribble,0.04,2,5,0.4,0.5,0.016,1,2,0.5,0.024,1,3,0.333,2025-26,Regular Season
