GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
Players,1631124,Julian Strawther,Julian,1610612743,DEN,23.0,7,3,4,0.429,1.5,0.25,0.75,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,4,0.25,309,308,151,306,368,343,57,151,132,247,183,34,247,119,285,1,242,73,334,1,309,286,323,1,2025-26,Regular Season,Scoring
Players,203944,Julius Randle,Julius,1610612750,MIN,31.0,31,17,14,0.548,3.5,0.758,0.242,0.583,0.0,0.0,0.063,0.417,0.125,0.583,0.214,0.786,0.0,0.0,0.214,0.786,14,33,0.424,36,41,411,176,96,111,295,114,132,247,141,64,174,96,261,72,242,73,321,32,62,60,209,1,2025-26,Regular Season,Scoring
Players,1630551,Justin Champagnie,Justin,1610612764,WAS,24.0,12,3,9,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,247,308,303,402,419,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1642348,Justin Edwards,Justin,1610612755,PHI,22.0,7,7,0,1.0,3.4,0.455,0.545,0.571,0.143,0.429,0.0,0.0,0.143,0.429,0.5,0.5,1.0,0.0,0.667,0.333,6,11,0.545,309,204,1,1,107,270,134,116,46,104,183,303,153,158,141,147,1,73,161,176,164,196,99,1,2025-26,Regular Season,Scoring
Players,203994,Jusuf Nurkić,Jusuf,1610612762,UTA,31.0,15,7,8,0.467,2.5,1.0,0.0,0.727,0.0,0.0,0.0,0.273,0.0,0.727,0.75,0.25,0.0,0.0,0.75,0.25,4,11,0.364,211,204,279,272,240,1,338,65,132,247,183,157,247,57,86,239,242,73,125,209,206,196,256,1,2025-26,Regular Season,Scoring
Players,1642955,Kadary Richmond,Kadary,1610612764,WAS,24.0,2,2,0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,346,1,1,369,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1642880,Kam Jones,Kam,1610612754,IND,24.0,4,1,3,0.25,2.9,0.429,0.571,0.571,0.0,0.429,0.0,0.0,0.0,0.571,0.0,1.0,1.0,0.0,0.333,0.667,3,7,0.429,371,383,123,402,185,282,120,116,132,104,183,303,247,98,285,1,1,73,302,48,231,240,198,1,2025-26,Regular Season,Scoring
Players,1626157,Karl-Anthony Towns,Karl-Anthony,1610612752,NYK,30.0,28,15,13,0.536,2.9,0.565,0.435,0.516,0.0,0.194,0.0,0.29,0.129,0.516,0.375,0.625,1.0,0.0,0.5,0.5,10,23,0.435,61,63,397,189,179,203,203,146,132,211,183,143,172,116,217,111,1,73,227,94,93,105,195,1,2025-26,Regular Season,Scoring
Players,1631255,Karlo Matković,Karlo,1610612740,NOP,25.0,7,4,3,0.571,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,309,279,123,153,357,377,338,333,132,247,183,1,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1642857,Kasparas Jakučionis,Kasparas,1610612748,MIA,19.0,6,3,3,0.5,2.8,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,334,308,123,213,194,343,57,333,132,1,183,303,247,321,285,258,1,73,1,266,309,286,323,1,2025-26,Regular Season,Scoring
Players,202695,Kawhi Leonard,Kawhi,1610612746,LAC,34.0,18,10,8,0.556,3.3,0.639,0.361,0.545,0.136,0.136,0.136,0.319,0.205,0.409,0.417,0.583,0.5,0.5,0.429,0.571,14,36,0.389,172,132,279,166,122,164,242,130,51,229,79,128,105,167,204,129,221,18,275,75,62,52,241,1,2025-26,Regular Season,Scoring
Players,1630811,Keaton Wallace,Keaton,1610612737,ATL,27.0,1,0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,49,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1631099,Keegan Murray,Keegan,1610612758,SAC,25.0,7,3,4,0.429,5.3,0.583,0.417,0.5,0.0,0.375,0.125,0.125,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,3,12,0.25,309,308,151,306,5,193,212,151,132,129,90,271,14,119,1,258,1,73,1,266,231,188,323,1,2025-26,Regular Season,Scoring
Players,1642276,Kel'el Ware,Kel'el,1610612748,MIA,21.0,11,6,5,0.545,2.4,0.875,0.125,0.727,0.0,0.273,0.0,0.0,0.0,0.727,0.5,0.5,1.0,0.0,0.6,0.4,5,8,0.625,265,233,183,177,273,86,319,65,132,169,183,303,247,57,141,147,1,73,192,151,180,229,66,1,2025-26,Regular Season,Scoring
Players,1629640,Keldon Johnson,Keldon,1610612759,SAS,26.0,23,14,9,0.609,2.0,0.667,0.333,0.267,0.0,0.3,0.0,0.433,0.0,0.267,0.25,0.75,1.0,0.0,0.571,0.429,7,12,0.583,117,80,303,114,317,141,248,282,132,159,183,58,247,250,248,75,1,73,208,142,146,188,82,1,2025-26,Regular Season,Scoring
Players,203482,Kelly Olynyk,Kelly,1610612759,SAS,34.0,2,1,1,0.5,0.8,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,412,383,36,213,434,1,338,82,132,247,183,103,247,67,285,1,242,73,334,1,309,362,1,1,2025-26,Regular Season,Scoring
Players,1626162,Kelly Oubre Jr.,Kelly,1610612755,PHI,30.0,22,12,10,0.545,3.7,0.438,0.563,0.4,0.0,0.36,0.12,0.24,0.12,0.4,0.0,1.0,1.0,0.0,0.375,0.625,8,16,0.5,128,103,327,177,67,278,127,203,132,137,97,187,180,168,285,1,1,73,292,60,124,155,119,1,2025-26,Regular Season,Scoring
Players,1631113,Kennedy Chandler,Kennedy,1610612762,UTA,23.0,3,0,3,0.0,2.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,390,438,123,438,253,230,147,333,132,247,183,1,247,321,285,258,242,73,334,266,356,286,356,1,2025-26,Regular Season,Scoring
Players,1629026,Kenrich Williams,Kenrich,1610612760,OKC,31.0,9,5,4,0.556,1.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,284,256,151,166,376,377,1,333,132,1,183,303,247,321,285,258,1,73,1,266,309,286,323,1,2025-26,Regular Season,Scoring
Players,203484,Kentavious Caldwell-Pope,Kentavious,1610612763,MEM,33.0,21,9,12,0.429,1.3,0.6,0.4,0.333,0.0,0.0,0.333,0.667,0.0,0.333,1.0,0.0,0.0,0.0,1.0,0.0,1,5,0.2,137,151,373,306,392,183,218,244,132,247,21,25,247,211,1,258,242,73,1,266,309,268,345,1,2025-26,Regular Season,Scoring
Players,1631165,Keon Ellis,Keon,1610612739,CLE,26.0,18,10,8,0.556,1.7,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,4,0.5,172,132,279,166,354,112,288,1,132,247,1,303,247,1,141,147,242,73,227,94,265,286,119,2,2025-26,Regular Season,Scoring
Players,201142,Kevin Durant,Kevin,1610612745,HOU,37.0,41,19,22,0.463,4.5,0.651,0.349,0.465,0.211,0.254,0.07,0.281,0.218,0.254,0.364,0.636,0.667,0.333,0.444,0.556,45,86,0.523,2,15,477,276,21,160,246,175,16,183,136,151,92,259,223,110,204,29,270,82,5,5,113,1,2025-26,Regular Season,Scoring
Players,1628989,Kevin Huerter,Kevin,1610612765,DET,27.0,27,16,11,0.593,2.1,0.381,0.619,0.3,0.0,0.45,0.3,0.25,0.3,0.3,0.333,0.667,1.0,0.0,0.667,0.333,6,21,0.286,72,49,352,136,305,303,101,269,132,98,28,172,60,235,228,97,1,73,161,176,164,116,310,2,2025-26,Regular Season,Scoring
Players,201567,Kevin Love,Kevin,1610612762,UTA,37.0,2,1,1,0.5,5.4,0.2,0.8,0.4,0.0,0.6,0.0,0.0,0.6,0.4,1.0,0.0,1.0,0.0,1.0,0.0,2,5,0.4,412,383,36,213,3,357,43,203,132,36,183,303,11,168,1,258,1,73,1,266,265,268,226,1,2025-26,Regular Season,Scoring
Players,1641755,Kevin McCullar Jr.,Kevin,1610612752,NYK,25.0,5,3,2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,350,308,86,116,466,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1629645,Kevin Porter Jr.,Kevin,1610612749,MIL,25.0,17,11,6,0.647,3.7,0.818,0.182,0.563,0.063,0.094,0.0,0.343,0.188,0.5,0.111,0.889,1.0,0.0,0.2,0.8,10,22,0.455,186,115,225,92,71,97,309,126,104,240,183,100,113,119,281,50,1,73,325,28,93,111,171,1,2025-26,Regular Season,Scoring
Players,1626172,Kevon Looney,Kevon,1610612740,NOP,30.0,1,0,1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,406,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1641718,Keyonte George,Keyonte,1610612762,UTA,22.0,23,11,12,0.478,4.1,0.5,0.5,0.326,0.043,0.293,0.043,0.381,0.163,0.283,0.133,0.867,0.667,0.333,0.333,0.667,24,56,0.429,117,115,373,262,41,230,147,260,121,164,156,83,136,246,276,57,204,29,302,48,23,22,198,1,2025-26,Regular Season,Scoring
Players,1642863,Khaman Maluach,Khaman,1610612756,PHX,19.0,4,1,3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,371,383,123,402,477,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,203114,Khris Middleton,Khris,1610612742,DAL,34.0,16,8,8,0.5,3.3,0.632,0.368,0.364,0.303,0.364,0.0,0.272,0.061,0.061,0.167,0.833,0.75,0.25,0.4,0.6,10,19,0.526,193,180,279,213,121,169,236,232,11,136,183,157,231,319,271,61,195,44,286,67,93,128,108,2,2025-26,Regular Season,Scoring
Players,1630165,Killian Hayes,Killian,1610612758,SAC,24.0,2,2,0,1.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,346,1,1,55,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,202691,Klay Thompson,Klay,1610612742,DAL,36.0,23,6,17,0.261,2.2,0.188,0.813,0.0,0.0,0.923,0.0,0.077,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,16,0.25,117,233,452,400,291,364,42,333,132,12,183,292,247,321,285,258,1,73,1,266,206,155,323,1,2025-26,Regular Season,Scoring
Players,1641738,Kobe Brown,Kobe,1610612754,IND,26.0,9,2,7,0.222,1.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,284,346,251,415,337,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,2,2025-26,Regular Season,Scoring
Players,1642920,Kobe Sanders,Kobe,1610612746,LAC,23.0,8,4,4,0.5,2.6,0.5,0.5,0.0,0.0,0.0,0.333,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,300,279,151,213,234,230,147,333,132,247,21,1,42,321,285,258,242,73,334,266,356,286,356,1,2025-26,Regular Season,Scoring
Players,1642851,Kon Knueppel,Kon,1610612766,CHA,20.0,27,10,17,0.37,3.8,0.386,0.614,0.333,0.083,0.375,0.0,0.292,0.146,0.25,0.125,0.875,0.667,0.333,0.357,0.643,14,44,0.318,72,132,452,351,59,298,108,244,79,129,183,142,151,261,278,53,204,29,300,56,62,38,297,1,2025-26,Regular Season,Scoring
Players,1627739,Kris Dunn,Kris,1610612746,LAC,32.0,29,14,15,0.483,2.9,0.455,0.545,0.5,0.0,0.25,0.0,0.25,0.0,0.5,0.667,0.333,1.0,0.0,0.75,0.25,4,11,0.364,49,80,424,260,184,270,134,151,132,184,183,172,247,119,101,215,1,73,125,209,206,196,256,1,2025-26,Regular Season,Scoring
Players,1631200,Kris Murray,Kris,1610612757,POR,25.0,18,8,10,0.444,2.6,0.7,0.3,0.5,0.0,0.375,0.188,0.125,0.313,0.5,0.25,0.75,1.0,0.0,0.5,0.5,6,10,0.6,172,180,327,292,236,129,274,151,132,129,50,271,53,119,248,75,1,73,227,94,164,209,68,1,2025-26,Regular Season,Scoring
Players,204001,Kristaps Porziņģis,Kristaps,1610612744,GSW,30.0,12,5,7,0.417,2.8,0.947,0.053,0.636,0.182,0.0,0.0,0.364,0.136,0.455,0.429,0.571,0.0,0.0,0.429,0.571,7,19,0.368,247,256,251,322,192,70,336,97,25,247,183,90,163,146,195,132,242,73,275,75,146,128,253,2,2025-26,Regular Season,Scoring
Players,203937,Kyle Anderson,Kyle,1610612750,MIN,32.0,5,3,2,0.6,2.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,350,308,86,116,287,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,3,2025-26,Regular Season,Scoring
Players,1642271,Kyle Filipowski,Kyle,1610612762,UTA,22.0,20,10,10,0.5,2.5,0.571,0.429,0.3,0.0,0.15,0.0,0.55,0.15,0.3,0.333,0.667,1.0,0.0,0.5,0.5,4,14,0.286,147,132,327,213,246,198,204,269,132,227,183,32,148,235,228,97,1,73,227,94,206,172,310,1,2025-26,Regular Season,Scoring
Players,1628398,Kyle Kuzma,Kyle,1610612749,MIL,30.0,25,13,12,0.52,2.8,0.63,0.37,0.684,0.053,0.237,0.158,0.079,0.053,0.632,0.538,0.462,1.0,0.0,0.625,0.375,16,27,0.593,96,91,373,203,209,172,234,79,116,190,69,291,235,84,140,193,1,73,183,169,51,86,77,1,2025-26,Regular Season,Scoring
Players,200768,Kyle Lowry,Kyle,1610612755,PHI,40.0,2,1,1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,383,36,213,468,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1642273,Kyshawn George,Kyshawn,1610612764,WAS,22.0,13,5,8,0.385,4.0,0.536,0.464,0.303,0.061,0.273,0.121,0.424,0.121,0.242,0.0,1.0,1.0,0.0,0.375,0.625,8,28,0.286,234,256,279,343,50,223,183,267,108,169,95,62,178,270,285,1,1,73,292,60,124,83,310,1,2025-26,Regular Season,Scoring
Players,1643018,LJ Cryer,LJ,1610612744,GSW,24.0,7,3,4,0.429,2.1,0.333,0.667,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,0.333,309,308,151,306,306,314,74,333,132,73,183,34,247,321,285,258,1,73,1,266,309,306,273,1,2025-26,Regular Season,Scoring
Players,1630163,LaMelo Ball,LaMelo,1610612766,CHA,24.0,22,8,14,0.364,2.7,0.486,0.514,0.4,0.1,0.45,0.0,0.15,0.025,0.3,0.125,0.875,0.167,0.833,0.143,0.857,14,35,0.4,128,180,411,353,226,260,146,203,65,98,183,259,245,235,278,53,240,7,333,23,62,54,226,1,2025-26,Regular Season,Scoring
Players,1629013,Landry Shamet,Landry,1610612752,NYK,29.0,13,8,5,0.615,3.6,0.211,0.789,0.077,0.0,0.692,0.0,0.231,0.115,0.077,1.0,0.0,0.833,0.167,0.857,0.143,7,19,0.368,234,180,183,109,77,356,50,330,132,27,183,191,184,316,1,258,183,60,96,256,146,128,253,1,2025-26,Regular Season,Scoring
Players,1626204,Larry Nance Jr.,Larry,1610612739,CLE,33.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,383,1,1,480,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1628374,Lauri Markkanen,Lauri,1610612762,UTA,28.0,16,10,6,0.625,4.4,0.711,0.289,0.517,0.138,0.259,0.138,0.224,0.138,0.379,0.4,0.6,1.0,0.0,0.55,0.45,20,38,0.526,193,132,225,100,24,127,279,145,50,181,77,199,162,186,206,119,1,73,220,136,38,47,108,1,2025-26,Regular Season,Scoring
Players,1643133,Lawson Lovering,Lawson,1610612763,MEM,22.0,1,0,1,0.0,5.1,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,442,438,36,438,8,1,338,82,132,247,183,103,247,67,1,258,242,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,2544,LeBron James,LeBron,1610612747,LAL,41.0,25,17,8,0.68,2.7,0.788,0.212,0.68,0.08,0.12,0.14,0.2,0.16,0.6,0.647,0.353,1.0,0.0,0.684,0.316,19,33,0.576,96,41,279,68,216,105,301,80,83,232,76,208,137,91,119,214,1,73,160,196,39,60,85,1,2025-26,Regular Season,Scoring
Players,1641778,Leaky Black,Leaky,1610612764,WAS,26.0,3,0,3,0.0,4.7,0.5,0.5,0.25,0.0,0.75,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,3,6,0.5,390,438,123,438,14,230,147,291,132,20,183,303,247,261,1,258,1,73,1,266,231,252,119,1,2025-26,Regular Season,Scoring
Players,1631159,Leonard Miller,Leonard,1610612741,CHI,22.0,6,2,4,0.333,3.1,0.833,0.167,0.857,0.0,0.0,0.286,0.143,0.429,0.857,1.0,0.0,0.0,0.0,1.0,0.0,3,6,0.5,334,346,151,365,151,96,310,44,132,247,29,261,25,36,1,258,242,73,1,266,231,252,119,1,2025-26,Regular Season,Scoring
Players,1642862,Liam McNeeley,Liam,1610612766,CHA,20.0,2,1,1,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,383,36,213,435,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1628366,Lonzo Ball,Lonzo,1610612739,CLE,28.0,13,6,7,0.462,2.0,0.4,0.6,0.0,0.0,0.5,0.0,0.5,0.333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,5,0.2,234,233,251,277,313,293,109,333,132,73,183,34,42,321,285,258,1,73,1,266,309,268,345,1,2025-26,Regular Season,Scoring
Players,1629652,Luguentz Dort,Luguentz,1610612760,OKC,26.0,26,19,7,0.731,3.8,0.067,0.933,0.2,0.0,0.3,0.0,0.5,0.2,0.2,1.0,0.0,1.0,0.0,1.0,0.0,2,15,0.133,89,15,251,56,61,375,31,307,132,159,183,34,106,284,1,258,1,73,1,266,265,163,353,1,2025-26,Regular Season,Scoring
Players,1629029,Luka Dončić,Luka,1610612747,LAL,27.0,23,17,6,0.739,3.4,0.432,0.568,0.303,0.061,0.409,0.03,0.288,0.212,0.242,0.0,1.0,0.333,0.667,0.158,0.842,19,44,0.432,117,41,225,53,103,281,125,267,108,118,173,145,95,270,285,1,235,9,329,27,39,38,197,1,2025-26,Regular Season,Scoring
Players,1630568,Luka Garza,Luka,1610612738,BOS,27.0,9,5,4,0.556,2.0,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,284,256,151,166,324,141,248,1,132,247,183,303,247,1,285,1,242,73,334,1,309,306,273,1,2025-26,Regular Season,Scoring
Players,1628379,Luke Kennard,Luke,1610612747,LAL,29.0,21,10,11,0.476,0.8,0.333,0.667,0.0,0.0,0.375,0.0,0.625,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,0.333,137,132,352,264,431,314,74,333,132,129,183,26,7,321,285,258,1,73,1,266,309,306,273,2,2025-26,Regular Season,Scoring
Players,1628436,Luke Kornet,Luke,1610612759,SAS,30.0,24,15,9,0.625,2.4,1.0,0.0,0.72,0.0,0.0,0.08,0.28,0.08,0.72,0.556,0.444,0.0,0.0,0.556,0.444,9,12,0.75,105,63,303,100,272,1,338,72,132,247,125,153,218,63,136,197,242,73,215,137,108,188,37,1,2025-26,Regular Season,Scoring
Players,1630644,Mac McClung,Mac,1610612741,CHI,27.0,1,0,1,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,259,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1641869,Malachi Smith,Malachi,1610612751,BKN,26.0,5,1,4,0.2,2.2,0.5,0.5,0.4,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,4,0.5,350,383,151,420,295,230,147,203,5,36,183,303,247,321,1,258,1,73,1,266,265,286,119,1,2025-26,Regular Season,Scoring
Players,1631103,Malaki Branham,Malaki,1610612764,WAS,22.0,1,1,0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,383,1,1,452,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1642502,Malevy Leons,Malevy,1610612744,GSW,26.0,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,459,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1628370,Malik Monk,Malik,1610612758,SAC,28.0,13,7,6,0.538,2.4,0.474,0.526,0.174,0.0,0.391,0.087,0.435,0.435,0.174,1.0,0.0,1.0,0.0,1.0,0.0,5,19,0.263,234,204,225,184,262,262,143,316,132,126,123,57,24,296,1,258,1,73,1,266,180,128,322,1,2025-26,Regular Season,Scoring
Players,1631204,Marcus Sasser,Marcus,1610612765,DET,25.0,5,2,3,0.4,1.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,350,346,123,330,389,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,203935,Marcus Smart,Marcus,1610612747,LAL,32.0,23,18,5,0.783,2.5,0.526,0.474,0.385,0.077,0.346,0.077,0.269,0.077,0.308,0.4,0.6,1.0,0.0,0.625,0.375,8,19,0.421,117,27,183,42,250,228,178,224,90,144,131,166,220,231,206,119,1,73,183,169,124,128,211,1,2025-26,Regular Season,Scoring
Players,1631109,Mark Williams,Mark,1610612756,PHX,24.0,25,15,10,0.6,2.4,1.0,0.0,0.667,0.0,0.0,0.111,0.333,0.167,0.667,0.667,0.333,0.0,0.0,0.667,0.333,12,17,0.706,96,63,327,116,266,1,338,82,132,247,104,103,128,67,101,215,242,73,161,176,80,144,43,1,2025-26,Regular Season,Scoring
Players,1628963,Marvin Bagley III,Marvin,1610612742,DAL,27.0,16,6,10,0.375,1.5,0.889,0.111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.8,0.2,5,9,0.556,193,233,327,346,371,83,322,1,132,247,183,303,247,1,80,250,242,73,109,237,180,214,94,2,2025-26,Regular Season,Scoring
Players,203486,Mason Plumlee,Mason,1610612759,SAS,36.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,472,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1641824,Matas Buzelis,Matas,1610612741,CHI,21.0,32,16,16,0.5,3.2,0.447,0.553,0.333,0.0,0.438,0.167,0.229,0.042,0.333,0.625,0.375,1.0,0.0,0.8,0.2,15,38,0.395,29,49,437,213,129,273,133,244,132,102,61,194,237,211,121,209,1,73,109,237,56,47,234,1,2025-26,Regular Season,Scoring
Players,1629680,Matisse Thybulle,Matisse,1610612757,POR,29.0,5,2,3,0.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,350,346,123,330,327,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1631108,Max Christie,Max,1610612742,DAL,23.0,37,13,24,0.351,3.1,0.355,0.645,0.286,0.0,0.49,0.204,0.224,0.041,0.286,0.429,0.571,1.0,0.0,0.733,0.267,15,31,0.484,9,91,481,363,148,311,95,272,132,92,44,198,238,242,195,132,1,73,148,206,56,70,157,1,2025-26,Regular Season,Scoring
Players,1629622,Max Strus,Max,1610612739,CLE,30.0,6,6,0,1.0,2.7,0.2,0.8,0.182,0.0,0.818,0.0,0.0,0.0,0.182,0.0,1.0,1.0,0.0,0.75,0.25,4,5,0.8,334,233,1,1,214,357,43,312,132,17,183,303,247,292,285,1,1,73,125,209,206,268,35,1,2025-26,Regular Season,Scoring
Players,1628467,Maxi Kleber,Maxi,1610612747,LAL,34.0,5,3,2,0.6,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,350,308,86,116,451,1,338,1,132,247,183,303,247,1,1,258,242,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
