GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
Players,1629060,Rui Hachimura,Rui,1610612747,LAL,28.0,20,15,5,0.75,2.4,0.412,0.588,0.286,0.071,0.643,0.0,0.071,0.0,0.214,1.0,0.0,1.0,0.0,1.0,0.0,10,17,0.588,147,63,183,43,276,291,114,272,95,32,183,296,247,280,1,258,1,73,1,266,93,144,78,1,2025-26,Regular Season,Scoring
Players,201566,Russell Westbrook,Russell,1610612758,SAC,37.0,20,9,11,0.45,3.0,0.304,0.696,0.364,0.091,0.409,0.136,0.227,0.182,0.273,0.0,1.0,1.0,0.0,0.429,0.571,7,23,0.304,147,151,352,283,159,335,70,232,75,118,79,195,116,248,285,1,1,73,275,75,146,105,303,1,2025-26,Regular Season,Scoring
Players,1642346,Ryan Dunn,Ryan,1610612756,PHX,23.0,18,9,9,0.5,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,172,151,303,213,429,1,338,1,132,247,183,303,247,1,1,258,242,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,1641750,Ryan Kalkbrenner,Ryan,1610612766,CHA,24.0,14,6,8,0.429,1.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.333,0.0,0.0,0.667,0.333,3,4,0.75,217,233,279,306,385,1,338,1,132,247,183,303,247,1,101,215,242,73,161,176,231,286,37,1,2025-26,Regular Season,Scoring
Players,1642948,Ryan Nembhard,Ryan,1610612742,DAL,23.0,9,4,5,0.444,3.6,0.875,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,8,0.125,284,279,183,292,73,86,319,1,132,247,183,303,247,1,1,258,242,73,1,266,309,229,354,1,2025-26,Regular Season,Scoring
Players,1631157,Ryan Rollins,Ryan,1610612749,MIL,23.0,33,18,15,0.545,3.5,0.592,0.408,0.42,0.074,0.407,0.049,0.173,0.148,0.346,0.235,0.765,0.455,0.545,0.321,0.679,28,49,0.571,24,27,424,177,92,190,216,195,91,122,153,240,149,208,259,74,231,16,309,47,14,30,87,1,2025-26,Regular Season,Scoring
Players,1630180,Saddiq Bey,Saddiq,1610612740,NOP,26.0,36,11,25,0.306,3.6,0.622,0.378,0.462,0.026,0.231,0.128,0.307,0.167,0.436,0.611,0.389,1.0,0.0,0.708,0.292,24,45,0.533,13,115,482,383,82,178,228,176,131,191,89,136,128,156,126,207,1,73,156,200,23,37,104,1,2025-26,Regular Season,Scoring
Players,1630573,Sam Hauser,Sam,1610612738,BOS,28.0,22,11,11,0.5,2.6,0.143,0.857,0.286,0.0,0.429,0.0,0.285,0.0,0.286,0.0,1.0,1.0,0.0,0.5,0.5,2,7,0.286,128,115,352,213,228,368,37,272,132,104,183,147,247,242,285,1,1,73,227,94,265,240,310,1,2025-26,Regular Season,Scoring
Players,1630241,Sam Merrill,Sam,1610612739,CLE,29.0,24,15,9,0.625,3.1,0.111,0.889,0.138,0.0,0.621,0.0,0.241,0.0,0.138,1.0,0.0,1.0,0.0,1.0,0.0,8,18,0.444,105,63,303,100,149,372,33,323,132,35,183,186,247,308,1,258,1,73,1,266,124,139,180,1,2025-26,Regular Season,Scoring
Players,1630572,Sandro Mamukelashvili,Sandro,1610612761,TOR,26.0,16,9,7,0.563,1.7,0.429,0.571,0.5,0.0,0.375,0.0,0.125,0.375,0.5,1.0,0.0,1.0,0.0,1.0,0.0,3,7,0.429,193,151,251,161,355,282,120,151,132,129,183,271,34,119,1,258,1,73,1,266,231,240,198,1,2025-26,Regular Season,Scoring
Players,1630583,Santi Aldama,Santi,1610612763,MEM,25.0,23,9,14,0.391,2.4,0.455,0.545,0.333,0.0,0.5,0.167,0.167,0.0,0.333,1.0,0.0,1.0,0.0,1.0,0.0,4,11,0.364,117,151,411,340,267,270,134,244,132,73,61,242,247,211,1,258,1,73,1,266,206,196,256,1,2025-26,Regular Season,Scoring
Players,1630703,Scoot Henderson,Scoot,1610612757,POR,22.0,8,3,5,0.375,1.8,0.333,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,0.333,300,308,183,346,341,314,74,333,132,1,183,303,247,321,285,258,1,73,1,266,309,306,273,1,2025-26,Regular Season,Scoring
Players,1630567,Scottie Barnes,Scottie,1610612761,TOR,24.0,35,21,14,0.6,3.3,0.941,0.059,0.643,0.071,0.0,0.036,0.357,0.071,0.571,0.444,0.556,0.0,0.0,0.444,0.556,18,34,0.529,19,7,411,116,114,71,334,96,95,247,162,94,222,98,189,139,242,73,270,82,44,56,107,1,2025-26,Regular Season,Scoring
Players,1630590,Scotty Pippen Jr.,Scotty,1610612763,MEM,25.0,1,0,1,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,0.667,442,438,36,438,46,1,338,1,132,247,8,303,14,1,285,1,242,73,334,1,265,306,48,1,2025-26,Regular Season,Scoring
Players,203552,Seth Curry,Seth,1610612744,GSW,35.0,3,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,390,438,123,438,416,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1631101,Shaedon Sharpe,Shaedon,1610612757,POR,22.0,28,13,15,0.464,2.7,0.793,0.207,0.468,0.043,0.128,0.149,0.404,0.17,0.426,0.545,0.455,0.5,0.5,0.538,0.462,13,29,0.448,61,91,424,275,225,103,302,172,123,231,72,68,126,163,137,194,221,18,223,132,73,75,174,1,2025-26,Regular Season,Scoring
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,27.0,27,20,7,0.741,4.6,0.634,0.366,0.446,0.183,0.223,0.034,0.331,0.16,0.263,0.179,0.821,0.077,0.923,0.154,0.846,52,101,0.515,72,10,251,51,18,168,238,180,24,199,164,121,137,255,269,64,241,6,330,24,1,1,117,1,2025-26,Regular Season,Scoring
Players,1630536,Sharife Cooper,Sharife,1610612764,WAS,24.0,5,4,1,0.8,1.7,0.6,0.4,0.75,0.0,0.0,0.0,0.25,0.375,0.75,0.333,0.667,0.0,0.0,0.333,0.667,3,5,0.6,350,279,36,39,350,183,218,59,132,247,183,172,34,51,228,97,242,73,302,48,231,268,68,1,2025-26,Regular Season,Scoring
Players,1631321,Sidy Cissoko,Sidy,1610612757,POR,22.0,16,10,6,0.625,1.8,0.5,0.5,0.4,0.0,0.0,0.4,0.6,0.4,0.4,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,193,132,225,100,348,230,147,203,132,247,16,27,29,168,1,258,242,73,1,266,309,330,119,1,2025-26,Regular Season,Scoring
Players,1631323,Simone Fontecchio,Simone,1610612748,MIA,30.0,5,2,3,0.4,1.1,0.5,0.5,0.4,0.0,0.6,0.0,0.0,0.4,0.4,1.0,0.0,1.0,0.0,1.0,0.0,2,2,1.0,350,346,123,330,408,230,147,203,132,36,183,303,29,168,1,258,1,73,1,266,265,330,1,1,2025-26,Regular Season,Scoring
Players,1642883,Sion James,Sion,1610612766,CHA,23.0,27,9,18,0.333,2.3,0.2,0.8,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,5,0.2,72,151,462,365,279,357,43,151,132,247,183,34,247,119,285,1,242,73,334,1,309,268,345,1,2025-26,Regular Season,Scoring
Players,1627746,Skal Labissiere,Skal,1610612764,WAS,30.0,1,1,0,1.0,5.0,0.667,0.333,0.571,0.0,0.429,0.0,0.0,0.0,0.571,1.0,0.0,1.0,0.0,1.0,0.0,3,3,1.0,442,383,1,1,9,141,248,116,132,104,183,303,247,98,1,258,1,73,1,266,231,306,1,1,2025-26,Regular Season,Scoring
Players,1642461,Spencer Jones,Spencer,1610612743,DEN,24.0,20,10,10,0.5,2.8,0.167,0.833,0.182,0.0,0.545,0.0,0.273,0.0,0.182,0.0,1.0,1.0,0.0,0.667,0.333,3,6,0.5,147,132,327,213,208,365,39,312,132,58,183,157,247,292,285,1,1,73,161,176,231,252,119,1,2025-26,Regular Season,Scoring
Players,201939,Stephen Curry,Stephen,1610612744,GSW,38.0,16,6,10,0.375,3.5,0.423,0.577,0.243,0.081,0.568,0.0,0.189,0.135,0.162,0.444,0.556,0.786,0.214,0.652,0.348,23,52,0.442,193,233,327,346,89,287,119,299,82,53,183,226,165,301,189,139,194,53,181,175,28,25,186,1,2025-26,Regular Season,Scoring
Players,1642264,Stephon Castle,Stephon,1610612759,SAS,21.0,28,16,12,0.571,2.7,0.667,0.333,0.412,0.059,0.265,0.147,0.323,0.206,0.353,0.286,0.714,1.0,0.0,0.5,0.5,10,24,0.417,61,49,373,153,212,141,248,199,110,178,73,124,103,203,241,88,1,73,227,94,93,97,215,1,2025-26,Regular Season,Scoring
Players,203500,Steven Adams,Steven,1610612745,HOU,32.0,14,6,8,0.429,2.9,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.5,0.5,0.0,0.0,0.5,0.5,2,8,0.25,217,233,279,306,183,1,338,49,132,247,183,208,247,41,141,147,242,73,227,94,265,229,323,1,2025-26,Regular Season,Scoring
Players,1629004,Svi Mykhailiuk,Svi,1610612762,UTA,28.0,13,5,8,0.385,3.0,0.5,0.5,0.571,0.286,0.429,0.0,0.0,0.0,0.286,0.5,0.5,1.0,0.0,0.667,0.333,3,8,0.375,234,256,279,343,171,230,147,116,12,104,183,303,247,242,141,147,1,73,161,176,231,229,245,1,2025-26,Regular Season,Scoring
Players,204456,T.J. McConnell,T.J.,1610612754,IND,34.0,5,3,2,0.6,2.8,0.889,0.111,1.0,0.333,0.0,0.0,0.0,0.333,0.667,0.0,1.0,0.0,0.0,0.0,1.0,3,9,0.333,350,308,86,116,187,83,322,1,8,247,183,303,42,67,285,1,242,73,334,1,231,214,273,1,2025-26,Regular Season,Scoring
Players,1643007,Taelon Peter,Taelon,1610612754,IND,24.0,5,1,4,0.2,2.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,350,383,151,420,261,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,306,356,1,2025-26,Regular Season,Scoring
Players,1631106,Tari Eason,Tari,1610612745,HOU,24.0,24,11,13,0.458,2.9,0.688,0.313,0.5,0.1,0.45,0.0,0.05,0.25,0.4,0.4,0.6,1.0,0.0,0.625,0.375,8,16,0.5,105,115,397,279,186,137,268,151,65,98,183,300,74,168,206,119,1,73,183,169,124,155,119,1,2025-26,Regular Season,Scoring
Players,1627752,Taurean Prince,Taurean,1610612749,MIL,32.0,3,1,2,0.333,2.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,390,383,86,365,245,230,147,333,132,247,183,303,247,321,285,258,242,73,334,266,356,330,356,1,2025-26,Regular Season,Scoring
Players,1641707,Taylor Hendricks,Taylor,1610612763,MEM,22.0,11,4,7,0.364,1.3,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,6,0.333,265,279,251,353,390,141,248,1,132,247,183,303,14,1,1,258,242,73,1,266,265,252,273,2,2025-26,Regular Season,Scoring
Players,1629611,Terance Mann,Terance,1610612751,BKN,29.0,20,5,15,0.25,2.3,0.667,0.333,0.429,0.0,0.214,0.0,0.357,0.0,0.429,0.667,0.333,1.0,0.0,0.75,0.25,4,9,0.444,147,256,424,402,280,141,248,190,132,204,183,94,247,158,101,215,1,73,125,209,206,214,180,1,2025-26,Regular Season,Scoring
Players,1630545,Terrence Shannon Jr.,Terrence,1610612750,MIN,25.0,4,4,0,1.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,371,279,1,1,342,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,330,356,1,2025-26,Regular Season,Scoring
Players,1628418,Thomas Bryant,Thomas,1610612739,CLE,28.0,4,2,2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,371,346,86,213,464,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1642275,Tidjane Salaün,Tidjane,1610612766,CHA,20.0,8,1,7,0.125,0.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,300,383,251,437,432,377,1,333,132,247,183,1,1,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,203501,Tim Hardaway Jr.,Tim,1610612743,DEN,34.0,36,19,17,0.528,3.6,0.385,0.615,0.353,0.059,0.529,0.147,0.118,0.0,0.294,1.0,0.0,1.0,0.0,1.0,0.0,12,26,0.462,13,15,452,198,79,299,104,239,110,68,73,278,247,240,1,258,1,73,1,266,80,88,168,1,2025-26,Regular Season,Scoring
Players,202699,Tobias Harris,Tobias,1610612765,DET,33.0,27,18,9,0.667,3.7,0.617,0.383,0.545,0.145,0.327,0.073,0.128,0.073,0.4,0.4,0.6,1.0,0.0,0.571,0.429,21,47,0.447,72,27,303,72,66,179,227,130,44,152,134,270,221,168,206,119,1,73,208,142,32,34,179,1,2025-26,Regular Season,Scoring
Players,1642449,Tolu Smith,Tolu,1610612765,DET,25.0,2,0,2,0.0,2.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,412,438,86,438,310,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1628396,Tony Bradley,Tony,1610612737,ATL,28.0,6,3,3,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,334,308,123,213,420,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1641739,Toumani Camara,Toumani,1610612757,POR,25.0,41,20,21,0.488,3.1,0.44,0.56,0.37,0.0,0.333,0.0,0.297,0.222,0.37,0.6,0.4,1.0,0.0,0.75,0.25,8,25,0.32,2,10,475,256,147,276,129,230,132,146,183,139,88,193,127,202,1,73,125,209,124,91,294,1,2025-26,Regular Season,Scoring
Players,1629027,Trae Young,Trae,1610612764,WAS,27.0,5,1,4,0.2,4.3,0.556,0.444,0.286,0.143,0.0,0.0,0.714,0.143,0.143,1.0,0.0,0.0,0.0,1.0,0.0,2,9,0.222,350,383,151,420,29,208,194,272,46,247,183,24,153,305,1,258,242,73,1,266,265,214,340,1,2025-26,Regular Season,Scoring
Players,1631218,Trayce Jackson-Davis,Trayce,1610612761,TOR,26.0,4,1,3,0.25,0.5,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,371,383,123,402,448,1,338,82,132,247,183,103,247,67,1,258,242,73,1,266,309,362,1,2,2025-26,Regular Season,Scoring
Players,1642848,Tre Johnson,Tre,1610612764,WAS,20.0,11,4,7,0.364,3.0,0.556,0.444,0.667,0.667,0.0,0.0,0.333,0.333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,9,0.111,265,279,251,353,160,208,194,82,3,247,183,103,42,321,285,1,242,73,334,1,309,214,355,1,2025-26,Regular Season,Scoring
Players,1630200,Tre Jones,Tre,1610612741,CHI,26.0,31,16,15,0.516,3.6,0.879,0.121,0.677,0.032,0.0,0.161,0.323,0.129,0.645,0.429,0.571,0.0,0.0,0.429,0.571,21,33,0.636,36,49,424,210,75,85,321,81,129,247,68,126,172,82,195,132,242,73,275,75,32,60,62,1,2025-26,Regular Season,Scoring
Players,1630544,Tre Mann,Tre,1610612766,CHA,25.0,4,0,4,0.0,3.1,0.714,0.286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,7,0.286,371,438,151,438,152,125,280,1,132,247,183,303,247,1,285,1,242,73,334,1,265,240,310,1,2025-26,Regular Season,Scoring
Players,1630570,Trendon Watford,Trendon,1610612755,PHI,25.0,6,6,0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,334,233,1,1,256,377,338,333,132,247,1,1,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630286,Trevon Scott,Trevon,1610612751,BKN,29.0,1,1,0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,383,1,1,238,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1641725,Trey Alexander,Trey,1610612740,NOP,22.0,1,0,1,0.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,442,438,36,438,342,1,338,1,1,247,183,303,247,321,1,258,242,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,1641998,Trey Jemison III,Trey,1610612752,NYK,26.0,2,2,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,346,1,1,463,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630530,Trey Murphy III,Trey,1610612740,NOP,25.0,37,11,26,0.297,3.9,0.435,0.565,0.313,0.063,0.375,0.078,0.312,0.156,0.25,0.4,0.6,0.75,0.25,0.556,0.444,18,46,0.391,9,115,484,384,56,280,126,265,104,129,130,132,141,261,206,119,195,44,215,137,44,35,238,1,2025-26,Regular Season,Scoring
Players,1641774,Tristan Vukcevic,Tristan,1610612764,WAS,23.0,3,1,2,0.333,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,390,383,86,365,320,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1641783,Tristan da Silva,Tristan,1610612753,ORL,24.0,26,15,11,0.577,3.5,0.381,0.619,0.364,0.0,0.455,0.061,0.181,0.121,0.364,0.833,0.167,1.0,0.0,0.909,0.091,11,21,0.524,89,63,352,150,97,303,101,232,132,96,145,232,178,195,77,254,1,73,92,264,85,116,111,1,2025-26,Regular Season,Scoring
Players,1629660,Ty Jerome,Ty,1610612763,MEM,28.0,2,0,2,0.0,1.3,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,412,438,86,438,386,141,248,1,132,247,183,303,247,1,285,1,242,73,334,1,309,306,273,1,2025-26,Regular Season,Scoring
Players,1631174,Tyler Burton,Tyler,1610612763,MEM,26.0,3,2,1,0.667,1.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,390,346,36,72,400,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1629639,Tyler Herro,Tyler,1610612748,MIA,26.0,14,6,8,0.429,2.7,0.563,0.438,0.333,0.167,0.5,0.333,0.167,0.208,0.167,0.75,0.25,0.75,0.25,0.75,0.25,8,16,0.5,217,233,279,306,221,204,200,244,31,73,21,242,100,298,86,239,195,44,125,209,124,155,119,1,2025-26,Regular Season,Scoring
Players,1642278,Tyler Kolek,Tyler,1610612752,NYK,25.0,7,4,3,0.571,2.1,0.5,0.5,0.4,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,4,0.5,309,279,123,153,308,230,147,203,5,36,183,303,247,321,1,258,1,73,1,266,265,286,119,1,2025-26,Regular Season,Scoring
Players,1631213,Tyrese Martin,Tyrese,1610612755,PHI,27.0,7,2,5,0.286,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,309,346,183,385,415,377,1,333,132,1,183,303,247,321,285,258,1,73,1,266,309,330,119,2,2025-26,Regular Season,Scoring
Players,1630178,Tyrese Maxey,Tyrese,1610612755,PHI,25.0,35,19,16,0.543,4.5,0.697,0.303,0.528,0.097,0.167,0.125,0.305,0.222,0.431,0.342,0.658,0.625,0.375,0.391,0.609,46,99,0.465,19,15,437,183,20,134,271,139,70,220,90,137,88,157,227,106,219,28,290,66,4,2,167,1,2025-26,Regular Season,Scoring
Players,1642878,Tyrese Proctor,Tyrese,1610612739,CLE,22.0,3,1,2,0.333,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,390,383,86,365,439,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1630623,Tyson Etienne,Tyson,1610612751,BKN,26.0,2,0,2,0.0,2.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,412,438,86,438,263,377,1,333,132,1,183,303,247,321,285,258,1,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,1626145,Tyus Jones,Tyus,1610612743,DEN,29.0,10,5,5,0.5,1.7,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,278,256,183,213,359,230,147,333,132,247,183,303,247,321,285,258,242,73,334,266,356,330,356,2,2025-26,Regular Season,Scoring
Players,1642845,VJ Edgecombe,VJ,1610612755,PHI,20.0,37,22,15,0.595,4.1,0.522,0.478,0.411,0.11,0.493,0.055,0.096,0.164,0.301,0.4,0.6,0.833,0.167,0.593,0.407,27,46,0.587,9,6,424,134,40,229,177,200,61,91,148,281,135,234,206,119,183,60,206,150,18,35,80,1,2025-26,Regular Season,Scoring
Players,1641705,Victor Wembanyama,Victor,1610612759,SAS,22.0,25,15,10,0.6,3.2,0.654,0.346,0.416,0.156,0.273,0.104,0.311,0.052,0.26,0.5,0.5,0.857,0.143,0.609,0.391,23,52,0.442,96,63,327,116,136,159,247,198,35,169,110,133,236,258,141,147,179,65,191,165,28,25,186,1,2025-26,Regular Season,Scoring
Players,1631246,Vince Williams Jr.,Vince,1610612762,UTA,25.0,10,6,4,0.6,3.2,0.125,0.875,0.133,0.133,0.6,0.0,0.267,0.067,0.0,0.0,1.0,1.0,0.0,0.75,0.25,4,8,0.5,278,233,151,116,143,370,35,324,53,36,183,167,227,321,285,1,1,73,125,209,206,229,119,1,2025-26,Regular Season,Scoring
Players,1630249,Vít Krejčí,Vít,1610612757,POR,25.0,16,7,9,0.438,2.5,0.4,0.6,0.25,0.25,0.75,0.0,0.0,0.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3,5,0.6,193,204,303,301,244,293,109,291,14,20,183,303,34,321,1,258,1,73,1,266,231,268,68,2,2025-26,Regular Season,Scoring
Players,1631117,Walker Kessler,Walker,1610612762,UTA,24.0,3,1,2,0.333,4.3,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,390,383,86,365,27,1,338,151,132,247,183,34,247,119,285,1,242,73,334,1,309,330,119,1,2025-26,Regular Season,Scoring
Players,1642383,Walter Clayton Jr.,Walter,1610612763,MEM,23.0,16,9,7,0.563,2.8,0.357,0.643,0.143,0.0,0.857,0.0,0.0,0.143,0.143,1.0,0.0,0.75,0.25,0.8,0.2,5,14,0.357,193,151,251,161,205,310,96,322,132,15,183,303,153,305,1,258,195,44,109,237,180,172,264,2,2025-26,Regular Season,Scoring
Players,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,26.0,39,25,14,0.641,4.2,0.727,0.273,0.529,0.059,0.044,0.029,0.427,0.088,0.471,0.5,0.5,1.0,0.0,0.526,0.474,19,33,0.576,6,2,411,97,36,120,286,137,110,245,175,61,212,135,141,147,1,73,225,131,39,60,85,1,2025-26,Regular Season,Scoring
Players,1631111,Wendell Moore Jr.,Wendell,1610612765,DET,24.0,1,1,0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,383,1,1,437,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1642954,Will Richard,Will,1610612744,GSW,23.0,16,9,7,0.563,2.4,0.2,0.8,0.333,0.0,0.5,0.0,0.167,0.5,0.333,1.0,0.0,1.0,0.0,1.0,0.0,2,5,0.4,193,151,251,161,277,357,43,244,132,73,183,242,14,211,1,258,1,73,1,266,265,268,226,1,2025-26,Regular Season,Scoring
Players,1642860,Will Riley,Will,1610612764,WAS,20.0,9,2,7,0.222,2.2,0.5,0.5,0.2,0.2,0.6,0.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.667,0.333,3,4,0.75,284,346,251,415,300,230,147,307,19,36,183,208,247,321,285,1,1,73,161,176,231,286,37,1,2025-26,Regular Season,Scoring
Players,1630214,Xavier Tillman,Xavier,1610612766,CHA,27.0,3,2,1,0.667,1.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,390,346,36,72,405,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1642949,Yanic Konan Niederhäuser,Yanic Konan,1610612746,LAC,23.0,2,1,1,0.5,2.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,412,383,36,213,233,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
