CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS,SEASON,SEASON_TYPE,DEFENSE_CATEGORY
1631096,Chet Holmgren,1610612760,OKC,C-F,23.0,66,66,0.688,288,635,0.454,0.557,-0.103,2025-26,Regular Season,2 Pointers
1630700,Dyson Daniels,1610612737,ATL,G,23.0,73,73,0.619,339,634,0.535,0.546,-0.012,2025-26,Regular Season,2 Pointers
1630643,Jay Huff,1610612754,IND,C,28.0,76,76,0.716,335,632,0.53,0.567,-0.037,2025-26,Regular Season,2 Pointers
1629674,Neemias Queta,1610612738,BOS,C,26.0,71,71,0.667,302,630,0.479,0.559,-0.079,2025-26,Regular Season,2 Pointers
1626157,Karl-Anthony Towns,1610612752,NYK,C-F,30.0,71,71,0.652,326,629,0.518,0.559,-0.041,2025-26,Regular Season,2 Pointers
1628401,Derrick White,1610612738,BOS,G,31.0,73,73,0.594,313,628,0.498,0.543,-0.045,2025-26,Regular Season,2 Pointers
1642259,Alex Sarr,1610612764,WAS,C,20.0,48,48,0.732,336,627,0.536,0.562,-0.026,2025-26,Regular Season,2 Pointers
1631217,Moussa Diabaté,1610612766,CHA,F,24.0,69,69,0.67,343,627,0.547,0.558,-0.011,2025-26,Regular Season,2 Pointers
1642263,Reed Sheppard,1610612745,HOU,G,21.0,77,77,0.651,332,615,0.54,0.538,0.001,2025-26,Regular Season,2 Pointers
1631095,Jabari Smith Jr.,1610612745,HOU,F,22.0,73,73,0.64,312,615,0.507,0.549,-0.042,2025-26,Regular Season,2 Pointers
1642843,Cooper Flagg,1610612742,DAL,F,19.0,65,65,0.628,327,613,0.533,0.551,-0.018,2025-26,Regular Season,2 Pointers
1629638,Nickeil Alexander-Walker,1610612737,ATL,G,27.0,75,75,0.647,348,606,0.574,0.539,0.035,2025-26,Regular Season,2 Pointers
1642276,Kel'el Ware,1610612748,MIA,C,21.0,72,72,0.704,330,604,0.546,0.574,-0.028,2025-26,Regular Season,2 Pointers
1629651,Nic Claxton,1610612751,BKN,C,26.0,69,69,0.697,313,603,0.519,0.558,-0.039,2025-26,Regular Season,2 Pointers
1628969,Mikal Bridges,1610612752,NYK,G-F,29.0,77,77,0.647,306,582,0.526,0.546,-0.02,2025-26,Regular Season,2 Pointers
1630552,Jalen Johnson,1610612737,ATL,F,24.0,69,69,0.655,331,582,0.569,0.557,0.011,2025-26,Regular Season,2 Pointers
1631094,Paolo Banchero,1610612753,ORL,F,23.0,67,67,0.627,322,581,0.554,0.554,0.0,2025-26,Regular Season,2 Pointers
1627750,Jamal Murray,1610612743,DEN,G,29.0,72,72,0.571,338,578,0.585,0.542,0.043,2025-26,Regular Season,2 Pointers
1641730,Noah Clowney,1610612751,BKN,F-C,21.0,65,65,0.661,340,576,0.59,0.552,0.038,2025-26,Regular Season,2 Pointers
203944,Julius Randle,1610612750,MIN,F-C,31.0,77,77,0.641,307,572,0.537,0.558,-0.021,2025-26,Regular Season,2 Pointers
1631222,Jake LaRavia,1610612747,LAL,F,24.0,77,77,0.657,314,571,0.55,0.547,0.003,2025-26,Regular Season,2 Pointers
1641750,Ryan Kalkbrenner,1610612766,CHA,C,24.0,65,65,0.71,298,570,0.523,0.561,-0.038,2025-26,Regular Season,2 Pointers
201572,Brook Lopez,1610612746,LAC,C,38.0,70,70,0.72,273,558,0.489,0.567,-0.078,2025-26,Regular Season,2 Pointers
1631108,Max Christie,1610612742,DAL,G,23.0,72,72,0.655,304,557,0.546,0.544,0.002,2025-26,Regular Season,2 Pointers
1631109,Mark Williams,1610612756,PHX,C,24.0,57,57,0.692,335,556,0.603,0.564,0.039,2025-26,Regular Season,2 Pointers
1631157,Ryan Rollins,1610612749,MIL,G,23.0,72,72,0.581,292,551,0.53,0.538,-0.008,2025-26,Regular Season,2 Pointers
1631221,Collin Gillespie,1610612756,PHX,G,26.0,76,76,0.645,318,550,0.578,0.545,0.034,2025-26,Regular Season,2 Pointers
1631105,Jalen Duren,1610612765,DET,C,22.0,66,66,0.643,274,549,0.499,0.564,-0.064,2025-26,Regular Season,2 Pointers
1627783,Pascal Siakam,1610612754,IND,F,32.0,62,62,0.636,311,548,0.568,0.558,0.009,2025-26,Regular Season,2 Pointers
1642345,Oso Ighodaro,1610612756,PHX,F,23.0,77,77,0.7,277,546,0.507,0.553,-0.045,2025-26,Regular Season,2 Pointers
1642845,VJ Edgecombe,1610612755,PHI,G,20.0,69,69,0.618,302,545,0.554,0.544,0.01,2025-26,Regular Season,2 Pointers
1630530,Trey Murphy III,1610612740,NOP,F,25.0,66,66,0.59,327,542,0.603,0.556,0.047,2025-26,Regular Season,2 Pointers
1642271,Kyle Filipowski,1610612762,UTA,C,22.0,74,72,0.609,326,542,0.601,0.561,0.04,2025-26,Regular Season,2 Pointers
1628978,Donte DiVincenzo,1610612750,MIN,G,29.0,77,77,0.645,287,540,0.531,0.542,-0.011,2025-26,Regular Season,2 Pointers
1627826,Ivica Zubac,1610612754,IND,C,29.0,48,48,0.729,262,537,0.488,0.568,-0.08,2025-26,Regular Season,2 Pointers
1631170,Jaime Jaquez Jr.,1610612748,MIA,G,25.0,70,69,0.608,282,533,0.529,0.544,-0.015,2025-26,Regular Season,2 Pointers
1628404,Josh Hart,1610612752,NYK,G,31.0,63,63,0.6,311,533,0.583,0.553,0.031,2025-26,Regular Season,2 Pointers
1630572,Sandro Mamukelashvili,1610612761,TOR,F-C,26.0,74,74,0.669,279,528,0.528,0.547,-0.019,2025-26,Regular Season,2 Pointers
203110,Draymond Green,1610612744,GSW,F,36.0,64,64,0.653,271,526,0.515,0.563,-0.048,2025-26,Regular Season,2 Pointers
1629023,P.J. Washington,1610612742,DAL,F,27.0,55,54,0.649,281,522,0.538,0.555,-0.016,2025-26,Regular Season,2 Pointers
201935,James Harden,1610612739,CLE,G,36.0,67,67,0.616,282,515,0.548,0.548,0.0,2025-26,Regular Season,2 Pointers
1626220,Royce O'Neale,1610612756,PHX,F,32.0,74,73,0.639,286,514,0.556,0.556,0.0,2025-26,Regular Season,2 Pointers
1641710,Anthony Black,1610612753,ORL,G,22.0,59,59,0.652,284,513,0.554,0.54,0.013,2025-26,Regular Season,2 Pointers
1642847,Jeremiah Fears,1610612740,NOP,G,19.0,78,77,0.579,296,512,0.578,0.546,0.032,2025-26,Regular Season,2 Pointers
203468,CJ McCollum,1610612737,ATL,G,34.0,73,73,0.574,280,510,0.549,0.542,0.007,2025-26,Regular Season,2 Pointers
203952,Andrew Wiggins,1610612748,MIA,F,31.0,63,63,0.575,270,507,0.533,0.549,-0.016,2025-26,Regular Season,2 Pointers
201142,Kevin Durant,1610612745,HOU,F,37.0,74,74,0.573,235,504,0.466,0.552,-0.086,2025-26,Regular Season,2 Pointers
1630166,Deni Avdija,1610612757,POR,F,25.0,62,61,0.69,262,504,0.52,0.546,-0.026,2025-26,Regular Season,2 Pointers
1630577,Julian Champagnie,1610612759,SAS,F,24.0,77,76,0.649,270,503,0.537,0.539,-0.002,2025-26,Regular Season,2 Pointers
1628970,Miles Bridges,1610612766,CHA,F,28.0,73,72,0.589,272,500,0.544,0.549,-0.005,2025-26,Regular Season,2 Pointers
1629675,Naz Reid,1610612750,MIN,C-F,26.0,74,73,0.656,256,497,0.515,0.559,-0.044,2025-26,Regular Season,2 Pointers
1630595,Cade Cunningham,1610612765,DET,G,24.0,61,60,0.585,256,497,0.515,0.543,-0.028,2025-26,Regular Season,2 Pointers
1631260,AJ Green,1610612749,MIL,G,26.0,73,73,0.574,278,497,0.559,0.542,0.017,2025-26,Regular Season,2 Pointers
1630173,Precious Achiuwa,1610612758,SAC,F,26.0,68,68,0.64,272,492,0.553,0.56,-0.007,2025-26,Regular Season,2 Pointers
1641717,Cason Wallace,1610612760,OKC,G,22.0,74,74,0.559,248,490,0.506,0.54,-0.034,2025-26,Regular Season,2 Pointers
1631230,Dominick Barlow,1610612755,PHI,F,22.0,65,65,0.648,251,487,0.515,0.55,-0.035,2025-26,Regular Season,2 Pointers
1628973,Jalen Brunson,1610612752,NYK,G,29.0,69,69,0.544,290,487,0.595,0.545,0.051,2025-26,Regular Season,2 Pointers
1628386,Jarrett Allen,1610612739,CLE,C,27.0,54,54,0.701,250,483,0.518,0.571,-0.053,2025-26,Regular Season,2 Pointers
1641764,Brandin Podziemski,1610612744,GSW,G,23.0,77,77,0.662,265,483,0.549,0.553,-0.004,2025-26,Regular Season,2 Pointers
1629655,Daniel Gafford,1610612742,DAL,F-C,27.0,54,54,0.698,260,478,0.544,0.565,-0.021,2025-26,Regular Season,2 Pointers
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,27.0,65,65,0.607,233,477,0.488,0.545,-0.056,2025-26,Regular Season,2 Pointers
1630559,Austin Reaves,1610612747,LAL,G,27.0,51,51,0.677,269,475,0.566,0.545,0.021,2025-26,Regular Season,2 Pointers
1630230,Naji Marshall,1610612742,DAL,F,28.0,72,72,0.611,278,474,0.586,0.552,0.034,2025-26,Regular Season,2 Pointers
1630217,Desmond Bane,1610612753,ORL,G,27.0,77,77,0.573,258,469,0.55,0.546,0.004,2025-26,Regular Season,2 Pointers
1642264,Stephon Castle,1610612759,SAS,G,21.0,65,65,0.645,226,469,0.482,0.544,-0.063,2025-26,Regular Season,2 Pointers
1641708,Amen Thompson,1610612745,HOU,G-F,23.0,75,75,0.626,240,467,0.514,0.546,-0.032,2025-26,Regular Season,2 Pointers
1628384,OG Anunoby,1610612752,NYK,F-G,28.0,63,63,0.574,250,465,0.538,0.547,-0.009,2025-26,Regular Season,2 Pointers
1642366,Quinten Post,1610612744,GSW,C,26.0,67,67,0.687,245,464,0.528,0.556,-0.028,2025-26,Regular Season,2 Pointers
1629111,Jock Landale,1610612737,ATL,C,30.0,68,68,0.723,257,464,0.554,0.564,-0.011,2025-26,Regular Season,2 Pointers
1630178,Tyrese Maxey,1610612755,PHI,G,25.0,65,65,0.558,252,462,0.545,0.542,0.003,2025-26,Regular Season,2 Pointers
1641706,Brandon Miller,1610612766,CHA,F,23.0,61,61,0.623,236,460,0.513,0.545,-0.032,2025-26,Regular Season,2 Pointers
1642883,Sion James,1610612766,CHA,G,23.0,78,77,0.649,228,459,0.497,0.547,-0.05,2025-26,Regular Season,2 Pointers
201942,DeMar DeRozan,1610612758,SAC,G-F,36.0,76,76,0.642,266,458,0.581,0.557,0.024,2025-26,Regular Season,2 Pointers
1630193,Immanuel Quickley,1610612761,TOR,G,26.0,67,67,0.62,237,455,0.521,0.539,-0.018,2025-26,Regular Season,2 Pointers
1629130,Duncan Robinson,1610612765,DET,F,31.0,73,73,0.628,224,453,0.494,0.537,-0.042,2025-26,Regular Season,2 Pointers
1631212,Peyton Watson,1610612743,DEN,G,23.0,54,53,0.642,245,452,0.542,0.542,0.0,2025-26,Regular Season,2 Pointers
1628971,Bruce Brown,1610612743,DEN,G-F,29.0,77,77,0.586,249,451,0.552,0.544,0.008,2025-26,Regular Season,2 Pointers
1627739,Kris Dunn,1610612746,LAC,G,32.0,77,77,0.552,236,448,0.527,0.545,-0.018,2025-26,Regular Season,2 Pointers
1642273,Kyshawn George,1610612764,WAS,F,22.0,48,48,0.589,236,445,0.53,0.552,-0.021,2025-26,Regular Season,2 Pointers
1630202,Payton Pritchard,1610612738,BOS,G,28.0,75,75,0.583,233,439,0.531,0.54,-0.009,2025-26,Regular Season,2 Pointers
1631119,Jaylin Williams,1610612760,OKC,F,23.0,62,62,0.653,218,437,0.499,0.557,-0.059,2025-26,Regular Season,2 Pointers
1642363,Nique Clifford,1610612758,SAC,G,24.0,71,70,0.618,247,434,0.569,0.543,0.026,2025-26,Regular Season,2 Pointers
1630581,Josh Giddey,1610612741,CHI,G,23.0,53,53,0.591,249,433,0.575,0.548,0.027,2025-26,Regular Season,2 Pointers
1626171,Bobby Portis,1610612749,MIL,F,31.0,67,67,0.618,270,432,0.625,0.561,0.064,2025-26,Regular Season,2 Pointers
1642377,Jaylen Wells,1610612763,MEM,F,22.0,69,69,0.593,249,432,0.576,0.547,0.029,2025-26,Regular Season,2 Pointers
1629614,Andrew Nembhard,1610612754,IND,G-F,26.0,57,57,0.664,254,427,0.595,0.544,0.051,2025-26,Regular Season,2 Pointers
1627742,Brandon Ingram,1610612761,TOR,F,28.0,71,71,0.566,231,426,0.542,0.548,-0.006,2025-26,Regular Season,2 Pointers
203954,Joel Embiid,1610612755,PHI,C-F,32.0,37,37,0.702,213,426,0.5,0.555,-0.055,2025-26,Regular Season,2 Pointers
1642274,Yves Missi,1610612740,NOP,C,21.0,65,64,0.62,207,425,0.487,0.558,-0.071,2025-26,Regular Season,2 Pointers
1628991,Jaren Jackson Jr.,1610612762,UTA,F-C,26.0,48,48,0.593,209,425,0.492,0.556,-0.064,2025-26,Regular Season,2 Pointers
1642267,Bub Carrington,1610612764,WAS,G,20.0,76,76,0.624,252,423,0.596,0.543,0.052,2025-26,Regular Season,2 Pointers
1641783,Tristan da Silva,1610612753,ORL,F,24.0,72,71,0.609,238,423,0.563,0.545,0.018,2025-26,Regular Season,2 Pointers
1642281,Jaylon Tyson,1610612739,CLE,G-F,23.0,64,64,0.594,207,419,0.494,0.538,-0.044,2025-26,Regular Season,2 Pointers
1630573,Sam Hauser,1610612738,BOS,F,28.0,74,74,0.582,218,418,0.522,0.543,-0.021,2025-26,Regular Season,2 Pointers
1641716,Jarace Walker,1610612754,IND,F,22.0,73,71,0.661,241,417,0.578,0.546,0.032,2025-26,Regular Season,2 Pointers
1630558,Davion Mitchell,1610612748,MIA,G,27.0,66,66,0.564,239,415,0.576,0.536,0.04,2025-26,Regular Season,2 Pointers
1628368,De'Aaron Fox,1610612759,SAS,G,28.0,67,67,0.55,227,415,0.547,0.543,0.004,2025-26,Regular Season,2 Pointers
1629656,Quentin Grimes,1610612755,PHI,G,25.0,69,69,0.603,221,414,0.534,0.542,-0.008,2025-26,Regular Season,2 Pointers
1626164,Devin Booker,1610612756,PHX,G,29.0,61,61,0.603,218,410,0.532,0.55,-0.018,2025-26,Regular Season,2 Pointers
1630611,Gui Santos,1610612744,GSW,F,23.0,62,61,0.664,228,403,0.566,0.548,0.018,2025-26,Regular Season,2 Pointers
1630162,Anthony Edwards,1610612750,MIN,G,24.0,60,60,0.581,218,401,0.544,0.549,-0.005,2025-26,Regular Season,2 Pointers
1641718,Keyonte George,1610612762,UTA,G,22.0,53,53,0.591,261,400,0.653,0.548,0.104,2025-26,Regular Season,2 Pointers
1641796,Pelle Larsson,1610612748,MIA,G,25.0,65,65,0.603,212,399,0.531,0.541,-0.01,2025-26,Regular Season,2 Pointers
1630541,Moses Moody,1610612744,GSW,G,23.0,60,59,0.635,207,396,0.523,0.544,-0.021,2025-26,Regular Season,2 Pointers
1630191,Isaiah Stewart,1610612765,DET,F-C,24.0,55,54,0.633,185,395,0.468,0.549,-0.081,2025-26,Regular Season,2 Pointers
1628381,John Collins,1610612746,LAC,F-C,28.0,64,64,0.552,210,395,0.532,0.556,-0.024,2025-26,Regular Season,2 Pointers
1630170,Devin Vassell,1610612759,SAS,G-F,25.0,62,61,0.682,203,394,0.515,0.545,-0.03,2025-26,Regular Season,2 Pointers
203083,Andre Drummond,1610612755,PHI,C,32.0,57,57,0.698,225,393,0.573,0.568,0.004,2025-26,Regular Season,2 Pointers
1628398,Kyle Kuzma,1610612749,MIL,F,30.0,67,66,0.623,189,392,0.482,0.55,-0.068,2025-26,Regular Season,2 Pointers
1630551,Justin Champagnie,1610612764,WAS,G-F,24.0,63,58,0.653,226,391,0.578,0.552,0.026,2025-26,Regular Season,2 Pointers
1630171,Isaac Okoro,1610612741,CHI,F-G,25.0,59,59,0.597,199,391,0.509,0.55,-0.041,2025-26,Regular Season,2 Pointers
202699,Tobias Harris,1610612765,DET,F,33.0,59,59,0.651,197,390,0.505,0.546,-0.041,2025-26,Regular Season,2 Pointers
1627751,Jakob Poeltl,1610612761,TOR,C,30.0,40,40,0.736,214,390,0.549,0.563,-0.014,2025-26,Regular Season,2 Pointers
203501,Tim Hardaway Jr.,1610612743,DEN,G-F,34.0,76,75,0.539,244,389,0.627,0.546,0.081,2025-26,Regular Season,2 Pointers
1642285,Cam Spencer,1610612763,MEM,G,25.0,71,70,0.641,226,387,0.584,0.546,0.038,2025-26,Regular Season,2 Pointers
1641709,Ausar Thompson,1610612765,DET,G-F,23.0,67,67,0.551,196,386,0.508,0.546,-0.038,2025-26,Regular Season,2 Pointers
1642846,Ace Bailey,1610612762,UTA,F,19.0,68,68,0.552,209,386,0.541,0.555,-0.014,2025-26,Regular Season,2 Pointers
1630583,Santi Aldama,1610612763,MEM,F-C,25.0,43,43,0.638,214,386,0.554,0.561,-0.007,2025-26,Regular Season,2 Pointers
1629628,RJ Barrett,1610612761,TOR,F-G,25.0,52,51,0.609,210,384,0.547,0.55,-0.004,2025-26,Regular Season,2 Pointers
1642258,Zaccharie Risacher,1610612737,ATL,F,20.0,64,63,0.627,216,383,0.564,0.543,0.021,2025-26,Regular Season,2 Pointers
1642907,Cedric Coward,1610612763,MEM,G,22.0,58,58,0.574,201,382,0.526,0.548,-0.021,2025-26,Regular Season,2 Pointers
1629731,Dean Wade,1610612739,CLE,F-C,29.0,56,56,0.691,187,380,0.492,0.538,-0.046,2025-26,Regular Season,2 Pointers
1628989,Kevin Huerter,1610612765,DET,G-F,27.0,65,64,0.633,199,379,0.525,0.542,-0.017,2025-26,Regular Season,2 Pointers
1630591,Jalen Suggs,1610612753,ORL,G,24.0,52,52,0.638,214,375,0.571,0.546,0.024,2025-26,Regular Season,2 Pointers
1628379,Luke Kennard,1610612747,LAL,G,29.0,72,70,0.671,203,375,0.541,0.541,0.001,2025-26,Regular Season,2 Pointers
1627759,Jaylen Brown,1610612738,BOS,G-F,29.0,68,67,0.488,191,374,0.511,0.546,-0.036,2025-26,Regular Season,2 Pointers
1629008,Michael Porter Jr.,1610612751,BKN,F,27.0,52,52,0.684,220,373,0.59,0.556,0.034,2025-26,Regular Season,2 Pointers
1629060,Rui Hachimura,1610612747,LAL,F,28.0,63,63,0.625,221,371,0.596,0.549,0.047,2025-26,Regular Season,2 Pointers
1628963,Marvin Bagley III,1610612742,DAL,F,27.0,56,56,0.655,193,370,0.522,0.563,-0.042,2025-26,Regular Season,2 Pointers
1629640,Keldon Johnson,1610612759,SAS,F-G,26.0,77,76,0.646,187,370,0.505,0.551,-0.045,2025-26,Regular Season,2 Pointers
1630200,Tre Jones,1610612741,CHI,G,26.0,59,58,0.664,211,370,0.57,0.535,0.035,2025-26,Regular Season,2 Pointers
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27.0,44,44,0.694,158,369,0.428,0.561,-0.133,2025-26,Regular Season,2 Pointers
1642266,Ja'Kobe Walter,1610612761,TOR,G,21.0,66,65,0.656,194,366,0.53,0.539,-0.009,2025-26,Regular Season,2 Pointers
1631165,Keon Ellis,1610612739,CLE,G,26.0,68,66,0.602,197,365,0.54,0.546,-0.006,2025-26,Regular Season,2 Pointers
1630180,Saddiq Bey,1610612740,NOP,G-F,26.0,71,71,0.571,219,364,0.602,0.559,0.042,2025-26,Regular Season,2 Pointers
1629652,Luguentz Dort,1610612760,OKC,G,26.0,64,63,0.547,186,364,0.511,0.543,-0.032,2025-26,Regular Season,2 Pointers
1630245,Ayo Dosunmu,1610612750,MIN,G,26.0,66,65,0.634,187,364,0.514,0.542,-0.028,2025-26,Regular Season,2 Pointers
201566,Russell Westbrook,1610612758,SAC,G,37.0,64,64,0.615,227,359,0.632,0.555,0.078,2025-26,Regular Season,2 Pointers
1630314,Brandon Williams,1610612742,DAL,G,26.0,65,64,0.624,202,358,0.564,0.535,0.03,2025-26,Regular Season,2 Pointers
1630249,Vít Krejčí,1610612757,POR,G,25.0,64,64,0.653,200,357,0.56,0.534,0.026,2025-26,Regular Season,2 Pointers
203084,Harrison Barnes,1610612759,SAS,F,33.0,72,71,0.559,201,355,0.566,0.551,0.015,2025-26,Regular Season,2 Pointers
1630568,Luka Garza,1610612738,BOS,C,27.0,65,64,0.647,193,354,0.545,0.559,-0.014,2025-26,Regular Season,2 Pointers
1628415,Dillon Brooks,1610612756,PHX,G-F,30.0,52,52,0.577,195,353,0.552,0.547,0.005,2025-26,Regular Season,2 Pointers
1629611,Terance Mann,1610612751,BKN,G-F,29.0,62,61,0.631,205,352,0.582,0.544,0.039,2025-26,Regular Season,2 Pointers
1629057,Robert Williams III,1610612757,POR,C-F,28.0,55,53,0.689,167,352,0.474,0.557,-0.082,2025-26,Regular Season,2 Pointers
203994,Jusuf Nurkić,1610612762,UTA,C,31.0,41,41,0.632,199,352,0.565,0.575,-0.01,2025-26,Regular Season,2 Pointers
1628378,Donovan Mitchell,1610612739,CLE,G,29.0,68,68,0.533,197,351,0.561,0.551,0.01,2025-26,Regular Season,2 Pointers
203471,Dennis Schröder,1610612739,CLE,G,32.0,66,66,0.598,195,349,0.559,0.544,0.015,2025-26,Regular Season,2 Pointers
1630174,Aaron Nesmith,1610612754,IND,G-F,26.0,45,45,0.63,182,348,0.523,0.554,-0.031,2025-26,Regular Season,2 Pointers
202695,Kawhi Leonard,1610612746,LAC,F,34.0,61,60,0.55,214,347,0.617,0.559,0.057,2025-26,Regular Season,2 Pointers
1642856,Egor Dëmin,1610612751,BKN,G,20.0,52,52,0.691,196,347,0.565,0.546,0.019,2025-26,Regular Season,2 Pointers
1629627,Zion Williamson,1610612740,NOP,F,25.0,61,61,0.536,179,343,0.522,0.557,-0.036,2025-26,Regular Season,2 Pointers
1641737,Adem Bona,1610612755,PHI,F,23.0,66,64,0.639,182,342,0.532,0.566,-0.034,2025-26,Regular Season,2 Pointers
1641729,Brice Sensabaugh,1610612762,UTA,F,22.0,70,68,0.539,209,340,0.615,0.55,0.064,2025-26,Regular Season,2 Pointers
1630543,Isaiah Jackson,1610612746,LAC,F,24.0,55,55,0.685,196,339,0.578,0.566,0.012,2025-26,Regular Season,2 Pointers
1642262,Cody Williams,1610612762,UTA,F,21.0,60,58,0.65,183,336,0.545,0.548,-0.004,2025-26,Regular Season,2 Pointers
1626162,Kelly Oubre Jr.,1610612755,PHI,F-G,30.0,45,45,0.597,191,336,0.568,0.546,0.023,2025-26,Regular Season,2 Pointers
1642874,Danny Wolf,1610612751,BKN,F,21.0,55,54,0.675,171,335,0.51,0.543,-0.033,2025-26,Regular Season,2 Pointers
1630549,Day'Ron Sharpe,1610612751,BKN,C,24.0,62,62,0.678,184,335,0.549,0.552,-0.002,2025-26,Regular Season,2 Pointers
1642867,Collin Murray-Boyles,1610612761,TOR,F,20.0,52,52,0.633,171,334,0.512,0.554,-0.042,2025-26,Regular Season,2 Pointers
1630598,Aaron Wiggins,1610612760,OKC,G,27.0,60,60,0.597,163,334,0.488,0.548,-0.06,2025-26,Regular Season,2 Pointers
1629637,Jaxson Hayes,1610612747,LAL,C-F,25.0,65,62,0.611,181,333,0.544,0.557,-0.014,2025-26,Regular Season,2 Pointers
1630163,LaMelo Ball,1610612766,CHA,G,24.0,68,68,0.612,187,333,0.562,0.539,0.023,2025-26,Regular Season,2 Pointers
201143,Al Horford,1610612744,GSW,C-F,39.0,43,43,0.67,179,331,0.541,0.558,-0.017,2025-26,Regular Season,2 Pointers
1628960,Grayson Allen,1610612756,PHX,G,30.0,48,48,0.607,182,329,0.553,0.542,0.011,2025-26,Regular Season,2 Pointers
1630188,Jalen Smith,1610612741,CHI,F-C,26.0,52,52,0.673,162,327,0.495,0.559,-0.063,2025-26,Regular Season,2 Pointers
1629011,Mitchell Robinson,1610612752,NYK,C-F,28.0,56,56,0.632,170,326,0.521,0.56,-0.039,2025-26,Regular Season,2 Pointers
1641854,Craig Porter Jr.,1610612739,CLE,G,26.0,59,56,0.657,168,326,0.515,0.539,-0.024,2025-26,Regular Season,2 Pointers
1631101,Shaedon Sharpe,1610612757,POR,G,22.0,48,48,0.644,199,322,0.618,0.544,0.074,2025-26,Regular Season,2 Pointers
1631248,Baylor Scheierman,1610612738,BOS,G,25.0,69,65,0.647,160,322,0.497,0.541,-0.044,2025-26,Regular Season,2 Pointers
1628374,Lauri Markkanen,1610612762,UTA,F-C,28.0,42,42,0.633,177,322,0.55,0.551,-0.001,2025-26,Regular Season,2 Pointers
