CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS,SEASON,SEASON_TYPE,DEFENSE_CATEGORY
203944,Julius Randle,1610612750,MIN,F-C,31.0,77,77,1.0,431,893,0.483,0.483,0.0,2025-26,Regular Season,Overall
1642271,Kyle Filipowski,1610612762,UTA,C,22.0,74,74,1.0,453,890,0.509,0.48,0.029,2025-26,Regular Season,Overall
203468,CJ McCollum,1610612737,ATL,G,34.0,73,73,1.0,411,889,0.462,0.459,0.003,2025-26,Regular Season,Overall
1630552,Jalen Johnson,1610612737,ATL,F,24.0,69,69,1.0,436,889,0.49,0.478,0.012,2025-26,Regular Season,Overall
1628404,Josh Hart,1610612752,NYK,G,31.0,63,63,1.0,434,888,0.489,0.476,0.013,2025-26,Regular Season,Overall
1642847,Jeremiah Fears,1610612740,NOP,G,19.0,78,78,1.0,436,885,0.493,0.465,0.028,2025-26,Regular Season,Overall
1630643,Jay Huff,1610612754,IND,C,28.0,76,76,1.0,409,883,0.463,0.494,-0.03,2025-26,Regular Season,Overall
1642845,VJ Edgecombe,1610612755,PHI,G,20.0,69,69,1.0,414,882,0.469,0.466,0.004,2025-26,Regular Season,Overall
203952,Andrew Wiggins,1610612748,MIA,F,31.0,63,63,1.0,399,881,0.453,0.472,-0.02,2025-26,Regular Season,Overall
201142,Kevin Durant,1610612745,HOU,F,37.0,74,74,1.0,369,879,0.42,0.47,-0.05,2025-26,Regular Season,Overall
1631170,Jaime Jaquez Jr.,1610612748,MIA,G,25.0,70,70,1.0,406,877,0.463,0.466,-0.003,2025-26,Regular Season,Overall
1641717,Cason Wallace,1610612760,OKC,G,22.0,74,74,1.0,381,877,0.434,0.466,-0.032,2025-26,Regular Season,Overall
1641730,Noah Clowney,1610612751,BKN,F-C,21.0,65,65,1.0,460,872,0.528,0.481,0.047,2025-26,Regular Season,Overall
1631222,Jake LaRavia,1610612747,LAL,F,24.0,77,77,1.0,420,869,0.483,0.472,0.012,2025-26,Regular Season,Overall
1631260,AJ Green,1610612749,MIL,G,26.0,73,73,1.0,422,866,0.487,0.463,0.024,2025-26,Regular Season,Overall
1629651,Nic Claxton,1610612751,BKN,C,26.0,69,69,1.0,407,865,0.471,0.487,-0.016,2025-26,Regular Season,Overall
1627783,Pascal Siakam,1610612754,IND,F,32.0,62,62,1.0,421,861,0.489,0.481,0.007,2025-26,Regular Season,Overall
1642276,Kel'el Ware,1610612748,MIA,C,21.0,72,72,1.0,407,858,0.474,0.501,-0.027,2025-26,Regular Season,Overall
1642259,Alex Sarr,1610612764,WAS,C,20.0,48,48,1.0,423,857,0.494,0.497,-0.003,2025-26,Regular Season,Overall
1631105,Jalen Duren,1610612765,DET,C,22.0,66,66,1.0,385,854,0.451,0.492,-0.041,2025-26,Regular Season,Overall
1631221,Collin Gillespie,1610612756,PHX,G,26.0,76,76,1.0,416,853,0.488,0.465,0.023,2025-26,Regular Season,Overall
1631108,Max Christie,1610612742,DAL,G,23.0,72,72,1.0,405,851,0.476,0.467,0.009,2025-26,Regular Season,Overall
1630595,Cade Cunningham,1610612765,DET,G,24.0,61,61,1.0,368,850,0.433,0.465,-0.032,2025-26,Regular Season,Overall
1628970,Miles Bridges,1610612766,CHA,F,28.0,73,73,1.0,394,849,0.464,0.474,-0.01,2025-26,Regular Season,Overall
1628978,Donte DiVincenzo,1610612750,MIN,G,29.0,77,77,1.0,387,837,0.462,0.464,-0.001,2025-26,Regular Season,Overall
201935,James Harden,1610612739,CLE,G,36.0,67,67,1.0,391,836,0.468,0.468,-0.001,2025-26,Regular Season,Overall
1630178,Tyrese Maxey,1610612755,PHI,G,25.0,65,65,1.0,382,828,0.461,0.46,0.002,2025-26,Regular Season,Overall
1630217,Desmond Bane,1610612753,ORL,G,27.0,77,77,1.0,358,819,0.437,0.464,-0.027,2025-26,Regular Season,Overall
1627739,Kris Dunn,1610612746,LAC,G,32.0,77,77,1.0,366,812,0.451,0.466,-0.015,2025-26,Regular Season,Overall
1628384,OG Anunoby,1610612752,NYK,F-G,28.0,63,63,1.0,366,810,0.452,0.475,-0.024,2025-26,Regular Season,Overall
203110,Draymond Green,1610612744,GSW,F,36.0,64,64,1.0,363,806,0.45,0.492,-0.041,2025-26,Regular Season,Overall
1626220,Royce O'Neale,1610612756,PHX,F,32.0,74,74,1.0,386,805,0.48,0.48,0.0,2025-26,Regular Season,Overall
1629023,P.J. Washington,1610612742,DAL,F,27.0,55,55,1.0,383,804,0.476,0.481,-0.005,2025-26,Regular Season,Overall
1631109,Mark Williams,1610612756,PHX,C,24.0,57,57,1.0,415,803,0.517,0.496,0.021,2025-26,Regular Season,Overall
1641750,Ryan Kalkbrenner,1610612766,CHA,C,24.0,65,65,1.0,375,803,0.467,0.493,-0.026,2025-26,Regular Season,Overall
1630572,Sandro Mamukelashvili,1610612761,TOR,F-C,26.0,74,74,1.0,375,789,0.475,0.473,0.002,2025-26,Regular Season,Overall
1641710,Anthony Black,1610612753,ORL,G,22.0,59,59,1.0,384,787,0.488,0.465,0.023,2025-26,Regular Season,Overall
