CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS,SEASON,SEASON_TYPE,DEFENSE_CATEGORY
1642354,KJ Simpson,1610612743,DEN,G,23.0,15,14,0.337,11,35,0.314,0.344,-0.03,2025-26,Regular Season,3 Pointers
201599,DeAndre Jordan,1610612740,NOP,C,37.0,12,12,0.321,7,34,0.206,0.356,-0.15,2025-26,Regular Season,3 Pointers
1631103,Malaki Branham,1610612764,WAS,F,22.0,25,14,0.358,10,34,0.294,0.361,-0.066,2025-26,Regular Season,3 Pointers
1631166,Drew Timme,1610612747,LAL,F,25.0,19,14,0.366,12,34,0.353,0.356,-0.003,2025-26,Regular Season,3 Pointers
1642950,Lachlan Olbrich,1610612741,CHI,C,22.0,24,18,0.388,12,33,0.364,0.352,0.012,2025-26,Regular Season,3 Pointers
1630610,DeJon Jarreau,1610612763,MEM,G,28.0,10,10,0.375,7,33,0.212,0.373,-0.16,2025-26,Regular Season,3 Pointers
1631113,Kennedy Chandler,1610612762,UTA,G,23.0,8,8,0.418,13,33,0.394,0.388,0.006,2025-26,Regular Season,3 Pointers
1642882,Julian Reese,1610612764,WAS,F,22.0,7,6,0.347,10,33,0.303,0.341,-0.038,2025-26,Regular Season,3 Pointers
1641744,Zach Edey,1610612763,MEM,C,23.0,11,10,0.241,15,32,0.469,0.358,0.11,2025-26,Regular Season,3 Pointers
1643052,Chaney Johnson,1610612751,BKN,G-F,23.0,13,12,0.356,10,32,0.313,0.359,-0.046,2025-26,Regular Season,3 Pointers
1631466,Nate Williams,1610612744,GSW,G,27.0,12,12,0.444,11,32,0.344,0.358,-0.014,2025-26,Regular Season,3 Pointers
1631199,Ron Harper Jr.,1610612738,BOS,G-F,25.0,21,14,0.4,6,30,0.2,0.349,-0.149,2025-26,Regular Season,3 Pointers
203486,Mason Plumlee,1610612759,SAS,F-C,36.0,18,14,0.303,14,30,0.467,0.346,0.12,2025-26,Regular Season,3 Pointers
1642396,Blake Hinson,1610612762,UTA,F,26.0,11,11,0.5,12,29,0.414,0.372,0.042,2025-26,Regular Season,3 Pointers
201145,Jeff Green,1610612745,HOU,F,39.0,22,15,0.439,5,29,0.172,0.351,-0.179,2025-26,Regular Season,3 Pointers
1642367,Jonathan Mogbo,1610612761,TOR,F,24.0,27,12,0.293,12,29,0.414,0.365,0.049,2025-26,Regular Season,3 Pointers
1642502,Malevy Leons,1610612744,GSW,F,26.0,20,12,0.341,13,29,0.448,0.367,0.082,2025-26,Regular Season,3 Pointers
101108,Chris Paul,1610612746,LAC,G,40.0,16,13,0.358,9,29,0.31,0.353,-0.043,2025-26,Regular Season,3 Pointers
1630699,MarJon Beauchamp,1610612755,PHI,F,25.0,11,10,0.35,6,28,0.214,0.327,-0.113,2025-26,Regular Season,3 Pointers
1642959,Chris Youngblood,1610612757,POR,G,24.0,22,17,0.415,13,27,0.481,0.352,0.129,2025-26,Regular Season,3 Pointers
1642967,John Poulakidas,1610612742,DAL,G,23.0,8,7,0.481,10,26,0.385,0.396,-0.012,2025-26,Regular Season,3 Pointers
1642352,Keshad Johnson,1610612748,MIA,F,24.0,20,16,0.325,9,26,0.346,0.353,-0.006,2025-26,Regular Season,3 Pointers
1631120,JD Davison,1610612745,HOU,G,23.0,22,12,0.329,9,25,0.36,0.353,0.007,2025-26,Regular Season,3 Pointers
202687,Bismack Biyombo,1610612759,SAS,C,33.0,21,11,0.357,7,25,0.28,0.317,-0.037,2025-26,Regular Season,3 Pointers
1629726,Garrison Mathews,1610612754,IND,G,29.0,14,11,0.342,7,25,0.28,0.356,-0.076,2025-26,Regular Season,3 Pointers
1641771,Jalen Slawson,1610612754,IND,F,26.0,8,7,0.301,4,25,0.16,0.345,-0.185,2025-26,Regular Season,3 Pointers
1628380,Zach Collins,1610612741,CHI,F-C,28.0,10,9,0.298,9,25,0.36,0.362,-0.002,2025-26,Regular Season,3 Pointers
1642873,Amari Williams,1610612738,BOS,F-C,24.0,14,13,0.407,7,24,0.292,0.334,-0.042,2025-26,Regular Season,3 Pointers
1630604,E.J. Liddell,1610612751,BKN,F,25.0,18,10,0.32,9,24,0.375,0.356,0.019,2025-26,Regular Season,3 Pointers
1641816,Hunter Tyson,1610612743,DEN,F,25.0,20,12,0.371,5,23,0.217,0.357,-0.139,2025-26,Regular Season,3 Pointers
1641755,Kevin McCullar Jr.,1610612752,NYK,G,25.0,14,11,0.426,9,23,0.391,0.36,0.031,2025-26,Regular Season,3 Pointers
1642530,Yuki Kawamura,1610612741,CHI,G,24.0,11,9,0.44,10,22,0.455,0.352,0.103,2025-26,Regular Season,3 Pointers
1631117,Walker Kessler,1610612762,UTA,C,24.0,5,5,0.286,5,22,0.227,0.364,-0.137,2025-26,Regular Season,3 Pointers
203078,Bradley Beal,1610612746,LAC,G,32.0,6,6,0.595,9,22,0.409,0.368,0.041,2025-26,Regular Season,3 Pointers
1641726,Dereck Lively II,1610612742,DAL,C,22.0,7,7,0.309,9,21,0.429,0.362,0.066,2025-26,Regular Season,3 Pointers
1642918,Alijah Martin,1610612761,TOR,G,24.0,13,8,0.356,5,21,0.238,0.344,-0.106,2025-26,Regular Season,3 Pointers
1641869,Malachi Smith,1610612751,BKN,G,26.0,9,7,0.333,8,20,0.4,0.369,0.031,2025-26,Regular Season,3 Pointers
1642484,RayJ Dennis,1610612737,ATL,G,25.0,13,11,0.351,9,20,0.45,0.372,0.078,2025-26,Regular Season,3 Pointers
1630623,Tyson Etienne,1610612751,BKN,G,26.0,14,10,0.328,7,19,0.368,0.35,0.018,2025-26,Regular Season,3 Pointers
1631214,Alondes Williams,1610612764,WAS,G,26.0,4,4,0.5,8,19,0.421,0.372,0.049,2025-26,Regular Season,3 Pointers
1642449,Tolu Smith,1610612765,DET,F,25.0,10,8,0.375,6,18,0.333,0.366,-0.032,2025-26,Regular Season,3 Pointers
1641752,Bobi Klintman,1610612765,DET,F,23.0,10,7,0.567,7,17,0.412,0.32,0.092,2025-26,Regular Season,3 Pointers
1630639,A.J. Lawson,1610612761,TOR,G,25.0,15,11,0.356,8,16,0.5,0.358,0.142,2025-26,Regular Season,3 Pointers
1630548,Johnny Juzang,1610612750,MIN,G,25.0,16,12,0.469,6,15,0.4,0.366,0.034,2025-26,Regular Season,3 Pointers
200768,Kyle Lowry,1610612755,PHI,G,40.0,10,7,0.405,6,15,0.4,0.357,0.043,2025-26,Regular Season,3 Pointers
1628449,Chris Boucher,1610612738,BOS,F,33.0,8,7,0.306,4,15,0.267,0.339,-0.072,2025-26,Regular Season,3 Pointers
1642504,Cormac Ryan,1610612749,MIL,G,27.0,6,4,0.519,7,14,0.5,0.375,0.125,2025-26,Regular Season,3 Pointers
203648,Thanasis Antetokounmpo,1610612749,MIL,F,33.0,18,11,0.424,2,14,0.143,0.343,-0.201,2025-26,Regular Season,3 Pointers
1643158,Andersson Garcia,1610612762,UTA,F,25.0,4,4,0.264,6,14,0.429,0.393,0.036,2025-26,Regular Season,3 Pointers
1642404,Chaz Lanier,1610612765,DET,G,24.0,18,8,0.275,3,14,0.214,0.36,-0.146,2025-26,Regular Season,3 Pointers
1628964,Mo Bamba,1610612762,UTA,C,27.0,4,4,0.519,6,14,0.429,0.34,0.089,2025-26,Regular Season,3 Pointers
1642876,Adou Thiero,1610612747,LAL,G,21.0,18,9,0.289,7,13,0.538,0.354,0.184,2025-26,Regular Season,3 Pointers
201569,Eric Gordon,1610612755,PHI,G,37.0,6,5,0.565,6,13,0.462,0.34,0.122,2025-26,Regular Season,3 Pointers
1629312,Haywood Highsmith,1610612756,PHX,F,29.0,5,5,0.394,4,13,0.308,0.367,-0.059,2025-26,Regular Season,3 Pointers
1642955,Kadary Richmond,1610612764,WAS,G,24.0,3,3,0.65,3,13,0.231,0.343,-0.112,2025-26,Regular Season,3 Pointers
203552,Seth Curry,1610612744,GSW,G,35.0,6,5,0.565,6,13,0.462,0.404,0.058,2025-26,Regular Season,3 Pointers
204060,Joe Ingles,1610612750,MIN,F-G,38.0,14,7,0.429,5,12,0.417,0.33,0.087,2025-26,Regular Season,3 Pointers
1628420,Monte Morris,1610612754,IND,G,30.0,5,4,0.429,1,12,0.083,0.356,-0.273,2025-26,Regular Season,3 Pointers
1641890,Tyler Smith,1610612742,DAL,F,21.0,8,6,0.387,5,12,0.417,0.371,0.046,2025-26,Regular Season,3 Pointers
1628502,Nigel Hayes-Davis,1610612756,PHX,F,31.0,18,8,0.212,3,11,0.273,0.352,-0.08,2025-26,Regular Season,3 Pointers
201959,Taj Gibson,1610612763,MEM,F,40.0,7,5,0.333,5,11,0.455,0.354,0.101,2025-26,Regular Season,3 Pointers
1642939,Miles Kelly,1610612742,DAL,G,23.0,9,7,0.289,4,11,0.364,0.352,0.012,2025-26,Regular Season,3 Pointers
1629610,DaQuan Jeffries,1610612758,SAC,G-F,28.0,3,3,0.579,5,11,0.455,0.373,0.081,2025-26,Regular Season,3 Pointers
1631116,Patrick Baldwin Jr.,1610612758,SAC,F,23.0,8,6,0.313,4,10,0.4,0.352,0.048,2025-26,Regular Season,3 Pointers
202066,Garrett Temple,1610612761,TOR,G-F,39.0,12,6,0.417,2,10,0.2,0.333,-0.133,2025-26,Regular Season,3 Pointers
1631451,Javonte Cooke,1610612757,POR,G,26.0,17,7,0.263,3,10,0.3,0.36,-0.06,2025-26,Regular Season,3 Pointers
1630209,Omer Yurtseven,1610612744,GSW,C,27.0,8,6,0.204,4,10,0.4,0.359,0.042,2025-26,Regular Season,3 Pointers
1631247,Luke Travers,1610612739,CLE,F,24.0,11,7,0.273,5,9,0.556,0.362,0.193,2025-26,Regular Season,3 Pointers
1642443,Jahmir Young,1610612748,MIA,G,25.0,9,6,0.474,3,9,0.333,0.331,0.002,2025-26,Regular Season,3 Pointers
203967,Dario Saric,1610612758,SAC,F-C,31.0,5,5,0.375,2,9,0.222,0.317,-0.095,2025-26,Regular Season,3 Pointers
1642359,Pacôme Dadiet,1610612752,NYK,F,20.0,17,5,0.265,4,9,0.444,0.33,0.114,2025-26,Regular Season,3 Pointers
1631111,Wendell Moore Jr.,1610612765,DET,G,24.0,5,3,0.375,0,9,0.0,0.347,-0.347,2025-26,Regular Season,3 Pointers
1642357,David Jones Garcia,1610612759,SAS,G,24.0,8,4,0.29,4,9,0.444,0.375,0.069,2025-26,Regular Season,3 Pointers
1641780,Johni Broome,1610612755,PHI,F,23.0,7,5,0.29,2,9,0.222,0.303,-0.081,2025-26,Regular Season,3 Pointers
1641998,Trey Jemison III,1610612752,NYK,C,26.0,7,5,0.32,1,8,0.125,0.312,-0.187,2025-26,Regular Season,3 Pointers
1642380,Adama Bal,1610612763,MEM,G,22.0,2,2,0.4,2,8,0.25,0.369,-0.119,2025-26,Regular Season,3 Pointers
1641810,Antonio Reeves,1610612766,CHA,G,25.0,7,4,0.471,3,8,0.375,0.366,0.009,2025-26,Regular Season,3 Pointers
1630644,Mac McClung,1610612741,CHI,G,27.0,4,3,0.333,2,8,0.25,0.36,-0.11,2025-26,Regular Season,3 Pointers
1628365,Markelle Fultz,1610612761,TOR,G,27.0,4,4,0.5,3,8,0.375,0.354,0.021,2025-26,Regular Season,3 Pointers
1628998,Cody Martin,1610612754,IND,F,30.0,4,3,0.333,1,7,0.143,0.368,-0.225,2025-26,Regular Season,3 Pointers
1642434,Riley Minix,1610612739,CLE,F,25.0,6,5,0.583,2,7,0.286,0.357,-0.071,2025-26,Regular Season,3 Pointers
1642933,Keshon Gilbert,1610612737,ATL,G,22.0,3,2,0.368,4,7,0.571,0.349,0.223,2025-26,Regular Season,3 Pointers
1641725,Trey Alexander,1610612740,NOP,G,22.0,4,4,0.368,3,7,0.429,0.379,0.05,2025-26,Regular Season,3 Pointers
1642384,Isaiah Crawford,1610612745,HOU,F,24.0,6,3,0.438,1,7,0.143,0.33,-0.187,2025-26,Regular Season,3 Pointers
1629646,Charles Bassey,1610612738,BOS,C-F,25.0,5,3,0.316,2,6,0.333,0.299,0.034,2025-26,Regular Season,3 Pointers
1642282,Hunter Sallis,1610612755,PHI,G,23.0,4,4,0.5,1,6,0.167,0.342,-0.176,2025-26,Regular Season,3 Pointers
1630164,James Wiseman,1610612754,IND,C,25.0,4,3,0.24,1,6,0.167,0.377,-0.211,2025-26,Regular Season,3 Pointers
1631102,TyTy Washington Jr.,1610612746,LAC,G,24.0,10,4,0.261,3,6,0.5,0.354,0.146,2025-26,Regular Season,3 Pointers
1642886,Koby Brea,1610612756,PHX,G,23.0,5,3,0.429,2,6,0.333,0.349,-0.016,2025-26,Regular Season,3 Pointers
1641723,Kobe Bufkin,1610612747,LAL,G,22.0,9,6,0.231,3,6,0.5,0.36,0.141,2025-26,Regular Season,3 Pointers
1642938,Curtis Jones,1610612743,DEN,G,24.0,6,4,0.5,2,6,0.333,0.323,0.011,2025-26,Regular Season,3 Pointers
1642260,Nikola Topić,1610612760,OKC,G,20.0,4,3,0.278,1,5,0.2,0.391,-0.191,2025-26,Regular Season,3 Pointers
1630621,Hunter Dickinson,1610612740,NOP,C,25.0,1,1,0.625,2,5,0.4,0.341,0.059,2025-26,Regular Season,3 Pointers
1641809,Drew Peterson,1610612766,CHA,F,26.0,6,3,0.25,1,5,0.2,0.329,-0.129,2025-26,Regular Season,3 Pointers
1641761,Grant Nelson,1610612751,BKN,F,24.0,4,1,0.238,1,5,0.2,0.343,-0.143,2025-26,Regular Season,3 Pointers
1641815,Isaiah Stevens,1610612758,SAC,G,25.0,2,2,0.5,4,5,0.8,0.347,0.453,2025-26,Regular Season,3 Pointers
1643024,Chris Mañon,1610612747,LAL,G,24.0,5,4,0.417,1,5,0.2,0.343,-0.143,2025-26,Regular Season,3 Pointers
1642917,Max Shulga,1610612738,BOS,G,23.0,4,3,0.8,0,4,0.0,0.378,-0.378,2025-26,Regular Season,3 Pointers
1631457,Alex Morales,1610612753,ORL,G,28.0,1,1,1.0,3,4,0.75,0.369,0.381,2025-26,Regular Season,3 Pointers
1642911,Rocco Zikarsky,1610612750,MIN,C,19.0,4,2,0.235,2,4,0.5,0.344,0.156,2025-26,Regular Season,3 Pointers
1642403,Isaac Jones,1610612765,DET,F,25.0,5,2,0.364,1,4,0.25,0.361,-0.111,2025-26,Regular Season,3 Pointers
1631216,Caleb Houstan,1610612737,ATL,G,23.0,7,3,0.364,2,4,0.5,0.36,0.14,2025-26,Regular Season,3 Pointers
1641813,Mark Sears,1610612749,MIL,G,24.0,5,3,0.4,2,4,0.5,0.368,0.132,2025-26,Regular Season,3 Pointers
1631115,Orlando Robinson,1610612753,ORL,C,25.0,4,2,0.176,2,3,0.667,0.421,0.245,2025-26,Regular Season,3 Pointers
1641801,Emanuel Miller,1610612759,SAS,F,25.0,5,2,0.273,2,3,0.667,0.346,0.321,2025-26,Regular Season,3 Pointers
1627746,Skal Labissiere,1610612764,WAS,F-C,30.0,3,2,0.15,0,3,0.0,0.275,-0.275,2025-26,Regular Season,3 Pointers
1642400,Tristan Enaruna,1610612739,CLE,F,24.0,5,3,0.5,1,3,0.333,0.29,0.043,2025-26,Regular Season,3 Pointers
1631205,Buddy Boeheim,1610612760,OKC,F,26.0,2,2,0.25,1,3,0.333,0.38,-0.046,2025-26,Regular Season,3 Pointers
1642362,Payton Sandfort,1610612760,OKC,F,23.0,2,2,1.0,2,3,0.667,0.259,0.408,2025-26,Regular Season,3 Pointers
1642910,John Tonje,1610612738,BOS,G,24.0,2,2,0.6,2,3,0.667,0.328,0.339,2025-26,Regular Season,3 Pointers
1643257,Jayson Kent,1610612757,POR,F,24.0,3,2,0.286,2,2,1.0,0.403,0.597,2025-26,Regular Season,3 Pointers
1643133,Lawson Lovering,1610612763,MEM,C,22.0,2,1,0.074,0,2,0.0,0.305,-0.305,2025-26,Regular Season,3 Pointers
1643141,Jahmyl Telfort,1610612746,LAC,G,24.0,3,2,0.286,0,2,0.0,0.454,-0.454,2025-26,Regular Season,3 Pointers
1631223,David Roddy,1610612743,DEN,F,25.0,2,2,0.4,0,2,0.0,0.314,-0.314,2025-26,Regular Season,3 Pointers
1642935,Chucky Hepburn,1610612761,TOR,G,23.0,2,1,0.333,2,2,1.0,0.367,0.633,2025-26,Regular Season,3 Pointers
1642951,Sean Pedulla,1610612746,LAC,G,23.0,4,2,0.286,2,2,1.0,0.342,0.659,2025-26,Regular Season,3 Pointers
1642884,Vladislav Goldin,1610612748,MIA,C,24.0,3,1,0.222,1,2,0.5,0.167,0.333,2025-26,Regular Season,3 Pointers
1641787,Tosan Evbuomwan,1610612766,CHA,F,25.0,2,1,0.5,0,2,0.0,0.355,-0.355,2025-26,Regular Season,3 Pointers
1642368,N'Faly Dante,1610612737,ATL,C,24.0,3,1,0.125,0,1,0.0,0.345,-0.345,2025-26,Regular Season,3 Pointers
1642402,Enrique Freeman,1610612750,MIN,F,25.0,2,1,0.167,0,1,0.0,0.13,-0.13,2025-26,Regular Season,3 Pointers
1630625,Dalano Banton,1610612738,BOS,F,26.0,3,1,0.2,1,1,1.0,0.258,0.742,2025-26,Regular Season,3 Pointers
1641794,Dillon Jones,1610612752,NYK,F,24.0,5,1,0.125,1,1,1.0,0.332,0.668,2025-26,Regular Season,3 Pointers
1641807,Norchad Omier,1610612746,LAC,F,24.0,3,1,0.333,0,1,0.0,0.336,-0.336,2025-26,Regular Season,3 Pointers
1641753,Chris Livingston,1610612739,CLE,F,22.0,1,1,0.333,0,1,0.0,0.398,-0.398,2025-26,Regular Season,3 Pointers
1631211,Trevor Keels,1610612748,MIA,G,22.0,1,1,1.0,0,1,0.0,0.276,-0.276,2025-26,Regular Season,3 Pointers
1630828,Alex Antetokounmpo,1610612749,MIL,F,24.0,2,1,0.5,0,1,0.0,0.386,-0.386,2025-26,Regular Season,3 Pointers
1631210,Jacob Toppin,1610612737,ATL,F,25.0,2,1,0.5,0,1,0.0,0.332,-0.332,2025-26,Regular Season,3 Pointers
1630649,Stanley Umude,1610612759,SAS,G,26.0,1,1,1.0,1,1,1.0,0.398,0.602,2025-26,Regular Season,3 Pointers
1631351,Lucas Williamson,1610612763,MEM,G,27.0,1,1,0.5,1,1,1.0,0.393,0.607,2025-26,Regular Season,3 Pointers
