GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
Players,1629684,Grant Williams,Grant,1610612766,CHA,27.0,7,2,5,0.286,1.8,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.1,0.0,0.1,0.4,0.1,0.8,309,346,183,385,345,247,244,183,321,221,216,1,376,188,436,351,270,374,1,2025-26,Regular Season,Misc
Players,1628960,Grayson Allen,Grayson,1610612756,PHX,30.0,25,13,12,0.52,3.3,0.6,0.4,0.2,0.6,1.3,1.0,0.4,2.9,0.0,0.1,0.4,0.6,3.2,96,91,373,203,112,22,38,71,121,386,303,260,147,166,387,336,47,106,1,2025-26,Regular Season,Misc
Players,1627824,Guerschon Yabusele,Guerschon,1610612741,CHI,30.0,6,3,3,0.5,2.0,0.0,0.0,0.3,0.3,0.5,1.0,0.3,1.7,0.0,0.0,0.0,0.0,1.5,334,308,123,213,319,247,244,28,214,150,303,218,328,188,1,1,337,295,2,2025-26,Regular Season,Misc
Players,1630611,Gui Santos,Gui,1610612744,GSW,23.0,17,8,9,0.471,4.0,0.4,0.6,0.2,1.3,0.6,0.9,0.3,2.5,0.0,0.1,0.7,0.7,3.6,186,180,303,270,45,69,12,59,21,194,292,208,210,188,348,461,34,68,1,2025-26,Regular Season,Misc
Players,203084,Harrison Barnes,Harrison,1610612759,SAS,33.0,28,19,9,0.679,2.5,0.0,0.2,0.1,0.4,0.4,0.7,0.2,1.5,0.1,0.1,0.2,0.3,2.0,61,15,303,70,257,247,157,130,208,126,209,171,345,120,413,155,184,228,1,2025-26,Regular Season,Misc
Players,1629312,Haywood Highsmith,Haywood,1610612756,PHX,29.0,3,1,2,0.333,3.0,0.0,0.0,0.0,0.0,2.0,0.7,0.7,4.0,0.0,0.0,0.7,0.0,0.4,390,383,86,365,174,247,244,183,321,449,190,357,30,188,1,450,337,409,1,2025-26,Regular Season,Misc
Players,1630529,Herbert Jones,Herbert,1610612740,NOP,27.0,27,9,18,0.333,3.2,0.1,0.0,0.1,0.4,0.9,0.8,0.7,3.3,0.1,0.0,0.4,0.1,1.7,72,151,462,365,142,235,244,155,201,259,253,357,89,116,303,363,315,274,1,2025-26,Regular Season,Misc
Players,1642864,Hugo González,Hugo,1610612738,BOS,20.0,9,4,5,0.444,1.5,0.2,0.2,0.2,0.2,0.3,0.8,0.4,1.3,0.0,0.0,0.2,0.1,1.0,284,279,183,292,367,129,126,63,259,117,235,262,361,188,1,189,290,361,1,2025-26,Regular Season,Misc
Players,1630193,Immanuel Quickley,Immanuel,1610612761,TOR,26.0,29,18,11,0.621,3.0,0.2,0.2,0.2,0.3,0.6,1.0,0.7,2.3,0.0,0.0,0.2,0.2,3.1,49,27,352,106,158,162,136,83,211,185,300,355,238,188,295,182,207,111,1,2025-26,Regular Season,Misc
Players,1630171,Isaac Okoro,Isaac,1610612741,CHI,25.0,26,12,14,0.462,2.8,0.2,0.0,0.2,0.5,0.7,0.9,0.8,3.1,0.0,0.1,0.5,0.0,1.4,89,103,411,277,189,125,244,94,164,226,286,398,114,167,383,388,335,304,1,2025-26,Regular Season,Misc
Players,1642268,Isaiah Collier,Isaiah,1610612762,UTA,21.0,15,6,9,0.4,4.4,0.4,0.0,0.7,1.2,1.9,1.7,0.9,4.0,0.0,0.2,0.5,0.2,2.8,211,233,303,330,23,50,244,5,29,446,456,432,30,188,463,421,236,135,1,2025-26,Regular Season,Misc
Players,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,27.0,14,10,4,0.714,3.3,0.1,0.4,0.0,0.6,0.8,0.4,0.1,2.9,0.0,0.0,0.2,0.3,2.9,217,132,151,57,124,186,30,183,129,238,133,150,151,188,1,188,159,126,1,2025-26,Regular Season,Misc
Players,1630543,Isaiah Jackson,Isaiah,1610612746,LAC,24.0,11,3,8,0.273,2.5,0.2,0.2,0.0,0.4,0.5,0.7,0.0,2.2,0.1,0.0,0.6,0.2,2.2,265,308,279,399,258,155,151,183,203,145,221,1,251,94,1,445,246,208,2,2025-26,Regular Season,Misc
Players,1630198,Isaiah Joe,Isaiah,1610612760,OKC,26.0,18,12,6,0.667,1.7,0.3,0.1,0.5,0.0,1.1,0.7,0.1,1.6,0.0,0.0,0.2,0.2,1.6,172,103,225,72,351,72,237,10,321,337,190,146,341,188,1,189,216,285,1,2025-26,Regular Season,Misc
Players,1630587,Isaiah Livers,Isaiah,1610612756,PHX,27.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,471,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1641815,Isaiah Stevens,Isaiah,1610612758,SAC,25.0,1,0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,1.0,5.0,442,438,36,438,9,247,244,183,321,1,481,1,6,188,1,470,12,31,1,2025-26,Regular Season,Misc
Players,1630191,Isaiah Stewart,Isaiah,1610612765,DET,24.0,18,12,6,0.667,1.8,0.0,0.0,0.0,0.1,0.8,0.7,0.4,1.7,0.2,0.1,0.2,0.1,1.2,172,103,225,72,347,247,244,183,305,250,190,262,328,40,341,189,328,333,1,2025-26,Regular Season,Misc
Players,1627826,Ivica Zubac,Ivica,1610612754,IND,29.0,18,7,11,0.389,4.1,0.3,0.5,0.0,1.0,1.7,1.6,0.8,3.2,0.1,0.1,0.6,0.8,4.0,172,204,352,341,42,97,18,183,43,438,447,401,101,141,415,430,29,59,2,2025-26,Regular Season,Misc
Players,1631120,JD Davison,JD,1610612745,HOU,23.0,2,2,0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,1.5,412,346,1,1,271,247,244,183,321,1,1,1,118,188,1,1,65,288,1,2025-26,Regular Season,Misc
Players,1629630,Ja Morant,Ja,1610612763,MEM,26.0,10,2,8,0.2,3.3,0.9,0.0,0.4,2.0,2.6,1.8,1.0,3.4,0.1,0.0,0.0,0.6,4.3,278,346,279,420,119,7,244,20,7,475,461,441,84,83,1,1,54,50,1,2025-26,Regular Season,Misc
Players,1642266,Ja'Kobe Walter,Ja'Kobe,1610612761,TOR,21.0,12,7,5,0.583,3.0,0.0,0.3,0.0,0.2,0.2,1.0,0.0,2.7,0.0,0.0,0.5,0.3,1.1,247,204,183,140,173,247,100,183,283,92,303,1,178,188,1,388,134,341,1,2025-26,Regular Season,Misc
Players,1631095,Jabari Smith Jr.,Jabari,1610612745,HOU,22.0,37,18,19,0.486,4.7,0.2,0.1,0.1,0.2,2.1,1.2,0.9,4.8,0.1,0.1,0.5,0.3,3.2,9,27,472,257,15,146,208,174,269,467,377,430,15,149,339,387,155,98,1,2025-26,Regular Season,Misc
Players,1631133,Jabari Walker,Jabari,1610612755,PHI,23.0,5,3,2,0.6,1.8,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.6,0.0,0.0,0.0,0.0,1.8,350,308,86,116,346,247,244,183,321,132,1,242,338,188,1,1,337,256,1,2025-26,Regular Season,Misc
Players,1630702,Jaden Hardy,Jaden,1610612764,WAS,23.0,6,1,5,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.0,0.0,0.0,0.0,0.2,0.5,334,383,183,429,421,247,244,183,321,1,190,1,266,188,1,1,249,398,2,2025-26,Regular Season,Misc
Players,1631093,Jaden Ivey,Jaden,1610612741,CHI,24.0,3,1,2,0.333,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.1,390,383,86,365,418,247,244,183,321,198,1,357,409,188,1,1,337,426,1,2025-26,Regular Season,Misc
Players,1630183,Jaden McDaniels,Jaden,1610612750,MIN,25.0,27,14,13,0.519,3.9,0.5,0.1,0.2,0.7,2.3,0.7,0.6,3.4,0.0,0.0,0.6,0.2,2.7,72,80,397,206,54,39,202,63,95,469,190,335,83,169,303,430,216,151,1,2025-26,Regular Season,Misc
Players,1630256,Jae'Sean Tate,Jae'Sean,1610612745,HOU,30.0,6,3,3,0.5,1.8,0.0,0.3,0.0,0.7,1.3,0.7,0.8,1.7,0.0,0.0,0.3,0.0,1.4,334,308,123,213,344,247,55,183,108,387,190,413,328,188,1,286,337,305,1,2025-26,Regular Season,Misc
Players,1642942,Jahmai Mashack,Jahmai,1610612763,MEM,23.0,5,3,2,0.6,3.3,0.4,0.0,0.4,0.8,1.6,0.8,0.8,3.6,0.0,0.0,0.0,0.0,2.5,350,308,86,116,123,50,244,20,84,426,243,405,64,188,1,1,337,168,1,2025-26,Regular Season,Misc
Players,1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,25.0,21,12,9,0.571,3.2,0.1,0.0,0.2,0.7,0.4,1.2,0.3,3.1,0.0,0.0,0.3,0.3,3.7,137,103,303,153,130,217,244,74,108,139,386,218,109,158,325,250,134,65,1,2025-26,Regular Season,Misc
Players,1631222,Jake LaRavia,Jake,1610612747,LAL,24.0,22,15,7,0.682,1.9,0.1,0.2,0.0,0.4,0.6,0.2,0.1,1.4,0.0,0.0,0.2,0.1,1.6,128,63,251,67,326,221,151,183,203,188,93,143,359,188,1,201,283,282,1,2025-26,Regular Season,Misc
Players,1627751,Jakob Poeltl,Jakob,1610612761,TOR,30.0,14,8,6,0.571,3.0,0.1,0.3,0.1,1.0,0.1,0.6,0.6,2.6,0.1,0.1,0.4,0.4,2.6,217,180,225,153,172,186,76,102,43,90,187,352,196,120,365,311,97,155,1,2025-26,Regular Season,Misc
Players,1628973,Jalen Brunson,Jalen,1610612752,NYK,29.0,31,20,11,0.645,3.7,0.5,0.2,0.3,1.2,1.1,0.6,1.0,3.0,0.0,0.1,0.4,0.7,5.1,36,10,352,94,69,38,124,41,25,325,183,454,134,181,359,348,32,29,1,2025-26,Regular Season,Misc
Players,1631105,Jalen Duren,Jalen,1610612765,DET,22.0,32,21,11,0.656,3.6,0.2,0.3,0.1,0.8,1.2,0.9,0.9,2.5,0.2,0.2,0.6,0.5,3.6,29,7,352,90,80,147,100,167,83,351,280,423,205,45,469,441,65,73,1,2025-26,Regular Season,Misc
Players,1630224,Jalen Green,Jalen,1610612756,PHX,24.0,10,4,6,0.4,4.1,0.2,0.0,0.0,0.6,1.7,1.2,1.4,5.4,0.0,0.3,0.1,0.5,3.5,278,279,225,330,44,139,244,183,126,436,371,476,10,188,475,121,65,78,1,2025-26,Regular Season,Misc
Players,1630552,Jalen Johnson,Jalen,1610612737,ATL,24.0,33,17,16,0.515,3.9,0.8,0.2,0.2,1.3,1.5,1.2,1.0,3.9,0.1,0.1,0.3,0.6,5.8,24,41,437,212,53,9,114,78,23,411,375,452,47,67,351,236,53,16,1,2025-26,Regular Season,Misc
Players,1629618,Jalen Pickett,Jalen,1610612743,DEN,26.0,6,6,0,1.0,3.4,0.5,0.0,0.0,0.0,2.0,0.5,1.3,1.7,0.0,0.0,0.0,0.2,1.4,334,233,1,1,105,28,244,183,321,449,145,470,328,188,1,1,249,305,1,2025-26,Regular Season,Misc
Players,1641771,Jalen Slawson,Jalen,1610612754,IND,26.0,2,0,2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,412,438,86,438,443,247,244,183,321,1,1,1,387,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1630188,Jalen Smith,Jalen,1610612741,CHI,26.0,15,9,6,0.6,2.8,0.0,0.0,0.0,0.3,1.1,0.7,0.9,2.5,0.0,0.1,0.3,0.2,2.1,211,151,225,116,200,247,244,183,247,326,224,432,202,188,360,286,236,223,1,2025-26,Regular Season,Misc
Players,1630591,Jalen Suggs,Jalen,1610612753,ORL,24.0,23,16,7,0.696,3.4,0.5,0.2,0.1,0.4,0.7,0.6,1.1,2.3,0.1,0.0,0.3,0.5,3.6,117,49,251,66,99,40,160,144,178,228,178,460,227,98,318,276,86,75,1,2025-26,Regular Season,Misc
Players,1631114,Jalen Williams,Jalen,1610612760,OKC,24.0,10,7,3,0.7,3.6,0.2,0.0,0.0,0.8,0.2,1.1,0.5,2.8,0.0,0.0,0.1,0.3,4.3,278,204,123,64,76,139,244,183,84,95,340,286,159,188,1,121,152,50,1,2025-26,Regular Season,Misc
Players,1630592,Jalen Wilson,Jalen,1610612751,BKN,25.0,4,2,2,0.5,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.0,2.1,371,346,86,213,268,247,244,183,321,1,303,1,266,188,1,388,337,218,1,2025-26,Regular Season,Misc
Players,1631288,Jamal Cain,Jamal,1610612753,ORL,27.0,8,4,4,0.5,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.5,0.0,0.0,0.1,0.0,0.2,300,279,151,213,414,247,244,183,321,105,1,182,345,188,1,129,337,424,1,2025-26,Regular Season,Misc
Players,1627750,Jamal Murray,Jamal,1610612743,DEN,29.0,38,20,18,0.526,4.7,0.5,0.1,0.1,1.1,1.4,1.4,1.2,4.5,0.1,0.1,0.5,1.0,6.6,7,10,462,200,16,28,226,117,39,403,420,465,23,80,334,388,11,8,1,2025-26,Regular Season,Misc
Players,1642347,Jamal Shead,Jamal,1610612761,TOR,23.0,31,18,13,0.581,2.5,0.3,0.2,0.0,0.3,0.7,0.8,0.4,2.3,0.0,0.0,0.2,0.2,1.9,36,27,397,148,241,107,175,183,249,220,248,249,240,188,290,200,262,251,1,2025-26,Regular Season,Misc
Players,1631123,Jamaree Bouyea,Jamaree,1610612756,PHX,26.0,1,1,0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,442,383,1,1,274,247,244,183,321,1,1,1,436,188,1,1,337,120,1,2025-26,Regular Season,Misc
Players,201935,James Harden,James,1610612739,CLE,36.0,30,18,12,0.6,3.5,0.5,0.3,0.1,1.1,1.4,1.0,0.7,2.9,0.0,0.1,0.3,0.9,5.5,44,27,373,116,88,28,55,135,40,395,303,379,150,180,431,286,20,20,2,2025-26,Regular Season,Misc
Players,1642364,Jamir Watkins,Jamir,1610612764,WAS,24.0,7,3,4,0.429,1.9,0.0,0.3,0.0,0.6,1.0,1.0,0.3,2.3,0.1,0.0,0.6,0.0,1.8,309,308,151,306,325,247,76,183,129,290,303,200,234,52,1,434,337,259,1,2025-26,Regular Season,Misc
Players,1642419,Jamison Battle,Jamison,1610612761,TOR,24.0,4,2,2,0.5,1.4,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,371,346,86,213,377,247,244,183,148,1,145,1,436,188,1,1,337,319,1,2025-26,Regular Season,Misc
Players,1641716,Jarace Walker,Jarace,1610612754,IND,22.0,21,6,15,0.286,2.4,0.0,0.1,0.1,0.4,1.1,1.0,0.1,2.4,0.0,0.0,0.4,0.1,1.7,137,233,424,385,269,247,215,102,196,344,303,145,221,188,1,351,270,278,1,2025-26,Regular Season,Misc
Players,1642272,Jared McCain,Jared,1610612760,OKC,22.0,10,7,3,0.7,2.3,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.8,0.0,0.0,0.1,0.1,1.4,278,204,123,64,283,247,244,183,321,271,277,1,316,188,1,121,297,302,2,2025-26,Regular Season,Misc
Players,1628991,Jaren Jackson Jr.,Jaren,1610612762,UTA,26.0,26,9,17,0.346,3.3,0.4,0.3,0.2,0.4,1.6,0.8,1.2,2.5,0.3,0.2,0.6,0.6,3.6,89,151,452,364,111,57,96,94,195,424,250,467,211,17,462,440,50,71,1,2025-26,Regular Season,Misc
Players,1629020,Jarred Vanderbilt,Jarred,1610612747,LAL,27.0,7,5,2,0.714,1.6,0.4,0.4,0.0,0.3,0.4,0.3,0.0,1.4,0.0,0.0,0.1,0.0,1.1,309,256,86,57,363,45,30,183,233,139,105,1,352,188,1,137,337,348,1,2025-26,Regular Season,Misc
Players,1628386,Jarrett Allen,Jarrett,1610612739,CLE,27.0,21,13,8,0.619,2.7,0.1,0.5,0.0,0.5,1.2,1.0,0.5,2.1,0.0,0.0,0.3,0.6,2.3,137,91,279,108,224,217,25,183,162,368,303,281,263,188,325,250,59,191,1,2025-26,Regular Season,Misc
Players,1642859,Jase Richardson,Jase,1610612753,ORL,20.0,2,0,2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,412,438,86,438,404,247,244,183,321,1,1,1,387,188,1,1,65,427,1,2025-26,Regular Season,Misc
Players,1642914,Javon Small,Javon,1610612763,MEM,23.0,8,3,5,0.375,1.8,0.3,0.0,0.3,0.3,0.5,0.5,1.1,2.0,0.0,0.0,0.3,0.3,1.5,300,308,183,346,340,109,244,50,250,150,145,462,266,188,1,213,184,297,1,2025-26,Regular Season,Misc
Players,1629750,Javonte Green,Javonte,1610612765,DET,32.0,30,19,11,0.633,1.9,0.0,0.2,0.0,0.1,1.0,0.7,0.4,1.1,0.1,0.0,0.3,0.2,1.9,44,15,352,99,335,247,120,183,296,312,214,257,378,128,293,270,249,248,1,2025-26,Regular Season,Misc
Players,1629637,Jaxson Hayes,Jaxson,1610612747,LAL,25.0,13,8,5,0.615,1.3,0.1,0.0,0.0,0.2,0.4,0.2,0.2,0.8,0.1,0.0,0.0,0.0,0.7,234,180,183,109,394,232,244,183,288,130,90,153,408,113,1,1,337,380,1,2025-26,Regular Season,Misc
Players,1630643,Jay Huff,Jay,1610612754,IND,28.0,20,9,11,0.45,2.4,0.2,0.2,0.0,0.2,0.9,0.7,0.2,2.0,0.3,0.1,0.4,0.3,2.4,147,151,352,283,270,179,137,183,273,258,214,152,266,12,330,336,184,190,1,2025-26,Regular Season,Misc
Players,1627759,Jaylen Brown,Jaylen,1610612738,BOS,29.0,27,14,13,0.519,3.5,0.3,0.1,0.3,1.6,0.7,1.9,0.3,2.4,0.0,0.1,0.5,0.9,5.2,72,80,397,206,86,87,202,40,15,218,464,211,215,169,375,414,23,27,1,2025-26,Regular Season,Misc
Players,1641740,Jaylen Clark,Jaylen,1610612750,MIN,24.0,11,5,6,0.455,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.3,265,256,225,280,467,247,151,183,277,1,1,1,431,188,1,119,337,417,1,2025-26,Regular Season,Misc
Players,1642377,Jaylen Wells,Jaylen,1610612763,MEM,22.0,30,12,18,0.4,3.2,0.0,0.0,0.1,0.4,1.6,1.0,1.2,3.0,0.0,0.1,0.3,0.2,1.2,44,103,462,330,133,247,244,114,187,431,301,469,118,188,404,270,236,328,1,2025-26,Regular Season,Misc
Players,1631119,Jaylin Williams,Jaylin,1610612760,OKC,23.0,18,11,7,0.611,2.1,0.2,0.0,0.0,0.1,0.2,0.7,0.2,1.7,0.1,0.0,0.2,0.2,1.8,172,115,251,113,311,165,244,183,305,100,220,175,328,141,1,146,216,264,1,2025-26,Regular Season,Misc
Players,1642281,Jaylon Tyson,Jaylon,1610612739,CLE,23.0,20,11,9,0.55,3.2,0.1,0.1,0.0,0.3,1.2,0.6,0.2,3.6,0.0,0.0,0.5,0.5,2.6,147,115,303,173,141,213,212,183,227,349,173,167,64,188,1,369,65,154,1,2025-26,Regular Season,Misc
Players,1628369,Jayson Tatum,Jayson,1610612738,BOS,28.0,4,3,1,0.75,2.4,0.5,1.0,0.5,1.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,2.6,371,308,36,43,260,28,1,10,43,105,99,1,436,188,1,1,4,163,1,2025-26,Regular Season,Misc
Players,203924,Jerami Grant,Jerami,1610612757,POR,32.0,29,12,17,0.414,2.9,0.3,0.3,0.2,0.6,1.4,0.7,0.6,3.2,0.1,0.0,0.4,0.5,3.1,49,103,452,327,180,101,87,83,139,400,213,346,108,82,1,368,84,110,1,2025-26,Regular Season,Misc
Players,1642847,Jeremiah Fears,Jeremiah,1610612740,NOP,19.0,24,5,19,0.208,2.7,0.3,0.0,0.0,0.3,1.1,0.8,0.4,2.9,0.0,0.2,0.4,0.3,1.8,105,256,472,419,223,72,244,181,250,330,227,238,141,188,452,345,184,267,1,2025-26,Regular Season,Misc
Players,1630526,Jeremiah Robinson-Earl,Jeremiah,1610612742,DAL,25.0,2,0,2,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6,412,438,86,438,388,247,244,183,321,1,303,1,266,188,1,1,337,390,1,2025-26,Regular Season,Misc
Players,1631110,Jeremy Sochan,Jeremy,1610612752,NYK,22.0,7,5,2,0.714,1.5,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.3,0.0,0.0,0.3,0.1,1.0,309,256,86,57,372,247,244,183,233,112,303,1,434,188,1,250,270,353,2,2025-26,Regular Season,Misc
Players,1630579,Jericho Sims,Jericho,1610612749,MIL,27.0,12,8,4,0.667,2.2,0.3,0.4,0.0,0.7,0.8,1.0,0.2,0.5,0.0,0.0,0.5,0.2,1.7,247,180,151,72,293,109,33,183,108,229,303,156,421,188,1,388,249,276,1,2025-26,Regular Season,Misc
Players,1641724,Jett Howard,Jett,1610612753,ORL,22.0,4,1,3,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,371,383,123,402,465,247,244,183,321,1,1,1,421,188,472,1,337,427,1,2025-26,Regular Season,Misc
Players,1628975,Jevon Carter,Jevon,1610612753,ORL,30.0,7,3,4,0.429,2.2,0.4,0.0,0.0,0.0,0.7,1.6,0.0,1.7,0.1,0.0,0.0,0.0,0.9,309,308,151,306,298,45,244,183,321,221,444,1,321,52,1,1,337,370,2,2025-26,Regular Season,Misc
Players,202710,Jimmy Butler III,Jimmy,1610612744,GSW,36.0,16,7,9,0.438,3.5,0.2,0.3,0.2,0.5,1.3,1.6,0.5,3.3,0.1,0.2,0.1,0.6,3.5,193,204,303,301,94,147,67,75,148,383,441,286,97,132,461,129,60,83,1,2025-26,Regular Season,Misc
Players,1642866,Joan Beringer,Joan,1610612750,MIN,19.0,1,0,1,0.0,4.1,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.5,442,438,36,438,43,247,244,183,321,480,303,479,266,188,484,1,337,288,1,2025-26,Regular Season,Misc
Players,1629111,Jock Landale,Jock,1610612737,ATL,30.0,24,8,16,0.333,2.2,0.3,0.3,0.0,0.3,1.1,0.8,1.0,2.0,0.0,0.0,0.0,0.3,2.6,105,180,437,365,288,72,73,183,250,330,241,438,266,164,313,1,157,156,2,2025-26,Regular Season,Misc
Players,204060,Joe Ingles,Joe,1610612750,MIN,38.0,5,3,2,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,308,86,116,474,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,203954,Joel Embiid,Joel,1610612755,PHI,32.0,20,9,11,0.45,4.3,0.5,0.4,0.0,0.8,0.6,1.3,1.1,3.2,0.3,0.2,0.3,0.3,4.8,147,151,352,283,31,28,53,183,84,165,406,461,105,19,463,270,152,36,1,2025-26,Regular Season,Misc
Players,1628381,John Collins,John,1610612746,LAC,28.0,19,9,10,0.474,2.7,0.1,0.0,0.1,0.3,1.3,1.0,0.4,2.1,0.2,0.0,0.5,0.2,2.3,163,151,327,266,220,211,244,131,222,374,303,234,262,44,1,418,263,203,1,2025-26,Regular Season,Misc
Players,1629723,John Konchar,John,1610612762,UTA,30.0,14,2,12,0.143,1.9,0.0,0.0,0.1,0.1,1.5,1.1,0.6,2.1,0.0,0.0,0.4,0.1,1.1,217,346,373,434,330,247,244,102,292,412,351,352,257,188,1,311,318,347,2,2025-26,Regular Season,Misc
Players,1642277,Johnny Furphy,Johnny,1610612754,IND,21.0,7,3,4,0.429,1.2,0.0,0.0,0.0,0.0,0.7,0.6,0.0,2.0,0.0,0.0,0.0,0.1,0.8,309,308,151,306,398,247,244,183,321,221,169,1,266,188,1,1,270,376,1,2025-26,Regular Season,Misc
Players,1630548,Johnny Juzang,Johnny,1610612750,MIN,25.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,476,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,202685,Jonas Valančiūnas,Jonas,1610612743,DEN,33.0,11,4,7,0.364,1.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,1.3,0.0,0.1,0.3,0.3,1.1,265,279,251,353,417,247,244,183,203,1,121,162,370,188,396,236,171,351,1,2025-26,Regular Season,Misc
Players,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,28.0,12,9,3,0.75,0.5,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.7,0.1,0.0,0.1,0.1,0.7,247,151,123,43,446,247,55,183,214,1,91,1,409,101,1,113,308,386,1,2025-26,Regular Season,Misc
Players,1630228,Jonathan Kuminga,Jonathan,1610612737,ATL,23.0,8,4,4,0.5,2.0,0.3,0.0,0.3,0.3,0.4,0.8,0.0,1.5,0.0,0.0,0.0,0.0,0.4,300,279,151,213,321,109,244,50,250,127,227,1,345,188,1,1,337,408,2,2025-26,Regular Season,Misc
Players,203903,Jordan Clarkson,Jordan,1610612752,NYK,33.0,9,6,3,0.667,1.3,0.0,0.0,0.0,0.0,0.4,0.7,0.9,1.6,0.0,0.0,0.2,0.0,0.2,284,233,123,72,387,247,244,183,321,143,190,427,341,188,1,189,337,421,1,2025-26,Regular Season,Misc
Players,1630692,Jordan Goodwin,Jordan,1610612756,PHX,27.0,24,9,15,0.375,2.5,0.1,0.1,0.3,0.1,0.7,0.5,0.5,2.7,0.0,0.0,0.5,0.3,1.7,105,151,424,346,247,226,198,50,316,198,140,316,178,188,1,376,184,276,1,2025-26,Regular Season,Misc
Players,1641722,Jordan Hawkins,Jordan,1610612740,NOP,23.0,6,1,5,0.167,1.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.2,0.0,-0.2,334,383,183,429,399,247,244,183,321,198,1,1,432,188,1,146,337,484,1,2025-26,Regular Season,Misc
Players,1641757,Jordan Miller,Jordan,1610612746,LAC,26.0,12,6,6,0.5,2.8,0.0,0.0,0.0,0.3,0.9,0.9,0.3,2.3,0.0,0.1,0.3,0.3,1.8,247,233,225,213,193,247,244,183,214,276,283,218,229,188,390,213,184,262,1,2025-26,Regular Season,Misc
Players,1629673,Jordan Poole,Jordan,1610612740,NOP,26.0,12,5,7,0.417,2.4,0.2,0.2,0.3,0.8,1.0,0.5,0.8,3.0,0.0,0.1,0.3,0.2,1.8,247,256,251,322,265,165,165,28,76,290,145,390,118,188,390,286,249,255,1,2025-26,Regular Season,Misc
