GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
Players,1641775,Jordan Walsh,Jordan,1610612738,BOS,22.0,12,7,5,0.583,2.2,0.0,0.0,0.1,0.2,0.3,1.3,0.0,1.7,0.0,0.0,0.3,0.1,1.9,247,204,183,140,299,247,244,148,283,117,388,1,328,188,1,286,308,249,1,2025-26,Regular Season,Misc
Players,1630631,Jose Alvarado,Jose,1610612752,NYK,27.0,18,9,9,0.5,2.9,0.1,0.2,0.1,0.2,0.9,0.6,0.4,3.3,0.0,0.1,0.4,0.2,2.1,172,151,303,213,175,207,165,126,259,285,181,262,89,188,415,363,216,224,2,2025-26,Regular Season,Misc
Players,1630581,Josh Giddey,Josh,1610612741,CHI,23.0,28,16,12,0.571,4.2,0.1,0.2,0.1,1.2,1.1,1.1,0.9,4.6,0.1,0.1,0.3,0.5,5.1,61,49,373,153,39,236,157,157,27,327,351,416,21,120,436,250,63,28,1,2025-26,Regular Season,Misc
Players,1630182,Josh Green,Josh,1610612766,CHA,25.0,8,2,6,0.25,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,300,346,225,402,454,247,244,183,321,89,1,1,421,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1628404,Josh Hart,Josh,1610612752,NYK,31.0,20,11,9,0.55,2.7,0.0,0.1,0.1,0.4,0.8,0.3,0.7,2.9,0.0,0.1,0.3,0.1,2.3,147,115,303,173,213,247,240,135,187,239,99,379,144,188,404,270,332,195,1,2025-26,Regular Season,Misc
Players,1631169,Josh Minott,Josh,1610612751,BKN,23.0,9,4,5,0.444,1.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.1,0.0,0.0,0.2,0.1,0.2,284,279,183,292,374,247,244,183,321,1,137,1,379,188,1,189,290,423,2,2025-26,Regular Season,Misc
Players,1629006,Josh Okogie,Josh,1610612745,HOU,27.0,27,16,11,0.593,1.4,0.0,0.0,0.0,0.0,0.3,0.5,0.2,1.0,0.0,0.0,0.2,0.1,0.8,72,49,352,136,379,247,244,183,321,117,143,164,386,169,1,162,267,378,1,2025-26,Regular Season,Misc
Players,201950,Jrue Holiday,Jrue,1610612757,POR,35.0,23,10,13,0.435,2.8,0.3,0.1,0.0,0.1,1.2,0.6,0.5,2.2,0.0,0.1,0.3,0.3,2.5,117,132,397,305,188,105,196,183,314,355,178,282,252,188,430,276,181,177,1,2025-26,Regular Season,Misc
Players,1630577,Julian Champagnie,Julian,1610612759,SAS,24.0,29,18,11,0.621,3.3,0.2,0.3,0.2,0.1,0.9,1.0,0.4,2.7,0.0,0.0,0.3,0.1,2.2,49,27,352,106,116,162,87,83,295,279,303,271,176,178,1,243,281,211,1,2025-26,Regular Season,Misc
Players,1641763,Julian Phillips,Julian,1610612750,MIN,22.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,422,247,244,183,321,1,1,1,266,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1642882,Julian Reese,Julian,1610612764,WAS,22.0,2,0,2,0.0,2.1,0.0,0.0,0.0,0.0,2.5,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.4,412,438,86,438,312,247,244,183,321,473,465,441,118,188,1,1,337,309,1,2025-26,Regular Season,Misc
Players,1631124,Julian Strawther,Julian,1610612743,DEN,23.0,7,3,4,0.429,1.5,0.0,0.0,0.0,0.3,0.3,0.3,0.0,1.7,0.0,0.0,0.3,0.1,1.0,309,308,151,306,368,247,244,183,233,112,105,1,321,188,1,250,270,365,1,2025-26,Regular Season,Misc
Players,203944,Julius Randle,Julius,1610612750,MIN,31.0,31,17,14,0.548,3.5,0.2,0.3,0.1,0.9,1.8,0.6,0.5,2.8,0.0,0.1,0.5,0.5,2.8,36,41,411,176,96,144,74,139,69,444,189,302,153,181,428,426,82,138,1,2025-26,Regular Season,Misc
Players,1630551,Justin Champagnie,Justin,1610612764,WAS,24.0,12,3,9,0.25,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.2,0.1,0.0,0.3,0.0,0.6,247,308,303,402,419,247,244,183,321,105,113,142,375,101,1,213,337,390,1,2025-26,Regular Season,Misc
Players,1642348,Justin Edwards,Justin,1610612755,PHI,22.0,7,7,0,1.0,3.4,0.3,0.0,0.0,0.9,1.4,0.3,0.3,2.0,0.0,0.0,0.0,0.0,3.3,309,204,1,1,107,88,244,183,73,404,105,200,266,188,1,1,337,90,1,2025-26,Regular Season,Misc
Players,203994,Jusuf Nurkić,Jusuf,1610612762,UTA,31.0,15,7,8,0.467,2.5,0.0,0.2,0.0,0.5,0.9,0.6,0.5,2.5,0.2,0.1,0.5,0.3,2.3,211,204,279,272,240,247,137,183,145,265,173,312,202,26,360,380,134,202,1,2025-26,Regular Season,Misc
Players,1642955,Kadary Richmond,Kadary,1610612764,WAS,24.0,2,2,0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.3,412,346,1,1,369,247,244,183,321,1,1,1,436,188,1,1,65,207,1,2025-26,Regular Season,Misc
Players,1642880,Kam Jones,Kam,1610612754,IND,24.0,4,1,3,0.25,2.9,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3.5,0.0,0.0,0.0,0.3,2.3,371,383,123,402,185,247,244,183,43,290,1,286,73,188,1,1,184,198,1,2025-26,Regular Season,Misc
Players,1626157,Karl-Anthony Towns,Karl-Anthony,1610612752,NYK,30.0,28,15,13,0.536,2.9,0.1,0.5,0.0,0.6,0.7,0.6,0.5,2.8,0.0,0.0,0.6,0.4,2.5,61,63,397,189,179,186,18,183,129,221,177,286,161,188,299,439,109,167,1,2025-26,Regular Season,Misc
Players,1631255,Karlo Matković,Karlo,1610612740,NOP,25.0,7,4,3,0.571,1.7,0.0,0.0,0.0,0.0,0.9,0.0,0.9,1.4,0.0,0.0,0.1,0.1,0.5,309,279,123,153,357,247,244,183,321,261,1,416,352,188,1,137,270,404,1,2025-26,Regular Season,Misc
Players,1642857,Kasparas Jakučionis,Kasparas,1610612748,MIA,19.0,6,3,3,0.5,2.8,0.0,0.0,0.0,0.0,0.3,0.7,0.0,3.0,0.0,0.0,0.7,0.0,1.2,334,308,123,213,194,247,244,183,321,117,190,1,118,188,1,450,337,333,1,2025-26,Regular Season,Misc
Players,202695,Kawhi Leonard,Kawhi,1610612746,LAC,34.0,18,10,8,0.556,3.3,0.5,0.0,0.3,1.0,1.4,1.6,0.7,3.3,0.1,0.1,0.3,0.6,4.8,172,132,279,166,122,28,244,28,43,409,438,357,89,141,341,245,51,37,1,2025-26,Regular Season,Misc
Players,1630811,Keaton Wallace,Keaton,1610612737,ATL,27.0,1,0,1,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,49,247,244,183,321,480,1,479,1,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1631099,Keegan Murray,Keegan,1610612758,SAC,25.0,7,3,4,0.429,5.3,0.6,0.0,0.1,0.6,1.3,2.6,0.6,7.4,0.0,0.1,0.3,0.1,3.2,309,308,151,306,5,20,244,102,129,377,477,324,4,188,436,250,270,101,1,2025-26,Regular Season,Misc
Players,1642276,Kel'el Ware,Kel'el,1610612748,MIA,21.0,11,6,5,0.545,2.4,0.0,0.4,0.0,0.7,0.5,1.6,0.3,2.4,0.1,0.0,0.3,0.0,2.5,265,233,183,177,273,247,50,183,99,145,450,195,224,94,1,236,337,173,1,2025-26,Regular Season,Misc
Players,1629640,Keldon Johnson,Keldon,1610612759,SAS,26.0,23,14,9,0.609,2.0,0.0,0.4,0.0,0.3,0.6,0.6,0.5,1.4,0.0,0.1,0.0,0.4,2.3,117,80,303,114,317,247,29,183,209,182,178,305,355,188,395,104,111,204,1,2025-26,Regular Season,Misc
Players,203482,Kelly Olynyk,Kelly,1610612759,SAS,34.0,2,1,1,0.5,0.8,0.0,1.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,2.7,412,383,36,213,434,247,1,183,43,1,429,1,436,188,1,1,65,145,1,2025-26,Regular Season,Misc
Players,1626162,Kelly Oubre Jr.,Kelly,1610612755,PHI,30.0,22,12,10,0.545,3.7,0.1,0.3,0.1,0.5,0.6,1.4,0.7,2.5,0.0,0.0,0.3,0.3,2.0,128,103,327,177,67,193,90,112,168,175,425,387,200,160,323,236,171,235,1,2025-26,Regular Season,Misc
Players,1631113,Kennedy Chandler,Kennedy,1610612762,UTA,23.0,3,0,3,0.0,2.5,0.0,0.0,0.0,0.0,2.7,2.3,1.3,2.7,0.0,0.0,0.3,0.3,0.3,390,438,123,438,253,247,244,183,321,476,475,470,178,188,1,286,134,413,1,2025-26,Regular Season,Misc
Players,1629026,Kenrich Williams,Kenrich,1610612760,OKC,31.0,9,5,4,0.556,1.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.1,0.0,0.0,0.0,0.0,0.5,284,256,151,166,376,247,244,183,321,1,164,1,379,188,1,1,337,398,1,2025-26,Regular Season,Misc
Players,203484,Kentavious Caldwell-Pope,Kentavious,1610612763,MEM,33.0,21,9,12,0.429,1.3,0.0,0.0,0.1,0.1,0.2,0.6,0.5,1.2,0.0,0.0,0.2,0.1,0.6,137,151,373,306,392,247,244,140,312,104,169,307,373,188,1,168,301,397,1,2025-26,Regular Season,Misc
Players,1631165,Keon Ellis,Keon,1610612739,CLE,26.0,18,10,8,0.556,1.7,0.0,0.0,0.2,0.2,0.8,0.8,0.2,2.4,0.0,0.0,0.4,0.0,1.0,172,132,279,166,354,247,244,63,259,235,257,175,215,188,1,332,337,360,2,2025-26,Regular Season,Misc
Players,201142,Kevin Durant,Kevin,1610612745,HOU,37.0,41,19,22,0.463,4.5,0.8,0.4,0.2,0.9,2.0,1.2,0.9,4.6,0.1,0.1,0.4,0.7,5.1,2,15,477,276,21,11,35,57,72,449,379,426,22,51,402,344,33,30,1,2025-26,Regular Season,Misc
Players,1628989,Kevin Huerter,Kevin,1610612765,DET,27.0,27,16,11,0.593,2.1,0.2,0.1,0.2,0.2,0.5,0.3,0.4,1.6,0.0,0.1,0.3,0.1,1.6,72,49,352,136,305,129,202,63,259,149,104,235,341,188,375,268,267,284,2,2025-26,Regular Season,Misc
Players,201567,Kevin Love,Kevin,1610612762,UTA,37.0,2,1,1,0.5,5.4,1.5,0.0,0.0,1.0,1.0,5.0,1.0,6.0,0.0,0.0,2.0,0.5,4.6,412,383,36,213,3,2,244,183,43,290,482,441,6,188,1,482,65,43,1,2025-26,Regular Season,Misc
Players,1641755,Kevin McCullar Jr.,Kevin,1610612752,NYK,25.0,5,3,2,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,350,308,86,116,466,247,244,183,321,132,128,1,436,188,1,169,337,427,1,2025-26,Regular Season,Misc
Players,1629645,Kevin Porter Jr.,Kevin,1610612749,MIL,25.0,17,11,6,0.647,3.7,0.4,0.0,0.0,0.9,0.9,1.2,0.5,1.8,0.1,0.1,0.2,0.4,3.9,186,115,225,92,71,69,244,183,62,282,360,310,319,70,348,208,128,61,1,2025-26,Regular Season,Misc
Players,1626172,Kevon Looney,Kevon,1610612740,NOP,30.0,1,0,1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,406,247,244,183,321,1,465,1,30,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1641718,Keyonte George,Keyonte,1610612762,UTA,22.0,23,11,12,0.478,4.1,0.7,0.2,0.2,1.1,1.1,1.5,0.9,3.9,0.0,0.2,0.5,1.0,5.6,117,115,373,262,41,13,133,82,37,334,428,421,49,188,457,417,7,19,1,2025-26,Regular Season,Misc
Players,1642863,Khaman Maluach,Khaman,1610612756,PHX,19.0,4,1,3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,383,123,402,477,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,203114,Khris Middleton,Khris,1610612742,DAL,34.0,16,8,8,0.5,3.3,0.1,0.3,0.0,0.1,1.6,1.2,0.3,2.9,0.1,0.0,0.4,0.4,3.2,193,180,279,213,121,198,67,183,299,429,365,182,149,132,1,357,96,103,2,2025-26,Regular Season,Misc
Players,1630165,Killian Hayes,Killian,1610612758,SAC,24.0,2,2,0,1.0,3.9,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.6,412,346,1,1,55,247,244,183,321,290,465,1,30,188,1,1,337,390,1,2025-26,Regular Season,Misc
Players,202691,Klay Thompson,Klay,1610612742,DAL,36.0,23,6,17,0.261,2.2,0.0,0.0,0.0,0.0,0.3,0.4,0.3,2.3,0.0,0.0,0.5,0.1,0.9,117,233,452,400,291,247,244,183,321,124,127,227,227,188,1,382,285,371,1,2025-26,Regular Season,Misc
Players,1641738,Kobe Brown,Kobe,1610612754,IND,26.0,9,2,7,0.222,1.8,0.0,0.0,0.0,0.0,1.1,0.9,0.4,2.4,0.1,0.0,0.2,0.0,1.1,284,346,251,415,337,247,244,183,321,337,271,262,215,73,1,189,337,352,2,2025-26,Regular Season,Misc
Players,1642920,Kobe Sanders,Kobe,1610612746,LAC,23.0,8,4,4,0.5,2.6,0.3,0.0,0.3,0.0,0.4,0.4,1.5,2.8,0.0,0.0,0.6,0.5,1.3,300,279,151,213,234,109,244,50,321,127,124,478,164,188,1,441,65,314,1,2025-26,Regular Season,Misc
Players,1642851,Kon Knueppel,Kon,1610612766,CHA,20.0,27,10,17,0.37,3.8,0.3,0.6,0.0,0.4,1.2,1.3,0.3,4.0,0.0,0.1,0.5,0.4,3.2,72,132,452,351,59,106,14,183,170,366,394,191,30,188,375,414,101,102,1,2025-26,Regular Season,Misc
Players,1627739,Kris Dunn,Kris,1610612746,LAC,32.0,29,14,15,0.483,2.9,0.0,0.1,0.0,0.2,1.4,1.3,0.6,2.8,0.0,0.0,0.2,0.1,1.2,49,80,424,260,184,247,233,183,271,410,396,333,156,188,1,212,281,331,1,2025-26,Regular Season,Misc
Players,1631200,Kris Murray,Kris,1610612757,POR,25.0,18,8,10,0.444,2.6,0.3,0.4,0.2,0.4,0.9,0.3,0.6,3.0,0.1,0.1,0.4,0.2,1.3,172,180,327,292,236,97,45,86,170,285,113,321,118,141,341,332,216,313,1,2025-26,Regular Season,Misc
Players,204001,Kristaps Porziņģis,Kristaps,1610612744,GSW,30.0,12,5,7,0.417,2.8,0.3,0.3,0.0,0.8,0.8,0.3,0.7,2.5,0.1,0.1,0.1,0.3,2.4,247,256,251,322,192,109,55,183,76,250,113,357,205,101,390,113,134,189,2,2025-26,Regular Season,Misc
Players,203937,Kyle Anderson,Kyle,1610612750,MIN,32.0,5,3,2,0.6,2.3,0.0,0.0,0.0,0.0,0.4,1.2,1.4,2.0,0.0,0.2,0.0,0.0,1.6,350,308,86,116,287,247,244,183,321,132,371,476,266,188,463,1,337,280,3,2025-26,Regular Season,Misc
Players,1642271,Kyle Filipowski,Kyle,1610612762,UTA,22.0,20,10,10,0.5,2.5,0.2,0.3,0.0,0.3,1.1,1.0,0.5,2.3,0.1,0.2,0.5,0.4,2.6,147,132,327,213,246,179,100,183,227,321,296,272,233,154,447,369,104,162,1,2025-26,Regular Season,Misc
Players,1628398,Kyle Kuzma,Kyle,1610612749,MIL,30.0,25,13,12,0.52,2.8,0.1,0.1,0.2,1.0,0.6,1.1,0.6,1.8,0.1,0.1,0.4,0.2,2.7,96,91,373,203,209,231,224,58,59,189,337,351,312,68,387,362,209,149,1,2025-26,Regular Season,Misc
Players,200768,Kyle Lowry,Kyle,1610612755,PHI,40.0,2,1,1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,383,36,213,468,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1642273,Kyshawn George,Kyshawn,1610612764,WAS,22.0,13,5,8,0.385,4.0,0.3,0.3,0.3,0.6,1.5,1.6,0.5,3.5,0.2,0.3,0.5,1.0,4.8,234,256,279,343,50,85,70,39,125,417,448,313,71,23,477,377,12,35,1,2025-26,Regular Season,Misc
Players,1643018,LJ Cryer,LJ,1610612744,GSW,24.0,7,3,4,0.429,2.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.9,0.0,0.0,0.3,0.3,1.8,309,308,151,306,306,247,244,183,321,1,105,1,399,188,1,250,159,266,1,2025-26,Regular Season,Misc
Players,1630163,LaMelo Ball,LaMelo,1610612766,CHA,24.0,22,8,14,0.364,2.7,0.0,0.1,0.0,0.5,0.6,1.0,0.1,2.9,0.0,0.1,0.2,0.4,2.6,128,180,411,353,226,246,194,183,141,175,331,143,142,188,434,201,100,161,1,2025-26,Regular Season,Misc
Players,1629013,Landry Shamet,Landry,1610612752,NYK,29.0,13,8,5,0.615,3.6,0.2,0.5,0.0,0.2,0.3,0.8,0.7,2.9,0.0,0.0,0.2,0.7,2.8,234,180,183,109,77,125,17,183,288,116,234,376,139,188,1,205,36,134,1,2025-26,Regular Season,Misc
Players,1626204,Larry Nance Jr.,Larry,1610612739,CLE,33.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,383,1,1,480,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1628374,Lauri Markkanen,Lauri,1610612762,UTA,28.0,16,10,6,0.625,4.4,0.5,0.8,0.5,1.4,1.4,1.4,0.9,4.0,0.3,0.1,0.2,0.8,5.8,193,132,225,100,24,28,5,10,17,408,426,434,30,19,353,164,24,14,1,2025-26,Regular Season,Misc
Players,1643133,Lawson Lovering,Lawson,1610612763,MEM,22.0,1,0,1,0.0,5.1,0.0,0.0,0.0,2.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,442,438,36,438,8,247,244,183,7,449,483,1,30,188,1,1,12,10,1,2025-26,Regular Season,Misc
Players,2544,LeBron James,LeBron,1610612747,LAL,41.0,25,17,8,0.68,2.7,0.3,0.4,0.3,1.2,1.0,0.8,0.4,2.2,0.1,0.2,0.1,0.4,3.6,96,41,279,68,216,82,38,46,29,290,243,242,243,111,463,112,122,72,1,2025-26,Regular Season,Misc
Players,1641778,Leaky Black,Leaky,1610612764,WAS,26.0,3,0,3,0.0,4.7,0.0,0.0,0.0,0.7,3.0,3.3,1.3,6.7,0.0,0.0,0.7,0.0,3.6,390,438,123,438,14,247,244,183,108,479,479,470,5,188,1,450,337,74,1,2025-26,Regular Season,Misc
Players,1631159,Leonard Miller,Leonard,1610612741,CHI,22.0,6,2,4,0.333,3.1,0.5,0.0,0.3,1.0,1.5,1.0,0.7,3.0,0.0,0.0,0.2,0.2,1.4,334,346,151,365,151,28,244,28,43,412,303,357,118,188,1,146,249,305,1,2025-26,Regular Season,Misc
Players,1642862,Liam McNeeley,Liam,1610612766,CHA,20.0,2,1,1,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,383,36,213,435,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1628366,Lonzo Ball,Lonzo,1610612739,CLE,28.0,13,6,7,0.462,2.0,0.2,0.1,0.0,0.0,0.6,0.5,0.2,1.5,0.0,0.1,0.1,0.2,1.4,234,233,251,277,313,174,227,183,321,183,142,153,344,188,383,110,264,301,1,2025-26,Regular Season,Misc
Players,1629652,Luguentz Dort,Luguentz,1610612760,OKC,26.0,26,19,7,0.731,3.8,0.1,0.0,0.0,0.1,0.5,1.2,0.4,3.2,0.0,0.0,0.5,0.3,2.0,89,15,251,56,61,232,244,183,317,164,356,251,100,167,1,422,177,233,1,2025-26,Regular Season,Misc
Players,1629029,Luka Dončić,Luka,1610612747,LAL,27.0,23,17,6,0.739,3.4,0.6,0.2,0.1,0.7,0.9,1.0,0.6,2.3,0.1,0.0,0.3,0.7,5.5,117,41,225,53,103,17,160,144,105,273,298,342,239,98,1,276,45,21,1,2025-26,Regular Season,Misc
Players,1630568,Luka Garza,Luka,1610612738,BOS,27.0,9,5,4,0.556,2.0,0.0,0.2,0.0,0.2,0.7,1.6,0.2,2.0,0.0,0.0,0.3,0.0,0.7,284,256,151,166,324,247,126,183,259,198,438,175,266,188,1,286,337,387,1,2025-26,Regular Season,Misc
Players,1628379,Luke Kennard,Luke,1610612747,LAL,29.0,21,10,11,0.476,0.8,0.3,0.1,0.0,0.0,0.5,0.2,0.2,0.9,0.0,0.0,0.0,0.1,0.6,137,132,352,264,431,88,185,183,321,163,98,166,399,188,1,105,301,396,2,2025-26,Regular Season,Misc
Players,1628436,Luke Kornet,Luke,1610612759,SAS,30.0,24,15,9,0.625,2.4,0.1,0.4,0.1,0.8,0.6,0.8,0.5,1.9,0.3,0.0,0.2,0.3,3.1,105,63,303,100,272,226,33,148,91,186,241,316,308,19,1,184,184,114,1,2025-26,Regular Season,Misc
Players,1630644,Mac McClung,Mac,1610612741,CHI,27.0,1,0,1,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,259,247,244,183,321,1,1,1,266,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1641869,Malachi Smith,Malachi,1610612751,BKN,26.0,5,1,4,0.2,2.2,0.0,0.4,0.0,0.0,0.2,0.4,0.0,1.6,0.0,0.0,0.0,0.0,2.4,350,383,151,420,295,247,38,183,321,95,128,1,338,188,1,1,337,179,1,2025-26,Regular Season,Misc
Players,1631103,Malaki Branham,Malaki,1610612764,WAS,22.0,1,1,0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,383,1,1,452,247,244,183,321,449,465,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1642502,Malevy Leons,Malevy,1610612744,GSW,26.0,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,459,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1628370,Malik Monk,Malik,1610612758,SAC,28.0,13,7,6,0.538,2.4,0.8,0.2,0.2,0.3,0.5,0.6,0.3,2.3,0.0,0.1,0.2,0.7,2.7,234,204,225,184,262,10,179,94,224,147,184,213,232,188,383,205,36,145,1,2025-26,Regular Season,Misc
Players,1631204,Marcus Sasser,Marcus,1610612765,DET,25.0,5,2,3,0.4,1.3,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.8,0.0,0.0,0.0,0.2,-0.1,350,346,123,330,389,247,244,183,321,132,128,1,402,188,1,1,236,482,1,2025-26,Regular Season,Misc
Players,203935,Marcus Smart,Marcus,1610612747,LAL,32.0,23,18,5,0.783,2.5,0.1,0.2,0.1,0.3,0.4,0.8,0.4,1.8,0.0,0.0,0.3,0.3,2.5,117,27,183,42,250,224,160,144,209,142,255,241,314,188,318,229,151,175,1,2025-26,Regular Season,Misc
Players,1631109,Mark Williams,Mark,1610612756,PHX,24.0,25,15,10,0.6,2.4,0.2,0.3,0.2,1.0,0.9,1.2,0.3,2.2,0.1,0.1,0.2,0.3,3.0,96,63,327,116,266,123,84,93,59,269,358,217,243,111,387,169,145,122,1,2025-26,Regular Season,Misc
Players,1628963,Marvin Bagley III,Marvin,1610612742,DAL,27.0,16,6,10,0.375,1.5,0.0,0.3,0.0,0.6,0.7,0.4,0.3,1.5,0.0,0.1,0.1,0.1,1.4,193,233,327,346,371,247,100,183,124,216,124,182,345,188,353,129,322,300,2,2025-26,Regular Season,Misc
Players,203486,Mason Plumlee,Mason,1610612759,SAS,36.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,472,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1641824,Matas Buzelis,Matas,1610612741,CHI,21.0,32,16,16,0.5,3.2,0.1,0.2,0.3,0.5,0.8,0.9,0.8,3.6,0.0,0.1,0.2,0.3,2.4,29,49,437,213,129,239,178,50,148,255,280,408,62,184,399,145,146,188,1,2025-26,Regular Season,Misc
Players,1629680,Matisse Thybulle,Matisse,1610612757,POR,29.0,5,2,3,0.4,1.9,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.8,0.0,0.0,0.2,0.0,0.7,350,346,123,330,327,247,244,183,321,239,128,1,402,188,1,169,337,383,1,2025-26,Regular Season,Misc
Players,1631108,Max Christie,Max,1610612742,DAL,23.0,37,13,24,0.351,3.1,0.1,0.1,0.3,0.4,1.1,0.9,0.5,3.2,0.1,0.0,0.3,0.2,2.3,9,91,481,363,148,244,208,48,197,329,295,285,98,109,1,235,261,197,1,2025-26,Regular Season,Misc
Players,1629622,Max Strus,Max,1610612739,CLE,30.0,6,6,0,1.0,2.7,0.0,0.0,0.0,0.3,0.3,0.0,1.0,1.3,0.0,0.0,0.2,0.0,2.4,334,233,1,1,214,247,244,183,214,117,1,441,361,188,1,146,337,180,1,2025-26,Regular Season,Misc
Players,1628467,Maxi Kleber,Maxi,1610612747,LAL,34.0,5,3,2,0.6,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.7,350,308,86,116,451,247,244,183,187,1,1,337,428,188,1,1,337,383,1,2025-26,Regular Season,Misc
Players,1642875,Maxime Raynaud,Maxime,1610612758,SAC,23.0,17,9,8,0.529,3.0,0.4,0.3,0.1,0.9,0.7,1.7,0.3,3.6,0.0,0.1,0.4,0.4,2.1,186,151,279,194,161,49,72,123,62,219,454,208,59,188,421,310,128,221,1,2025-26,Regular Season,Misc
Players,1642877,Micah Peavy,Micah,1610612740,NOP,24.0,6,0,6,0.0,0.9,0.0,0.0,0.0,0.0,1.0,0.7,0.3,1.3,0.0,0.0,0.0,0.0,0.5,334,438,225,438,424,247,244,183,321,290,190,218,361,188,1,1,337,398,1,2025-26,Regular Season,Misc
Players,1630695,Micah Potter,Micah,1610612754,IND,28.0,9,3,6,0.333,2.7,0.2,0.2,0.0,0.4,1.6,1.2,0.2,2.7,0.0,0.0,0.2,0.4,2.5,284,308,225,365,219,129,126,183,170,420,380,175,178,188,1,189,94,168,1,2025-26,Regular Season,Misc
