GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
Players,1626156,D'Angelo Russell,D'Angelo,1610612764,WAS,30.0,7,2,5,0.286,3.4,0.9,2.7,0.316,0.1,1.1,0.125,0.9,1.3,0.667,0.0,0.1,0.1,0.3,0.4,0.0,0.0,0.0,0.3,0.9,2.7,-1.9,2.9,1,0,3.3,309,346,261,385,102,37,10,298,132,10,237,30,24,213,289,326,357,118,23,254,188,200,222,22,34,403,130,141,24,81,1,2025-26,Regular Season,Base
Players,1641747,DaRon Holmes II,DaRon,1610612743,DEN,23.0,2,1,1,0.5,4.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,-4.0,1.0,0,0,1.0,412,383,400,213,22,356,130,356,247,19,247,303,317,303,289,366,385,334,9,254,4,200,5,337,379,463,356,205,24,337,1,2025-26,Regular Season,Base
Players,1631342,Daeqwon Plowden,Daeqwon,1610612758,SAC,27.0,9,5,4,0.556,3.0,0.6,0.7,0.833,0.3,0.4,0.75,0.3,0.3,1.0,0.3,0.2,0.6,0.1,0.1,0.0,0.0,0.0,0.4,0.1,1.8,2.8,2.5,0,0,2.8,284,256,303,166,168,95,230,32,26,144,17,143,180,1,41,275,152,263,187,254,188,200,118,290,92,30,168,205,24,129,1,2025-26,Regular Season,Base
Players,1631207,Dalen Terry,Dalen,1610612755,PHI,23.0,1,1,0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,442,383,450,1,252,356,406,356,247,338,247,303,317,303,289,366,385,334,289,254,188,200,382,337,379,115,427,205,24,429,1,2025-26,Regular Season,Base
Players,1642261,Dalton Knecht,Dalton,1610612747,LAL,24.0,3,2,1,0.667,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-2.0,0.0,0,0,0.0,390,346,400,72,428,356,406,356,247,338,247,303,317,303,289,366,385,334,289,254,188,200,181,337,379,411,427,205,24,429,1,2025-26,Regular Season,Base
Players,1629655,Daniel Gafford,Daniel,1610612742,DAL,27.0,27,7,20,0.259,2.9,0.4,0.6,0.706,0.0,0.0,0.0,0.4,0.5,0.786,0.4,0.6,1.0,0.1,0.1,0.1,0.2,0.1,0.5,0.4,1.3,-0.3,3.3,6,0,2.9,72,204,11,401,181,147,241,43,247,338,247,116,124,164,33,77,42,263,248,181,34,104,99,118,149,259,91,43,24,117,1,2025-26,Regular Season,Base
Players,1642450,Daniss Jenkins,Daniss,1610612765,DET,24.0,24,16,8,0.667,3.0,0.5,1.3,0.367,0.1,0.4,0.3,1.0,1.2,0.862,0.1,0.3,0.4,0.2,0.2,0.0,0.0,0.1,0.4,0.8,2.1,0.8,2.8,2,0,2.9,105,49,183,72,166,140,100,255,151,163,156,19,26,108,213,232,249,173,89,237,188,58,138,30,59,136,140,110,24,118,1,2025-26,Regular Season,Base
Players,1642874,Danny Wolf,Danny,1610612751,BKN,21.0,13,4,9,0.308,1.7,0.2,0.6,0.25,0.0,0.2,0.0,0.3,0.5,0.667,0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.5,0.2,0.6,-0.9,1.2,1,0,1.1,234,279,159,382,358,308,250,323,247,250,247,155,143,213,131,356,319,152,289,254,188,99,106,212,285,337,322,141,24,330,1,2025-26,Regular Season,Base
Players,203967,Dario Saric,Dario,1610612758,SAC,31.0,1,1,0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5,0,0,1.0,442,383,450,1,373,356,406,356,247,338,247,303,317,303,289,366,385,2,289,254,188,200,382,337,379,11,288,205,24,337,1,2025-26,Regular Season,Base
Players,1629636,Darius Garland,Darius,1610612746,LAC,26.0,18,7,11,0.389,3.1,0.8,1.8,0.469,0.3,0.7,0.5,0.4,0.5,0.889,0.1,0.4,0.4,0.5,0.4,0.0,0.1,0.1,0.1,0.3,2.4,-0.1,3.5,4,0,3.8,172,204,113,341,145,44,50,163,26,75,42,103,125,95,257,172,210,44,30,254,141,139,358,168,46,240,79,63,24,58,2,2025-26,Regular Season,Base
Players,1630558,Davion Mitchell,Davion,1610612748,MIA,27.0,24,12,12,0.5,2.8,0.2,0.5,0.417,0.0,0.3,0.167,0.1,0.1,0.667,0.0,0.3,0.3,0.5,0.2,0.1,0.0,0.0,0.4,0.2,0.5,-0.9,1.7,1,0,1.5,105,103,89,213,195,278,280,215,237,235,217,277,287,213,289,247,304,70,89,106,188,168,158,249,295,334,275,141,24,281,1,2025-26,Regular Season,Base
Players,1630549,Day'Ron Sharpe,Day'Ron,1610612751,BKN,24.0,7,2,5,0.286,2.5,0.3,0.4,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.3,0.1,0.3,0.0,0.1,0.3,0.0,0.6,-0.4,2.2,1,0,1.9,309,346,261,385,254,226,313,48,247,338,247,303,317,303,142,233,221,118,143,21,188,40,222,337,289,276,209,141,24,238,1,2025-26,Regular Season,Base
Players,1628368,De'Aaron Fox,De'Aaron,1610612759,SAS,28.0,29,19,10,0.655,3.5,0.9,2.2,0.422,0.2,0.8,0.25,0.7,0.7,0.952,0.0,0.4,0.4,0.7,0.2,0.2,0.0,0.1,0.4,0.5,2.8,1.5,4.7,4,0,4.5,49,15,134,91,85,31,24,210,88,44,177,50,72,75,284,160,208,24,76,57,178,121,142,84,33,79,39,63,24,39,1,2025-26,Regular Season,Base
Players,1629631,De'Andre Hunter,De'Andre,1610612758,SAC,28.0,18,8,10,0.444,2.7,0.4,1.0,0.444,0.0,0.3,0.0,0.6,0.6,0.909,0.1,0.3,0.4,0.1,0.1,0.1,0.0,0.1,0.6,0.4,1.4,-0.6,2.2,0,0,2.1,172,180,134,292,222,147,130,180,247,192,247,75,102,88,172,198,210,263,187,211,188,139,52,94,128,304,212,205,24,202,2,2025-26,Regular Season,Base
Players,1629001,De'Anthony Melton,De'Anthony,1610612744,GSW,27.0,19,9,10,0.474,2.4,0.6,1.4,0.407,0.2,0.4,0.429,0.5,0.6,0.818,0.2,0.3,0.5,0.1,0.1,0.3,0.1,0.1,0.4,0.2,1.8,0.2,3.4,0,0,3.2,163,151,134,266,264,88,79,223,127,180,76,96,110,140,129,220,202,324,205,17,150,73,166,234,91,207,85,205,24,89,1,2025-26,Regular Season,Base
Players,1630610,DeJon Jarreau,DeJon,1610612763,MEM,28.0,2,1,1,0.5,0.8,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.4,0,0,1.0,412,383,400,213,427,356,280,356,247,114,247,303,317,303,15,366,171,44,289,254,188,200,382,337,379,287,309,205,24,337,1,2025-26,Regular Season,Base
Players,201942,DeMar DeRozan,DeMar,1610612758,SAC,36.0,29,13,16,0.448,3.5,0.8,1.7,0.458,0.2,0.4,0.455,1.3,1.4,0.902,0.1,0.3,0.4,0.5,0.1,0.1,0.0,0.0,0.1,1.0,3.0,-0.3,4.3,2,0,4.2,49,91,34,288,95,54,59,170,114,177,66,9,17,91,189,225,234,42,208,191,188,200,349,18,28,260,49,110,24,46,1,2025-26,Regular Season,Base
Players,1629731,Dean Wade,Dean,1610612739,CLE,29.0,15,7,8,0.467,2.5,0.1,0.4,0.333,0.1,0.2,0.333,0.1,0.1,1.0,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.1,0.3,0.3,0.4,-0.4,1.2,0,0,1.1,211,204,183,272,243,323,322,273,215,265,118,289,310,1,245,198,240,179,289,254,188,123,181,179,325,273,335,205,24,331,1,2025-26,Regular Season,Base
Players,1629028,Deandre Ayton,Deandre,1610612747,LAL,27.0,18,15,3,0.833,3.4,0.4,0.5,0.778,0.0,0.0,0.0,0.4,0.6,0.8,0.7,0.6,1.2,0.1,0.1,0.1,0.2,0.0,0.4,0.3,1.2,2.7,3.6,9,0,3.1,172,63,335,38,109,172,280,36,247,338,247,103,116,146,8,77,11,263,267,211,24,200,151,134,163,32,69,25,24,98,1,2025-26,Regular Season,Base
Players,1627749,Dejounte Murray,Dejounte,1610612740,NOP,29.0,7,1,6,0.143,2.7,0.6,1.9,0.308,0.0,0.1,0.0,0.4,0.6,0.75,0.0,0.9,0.9,0.1,0.6,0.3,0.0,0.1,1.1,0.3,1.6,-2.9,3.1,0,0,3.1,309,383,235,434,215,89,45,301,247,292,247,106,111,176,289,14,53,230,3,21,188,40,4,159,113,449,112,205,24,93,1,2025-26,Regular Season,Base
Players,1630166,Deni Avdija,Deni,1610612757,POR,25.0,36,19,17,0.528,3.7,0.9,1.7,0.5,0.2,0.4,0.4,1.1,1.4,0.796,0.1,0.5,0.6,0.6,0.4,0.1,0.1,0.2,0.7,0.9,3.0,-0.4,4.6,12,3,4.6,13,15,24,198,68,36,55,119,118,163,82,16,18,160,172,90,123,28,30,211,141,30,22,19,26,272,42,16,4,33,1,2025-26,Regular Season,Base
Players,203471,Dennis Schröder,Dennis,1610612739,CLE,32.0,22,10,12,0.455,3.1,0.6,1.4,0.467,0.2,0.5,0.333,0.6,0.6,0.929,0.1,0.3,0.4,0.2,0.3,0.1,0.0,0.2,0.2,0.6,2.0,-1.4,2.9,2,0,3.0,128,132,89,280,146,74,84,164,105,107,118,68,96,78,198,242,256,203,56,100,188,25,282,56,63,374,129,110,24,105,2,2025-26,Regular Season,Base
Players,1641726,Dereck Lively II,Dereck,1610612742,DAL,22.0,3,2,1,0.667,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.7,0.0,0.0,1.7,2.0,0,0,1.3,390,346,400,72,338,356,406,356,247,338,247,303,317,303,289,366,385,334,289,14,7,200,26,337,379,69,235,205,24,300,1,2025-26,Regular Season,Base
Players,1642852,Derik Queen,Derik,1610612740,NOP,21.0,25,7,18,0.28,3.2,0.4,1.0,0.36,0.0,0.2,0.2,0.5,0.6,0.75,0.1,0.6,0.7,0.3,0.4,0.2,0.2,0.2,0.5,0.4,1.2,-1.6,3.4,7,1,3.1,96,204,14,397,134,180,130,262,240,265,210,92,95,176,167,75,104,124,26,29,26,34,69,122,161,387,87,36,14,96,1,2025-26,Regular Season,Base
Players,1627884,Derrick Jones Jr.,Derrick,1610612746,LAC,29.0,16,8,8,0.5,4.6,0.7,1.3,0.524,0.1,0.4,0.333,0.6,0.8,0.769,0.2,0.3,0.5,0.1,0.1,0.1,0.2,0.1,0.5,0.5,2.1,-0.4,3.7,0,0,3.5,193,180,183,213,19,62,90,111,151,179,118,63,56,172,106,221,171,253,165,106,33,58,73,65,57,279,67,205,24,68,1,2025-26,Regular Season,Base
Players,1628401,Derrick White,Derrick,1610612738,BOS,31.0,27,13,14,0.481,3.0,0.7,1.5,0.439,0.4,1.1,0.379,0.6,0.7,0.833,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.0,0.3,0.4,2.3,0.6,3.2,1,0,3.4,72,91,62,261,163,64,68,189,16,15,97,75,86,119,172,358,344,132,140,181,116,178,216,101,50,151,104,141,24,71,1,2025-26,Regular Season,Base
Players,1630217,Desmond Bane,Desmond,1610612753,ORL,27.0,41,27,14,0.659,3.9,0.8,2.0,0.373,0.2,0.7,0.241,0.8,0.9,0.892,0.2,0.5,0.7,0.4,0.2,0.1,0.0,0.2,0.4,0.6,2.5,0.4,4.1,0,0,4.0,2,1,62,89,51,55,34,251,117,64,196,34,48,94,118,94,103,74,74,184,157,15,124,52,42,165,55,205,24,52,1,2025-26,Regular Season,Base
Players,1626164,Devin Booker,Devin,1610612756,PHX,29.0,29,13,16,0.448,3.5,0.9,2.1,0.433,0.2,0.9,0.28,1.3,1.5,0.86,0.1,0.3,0.5,0.5,0.3,0.0,0.1,0.0,0.7,1.0,3.3,-0.5,4.6,3,0,4.7,49,91,34,288,98,34,32,196,66,37,173,9,14,110,153,196,199,64,35,249,127,187,36,9,21,292,44,84,24,32,1,2025-26,Regular Season,Base
Players,1642269,Devin Carter,Devin,1610612758,SAC,24.0,8,5,3,0.625,3.1,0.9,1.4,0.636,0.4,0.5,0.75,0.8,1.0,0.75,0.1,0.5,0.6,0.8,0.1,0.1,0.1,0.0,0.1,0.6,2.9,3.4,5.4,0,0,5.1,300,256,335,100,157,35,82,62,23,114,17,42,31,176,160,95,127,20,165,106,63,200,351,48,30,22,25,205,24,27,1,2025-26,Regular Season,Base
Players,1630170,Devin Vassell,Devin,1610612759,SAS,25.0,27,19,8,0.704,2.8,0.3,0.7,0.444,0.1,0.5,0.286,0.4,0.4,0.917,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.2,1.1,1.3,1.5,0,0,1.6,72,15,183,63,203,224,230,180,130,113,163,116,149,81,236,324,323,334,248,254,169,178,322,216,178,92,298,205,24,273,1,2025-26,Regular Season,Base
Players,1628415,Dillon Brooks,Dillon,1610612756,PHX,30.0,26,15,11,0.577,3.2,0.5,1.3,0.382,0.2,0.5,0.286,0.3,0.4,0.818,0.0,0.4,0.4,0.2,0.2,0.1,0.0,0.0,0.5,0.3,1.5,0.8,2.3,0,0,2.4,89,63,113,150,137,106,91,244,128,110,163,140,156,140,289,174,245,221,100,125,188,176,106,131,121,134,192,205,24,166,1,2025-26,Regular Season,Base
Players,1627734,Domantas Sabonis,Domantas,1610612758,SAC,29.0,7,2,5,0.286,3.5,0.3,0.7,0.4,0.0,0.1,0.0,0.1,0.4,0.333,0.4,0.9,1.3,0.0,0.3,0.1,0.0,0.0,0.4,0.3,0.7,-5.1,2.4,6,0,2.3,309,346,261,385,84,226,218,226,247,292,247,243,152,298,29,14,9,334,51,87,188,200,129,159,267,478,182,43,24,184,1,2025-26,Regular Season,Base
Players,1631230,Dominick Barlow,Dominick,1610612755,PHI,22.0,12,7,5,0.583,4.3,0.3,0.7,0.375,0.0,0.2,0.0,0.4,0.7,0.625,0.3,0.4,0.8,0.1,0.2,0.0,0.1,0.0,0.3,0.6,0.9,0.3,2.0,0,0,1.9,247,204,261,140,25,247,230,245,247,282,247,112,86,238,41,156,81,301,111,254,101,200,259,57,223,174,230,205,24,233,1,2025-26,Regular Season,Base
Players,1642270,Donovan Clingan,Donovan,1610612757,POR,22.0,32,17,15,0.531,2.5,0.3,0.3,0.727,0.0,0.0,0.0,0.3,0.5,0.471,0.4,0.6,1.0,0.2,0.2,0.2,0.1,0.0,0.2,0.3,0.8,0.3,2.7,17,0,2.4,29,41,49,193,249,247,334,41,247,338,247,184,121,294,34,63,25,199,131,73,132,196,318,133,255,180,144,8,24,170,1,2025-26,Regular Season,Base
Players,1628378,Donovan Mitchell,Donovan,1610612739,CLE,29.0,33,19,14,0.576,2.8,0.8,2.1,0.406,0.3,0.9,0.31,0.6,0.7,0.826,0.2,0.4,0.6,0.3,0.1,0.2,0.0,0.1,0.2,0.5,2.5,1.5,4.1,3,0,4.1,24,15,62,152,197,42,29,225,51,32,151,70,82,138,111,155,134,99,183,79,188,133,324,81,39,77,54,84,24,51,1,2025-26,Regular Season,Base
Players,1628978,Donte DiVincenzo,Donte,1610612750,MIN,29.0,28,15,13,0.536,3.4,0.3,0.9,0.36,0.3,0.6,0.444,0.2,0.3,0.857,0.1,0.3,0.4,0.4,0.3,0.2,0.0,0.0,0.6,0.2,1.1,0.1,2.6,1,0,2.7,61,63,75,189,106,214,164,262,45,82,70,201,223,111,185,217,221,77,41,36,188,183,37,228,179,209,158,141,24,136,1,2025-26,Regular Season,Base
Players,1627827,Dorian Finney-Smith,Dorian,1610612745,HOU,32.0,12,7,5,0.583,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-0.3,0.0,0,0,0.0,247,204,261,140,430,356,406,356,247,338,247,303,317,303,289,366,385,334,289,254,188,200,259,337,379,262,427,205,24,429,1,2025-26,Regular Season,Base
Players,203926,Doug McDermott,Doug,1610612758,SAC,34.0,4,4,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0.0,371,279,450,1,456,356,406,356,247,338,247,303,317,303,289,366,385,334,289,254,188,200,382,337,379,52,427,205,24,429,1,2025-26,Regular Season,Base
Players,1642962,Drake Powell,Drake,1610612751,BKN,20.0,14,2,12,0.143,2.1,0.3,0.4,0.667,0.1,0.1,0.5,0.1,0.2,0.667,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.8,-2.1,1.3,0,0,1.2,217,346,89,434,307,226,313,48,210,292,42,243,248,213,289,360,382,334,289,87,188,111,343,270,249,430,314,205,24,314,1,2025-26,Regular Season,Base
Players,203110,Draymond Green,Draymond,1610612744,GSW,36.0,27,11,16,0.407,3.5,0.3,0.5,0.692,0.1,0.2,0.5,0.3,0.3,0.778,0.2,0.6,0.8,0.6,0.2,0.1,0.1,0.0,0.8,0.2,1.0,-0.7,3.3,1,0,3.0,72,115,34,328,90,191,304,46,164,253,42,181,180,168,107,64,77,34,79,81,116,200,18,216,194,313,93,141,24,112,1,2025-26,Regular Season,Base
Players,1629234,Drew Eubanks,Drew,1610612758,SAC,29.0,4,4,0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0,0,0.3,371,279,450,1,438,356,406,356,247,338,247,303,317,303,289,247,304,334,289,254,188,200,382,337,379,52,415,205,24,418,1,2025-26,Regular Season,Base
Players,1641809,Drew Peterson,Drew,1610612766,CHA,26.0,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.2,0,0,1.0,442,438,400,438,423,356,130,356,247,19,247,303,317,303,2,366,25,334,289,254,188,200,382,337,379,340,329,205,24,337,1,2025-26,Regular Season,Base
Players,1630696,Dru Smith,Dru,1610612748,MIA,28.0,9,4,5,0.444,1.1,0.1,0.2,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.1,0.0,0.2,0.0,0.2,0.4,1.2,0,0,0.9,284,279,261,292,409,332,374,119,247,308,247,303,317,303,172,342,323,158,289,254,73,200,286,337,359,164,339,205,24,362,1,2025-26,Regular Season,Base
Players,1629130,Duncan Robinson,Duncan,1610612765,DET,31.0,35,25,10,0.714,2.6,0.2,0.7,0.304,0.1,0.5,0.25,0.2,0.2,0.857,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.7,1.8,1.5,0,0,1.5,19,2,134,57,230,281,240,303,163,141,177,225,252,111,212,304,303,210,236,210,140,138,222,214,276,62,287,205,24,292,1,2025-26,Regular Season,Base
Players,1641871,Duop Reath,Duop,1610612757,POR,29.0,1,1,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.9,0,0,3.0,442,383,450,1,323,356,406,356,247,338,247,303,317,303,2,6,3,2,289,254,188,200,5,337,379,11,61,205,24,107,1,2025-26,Regular Season,Base
Players,203939,Dwight Powell,Dwight,1610612742,DAL,34.0,9,3,6,0.333,1.6,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.6,0.6,0.1,0.2,0.3,0.1,0.0,0.1,0.0,0.0,0.4,0.3,0.3,-0.1,1.2,0,0,1.0,284,308,235,365,360,356,398,356,247,338,247,143,116,242,172,275,264,263,289,128,188,200,118,134,338,240,325,205,24,337,1,2025-26,Regular Season,Base
Players,1642928,Dylan Cardwell,Dylan,1610612758,SAC,24.0,14,4,10,0.286,2.5,0.3,0.4,0.667,0.0,0.0,0.0,0.2,0.4,0.5,0.1,0.5,0.6,0.0,0.0,0.1,0.4,0.0,0.5,0.2,0.8,-0.6,3.1,3,0,2.4,217,279,134,385,239,226,313,48,247,338,247,201,152,258,142,95,120,334,289,87,5,200,73,228,249,299,117,84,24,163,1,2025-26,Regular Season,Base
Players,1642844,Dylan Harper,Dylan,1610612759,SAS,20.0,12,8,4,0.667,2.1,0.4,0.8,0.5,0.1,0.3,0.25,0.2,0.3,0.5,0.2,0.2,0.3,0.1,0.3,0.0,0.0,0.1,0.1,0.3,1.1,-1.1,1.4,0,0,1.6,247,180,303,72,304,157,181,119,198,192,177,226,180,258,119,305,264,301,64,254,188,91,368,184,190,359,308,205,24,274,1,2025-26,Regular Season,Base
Players,1630700,Dyson Daniels,Dyson,1610612737,ATL,23.0,32,16,16,0.5,3.8,0.5,0.9,0.517,0.0,0.1,0.0,0.1,0.1,0.75,0.3,0.7,1.0,0.4,0.1,0.1,0.0,0.1,0.4,0.3,1.0,-0.3,3.2,5,0,2.8,29,49,34,213,58,135,162,115,247,328,247,273,287,176,57,43,25,75,165,106,184,127,125,167,196,266,100,51,24,128,1,2025-26,Regular Season,Base
Players,1630604,E.J. Liddell,E.J.,1610612751,BKN,25.0,5,1,4,0.2,2.2,0.4,0.4,1.0,0.2,0.2,1.0,0.2,0.4,0.5,0.2,0.6,0.8,0.2,0.0,0.0,0.2,0.0,0.8,0.2,1.2,-0.6,3.1,0,0,2.8,350,383,303,420,296,165,322,1,90,265,1,206,161,258,93,58,68,179,289,254,26,200,19,236,169,302,116,205,24,126,1,2025-26,Regular Season,Base
Players,1642856,Egor Dëmin,Egor,1610612751,BKN,20.0,16,3,13,0.188,2.5,0.5,1.4,0.364,0.5,1.1,0.471,0.1,0.1,0.5,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.2,1.6,-2.1,1.7,0,0,2.3,193,308,75,427,255,106,82,256,8,16,64,291,287,258,289,338,363,318,260,254,188,58,202,245,115,428,270,205,24,189,1,2025-26,Regular Season,Base
Players,1641989,Elijah Harkless,Elijah,1610612762,UTA,26.0,8,2,6,0.25,2.7,0.1,0.8,0.167,0.1,0.6,0.2,0.4,0.5,0.75,0.0,0.3,0.3,0.3,0.5,0.1,0.0,0.0,0.9,0.4,0.8,-2.1,1.3,0,0,1.6,300,346,235,402,211,325,207,351,151,86,210,128,125,176,289,247,304,133,9,106,188,200,17,116,255,428,314,205,24,269,1,2025-26,Regular Season,Base
Players,1630679,Ethan Thompson,Ethan,1610612754,IND,26.0,5,1,4,0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.667,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.6,1.1,0,0,1.0,350,383,303,420,410,356,406,356,247,338,247,118,103,213,11,366,135,334,289,254,188,200,304,236,325,72,345,205,24,337,1,2025-26,Regular Season,Base
Players,1630596,Evan Mobley,Evan,1610612739,CLE,24.0,34,19,15,0.559,2.8,0.4,0.7,0.583,0.1,0.2,0.375,0.5,0.7,0.64,0.4,0.8,1.1,0.2,0.2,0.1,0.2,0.0,0.3,0.5,1.4,1.4,3.7,16,0,3.4,22,15,49,165,199,160,222,82,195,246,99,97,71,235,39,24,18,151,108,158,38,200,252,87,141,88,66,10,24,76,1,2025-26,Regular Season,Base
Players,1630532,Franz Wagner,Franz,1610612753,ORL,24.0,15,9,6,0.6,4.2,0.9,2.1,0.438,0.3,0.8,0.333,1.0,1.2,0.833,0.2,0.5,0.7,0.1,0.1,0.1,0.0,0.1,0.5,0.7,3.1,1.1,4.5,0,0,4.5,211,151,235,116,32,29,27,191,54,46,118,20,27,119,93,87,89,250,257,101,188,53,104,38,22,111,45,205,24,38,1,2025-26,Regular Season,Base
Players,1641713,GG Jackson,GG,1610612763,MEM,21.0,11,4,7,0.364,2.3,0.3,0.7,0.375,0.0,0.2,0.0,0.2,0.2,1.0,0.1,0.5,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.7,-2.0,1.3,0,0,1.3,265,279,207,353,286,240,213,245,247,278,247,220,261,1,198,134,156,334,225,254,188,200,365,304,264,411,318,205,24,310,1,2025-26,Regular Season,Base
Players,1629216,Gabe Vincent,Gabe,1610612737,ATL,29.0,3,2,1,0.667,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,390,346,400,72,444,356,406,356,247,338,247,303,317,303,289,366,385,334,289,254,188,200,382,337,379,212,427,205,24,429,1,2025-26,Regular Season,Base
Players,1629726,Garrison Mathews,Garrison,1610612754,IND,29.0,2,0,2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-5.0,0.0,0,0,0.0,412,438,363,438,401,356,406,356,247,338,247,303,317,303,289,366,385,334,289,254,188,200,73,337,379,475,427,205,24,429,1,2025-26,Regular Season,Base
Players,203914,Gary Harris,Gary,1610612749,MIL,31.0,5,3,2,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.3,0,0,0.2,350,308,363,116,442,356,406,356,247,338,247,303,317,303,289,366,385,179,289,254,188,200,304,337,379,147,415,205,24,421,1,2025-26,Regular Season,Base
Players,1627780,Gary Payton II,Gary,1610612744,GSW,33.0,24,12,12,0.5,1.9,0.4,0.6,0.667,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.9,-0.5,1.7,2,0,1.6,105,103,89,213,328,157,243,48,237,262,210,303,317,303,289,198,264,211,277,163,188,200,299,337,227,284,272,110,24,274,1,2025-26,Regular Season,Base
Players,1629018,Gary Trent Jr.,Gary,1610612749,MIL,27.0,14,7,7,0.5,3.3,0.3,0.9,0.333,0.3,0.6,0.444,0.2,0.4,0.6,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.1,0.5,0.2,1.1,-0.4,1.2,0,0,1.6,217,204,207,213,126,226,170,273,45,82,70,201,179,242,289,326,357,334,85,186,188,40,73,228,191,276,321,205,24,266,1,2025-26,Regular Season,Base
