PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
1641706,Brandon Miller,Brandon,1610612766,CHA,23.0,62,40,22,0.645,30.3,3.2,2.3,2.6,6.3,10.4,8.0,8.7,30.2,0.7,0.5,2.8,2.6,33.8,176,91,284,127,82,35,69,55,121,460,407,443,109,94,382,538,100,66,1,2025-26,Regular Season,Misc
1630314,Brandon Williams,Brandon,1610612742,DAL,26.0,66,23,43,0.348,22.2,2.0,0.7,2.6,6.8,7.7,7.3,7.7,25.7,0.3,0.8,1.6,3.6,24.1,132,257,531,412,235,150,391,58,97,301,363,388,186,274,533,256,53,161,1,2025-26,Regular Season,Misc
1641729,Brice Sensabaugh,Brice,1610612762,UTA,22.0,73,18,55,0.247,23.6,2.2,1.4,2.6,5.3,10.2,7.9,8.8,25.9,0.2,0.7,1.9,2.0,22.4,54,315,573,490,205,113,188,54,171,447,400,450,180,395,471,343,158,188,1,2025-26,Regular Season,Misc
1642355,Bronny James,Bronny,1610612747,LAL,21.0,38,21,17,0.553,7.9,0.4,0.2,0.2,0.8,3.6,3.0,2.5,9.5,0.1,0.1,0.7,0.2,5.6,363,278,219,235,496,474,526,501,516,101,106,88,472,451,106,79,540,506,1,2025-26,Regular Season,Misc
201572,Brook Lopez,Brook,1610612746,LAC,38.0,71,39,32,0.549,21.4,1.2,0.6,0.2,2.6,7.8,6.5,5.9,20.8,1.2,0.2,2.0,1.3,18.8,74,100,434,243,251,288,418,505,310,312,310,274,273,32,203,364,270,246,1,2025-26,Regular Season,Misc
1642964,Brooks Barnhizer,Brooks,1610612760,OKC,24.0,37,28,9,0.757,7.7,0.1,0.2,0.2,0.6,3.4,2.8,2.3,7.1,0.1,0.2,0.6,0.2,4.8,367,204,125,45,499,537,519,517,532,95,94,77,509,445,206,66,538,520,1,2025-26,Regular Season,Misc
1628971,Bruce Brown,Bruce,1610612743,DEN,29.0,79,51,28,0.646,24.3,1.2,1.1,1.8,4.3,9.5,6.6,8.0,24.4,0.2,0.5,2.4,1.2,18.0,1,16,372,125,196,287,270,138,205,404,317,406,214,320,419,483,286,262,1,2025-26,Regular Season,Misc
1631121,Bryce McGowens,Bryce,1610612740,NOP,23.0,42,14,28,0.333,21.0,1.5,0.5,1.5,3.4,7.9,7.9,7.1,23.5,0.2,0.5,2.1,2.0,14.9,332,368,372,420,262,241,435,177,249,316,399,353,229,363,395,409,156,330,1,2025-26,Regular Season,Misc
1642267,Bub Carrington,Bub,1610612764,WAS,20.0,78,17,61,0.218,27.5,1.4,1.0,1.4,1.6,11.6,10.1,10.3,32.3,0.2,0.2,2.2,1.3,21.5,10,324,578,513,136,260,283,192,428,518,530,528,79,345,208,444,255,204,1,2025-26,Regular Season,Misc
1631205,Buddy Boeheim,Buddy,1610612760,OKC,26.0,4,2,2,0.5,3.8,0.0,0.0,0.0,0.0,1.0,1.0,1.3,2.5,0.0,0.3,0.3,0.3,1.5,539,512,31,300,557,545,538,534,562,6,14,26,566,515,213,16,519,571,1,2025-26,Regular Season,Misc
1627741,Buddy Hield,Buddy,1610612737,ATL,33.0,50,25,25,0.5,16.0,1.7,0.6,1.2,2.3,7.4,6.4,5.3,17.5,0.2,0.2,1.1,0.3,13.8,286,230,334,300,364,197,410,243,346,282,303,239,334,375,193,151,506,349,2,2025-26,Regular Season,Misc
1643047,CJ Huntley,CJ,1610612756,PHX,24.0,2,2,0,1.0,3.5,0.0,0.0,0.0,1.0,1.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.8,563,512,1,1,562,545,538,534,481,18,1,8,573,515,1,38,561,569,1,2025-26,Regular Season,Misc
203468,CJ McCollum,CJ,1610612737,ATL,34.0,74,36,38,0.486,29.8,2.7,1.3,2.3,6.2,11.4,9.8,9.7,32.2,0.4,0.6,1.9,2.2,30.4,41,129,498,328,92,58,207,87,127,512,516,498,80,175,449,344,135,96,2,2025-26,Regular Season,Misc
1630595,Cade Cunningham,Cade,1610612765,DET,24.0,61,44,17,0.721,34.4,4.4,2.4,3.5,10.6,11.1,10.1,9.3,30.2,0.9,1.1,3.1,4.8,49.3,193,50,219,61,18,8,61,15,24,498,533,475,108,65,562,555,21,5,1,2025-26,Regular Season,Misc
1631216,Caleb Houstan,Caleb,1610612737,ATL,23.0,18,12,6,0.667,4.2,0.4,0.2,0.4,0.2,1.3,0.7,1.2,3.8,0.1,0.1,0.6,0.1,3.7,455,389,86,94,548,475,527,422,554,12,10,23,556,493,66,62,553,541,1,2025-26,Regular Season,Misc
1631126,Caleb Love,Caleb,1610612757,POR,24.0,47,23,24,0.489,21.5,1.8,1.1,1.5,3.4,9.4,6.9,8.0,22.6,0.1,0.7,1.0,0.8,18.3,308,257,318,327,248,171,250,188,255,402,339,401,247,472,501,130,386,254,1,2025-26,Regular Season,Misc
1628997,Caleb Martin,Caleb,1610612742,DAL,30.0,58,20,38,0.345,14.8,0.6,0.2,0.9,1.9,5.6,4.6,5.2,16.6,0.3,0.3,1.5,1.0,11.1,216,292,498,415,385,436,522,286,390,194,185,231,354,304,228,236,318,403,1,2025-26,Regular Season,Misc
1642353,Cam Christie,Cam,1610612746,LAC,20.0,52,25,27,0.481,9.0,0.8,0.3,0.5,1.3,3.3,3.0,3.0,8.2,0.1,0.3,0.4,0.6,6.3,268,230,358,331,478,398,504,392,454,93,111,113,488,491,213,27,436,488,1,2025-26,Regular Season,Misc
1642285,Cam Spencer,Cam,1610612763,MEM,26.0,72,23,49,0.319,23.8,1.8,1.6,1.1,2.1,8.7,8.4,6.8,25.9,0.2,0.2,1.4,1.3,23.8,65,257,558,434,203,184,156,249,363,371,435,339,181,407,201,224,262,164,1,2025-26,Regular Season,Misc
1630560,Cam Thomas,Cam,1610612749,MIL,24.0,42,12,30,0.286,21.0,1.4,1.2,1.2,4.4,8.7,6.7,7.3,23.3,0.1,0.7,1.0,3.5,18.6,332,389,407,451,260,248,243,232,195,374,324,364,232,461,474,132,55,250,2,2025-26,Regular Season,Misc
1641715,Cam Whitmore,Cam,1610612764,WAS,21.0,21,3,18,0.143,16.9,2.1,1.0,3.6,5.4,8.2,6.9,6.5,20.3,0.4,1.0,1.2,1.0,16.0,435,491,231,548,342,121,303,13,164,336,336,317,279,220,544,165,321,309,1,2025-26,Regular Season,Misc
1629661,Cameron Johnson,Cameron,1610612743,DEN,30.0,53,36,17,0.679,30.5,1.6,1.4,2.5,3.6,10.1,8.5,9.1,31.3,0.4,0.5,2.3,1.6,22.9,261,129,219,87,77,215,192,68,240,443,439,463,90,212,408,471,205,177,1,2025-26,Regular Season,Misc
1626166,Cameron Payne,Cameron,1610612755,PHI,31.0,22,12,10,0.545,17.0,1.1,0.3,1.2,1.9,6.1,5.2,6.7,16.6,0.3,0.4,1.4,1.0,17.5,429,389,139,248,340,319,499,230,392,217,226,335,353,262,310,214,321,273,1,2025-26,Regular Season,Misc
1627747,Caris LeVert,Caris,1610612765,DET,31.0,57,41,16,0.719,19.4,1.2,0.6,1.1,3.1,7.2,6.6,4.6,18.0,0.7,0.3,1.6,1.2,16.9,221,79,205,63,298,285,420,246,278,271,314,192,326,102,275,257,274,289,1,2025-26,Regular Season,Misc
1642868,Carter Bryant,Carter,1610612759,SAS,20.0,68,54,14,0.794,10.8,0.5,0.4,0.6,1.4,3.6,3.2,2.3,9.9,0.3,0.1,1.2,0.4,8.5,104,7,180,29,446,451,476,373,444,103,116,75,465,293,128,176,488,459,1,2025-26,Regular Season,Misc
1641717,Cason Wallace,Cason,1610612760,OKC,22.0,75,59,16,0.787,26.7,1.7,0.7,1.6,3.8,7.9,7.2,6.1,23.2,0.4,0.5,2.0,0.8,22.4,32,3,205,31,152,191,386,165,233,324,355,291,235,233,404,371,372,189,1,2025-26,Regular Season,Misc
1642907,Cedric Coward,Cedric,1610612763,MEM,22.0,61,20,41,0.328,25.8,1.8,2.0,2.3,6.3,10.3,9.2,7.3,26.5,0.4,0.7,2.0,2.1,26.1,193,292,517,427,171,182,99,84,124,456,481,370,169,177,499,389,144,140,1,2025-26,Regular Season,Misc
1643052,Chaney Johnson,Chaney,1610612751,BKN,23.0,15,3,12,0.2,20.2,1.5,1.9,1.0,4.0,9.3,7.5,5.8,20.1,0.6,0.3,3.1,1.4,19.6,460,491,158,520,275,242,111,270,215,394,368,266,281,121,235,551,245,234,1,2025-26,Regular Season,Misc
1629646,Charles Bassey,Charles,1610612744,GSW,25.0,9,3,6,0.333,6.9,0.3,1.0,0.4,2.7,3.2,2.1,2.6,6.9,0.7,0.1,1.0,0.6,9.3,492,491,86,420,510,504,284,422,305,90,65,91,515,102,95,117,442,436,4,2025-26,Regular Season,Misc
1642404,Chaz Lanier,Chaz,1610612765,DET,24.0,31,25,6,0.806,8.0,0.4,0.5,0.0,0.2,2.4,2.9,3.0,7.5,0.0,0.1,0.4,0.1,4.6,399,230,86,23,495,502,457,534,557,52,101,113,501,515,88,28,550,524,1,2025-26,Regular Season,Misc
1631096,Chet Holmgren,Chet,1610612760,OKC,23.0,67,54,13,0.806,29.0,3.2,3.2,1.2,9.1,9.0,8.6,7.2,23.8,1.9,0.8,2.3,3.8,35.8,117,7,168,24,108,36,18,228,48,381,447,357,220,4,518,449,47,48,1,2025-26,Regular Season,Misc
1628449,Chris Boucher,Chris,1610612738,BOS,33.0,9,4,5,0.444,10.5,0.2,0.7,0.7,1.3,3.0,4.7,3.9,8.9,0.8,0.1,1.9,0.4,9.1,492,477,76,359,456,525,391,347,447,82,188,159,480,79,95,342,475,438,1,2025-26,Regular Season,Misc
1641753,Chris Livingston,Chris,1610612739,CLE,22.0,3,2,1,0.667,5.8,1.0,1.0,0.7,2.7,1.7,0.0,2.7,7.3,0.0,0.0,1.3,0.3,5.7,552,512,9,94,530,335,284,347,305,21,1,96,506,515,1,201,497,502,1,2025-26,Regular Season,Misc
1643024,Chris Mañon,Chris,1610612747,LAL,24.0,6,2,4,0.333,4.2,0.3,0.0,0.0,0.0,3.2,3.0,1.2,4.3,0.3,0.0,0.8,0.3,4.1,516,512,59,420,549,504,538,534,562,88,107,23,547,238,1,96,497,533,1,2025-26,Regular Season,Misc
101108,Chris Paul,Chris,1610612746,LAC,40.0,16,4,12,0.25,14.2,0.5,0.8,0.2,0.6,6.4,4.8,5.2,12.6,0.0,0.2,1.4,0.4,11.1,458,477,158,481,395,457,373,509,534,229,192,228,424,515,158,227,478,407,1,2025-26,Regular Season,Misc
1642959,Chris Youngblood,Chris,1610612757,POR,24.0,33,28,5,0.848,5.6,0.4,0.2,0.3,0.2,1.8,1.0,2.0,4.6,0.1,0.1,0.6,0.3,4.3,390,204,76,13,532,491,520,457,558,26,13,54,543,466,70,69,515,529,2,2025-26,Regular Season,Misc
1631128,Christian Braun,Christian,1610612743,DEN,24.0,43,28,15,0.651,31.9,2.1,1.3,3.7,6.8,10.7,8.5,10.4,33.2,0.3,0.7,2.4,1.7,23.8,326,204,193,121,50,133,218,11,99,481,442,532,65,295,498,484,200,165,1,2025-26,Regular Season,Misc
1631132,Christian Koloko,Christian,1610612737,ATL,25.0,26,16,10,0.615,12.9,0.4,0.5,0.5,2.1,5.6,3.9,4.0,13.5,0.8,0.5,1.7,0.6,10.7,419,341,139,161,414,481,433,417,367,190,155,167,411,66,378,298,425,412,3,2025-26,Regular Season,Misc
1642935,Chucky Hepburn,Chucky,1610612761,TOR,23.0,2,0,2,0.0,6.6,0.0,0.0,0.0,0.0,3.0,3.5,3.0,7.0,0.0,0.0,1.0,0.5,3.1,563,560,31,560,513,545,538,534,562,82,134,113,511,515,1,117,452,554,1,2025-26,Regular Season,Misc
203991,Clint Capela,Clint,1610612745,HOU,31.0,71,44,27,0.62,12.3,0.4,1.4,0.3,3.0,4.7,3.8,4.2,11.4,0.8,0.3,0.9,0.7,13.4,74,50,358,155,425,503,185,481,291,160,151,177,443,69,253,113,408,359,1,2025-26,Regular Season,Misc
1629632,Coby White,Coby,1610612766,CHA,26.0,48,28,20,0.583,25.4,2.0,1.5,3.2,5.6,8.6,7.9,7.3,26.4,0.1,0.7,2.3,3.7,27.1,299,204,260,194,182,154,169,28,148,361,398,369,170,453,489,445,49,127,2,2025-26,Regular Season,Misc
1628998,Cody Martin,Cody,1610612754,IND,30.0,4,0,4,0.0,13.8,0.5,0.0,1.0,1.0,6.0,6.0,3.3,11.5,0.5,0.3,1.3,1.3,10.2,539,560,59,560,400,457,538,270,481,211,279,125,441,150,213,179,271,419,1,2025-26,Regular Season,Misc
1642262,Cody Williams,Cody,1610612762,UTA,21.0,64,15,49,0.234,23.8,1.5,0.7,1.9,5.2,10.6,8.1,9.1,27.1,0.4,0.7,1.8,1.2,17.3,153,357,558,498,204,245,389,123,172,471,411,464,157,199,483,332,281,278,1,2025-26,Regular Season,Misc
1641732,Colby Jones,Colby,1610612765,DET,23.0,1,0,1,0.0,6.8,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,9.8,577,560,9,560,511,545,538,534,373,35,53,55,550,515,1,117,561,427,1,2025-26,Regular Season,Misc
1630175,Cole Anthony,Cole,1610612749,MIL,25.0,35,12,23,0.343,15.0,0.8,0.3,0.6,3.5,6.2,4.4,5.1,15.0,0.3,0.3,2.1,1.3,15.7,379,389,303,416,379,396,501,380,248,221,176,225,384,266,274,404,261,316,1,2025-26,Regular Season,Misc
1630658,Colin Castleton,Colin,1610612753,ORL,25.0,2,1,1,0.5,6.1,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,3.8,563,540,9,300,526,545,538,534,481,118,14,1,573,515,1,38,452,539,1,2025-26,Regular Season,Misc
1631221,Collin Gillespie,Collin,1610612756,PHX,26.0,77,42,35,0.545,28.8,2.2,1.3,1.6,2.1,10.2,8.5,8.7,29.3,0.2,0.4,1.6,1.7,27.7,23,72,469,248,112,112,214,170,369,451,444,440,128,342,334,285,193,123,1,2025-26,Regular Season,Misc
1642867,Collin Murray-Boyles,Collin,1610612761,TOR,20.0,54,28,26,0.519,22.0,1.5,1.1,1.7,6.1,7.8,5.8,6.1,20.0,0.9,0.5,2.6,1.5,21.7,250,204,344,285,238,226,265,146,129,311,269,290,286,55,395,509,233,202,1,2025-26,Regular Season,Misc
1629012,Collin Sexton,Collin,1610612741,CHI,27.0,64,23,41,0.359,23.3,2.0,1.8,2.4,6.2,10.0,8.0,8.5,25.5,0.2,0.8,2.0,3.4,24.2,153,257,517,405,211,137,126,77,128,438,404,429,189,402,515,395,62,158,2,2025-26,Regular Season,Misc
1642843,Cooper Flagg,Cooper,1610612742,DAL,19.0,66,21,45,0.318,33.9,2.9,1.6,3.5,11.4,11.6,10.0,11.3,39.2,0.9,1.0,2.1,4.2,40.1,132,278,541,435,22,51,152,17,17,517,525,555,8,52,558,406,37,30,1,2025-26,Regular Season,Misc
1630557,Corey Kispert,Corey,1610612737,ATL,27.0,55,26,29,0.473,18.8,1.8,1.1,1.6,3.4,6.9,5.7,6.1,20.5,0.2,0.4,1.1,1.2,15.0,239,221,391,338,304,173,272,158,252,261,261,295,277,397,310,140,288,328,2,2025-26,Regular Season,Misc
1642504,Cormac Ryan,Cormac,1610612749,MIL,27.0,7,1,6,0.143,20.0,3.1,1.4,0.9,3.1,9.6,7.1,5.0,18.3,0.3,0.1,2.0,1.4,18.1,506,540,86,548,279,39,183,305,272,411,353,214,322,287,119,373,240,259,1,2025-26,Regular Season,Misc
1641854,Craig Porter Jr.,Craig,1610612739,CLE,26.0,62,42,20,0.677,17.8,0.9,0.5,0.6,2.3,6.7,5.4,5.4,15.9,0.6,0.3,1.1,0.8,16.9,176,72,260,88,324,367,430,379,343,246,240,246,371,123,264,141,377,290,1,2025-26,Regular Season,Misc
1642938,Curtis Jones,Curtis,1610612743,DEN,24.0,7,5,2,0.714,4.7,0.0,0.3,0.4,0.9,1.4,1.1,1.9,3.1,0.0,0.0,0.4,0.1,3.3,506,467,31,65,541,545,506,432,501,17,22,50,560,515,1,31,548,550,1,2025-26,Regular Season,Misc
1626156,D'Angelo Russell,D'Angelo,1610612764,WAS,30.0,26,9,17,0.346,19.0,1.5,0.5,1.3,3.3,8.4,6.8,6.5,20.9,0.1,0.2,1.2,2.0,18.7,419,418,219,414,302,225,455,209,261,346,333,315,271,479,163,155,164,247,1,2025-26,Regular Season,Misc
1629610,DaQuan Jeffries,DaQuan,1610612758,SAC,28.0,3,0,3,0.0,20.0,2.7,0.0,1.7,4.7,6.0,8.7,2.3,16.0,0.0,0.3,3.0,1.7,14.8,552,560,49,560,281,65,538,150,188,211,451,79,368,515,284,548,203,331,1,2025-26,Regular Season,Misc
1641747,DaRon Holmes II,DaRon,1610612743,DEN,23.0,22,14,8,0.636,9.1,0.4,0.4,0.3,0.8,2.4,2.9,3.0,7.6,0.2,0.1,0.9,0.7,6.8,429,368,114,136,477,498,480,482,509,56,103,112,495,368,83,104,409,483,1,2025-26,Regular Season,Misc
1631342,Daeqwon Plowden,Daeqwon,1610612758,SAC,27.0,29,8,21,0.276,26.2,1.5,1.6,1.9,3.5,9.6,7.8,9.7,26.2,0.1,0.4,2.4,1.3,17.7,405,433,268,464,164,230,160,126,246,410,387,493,175,417,324,487,266,269,1,2025-26,Regular Season,Misc
1630625,Dalano Banton,Dalano,1610612738,BOS,26.0,5,3,2,0.6,5.0,0.4,0.4,0.8,0.8,2.4,3.0,1.8,5.6,0.2,0.4,0.2,0.2,4.2,527,491,31,172,537,487,469,316,511,53,107,46,529,348,340,7,534,532,2,2025-26,Regular Season,Misc
1631207,Dalen Terry,Dalen,1610612755,PHI,23.0,47,21,26,0.447,11.6,0.9,0.6,0.7,1.8,4.2,3.7,3.9,12.3,0.3,0.2,1.0,0.8,10.2,308,278,344,358,435,360,429,336,403,128,149,160,429,261,146,134,371,418,2,2025-26,Regular Season,Misc
1642261,Dalton Knecht,Dalton,1610612747,LAL,24.0,50,31,19,0.62,10.3,0.6,0.3,0.9,1.7,4.4,3.7,2.8,11.5,0.2,0.2,0.8,0.3,7.0,286,177,243,154,460,450,511,290,413,141,147,104,442,348,171,95,496,479,1,2025-26,Regular Season,Misc
1629655,Daniel Gafford,Daniel,1610612742,DAL,27.0,55,12,43,0.218,21.7,1.3,2.8,0.9,7.5,7.9,6.8,7.0,24.9,1.3,0.7,2.6,2.7,24.3,239,389,531,512,244,265,28,302,80,326,335,352,203,25,513,521,92,157,1,2025-26,Regular Season,Misc
1642450,Daniss Jenkins,Daniss,1610612765,DET,24.0,69,51,18,0.739,20.3,1.4,1.0,1.4,3.4,7.6,6.3,6.0,18.8,0.2,0.7,1.5,2.0,19.6,89,16,231,54,273,252,275,203,254,298,298,284,314,347,474,247,157,235,1,2025-26,Regular Season,Misc
1642874,Danny Wolf,Danny,1610612751,BKN,21.0,57,14,43,0.246,20.8,1.4,1.2,1.3,3.8,9.2,5.6,7.2,21.6,0.6,0.6,2.2,1.3,20.2,221,368,531,493,263,264,247,222,234,393,258,362,258,129,441,435,268,225,1,2025-26,Regular Season,Misc
203967,Dario Saric,Dario,1610612758,SAC,31.0,5,1,4,0.2,8.2,0.4,0.0,0.0,0.0,3.4,4.8,1.2,10.4,0.0,0.2,0.6,0.2,2.6,527,540,59,520,490,487,538,534,562,98,194,25,459,515,171,58,534,564,1,2025-26,Regular Season,Misc
1641727,Dariq Whitehead,Dariq,1610612763,MEM,21.0,3,0,3,0.0,30.6,1.3,1.7,1.3,4.0,12.3,12.3,9.7,48.7,0.0,0.7,2.0,1.0,22.8,552,560,49,560,76,270,146,214,215,547,575,494,2,515,474,373,321,180,1,2025-26,Regular Season,Misc
1642468,Darius Brown,Darius,1610612739,CLE,26.0,1,1,0,1.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.2,577,540,1,1,574,545,538,534,562,1,1,1,522,515,1,1,561,573,1,2025-26,Regular Season,Misc
1629636,Darius Garland,Darius,1610612746,LAC,26.0,42,24,18,0.571,29.7,2.6,1.4,2.1,6.9,11.6,9.2,10.0,31.6,0.2,0.6,1.8,2.5,32.2,332,241,231,210,95,67,203,98,96,519,482,511,84,386,442,320,114,80,2,2025-26,Regular Season,Misc
1642357,David Jones Garcia,David,1610612759,SAS,24.0,11,7,4,0.636,6.2,0.4,0.4,0.2,1.8,1.9,1.0,1.9,6.4,0.1,0.4,0.5,0.7,8.2,480,441,59,136,524,498,480,511,400,34,14,53,521,466,310,50,395,462,1,2025-26,Regular Season,Misc
1631223,David Roddy,David,1610612743,DEN,25.0,3,2,1,0.667,4.6,0.0,0.0,0.0,0.7,4.0,2.0,5.3,8.0,0.0,0.0,0.7,0.3,5.3,552,512,9,94,542,545,538,534,525,118,53,241,492,515,1,74,497,510,1,2025-26,Regular Season,Misc
1630558,Davion Mitchell,Davion,1610612748,MIA,27.0,67,36,31,0.537,28.6,1.3,1.0,1.0,4.3,8.4,8.7,7.4,31.4,0.2,0.3,2.6,1.2,24.2,117,129,422,261,117,266,299,269,201,350,450,373,87,396,272,514,290,160,1,2025-26,Regular Season,Misc
1630549,Day'Ron Sharpe,Day'Ron,1610612751,BKN,24.0,62,17,45,0.274,18.7,1.4,3.1,0.3,6.6,8.2,4.9,6.4,19.2,0.4,0.5,2.4,2.0,23.0,176,324,541,466,307,261,21,468,107,337,203,308,305,186,420,476,163,176,1,2025-26,Regular Season,Misc
1628368,De'Aaron Fox,De'Aaron,1610612759,SAS,28.0,69,53,16,0.768,31.0,2.2,1.4,2.6,8.8,8.6,8.3,8.0,29.5,0.3,0.7,2.3,2.6,34.3,89,11,205,40,70,114,193,56,55,366,424,404,124,302,511,448,106,59,1,2025-26,Regular Season,Misc
1629631,De'Andre Hunter,De'Andre,1610612758,SAC,28.0,45,24,21,0.533,26.1,2.1,1.8,1.6,4.4,9.9,7.6,9.6,25.2,0.1,0.4,2.5,3.1,22.3,316,241,268,267,166,134,124,171,199,432,379,492,196,419,356,494,72,191,2,2025-26,Regular Season,Misc
1629001,De'Anthony Melton,De'Anthony,1610612744,GSW,27.0,45,21,24,0.467,23.0,2.0,1.7,1.6,5.6,8.6,7.0,6.2,24.4,0.4,0.7,2.0,1.9,24.2,316,278,318,344,216,140,137,171,150,370,349,300,213,204,474,367,168,159,1,2025-26,Regular Season,Misc
201599,DeAndre Jordan,DeAndre,1610612740,NOP,37.0,12,6,6,0.5,16.6,0.2,2.1,0.2,3.5,7.3,5.5,5.8,16.2,0.8,0.4,1.3,1.2,16.1,474,456,86,300,346,533,93,514,247,275,249,265,365,67,352,201,292,302,1,2025-26,Regular Season,Misc
1630610,DeJon Jarreau,DeJon,1610612763,MEM,28.0,11,2,9,0.182,21.0,0.7,1.4,0.6,4.9,8.6,9.1,7.3,27.5,0.7,0.5,2.5,1.7,21.0,480,512,125,532,259,410,198,363,181,368,476,363,152,89,371,507,193,210,1,2025-26,Regular Season,Misc
201942,DeMar DeRozan,DeMar,1610612758,SAC,36.0,77,20,57,0.26,31.2,2.0,1.4,0.9,5.7,12.1,10.1,10.6,36.2,0.3,0.5,1.9,4.0,30.9,23,292,575,477,61,139,194,288,147,537,534,538,27,279,394,355,41,88,1,2025-26,Regular Season,Misc
1629731,Dean Wade,Dean,1610612739,CLE,29.0,57,35,22,0.614,22.4,0.7,0.7,1.0,1.6,8.4,6.2,6.7,22.1,0.4,0.2,1.6,0.8,16.3,221,146,284,164,230,417,380,264,418,349,295,334,250,219,165,257,388,301,1,2025-26,Regular Season,Misc
1629028,Deandre Ayton,Deandre,1610612747,LAL,27.0,68,43,25,0.632,27.2,2.0,2.5,0.9,10.7,10.2,7.8,9.0,29.5,0.9,0.4,2.2,1.6,26.7,104,57,334,140,142,138,50,295,23,453,395,458,125,51,327,433,212,130,1,2025-26,Regular Season,Misc
1627749,Dejounte Murray,Dejounte,1610612740,NOP,29.0,14,5,9,0.357,27.8,2.4,0.5,2.4,8.1,11.6,10.4,9.1,30.7,0.2,0.4,2.4,2.2,34.9,464,467,125,406,129,92,435,75,65,516,541,465,101,337,302,475,138,53,1,2025-26,Regular Season,Misc
1630166,Deni Avdija,Deni,1610612757,POR,25.0,63,33,30,0.524,33.2,3.4,3.0,3.3,10.2,15.0,10.7,11.6,35.7,0.6,1.2,2.6,6.6,42.8,168,165,407,280,35,30,25,24,32,577,555,564,36,113,568,509,5,18,1,2025-26,Regular Season,Misc
203471,Dennis Schröder,Dennis,1610612739,CLE,32.0,68,28,40,0.412,24.5,1.3,0.9,0.9,3.9,9.2,8.2,6.5,25.3,0.2,0.7,1.5,2.5,22.6,104,204,510,377,194,275,329,285,228,392,417,314,195,399,473,253,119,184,2,2025-26,Regular Season,Misc
1641726,Dereck Lively II,Dereck,1610612742,DAL,22.0,7,3,4,0.429,16.5,0.9,0.9,0.0,3.1,5.7,4.4,5.6,15.4,1.6,0.3,3.0,1.3,18.4,506,491,59,369,351,374,341,534,272,198,176,258,377,12,256,548,264,253,1,2025-26,Regular Season,Misc
1642852,Derik Queen,Derik,1610612740,NOP,21.0,78,25,53,0.321,24.4,1.3,1.9,0.9,7.1,9.8,8.7,9.0,27.8,0.9,0.7,2.7,2.6,28.2,10,230,569,433,195,270,110,291,89,424,456,459,143,61,492,523,109,116,1,2025-26,Regular Season,Misc
1627884,Derrick Jones Jr.,Derrick,1610612746,LAC,29.0,46,24,22,0.522,27.2,2.1,1.3,1.9,5.5,9.8,8.6,7.5,28.2,1.0,0.4,2.0,1.8,21.5,313,241,284,282,140,128,205,115,159,423,448,385,140,42,351,392,181,205,1,2025-26,Regular Season,Misc
1628401,Derrick White,Derrick,1610612738,BOS,31.0,74,50,24,0.676,34.3,2.1,1.4,1.4,4.4,9.9,9.8,9.1,27.5,1.3,0.5,1.6,2.9,36.0,41,23,318,89,20,127,176,206,198,431,513,460,149,24,377,270,84,46,1,2025-26,Regular Season,Misc
1630217,Desmond Bane,Desmond,1610612753,ORL,27.0,79,43,36,0.544,34.1,3.1,1.9,2.6,8.5,11.2,9.1,10.6,35.8,0.5,1.0,3.1,2.9,34.2,1,57,482,250,21,42,113,63,59,500,475,540,35,169,556,554,83,60,1,2025-26,Regular Season,Misc
1626164,Devin Booker,Devin,1610612756,PHX,29.0,62,36,26,0.581,33.4,4.5,1.9,3.2,8.5,12.7,10.7,9.9,33.0,0.3,1.0,2.7,6.6,39.6,176,129,344,197,31,5,118,27,60,555,554,504,67,284,543,524,4,34,1,2025-26,Regular Season,Misc
1642269,Devin Carter,Devin,1610612758,SAC,24.0,35,7,28,0.2,17.4,1.4,0.9,1.6,4.5,6.9,5.2,6.6,17.5,0.2,0.3,1.3,2.3,17.5,379,441,372,520,329,257,315,158,194,257,229,326,333,348,295,184,130,274,1,2025-26,Regular Season,Misc
