PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,CLOSE_DEF_DIST_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,SEASON,SEASON_TYPE
1641871,"Reath, Duop",2,32,2,2-4 Feet - Tight,0.027,1,2,0.5,0.75,0.0,0,0,,0.027,1,2,0.5,2025-26,Regular Season
1641871,"Reath, Duop",3,32,9,4-6 Feet - Open,0.122,5,9,0.556,0.833,0.0,0,0,,0.122,5,9,0.556,2025-26,Regular Season
1641871,"Reath, Duop",4,32,20,6+ Feet - Wide Open,0.595,17,44,0.386,0.58,0.0,0,0,,0.595,17,44,0.386,2025-26,Regular Season
203939,"Powell, Dwight",3,58,1,4-6 Feet - Open,0.012,0,1,0.0,0.0,0.012,0,1,0.0,0.0,0,0,,2025-26,Regular Season
203939,"Powell, Dwight",4,58,4,6+ Feet - Wide Open,0.047,2,4,0.5,0.625,0.012,1,1,1.0,0.035,1,3,0.333,2025-26,Regular Season
1642928,"Cardwell, Dylan",2,40,2,2-4 Feet - Tight,0.013,0,2,0.0,0.0,0.013,0,2,0.0,0.0,0,0,,2025-26,Regular Season
1642928,"Cardwell, Dylan",3,40,6,4-6 Feet - Open,0.039,3,6,0.5,0.5,0.039,3,6,0.5,0.0,0,0,,2025-26,Regular Season
1642928,"Cardwell, Dylan",4,40,2,6+ Feet - Wide Open,0.013,0,2,0.0,0.0,0.006,0,1,0.0,0.006,0,1,0.0,2025-26,Regular Season
1642844,"Harper, Dylan",1,64,3,0-2 Feet - Very Tight,0.005,1,3,0.333,0.333,0.005,1,3,0.333,0.0,0,0,,2025-26,Regular Season
1642844,"Harper, Dylan",2,64,15,2-4 Feet - Tight,0.032,7,19,0.368,0.395,0.028,6,17,0.353,0.003,1,2,0.5,2025-26,Regular Season
1642844,"Harper, Dylan",3,64,44,4-6 Feet - Open,0.128,36,77,0.468,0.545,0.072,24,43,0.558,0.057,12,34,0.353,2025-26,Regular Season
1642844,"Harper, Dylan",4,64,54,6+ Feet - Wide Open,0.255,53,153,0.346,0.48,0.038,12,23,0.522,0.216,41,130,0.315,2025-26,Regular Season
1630700,"Daniels, Dyson",1,73,1,0-2 Feet - Very Tight,0.001,0,1,0.0,0.0,0.001,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1630700,"Daniels, Dyson",2,73,15,2-4 Feet - Tight,0.024,9,18,0.5,0.5,0.024,9,18,0.5,0.0,0,0,,2025-26,Regular Season
1630700,"Daniels, Dyson",3,73,25,4-6 Feet - Open,0.042,17,31,0.548,0.565,0.034,16,25,0.64,0.008,1,6,0.167,2025-26,Regular Season
1630700,"Daniels, Dyson",4,73,57,6+ Feet - Wide Open,0.15,24,112,0.214,0.299,0.011,5,8,0.625,0.14,19,104,0.183,2025-26,Regular Season
1630604,"Liddell, E.J.",2,21,3,2-4 Feet - Tight,0.053,0,3,0.0,0.0,0.035,0,2,0.0,0.018,0,1,0.0,2025-26,Regular Season
1630604,"Liddell, E.J.",3,21,10,4-6 Feet - Open,0.193,3,11,0.273,0.409,0.018,0,1,0.0,0.175,3,10,0.3,2025-26,Regular Season
1630604,"Liddell, E.J.",4,21,12,6+ Feet - Wide Open,0.404,5,23,0.217,0.304,0.018,1,1,1.0,0.386,4,22,0.182,2025-26,Regular Season
1642856,"Dëmin, Egor",1,52,4,0-2 Feet - Very Tight,0.009,0,4,0.0,0.0,0.004,0,2,0.0,0.004,0,2,0.0,2025-26,Regular Season
1642856,"Dëmin, Egor",2,52,31,2-4 Feet - Tight,0.131,19,59,0.322,0.432,0.042,6,19,0.316,0.089,13,40,0.325,2025-26,Regular Season
1642856,"Dëmin, Egor",3,52,52,4-6 Feet - Open,0.405,67,182,0.368,0.544,0.029,3,13,0.231,0.376,64,169,0.379,2025-26,Regular Season
1642856,"Dëmin, Egor",4,52,48,6+ Feet - Wide Open,0.256,49,115,0.426,0.63,0.009,2,4,0.5,0.247,47,111,0.423,2025-26,Regular Season
1641989,"Harkless, Elijah",1,26,1,0-2 Feet - Very Tight,0.006,1,1,1.0,1.0,0.006,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1641989,"Harkless, Elijah",2,26,8,2-4 Feet - Tight,0.05,1,8,0.125,0.188,0.019,0,3,0.0,0.031,1,5,0.2,2025-26,Regular Season
1641989,"Harkless, Elijah",3,26,17,4-6 Feet - Open,0.248,9,40,0.225,0.3,0.056,3,9,0.333,0.193,6,31,0.194,2025-26,Regular Season
1641989,"Harkless, Elijah",4,26,19,6+ Feet - Wide Open,0.335,15,54,0.278,0.407,0.012,1,2,0.5,0.323,14,52,0.269,2025-26,Regular Season
201569,"Gordon, Eric",3,6,2,4-6 Feet - Open,0.143,1,3,0.333,0.5,0.0,0,0,,0.143,1,3,0.333,2025-26,Regular Season
201569,"Gordon, Eric",4,6,4,6+ Feet - Wide Open,0.524,7,11,0.636,0.955,0.0,0,0,,0.524,7,11,0.636,2025-26,Regular Season
1630679,"Thompson, Ethan",1,27,1,0-2 Feet - Very Tight,0.007,0,1,0.0,0.0,0.007,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1630679,"Thompson, Ethan",2,27,6,2-4 Feet - Tight,0.043,2,6,0.333,0.417,0.029,1,4,0.25,0.014,1,2,0.5,2025-26,Regular Season
1630679,"Thompson, Ethan",3,27,19,4-6 Feet - Open,0.371,14,52,0.269,0.385,0.05,2,7,0.286,0.321,12,45,0.267,2025-26,Regular Season
1630679,"Thompson, Ethan",4,27,17,6+ Feet - Wide Open,0.321,18,45,0.4,0.589,0.036,1,5,0.2,0.286,17,40,0.425,2025-26,Regular Season
1630596,"Mobley, Evan",2,62,31,2-4 Feet - Tight,0.062,19,51,0.373,0.382,0.051,18,42,0.429,0.011,1,9,0.111,2025-26,Regular Season
1630596,"Mobley, Evan",3,62,47,4-6 Feet - Open,0.151,40,124,0.323,0.448,0.026,9,21,0.429,0.125,31,103,0.301,2025-26,Regular Season
1630596,"Mobley, Evan",4,62,44,6+ Feet - Wide Open,0.118,30,97,0.309,0.459,0.006,1,5,0.2,0.112,29,92,0.315,2025-26,Regular Season
1630532,"Wagner, Franz",1,30,2,0-2 Feet - Very Tight,0.004,1,2,0.5,0.5,0.004,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1630532,"Wagner, Franz",2,30,22,2-4 Feet - Tight,0.078,14,35,0.4,0.4,0.071,14,32,0.438,0.007,0,3,0.0,2025-26,Regular Season
1630532,"Wagner, Franz",3,30,28,4-6 Feet - Open,0.231,39,104,0.375,0.495,0.064,14,29,0.483,0.166,25,75,0.333,2025-26,Regular Season
1630532,"Wagner, Franz",4,30,26,6+ Feet - Wide Open,0.115,21,52,0.404,0.567,0.016,4,7,0.571,0.1,17,45,0.378,2025-26,Regular Season
1641713,"Jackson, GG",2,54,13,2-4 Feet - Tight,0.034,6,17,0.353,0.382,0.024,5,12,0.417,0.01,1,5,0.2,2025-26,Regular Season
1641713,"Jackson, GG",3,54,44,4-6 Feet - Open,0.172,27,87,0.31,0.431,0.03,6,15,0.4,0.143,21,72,0.292,2025-26,Regular Season
1641713,"Jackson, GG",4,54,42,6+ Feet - Wide Open,0.228,43,115,0.374,0.552,0.004,2,2,1.0,0.224,41,113,0.363,2025-26,Regular Season
1629216,"Vincent, Gabe",1,50,1,0-2 Feet - Very Tight,0.013,0,1,0.0,0.0,0.0,0,0,,0.013,0,1,0.0,2025-26,Regular Season
1629216,"Vincent, Gabe",2,50,7,2-4 Feet - Tight,0.101,3,8,0.375,0.5,0.013,1,1,1.0,0.089,2,7,0.286,2025-26,Regular Season
1629216,"Vincent, Gabe",3,50,18,4-6 Feet - Open,0.494,9,39,0.231,0.333,0.038,1,3,0.333,0.456,8,36,0.222,2025-26,Regular Season
1629216,"Vincent, Gabe",4,50,11,6+ Feet - Wide Open,0.241,7,19,0.368,0.553,0.0,0,0,,0.241,7,19,0.368,2025-26,Regular Season
202066,"Temple, Garrett",2,21,1,2-4 Feet - Tight,0.071,0,1,0.0,0.0,0.0,0,0,,0.071,0,1,0.0,2025-26,Regular Season
202066,"Temple, Garrett",3,21,5,4-6 Feet - Open,0.357,2,5,0.4,0.5,0.071,1,1,1.0,0.286,1,4,0.25,2025-26,Regular Season
202066,"Temple, Garrett",4,21,6,6+ Feet - Wide Open,0.429,1,6,0.167,0.25,0.0,0,0,,0.429,1,6,0.167,2025-26,Regular Season
1629726,"Mathews, Garrison",2,15,9,2-4 Feet - Tight,0.288,7,15,0.467,0.667,0.019,1,1,1.0,0.269,6,14,0.429,2025-26,Regular Season
1629726,"Mathews, Garrison",3,15,8,4-6 Feet - Open,0.308,6,16,0.375,0.563,0.0,0,0,,0.308,6,16,0.375,2025-26,Regular Season
1629726,"Mathews, Garrison",4,15,9,6+ Feet - Wide Open,0.308,5,16,0.313,0.469,0.0,0,0,,0.308,5,16,0.313,2025-26,Regular Season
203914,"Harris, Gary",2,46,7,2-4 Feet - Tight,0.084,3,8,0.375,0.563,0.021,0,2,0.0,0.063,3,6,0.5,2025-26,Regular Season
203914,"Harris, Gary",3,46,23,4-6 Feet - Open,0.316,11,30,0.367,0.517,0.053,2,5,0.4,0.263,9,25,0.36,2025-26,Regular Season
203914,"Harris, Gary",4,46,23,6+ Feet - Wide Open,0.358,15,34,0.441,0.662,0.011,0,1,0.0,0.347,15,33,0.455,2025-26,Regular Season
1627780,"Payton II, Gary",2,68,3,2-4 Feet - Tight,0.008,1,3,0.333,0.333,0.008,1,3,0.333,0.0,0,0,,2025-26,Regular Season
1627780,"Payton II, Gary",3,68,13,4-6 Feet - Open,0.042,2,16,0.125,0.188,0.003,0,1,0.0,0.039,2,15,0.133,2025-26,Regular Season
1627780,"Payton II, Gary",4,68,49,6+ Feet - Wide Open,0.278,35,107,0.327,0.491,0.0,0,0,,0.278,35,107,0.327,2025-26,Regular Season
1629018,"Trent Jr., Gary",1,64,4,0-2 Feet - Very Tight,0.009,2,4,0.5,0.5,0.007,2,3,0.667,0.002,0,1,0.0,2025-26,Regular Season
1629018,"Trent Jr., Gary",2,64,39,2-4 Feet - Tight,0.148,21,68,0.309,0.375,0.069,12,32,0.375,0.078,9,36,0.25,2025-26,Regular Season
1629018,"Trent Jr., Gary",3,64,59,4-6 Feet - Open,0.41,79,189,0.418,0.585,0.065,16,30,0.533,0.345,63,159,0.396,2025-26,Regular Season
1629018,"Trent Jr., Gary",4,64,54,6+ Feet - Wide Open,0.31,53,143,0.371,0.549,0.011,2,5,0.4,0.299,51,138,0.37,2025-26,Regular Season
203507,"Antetokounmpo, Giannis",2,36,9,2-4 Feet - Tight,0.015,1,9,0.111,0.111,0.013,1,8,0.125,0.002,0,1,0.0,2025-26,Regular Season
203507,"Antetokounmpo, Giannis",3,36,31,4-6 Feet - Open,0.144,23,86,0.267,0.279,0.124,21,74,0.284,0.02,2,12,0.167,2025-26,Regular Season
203507,"Antetokounmpo, Giannis",4,36,27,6+ Feet - Wide Open,0.074,17,44,0.386,0.534,0.02,4,12,0.333,0.054,13,32,0.406,2025-26,Regular Season
1629048,"Bitadze, Goga",3,59,6,4-6 Feet - Open,0.036,3,7,0.429,0.5,0.026,2,5,0.4,0.01,1,2,0.5,2025-26,Regular Season
1629048,"Bitadze, Goga",4,59,10,6+ Feet - Wide Open,0.052,1,10,0.1,0.15,0.005,0,1,0.0,0.047,1,9,0.111,2025-26,Regular Season
1641711,"Dick, Gradey",1,71,1,0-2 Feet - Very Tight,0.003,0,1,0.0,0.0,0.003,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1641711,"Dick, Gradey",2,71,24,2-4 Feet - Tight,0.086,16,32,0.5,0.609,0.048,9,18,0.5,0.038,7,14,0.5,2025-26,Regular Season
1641711,"Dick, Gradey",3,71,53,4-6 Feet - Open,0.247,21,92,0.228,0.304,0.07,7,26,0.269,0.177,14,66,0.212,2025-26,Regular Season
1641711,"Dick, Gradey",4,71,56,6+ Feet - Wide Open,0.306,40,114,0.351,0.5,0.027,6,10,0.6,0.279,34,104,0.327,2025-26,Regular Season
1641761,"Nelson, Grant",4,4,1,6+ Feet - Wide Open,0.111,0,1,0.0,0.0,0.111,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1629684,"Williams, Grant",2,32,9,2-4 Feet - Tight,0.08,3,13,0.231,0.231,0.037,3,6,0.5,0.043,0,7,0.0,2025-26,Regular Season
1629684,"Williams, Grant",3,32,25,4-6 Feet - Open,0.313,20,51,0.392,0.539,0.061,5,10,0.5,0.252,15,41,0.366,2025-26,Regular Season
1629684,"Williams, Grant",4,32,29,6+ Feet - Wide Open,0.454,33,74,0.446,0.649,0.025,3,4,0.75,0.429,30,70,0.429,2025-26,Regular Season
1628960,"Allen, Grayson",2,48,26,2-4 Feet - Tight,0.058,5,37,0.135,0.176,0.016,2,10,0.2,0.042,3,27,0.111,2025-26,Regular Season
1628960,"Allen, Grayson",3,48,48,4-6 Feet - Open,0.289,62,184,0.337,0.484,0.027,8,17,0.471,0.263,54,167,0.323,2025-26,Regular Season
1628960,"Allen, Grayson",4,48,46,6+ Feet - Wide Open,0.377,98,240,0.408,0.608,0.005,2,3,0.667,0.373,96,237,0.405,2025-26,Regular Season
1627824,"Yabusele, Guerschon",2,64,9,2-4 Feet - Tight,0.064,2,11,0.182,0.227,0.012,1,2,0.5,0.052,1,9,0.111,2025-26,Regular Season
1627824,"Yabusele, Guerschon",3,64,23,4-6 Feet - Open,0.308,19,53,0.358,0.538,0.029,0,5,0.0,0.279,19,48,0.396,2025-26,Regular Season
1627824,"Yabusele, Guerschon",4,64,18,6+ Feet - Wide Open,0.308,24,53,0.453,0.67,0.006,1,1,1.0,0.302,23,52,0.442,2025-26,Regular Season
1630611,"Santos, Gui",2,65,9,2-4 Feet - Tight,0.022,2,9,0.222,0.278,0.005,1,2,0.5,0.017,1,7,0.143,2025-26,Regular Season
1630611,"Santos, Gui",3,65,33,4-6 Feet - Open,0.158,20,66,0.303,0.455,0.002,0,1,0.0,0.156,20,65,0.308,2025-26,Regular Season
1630611,"Santos, Gui",4,65,53,6+ Feet - Wide Open,0.328,55,137,0.401,0.599,0.005,1,2,0.5,0.323,54,135,0.4,2025-26,Regular Season
203084,"Barnes, Harrison",2,72,21,2-4 Feet - Tight,0.048,9,26,0.346,0.462,0.022,3,12,0.25,0.026,6,14,0.429,2025-26,Regular Season
203084,"Barnes, Harrison",3,72,57,4-6 Feet - Open,0.237,47,129,0.364,0.527,0.033,5,18,0.278,0.204,42,111,0.378,2025-26,Regular Season
203084,"Barnes, Harrison",4,72,71,6+ Feet - Wide Open,0.398,85,217,0.392,0.588,0.0,0,0,,0.398,85,217,0.392,2025-26,Regular Season
1631127,"Ingram, Harrison",4,6,1,6+ Feet - Wide Open,0.167,1,1,1.0,1.5,0.0,0,0,,0.167,1,1,1.0,2025-26,Regular Season
1629312,"Highsmith, Haywood",2,6,2,2-4 Feet - Tight,0.1,0,2,0.0,0.0,0.05,0,1,0.0,0.05,0,1,0.0,2025-26,Regular Season
1629312,"Highsmith, Haywood",3,6,2,4-6 Feet - Open,0.2,3,4,0.75,1.0,0.05,1,1,1.0,0.15,2,3,0.667,2025-26,Regular Season
1629312,"Highsmith, Haywood",4,6,5,6+ Feet - Wide Open,0.45,6,9,0.667,1.0,0.0,0,0,,0.45,6,9,0.667,2025-26,Regular Season
1630529,"Jones, Herbert",1,55,2,0-2 Feet - Very Tight,0.004,0,2,0.0,0.0,0.0,0,0,,0.004,0,2,0.0,2025-26,Regular Season
1630529,"Jones, Herbert",2,55,16,2-4 Feet - Tight,0.038,3,18,0.167,0.194,0.023,2,11,0.182,0.015,1,7,0.143,2025-26,Regular Season
1630529,"Jones, Herbert",3,55,50,4-6 Feet - Open,0.213,33,101,0.327,0.446,0.044,9,21,0.429,0.169,24,80,0.3,2025-26,Regular Season
1630529,"Jones, Herbert",4,55,48,6+ Feet - Wide Open,0.378,58,179,0.324,0.475,0.025,4,12,0.333,0.352,54,167,0.323,2025-26,Regular Season
1642864,"González, Hugo",1,72,1,0-2 Feet - Very Tight,0.004,0,1,0.0,0.0,0.0,0,0,,0.004,0,1,0.0,2025-26,Regular Season
1642864,"González, Hugo",2,72,6,2-4 Feet - Tight,0.025,3,6,0.5,0.583,0.013,2,3,0.667,0.013,1,3,0.333,2025-26,Regular Season
1642864,"González, Hugo",3,72,20,4-6 Feet - Open,0.109,5,26,0.192,0.269,0.013,1,3,0.333,0.096,4,23,0.174,2025-26,Regular Season
1642864,"González, Hugo",4,72,47,6+ Feet - Wide Open,0.364,35,87,0.402,0.603,0.008,0,2,0.0,0.356,35,85,0.412,2025-26,Regular Season
1630621,"Dickinson, Hunter",3,1,1,4-6 Feet - Open,0.5,1,1,1.0,1.0,0.5,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1630621,"Dickinson, Hunter",4,1,1,6+ Feet - Wide Open,0.5,0,1,0.0,0.0,0.5,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642282,"Sallis, Hunter",2,7,1,2-4 Feet - Tight,0.2,0,1,0.0,0.0,0.2,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1641816,"Tyson, Hunter",2,21,5,2-4 Feet - Tight,0.096,2,5,0.4,0.6,0.019,0,1,0.0,0.077,2,4,0.5,2025-26,Regular Season
1641816,"Tyson, Hunter",3,21,11,4-6 Feet - Open,0.327,4,17,0.235,0.353,0.038,0,2,0.0,0.288,4,15,0.267,2025-26,Regular Season
1641816,"Tyson, Hunter",4,21,8,6+ Feet - Wide Open,0.288,2,15,0.133,0.167,0.019,1,1,1.0,0.269,1,14,0.071,2025-26,Regular Season
1630193,"Quickley, Immanuel",1,67,5,0-2 Feet - Very Tight,0.006,4,5,0.8,0.9,0.005,3,4,0.75,0.001,1,1,1.0,2025-26,Regular Season
1630193,"Quickley, Immanuel",2,67,50,2-4 Feet - Tight,0.116,43,102,0.422,0.446,0.094,38,82,0.463,0.023,5,20,0.25,2025-26,Regular Season
1630193,"Quickley, Immanuel",3,67,59,4-6 Feet - Open,0.2,74,175,0.423,0.537,0.084,34,74,0.459,0.115,40,101,0.396,2025-26,Regular Season
1630193,"Quickley, Immanuel",4,67,66,6+ Feet - Wide Open,0.424,140,371,0.377,0.547,0.037,14,32,0.438,0.387,126,339,0.372,2025-26,Regular Season
1642403,"Jones, Isaac",4,6,1,6+ Feet - Wide Open,0.25,0,1,0.0,0.0,0.0,0,0,,0.25,0,1,0.0,2025-26,Regular Season
1630171,"Okoro, Isaac",2,61,1,2-4 Feet - Tight,0.002,0,1,0.0,0.0,0.0,0,0,,0.002,0,1,0.0,2025-26,Regular Season
1630171,"Okoro, Isaac",3,61,18,4-6 Feet - Open,0.055,5,24,0.208,0.292,0.002,1,1,1.0,0.053,4,23,0.174,2025-26,Regular Season
1630171,"Okoro, Isaac",4,61,57,6+ Feet - Wide Open,0.431,68,187,0.364,0.545,0.0,0,0,,0.431,68,187,0.364,2025-26,Regular Season
1642268,"Collier, Isaiah",2,59,22,2-4 Feet - Tight,0.067,11,34,0.324,0.368,0.045,8,23,0.348,0.022,3,11,0.273,2025-26,Regular Season
1642268,"Collier, Isaiah",3,59,36,4-6 Feet - Open,0.133,21,68,0.309,0.324,0.088,19,45,0.422,0.045,2,23,0.087,2025-26,Regular Season
1642268,"Collier, Isaiah",4,59,42,6+ Feet - Wide Open,0.145,26,74,0.351,0.5,0.018,4,9,0.444,0.127,22,65,0.338,2025-26,Regular Season
1642384,"Crawford, Isaiah",2,13,1,2-4 Feet - Tight,0.056,0,1,0.0,0.0,0.056,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642384,"Crawford, Isaiah",3,13,2,4-6 Feet - Open,0.167,1,3,0.333,0.333,0.056,1,1,1.0,0.111,0,2,0.0,2025-26,Regular Season
1642384,"Crawford, Isaiah",4,13,6,6+ Feet - Wide Open,0.444,2,8,0.25,0.375,0.0,0,0,,0.444,2,8,0.25,2025-26,Regular Season
1628392,"Hartenstein, Isaiah",2,44,10,2-4 Feet - Tight,0.042,3,12,0.25,0.25,0.039,3,11,0.273,0.004,0,1,0.0,2025-26,Regular Season
1628392,"Hartenstein, Isaiah",3,44,26,4-6 Feet - Open,0.126,19,36,0.528,0.528,0.123,19,35,0.543,0.004,0,1,0.0,2025-26,Regular Season
1628392,"Hartenstein, Isaiah",4,44,11,6+ Feet - Wide Open,0.049,6,14,0.429,0.429,0.032,6,9,0.667,0.018,0,5,0.0,2025-26,Regular Season
1630543,"Jackson, Isaiah",3,55,2,4-6 Feet - Open,0.028,0,2,0.0,0.0,0.028,0,2,0.0,0.0,0,0,,2025-26,Regular Season
1630543,"Jackson, Isaiah",4,55,1,6+ Feet - Wide Open,0.028,0,2,0.0,0.0,0.0,0,0,,0.028,0,2,0.0,2025-26,Regular Season
1630198,"Joe, Isaiah",1,68,2,0-2 Feet - Very Tight,0.004,1,2,0.5,0.5,0.002,1,1,1.0,0.002,0,1,0.0,2025-26,Regular Season
1630198,"Joe, Isaiah",2,68,32,2-4 Feet - Tight,0.085,17,44,0.386,0.5,0.023,7,12,0.583,0.062,10,32,0.313,2025-26,Regular Season
1630198,"Joe, Isaiah",3,68,65,4-6 Feet - Open,0.396,80,206,0.388,0.551,0.052,13,27,0.481,0.344,67,179,0.374,2025-26,Regular Season
1630198,"Joe, Isaiah",4,68,60,6+ Feet - Wide Open,0.39,96,203,0.473,0.7,0.013,4,7,0.571,0.377,92,196,0.469,2025-26,Regular Season
1630587,"Livers, Isaiah",2,36,4,2-4 Feet - Tight,0.063,1,4,0.25,0.375,0.031,0,2,0.0,0.031,1,2,0.5,2025-26,Regular Season
1630587,"Livers, Isaiah",3,36,9,4-6 Feet - Open,0.172,2,11,0.182,0.227,0.031,1,2,0.5,0.141,1,9,0.111,2025-26,Regular Season
1630587,"Livers, Isaiah",4,36,18,6+ Feet - Wide Open,0.469,10,30,0.333,0.5,0.016,0,1,0.0,0.453,10,29,0.345,2025-26,Regular Season
1641815,"Stevens, Isaiah",2,3,1,2-4 Feet - Tight,0.143,0,1,0.0,0.0,0.143,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1641815,"Stevens, Isaiah",3,3,1,4-6 Feet - Open,0.143,0,1,0.0,0.0,0.0,0,0,,0.143,0,1,0.0,2025-26,Regular Season
1641815,"Stevens, Isaiah",4,3,1,6+ Feet - Wide Open,0.143,0,1,0.0,0.0,0.143,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1630191,"Stewart, Isaiah",2,55,2,2-4 Feet - Tight,0.005,0,2,0.0,0.0,0.0,0,0,,0.005,0,2,0.0,2025-26,Regular Season
1630191,"Stewart, Isaiah",3,55,13,4-6 Feet - Open,0.037,2,14,0.143,0.214,0.003,0,1,0.0,0.034,2,13,0.154,2025-26,Regular Season
1630191,"Stewart, Isaiah",4,55,44,6+ Feet - Wide Open,0.267,36,101,0.356,0.525,0.011,2,4,0.5,0.257,34,97,0.351,2025-26,Regular Season
1627826,"Zubac, Ivica",2,48,1,2-4 Feet - Tight,0.019,0,1,0.0,0.0,0.019,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1627826,"Zubac, Ivica",3,48,3,4-6 Feet - Open,0.094,4,5,0.8,0.8,0.094,4,5,0.8,0.0,0,0,,2025-26,Regular Season
1631120,"Davison, JD",2,27,4,2-4 Feet - Tight,0.073,1,4,0.25,0.25,0.073,1,4,0.25,0.0,0,0,,2025-26,Regular Season
1631120,"Davison, JD",3,27,7,4-6 Feet - Open,0.218,4,12,0.333,0.375,0.109,3,6,0.5,0.109,1,6,0.167,2025-26,Regular Season
1631120,"Davison, JD",4,27,16,6+ Feet - Wide Open,0.455,9,25,0.36,0.5,0.055,2,3,0.667,0.4,7,22,0.318,2025-26,Regular Season
1629630,"Morant, Ja",1,20,1,0-2 Feet - Very Tight,0.003,0,1,0.0,0.0,0.003,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1629630,"Morant, Ja",2,20,12,2-4 Feet - Tight,0.084,11,27,0.407,0.407,0.081,11,26,0.423,0.003,0,1,0.0,2025-26,Regular Season
1629630,"Morant, Ja",3,20,20,4-6 Feet - Open,0.264,25,85,0.294,0.324,0.155,20,50,0.4,0.109,5,35,0.143,2025-26,Regular Season
1629630,"Morant, Ja",4,20,18,6+ Feet - Wide Open,0.196,20,63,0.317,0.437,0.043,5,14,0.357,0.152,15,49,0.306,2025-26,Regular Season
1642266,"Walter, Ja'Kobe",1,67,1,0-2 Feet - Very Tight,0.003,0,1,0.0,0.0,0.003,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642266,"Walter, Ja'Kobe",2,67,7,2-4 Feet - Tight,0.022,2,8,0.25,0.375,0.011,0,4,0.0,0.011,2,4,0.5,2025-26,Regular Season
1642266,"Walter, Ja'Kobe",3,67,46,4-6 Feet - Open,0.251,33,92,0.359,0.522,0.014,3,5,0.6,0.238,30,87,0.345,2025-26,Regular Season
1642266,"Walter, Ja'Kobe",4,67,61,6+ Feet - Wide Open,0.41,63,150,0.42,0.627,0.008,1,3,0.333,0.402,62,147,0.422,2025-26,Regular Season
1631095,"Smith Jr., Jabari",1,73,4,0-2 Feet - Very Tight,0.005,3,5,0.6,0.7,0.004,2,4,0.5,0.001,1,1,1.0,2025-26,Regular Season
1631095,"Smith Jr., Jabari",2,73,64,2-4 Feet - Tight,0.203,82,185,0.443,0.503,0.136,60,124,0.484,0.067,22,61,0.361,2025-26,Regular Season
1631095,"Smith Jr., Jabari",3,73,71,4-6 Feet - Open,0.338,114,308,0.37,0.498,0.093,35,85,0.412,0.245,79,223,0.354,2025-26,Regular Season
1631095,"Smith Jr., Jabari",4,73,64,6+ Feet - Wide Open,0.199,69,181,0.381,0.552,0.014,7,13,0.538,0.185,62,168,0.369,2025-26,Regular Season
1631133,"Walker, Jabari",2,61,8,2-4 Feet - Tight,0.048,1,10,0.1,0.15,0.01,0,2,0.0,0.038,1,8,0.125,2025-26,Regular Season
1631133,"Walker, Jabari",3,61,21,4-6 Feet - Open,0.138,10,29,0.345,0.5,0.01,1,2,0.5,0.129,9,27,0.333,2025-26,Regular Season
1631133,"Walker, Jabari",4,61,32,6+ Feet - Wide Open,0.286,21,60,0.35,0.525,0.005,0,1,0.0,0.281,21,59,0.356,2025-26,Regular Season
1631210,"Toppin, Jacob",3,5,1,4-6 Feet - Open,0.333,1,2,0.5,0.5,0.333,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1630702,"Hardy, Jaden",1,55,1,0-2 Feet - Very Tight,0.005,1,1,1.0,1.0,0.005,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1630702,"Hardy, Jaden",2,55,11,2-4 Feet - Tight,0.068,6,14,0.429,0.571,0.034,2,7,0.286,0.034,4,7,0.571,2025-26,Regular Season
1630702,"Hardy, Jaden",3,55,19,4-6 Feet - Open,0.422,39,87,0.448,0.609,0.087,11,18,0.611,0.335,28,69,0.406,2025-26,Regular Season
1630702,"Hardy, Jaden",4,55,19,6+ Feet - Wide Open,0.228,20,47,0.426,0.617,0.015,2,3,0.667,0.214,18,44,0.409,2025-26,Regular Season
1631093,"Ivey, Jaden",1,37,1,0-2 Feet - Very Tight,0.028,0,1,0.0,0.0,0.028,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1631093,"Ivey, Jaden",2,37,1,2-4 Feet - Tight,0.028,0,1,0.0,0.0,0.0,0,0,,0.028,0,1,0.0,2025-26,Regular Season
1631093,"Ivey, Jaden",3,37,4,4-6 Feet - Open,0.25,3,9,0.333,0.389,0.111,2,4,0.5,0.139,1,5,0.2,2025-26,Regular Season
