PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,TOUCH_TIME_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,SEASON,SEASON_TYPE
203926,"McDermott, Doug",2,25,6,Touch 2-6 Seconds,0.071,3,8,0.375,0.375,0.062,3,7,0.429,0.009,0,1,0.0,2025-26,Regular Season
1642962,"Powell, Drake",1,59,48,Touch < 2 Seconds,0.521,54,164,0.329,0.448,0.089,15,28,0.536,0.432,39,136,0.287,2025-26,Regular Season
1642962,"Powell, Drake",2,59,49,Touch 2-6 Seconds,0.39,68,123,0.553,0.585,0.308,60,97,0.619,0.083,8,26,0.308,2025-26,Regular Season
1642962,"Powell, Drake",3,59,21,Touch 6+ Seconds,0.089,9,28,0.321,0.357,0.079,7,25,0.28,0.01,2,3,0.667,2025-26,Regular Season
203110,"Green, Draymond",1,64,63,Touch < 2 Seconds,0.871,168,413,0.407,0.523,0.249,72,118,0.61,0.622,96,295,0.325,2025-26,Regular Season
203110,"Green, Draymond",2,64,31,Touch 2-6 Seconds,0.095,21,45,0.467,0.489,0.084,19,40,0.475,0.011,2,5,0.4,2025-26,Regular Season
203110,"Green, Draymond",3,64,16,Touch 6+ Seconds,0.034,7,16,0.438,0.438,0.034,7,16,0.438,0.0,0,0,,2025-26,Regular Season
1629234,"Eubanks, Drew",1,42,39,Touch < 2 Seconds,0.827,80,129,0.62,0.624,0.788,79,123,0.642,0.038,1,6,0.167,2025-26,Regular Season
1629234,"Eubanks, Drew",2,42,19,Touch 2-6 Seconds,0.173,13,27,0.481,0.481,0.167,13,26,0.5,0.006,0,1,0.0,2025-26,Regular Season
1641809,"Peterson, Drew",1,6,5,Touch < 2 Seconds,0.75,0,12,0.0,0.0,0.0,0,0,,0.75,0,12,0.0,2025-26,Regular Season
1641809,"Peterson, Drew",2,6,3,Touch 2-6 Seconds,0.25,2,4,0.5,0.5,0.25,2,4,0.5,0.0,0,0,,2025-26,Regular Season
1631166,"Timme, Drew",1,23,13,Touch < 2 Seconds,0.627,19,32,0.594,0.719,0.275,11,14,0.786,0.353,8,18,0.444,2025-26,Regular Season
1631166,"Timme, Drew",2,23,7,Touch 2-6 Seconds,0.275,7,14,0.5,0.5,0.255,7,13,0.538,0.02,0,1,0.0,2025-26,Regular Season
1631166,"Timme, Drew",3,23,5,Touch 6+ Seconds,0.098,4,5,0.8,0.8,0.098,4,5,0.8,0.0,0,0,,2025-26,Regular Season
1630696,"Smith, Dru",1,70,62,Touch < 2 Seconds,0.516,62,165,0.376,0.479,0.166,28,53,0.528,0.35,34,112,0.304,2025-26,Regular Season
1630696,"Smith, Dru",2,70,56,Touch 2-6 Seconds,0.359,56,115,0.487,0.496,0.325,54,104,0.519,0.034,2,11,0.182,2025-26,Regular Season
1630696,"Smith, Dru",3,70,30,Touch 6+ Seconds,0.125,15,40,0.375,0.4,0.116,13,37,0.351,0.009,2,3,0.667,2025-26,Regular Season
1629130,"Robinson, Duncan",1,73,73,Touch < 2 Seconds,0.784,223,514,0.434,0.615,0.076,37,50,0.74,0.707,186,464,0.401,2025-26,Regular Season
1629130,"Robinson, Duncan",2,73,59,Touch 2-6 Seconds,0.206,68,135,0.504,0.578,0.14,48,92,0.522,0.066,20,43,0.465,2025-26,Regular Season
1629130,"Robinson, Duncan",3,73,7,Touch 6+ Seconds,0.011,2,7,0.286,0.357,0.008,1,5,0.2,0.003,1,2,0.5,2025-26,Regular Season
1641871,"Reath, Duop",1,32,24,Touch < 2 Seconds,0.878,28,65,0.431,0.592,0.162,7,12,0.583,0.716,21,53,0.396,2025-26,Regular Season
1641871,"Reath, Duop",2,32,6,Touch 2-6 Seconds,0.122,5,9,0.556,0.667,0.095,3,7,0.429,0.027,2,2,1.0,2025-26,Regular Season
203939,"Powell, Dwight",1,58,34,Touch < 2 Seconds,0.884,48,76,0.632,0.638,0.849,47,73,0.644,0.035,1,3,0.333,2025-26,Regular Season
203939,"Powell, Dwight",2,58,6,Touch 2-6 Seconds,0.116,9,10,0.9,0.9,0.116,9,10,0.9,0.0,0,0,,2025-26,Regular Season
1642928,"Cardwell, Dylan",1,40,39,Touch < 2 Seconds,0.903,84,139,0.604,0.604,0.896,84,138,0.609,0.006,0,1,0.0,2025-26,Regular Season
1642928,"Cardwell, Dylan",2,40,12,Touch 2-6 Seconds,0.097,4,15,0.267,0.267,0.097,4,15,0.267,0.0,0,0,,2025-26,Regular Season
1642844,"Harper, Dylan",1,64,60,Touch < 2 Seconds,0.339,89,204,0.436,0.559,0.115,39,69,0.565,0.225,50,135,0.37,2025-26,Regular Season
1642844,"Harper, Dylan",2,64,63,Touch 2-6 Seconds,0.444,146,267,0.547,0.547,0.413,146,248,0.589,0.032,0,19,0.0,2025-26,Regular Season
1642844,"Harper, Dylan",3,64,55,Touch 6+ Seconds,0.216,67,130,0.515,0.531,0.196,63,118,0.534,0.02,4,12,0.333,2025-26,Regular Season
1630700,"Daniels, Dyson",1,73,73,Touch < 2 Seconds,0.534,217,398,0.545,0.57,0.399,197,297,0.663,0.136,20,101,0.198,2025-26,Regular Season
1630700,"Daniels, Dyson",2,73,73,Touch 2-6 Seconds,0.361,129,269,0.48,0.48,0.353,129,263,0.49,0.008,0,6,0.0,2025-26,Regular Season
1630700,"Daniels, Dyson",3,73,46,Touch 6+ Seconds,0.105,41,78,0.526,0.526,0.101,41,75,0.547,0.004,0,3,0.0,2025-26,Regular Season
1630604,"Liddell, E.J.",1,21,17,Touch < 2 Seconds,0.754,15,43,0.349,0.43,0.175,8,10,0.8,0.579,7,33,0.212,2025-26,Regular Season
1630604,"Liddell, E.J.",2,21,6,Touch 2-6 Seconds,0.158,5,9,0.556,0.556,0.158,5,9,0.556,0.0,0,0,,2025-26,Regular Season
1630604,"Liddell, E.J.",3,21,4,Touch 6+ Seconds,0.088,2,5,0.4,0.4,0.088,2,5,0.4,0.0,0,0,,2025-26,Regular Season
1642856,"Dëmin, Egor",1,52,51,Touch < 2 Seconds,0.579,111,260,0.427,0.61,0.053,16,24,0.667,0.526,95,236,0.403,2025-26,Regular Season
1642856,"Dëmin, Egor",2,52,45,Touch 2-6 Seconds,0.256,43,115,0.374,0.439,0.14,28,63,0.444,0.116,15,52,0.288,2025-26,Regular Season
1642856,"Dëmin, Egor",3,52,38,Touch 6+ Seconds,0.165,25,74,0.338,0.432,0.089,11,40,0.275,0.076,14,34,0.412,2025-26,Regular Season
1641989,"Harkless, Elijah",1,26,21,Touch < 2 Seconds,0.559,26,90,0.289,0.394,0.068,7,11,0.636,0.491,19,79,0.241,2025-26,Regular Season
1641989,"Harkless, Elijah",2,26,21,Touch 2-6 Seconds,0.366,22,59,0.373,0.381,0.335,21,54,0.389,0.031,1,5,0.2,2025-26,Regular Season
1641989,"Harkless, Elijah",3,26,6,Touch 6+ Seconds,0.075,6,12,0.5,0.542,0.05,5,8,0.625,0.025,1,4,0.25,2025-26,Regular Season
201569,"Gordon, Eric",1,6,5,Touch < 2 Seconds,0.571,7,12,0.583,0.875,0.0,0,0,,0.571,7,12,0.583,2025-26,Regular Season
201569,"Gordon, Eric",2,6,4,Touch 2-6 Seconds,0.429,5,9,0.556,0.611,0.333,4,7,0.571,0.095,1,2,0.5,2025-26,Regular Season
1630679,"Thompson, Ethan",1,27,20,Touch < 2 Seconds,0.657,32,92,0.348,0.489,0.093,6,13,0.462,0.564,26,79,0.329,2025-26,Regular Season
1630679,"Thompson, Ethan",2,27,18,Touch 2-6 Seconds,0.321,21,45,0.467,0.511,0.271,17,38,0.447,0.05,4,7,0.571,2025-26,Regular Season
1630679,"Thompson, Ethan",3,27,2,Touch 6+ Seconds,0.021,1,3,0.333,0.333,0.014,1,2,0.5,0.007,0,1,0.0,2025-26,Regular Season
1630596,"Mobley, Evan",1,62,62,Touch < 2 Seconds,0.566,271,465,0.583,0.638,0.363,220,298,0.738,0.203,51,167,0.305,2025-26,Regular Season
1630596,"Mobley, Evan",2,62,61,Touch 2-6 Seconds,0.324,130,266,0.489,0.506,0.29,121,238,0.508,0.034,9,28,0.321,2025-26,Regular Season
1630596,"Mobley, Evan",3,62,47,Touch 6+ Seconds,0.11,46,90,0.511,0.517,0.099,45,81,0.556,0.011,1,9,0.111,2025-26,Regular Season
1630532,"Wagner, Franz",1,30,30,Touch < 2 Seconds,0.386,86,174,0.494,0.572,0.224,59,101,0.584,0.162,27,73,0.37,2025-26,Regular Season
1630532,"Wagner, Franz",2,30,30,Touch 2-6 Seconds,0.432,90,195,0.462,0.492,0.348,78,157,0.497,0.084,12,38,0.316,2025-26,Regular Season
1630532,"Wagner, Franz",3,30,28,Touch 6+ Seconds,0.182,41,82,0.5,0.518,0.155,38,70,0.543,0.027,3,12,0.25,2025-26,Regular Season
1641713,"Jackson, GG",1,54,50,Touch < 2 Seconds,0.444,103,224,0.46,0.567,0.152,55,77,0.714,0.291,48,147,0.327,2025-26,Regular Season
1641713,"Jackson, GG",2,54,49,Touch 2-6 Seconds,0.471,126,238,0.529,0.557,0.392,113,198,0.571,0.079,13,40,0.325,2025-26,Regular Season
1641713,"Jackson, GG",3,54,31,Touch 6+ Seconds,0.085,23,43,0.535,0.558,0.079,21,40,0.525,0.006,2,3,0.667,2025-26,Regular Season
1629216,"Vincent, Gabe",1,50,21,Touch < 2 Seconds,0.57,15,45,0.333,0.456,0.063,4,5,0.8,0.506,11,40,0.275,2025-26,Regular Season
1629216,"Vincent, Gabe",2,50,12,Touch 2-6 Seconds,0.291,8,23,0.348,0.457,0.076,3,6,0.5,0.215,5,17,0.294,2025-26,Regular Season
1629216,"Vincent, Gabe",3,50,9,Touch 6+ Seconds,0.139,4,11,0.364,0.409,0.063,3,5,0.6,0.076,1,6,0.167,2025-26,Regular Season
202066,"Temple, Garrett",1,21,9,Touch < 2 Seconds,0.714,2,10,0.2,0.3,0.071,0,1,0.0,0.643,2,9,0.222,2025-26,Regular Season
202066,"Temple, Garrett",2,21,2,Touch 2-6 Seconds,0.143,0,2,0.0,0.0,0.071,0,1,0.0,0.071,0,1,0.0,2025-26,Regular Season
202066,"Temple, Garrett",3,21,2,Touch 6+ Seconds,0.143,1,2,0.5,0.5,0.071,1,1,1.0,0.071,0,1,0.0,2025-26,Regular Season
1629726,"Mathews, Garrison",1,15,12,Touch < 2 Seconds,0.885,18,46,0.391,0.576,0.019,1,1,1.0,0.865,17,45,0.378,2025-26,Regular Season
1629726,"Mathews, Garrison",2,15,5,Touch 2-6 Seconds,0.115,3,6,0.5,0.5,0.096,3,5,0.6,0.019,0,1,0.0,2025-26,Regular Season
203914,"Harris, Gary",1,46,34,Touch < 2 Seconds,0.674,32,64,0.5,0.703,0.074,6,7,0.857,0.6,26,57,0.456,2025-26,Regular Season
203914,"Harris, Gary",2,46,21,Touch 2-6 Seconds,0.316,11,30,0.367,0.383,0.242,10,23,0.435,0.074,1,7,0.143,2025-26,Regular Season
203914,"Harris, Gary",3,46,1,Touch 6+ Seconds,0.011,0,1,0.0,0.0,0.011,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1627780,"Payton II, Gary",1,68,61,Touch < 2 Seconds,0.888,197,342,0.576,0.624,0.584,164,225,0.729,0.304,33,117,0.282,2025-26,Regular Season
1627780,"Payton II, Gary",2,68,27,Touch 2-6 Seconds,0.106,24,41,0.585,0.634,0.094,20,36,0.556,0.013,4,5,0.8,2025-26,Regular Season
1627780,"Payton II, Gary",3,68,2,Touch 6+ Seconds,0.005,0,2,0.0,0.0,0.005,0,2,0.0,0.0,0,0,,2025-26,Regular Season
1629018,"Trent Jr., Gary",1,64,63,Touch < 2 Seconds,0.659,118,304,0.388,0.563,0.048,12,22,0.545,0.612,106,282,0.376,2025-26,Regular Season
1629018,"Trent Jr., Gary",2,64,56,Touch 2-6 Seconds,0.312,59,144,0.41,0.465,0.208,43,96,0.448,0.104,16,48,0.333,2025-26,Regular Season
1629018,"Trent Jr., Gary",3,64,10,Touch 6+ Seconds,0.028,3,13,0.231,0.269,0.02,2,9,0.222,0.009,1,4,0.25,2025-26,Regular Season
203507,"Antetokounmpo, Giannis",1,36,34,Touch < 2 Seconds,0.304,132,182,0.725,0.753,0.263,122,157,0.777,0.042,10,25,0.4,2025-26,Regular Season
203507,"Antetokounmpo, Giannis",2,36,35,Touch 2-6 Seconds,0.446,157,267,0.588,0.594,0.426,154,255,0.604,0.02,3,12,0.25,2025-26,Regular Season
203507,"Antetokounmpo, Giannis",3,36,35,Touch 6+ Seconds,0.249,84,149,0.564,0.57,0.236,82,141,0.582,0.013,2,8,0.25,2025-26,Regular Season
1629048,"Bitadze, Goga",1,59,53,Touch < 2 Seconds,0.788,104,152,0.684,0.691,0.731,102,141,0.723,0.057,2,11,0.182,2025-26,Regular Season
1629048,"Bitadze, Goga",2,59,32,Touch 2-6 Seconds,0.212,27,41,0.659,0.659,0.212,27,41,0.659,0.0,0,0,,2025-26,Regular Season
1641711,"Dick, Gradey",1,71,64,Touch < 2 Seconds,0.697,110,260,0.423,0.517,0.255,61,95,0.642,0.442,49,165,0.297,2025-26,Regular Season
1641711,"Dick, Gradey",2,71,54,Touch 2-6 Seconds,0.3,45,112,0.402,0.429,0.249,39,93,0.419,0.051,6,19,0.316,2025-26,Regular Season
1641711,"Dick, Gradey",3,71,1,Touch 6+ Seconds,0.003,1,1,1.0,1.0,0.003,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1641761,"Nelson, Grant",1,4,2,Touch < 2 Seconds,0.778,5,7,0.714,0.714,0.778,5,7,0.714,0.0,0,0,,2025-26,Regular Season
1641761,"Nelson, Grant",2,4,2,Touch 2-6 Seconds,0.222,0,2,0.0,0.0,0.222,0,2,0.0,0.0,0,0,,2025-26,Regular Season
1629684,"Williams, Grant",1,32,32,Touch < 2 Seconds,0.773,55,126,0.437,0.599,0.135,14,22,0.636,0.638,41,104,0.394,2025-26,Regular Season
1629684,"Williams, Grant",2,32,18,Touch 2-6 Seconds,0.221,14,36,0.389,0.444,0.135,10,22,0.455,0.086,4,14,0.286,2025-26,Regular Season
1629684,"Williams, Grant",3,32,1,Touch 6+ Seconds,0.006,0,1,0.0,0.0,0.006,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1628960,"Allen, Grayson",1,48,48,Touch < 2 Seconds,0.454,117,289,0.405,0.585,0.036,13,23,0.565,0.418,104,266,0.391,2025-26,Regular Season
1628960,"Allen, Grayson",2,48,47,Touch 2-6 Seconds,0.362,92,230,0.4,0.472,0.182,59,116,0.509,0.179,33,114,0.289,2025-26,Regular Season
1628960,"Allen, Grayson",3,48,43,Touch 6+ Seconds,0.184,51,117,0.436,0.504,0.104,35,66,0.53,0.08,16,51,0.314,2025-26,Regular Season
1627824,"Yabusele, Guerschon",1,64,23,Touch < 2 Seconds,0.75,52,129,0.403,0.566,0.14,10,24,0.417,0.61,42,105,0.4,2025-26,Regular Season
1627824,"Yabusele, Guerschon",2,64,18,Touch 2-6 Seconds,0.244,19,42,0.452,0.464,0.221,18,38,0.474,0.023,1,4,0.25,2025-26,Regular Season
1627824,"Yabusele, Guerschon",3,64,1,Touch 6+ Seconds,0.006,0,1,0.0,0.0,0.006,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1630611,"Santos, Gui",1,65,60,Touch < 2 Seconds,0.689,144,288,0.5,0.623,0.225,73,94,0.777,0.464,71,194,0.366,2025-26,Regular Season
1630611,"Santos, Gui",2,65,40,Touch 2-6 Seconds,0.254,55,106,0.519,0.538,0.225,51,94,0.543,0.029,4,12,0.333,2025-26,Regular Season
1630611,"Santos, Gui",3,65,16,Touch 6+ Seconds,0.057,14,24,0.583,0.583,0.055,14,23,0.609,0.002,0,1,0.0,2025-26,Regular Season
203084,"Barnes, Harrison",1,72,72,Touch < 2 Seconds,0.655,158,357,0.443,0.616,0.079,34,43,0.791,0.576,124,314,0.395,2025-26,Regular Season
203084,"Barnes, Harrison",2,72,65,Touch 2-6 Seconds,0.294,76,160,0.475,0.503,0.246,67,134,0.5,0.048,9,26,0.346,2025-26,Regular Season
203084,"Barnes, Harrison",3,72,18,Touch 6+ Seconds,0.051,12,28,0.429,0.429,0.048,12,26,0.462,0.004,0,2,0.0,2025-26,Regular Season
1631127,"Ingram, Harrison",1,6,4,Touch < 2 Seconds,0.833,4,5,0.8,0.9,0.667,3,4,0.75,0.167,1,1,1.0,2025-26,Regular Season
1631127,"Ingram, Harrison",2,6,1,Touch 2-6 Seconds,0.167,1,1,1.0,1.0,0.167,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1629312,"Highsmith, Haywood",1,6,5,Touch < 2 Seconds,0.75,7,15,0.467,0.7,0.15,0,3,0.0,0.6,7,12,0.583,2025-26,Regular Season
1629312,"Highsmith, Haywood",2,6,4,Touch 2-6 Seconds,0.25,3,5,0.6,0.7,0.2,2,4,0.5,0.05,1,1,1.0,2025-26,Regular Season
1630529,"Jones, Herbert",1,55,55,Touch < 2 Seconds,0.608,106,288,0.368,0.491,0.141,35,67,0.522,0.466,71,221,0.321,2025-26,Regular Season
1630529,"Jones, Herbert",2,55,50,Touch 2-6 Seconds,0.323,58,153,0.379,0.395,0.262,53,124,0.427,0.061,5,29,0.172,2025-26,Regular Season
1630529,"Jones, Herbert",3,55,20,Touch 6+ Seconds,0.07,17,33,0.515,0.561,0.057,14,27,0.519,0.013,3,6,0.5,2025-26,Regular Season
1642864,"González, Hugo",1,72,60,Touch < 2 Seconds,0.766,84,183,0.459,0.568,0.31,44,74,0.595,0.456,40,109,0.367,2025-26,Regular Season
1642864,"González, Hugo",2,72,36,Touch 2-6 Seconds,0.218,26,52,0.5,0.5,0.205,26,49,0.531,0.013,0,3,0.0,2025-26,Regular Season
1642864,"González, Hugo",3,72,4,Touch 6+ Seconds,0.017,3,4,0.75,0.75,0.017,3,4,0.75,0.0,0,0,,2025-26,Regular Season
1630621,"Dickinson, Hunter",1,1,1,Touch < 2 Seconds,1.0,1,2,0.5,0.5,1.0,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1642282,"Sallis, Hunter",1,7,1,Touch < 2 Seconds,0.2,1,1,1.0,1.0,0.2,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1642282,"Sallis, Hunter",2,7,1,Touch 2-6 Seconds,0.4,1,2,0.5,0.5,0.4,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1642282,"Sallis, Hunter",3,7,2,Touch 6+ Seconds,0.4,1,2,0.5,0.5,0.4,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1641816,"Tyson, Hunter",1,21,17,Touch < 2 Seconds,0.769,10,40,0.25,0.325,0.154,4,8,0.5,0.615,6,32,0.188,2025-26,Regular Season
1641816,"Tyson, Hunter",2,21,7,Touch 2-6 Seconds,0.192,4,10,0.4,0.45,0.173,3,9,0.333,0.019,1,1,1.0,2025-26,Regular Season
1641816,"Tyson, Hunter",3,21,2,Touch 6+ Seconds,0.038,0,2,0.0,0.0,0.038,0,2,0.0,0.0,0,0,,2025-26,Regular Season
1630193,"Quickley, Immanuel",1,67,66,Touch < 2 Seconds,0.503,193,441,0.438,0.6,0.096,50,84,0.595,0.408,143,357,0.401,2025-26,Regular Season
1630193,"Quickley, Immanuel",2,67,64,Touch 2-6 Seconds,0.329,135,288,0.469,0.502,0.253,116,222,0.523,0.075,19,66,0.288,2025-26,Regular Season
1630193,"Quickley, Immanuel",3,67,61,Touch 6+ Seconds,0.168,60,147,0.408,0.442,0.124,50,109,0.459,0.043,10,38,0.263,2025-26,Regular Season
1642403,"Jones, Isaac",1,6,1,Touch < 2 Seconds,0.5,1,2,0.5,0.5,0.25,1,1,1.0,0.25,0,1,0.0,2025-26,Regular Season
1642403,"Jones, Isaac",2,6,2,Touch 2-6 Seconds,0.5,1,2,0.5,0.5,0.5,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1630171,"Okoro, Isaac",1,61,59,Touch < 2 Seconds,0.698,138,303,0.455,0.566,0.242,71,105,0.676,0.456,67,198,0.338,2025-26,Regular Season
1630171,"Okoro, Isaac",2,61,53,Touch 2-6 Seconds,0.293,60,127,0.472,0.488,0.265,56,115,0.487,0.028,4,12,0.333,2025-26,Regular Season
1630171,"Okoro, Isaac",3,61,4,Touch 6+ Seconds,0.009,1,4,0.25,0.375,0.007,0,3,0.0,0.002,1,1,1.0,2025-26,Regular Season
1642268,"Collier, Isaiah",1,59,49,Touch < 2 Seconds,0.239,59,122,0.484,0.549,0.102,43,52,0.827,0.137,16,70,0.229,2025-26,Regular Season
1642268,"Collier, Isaiah",2,59,53,Touch 2-6 Seconds,0.384,102,196,0.52,0.538,0.346,95,177,0.537,0.037,7,19,0.368,2025-26,Regular Season
1642268,"Collier, Isaiah",3,59,57,Touch 6+ Seconds,0.378,93,193,0.482,0.492,0.358,89,183,0.486,0.02,4,10,0.4,2025-26,Regular Season
1642384,"Crawford, Isaiah",1,13,7,Touch < 2 Seconds,0.611,2,11,0.182,0.273,0.111,0,2,0.0,0.5,2,9,0.222,2025-26,Regular Season
1642384,"Crawford, Isaiah",2,13,5,Touch 2-6 Seconds,0.389,4,7,0.571,0.571,0.333,4,6,0.667,0.056,0,1,0.0,2025-26,Regular Season
1628392,"Hartenstein, Isaiah",1,44,43,Touch < 2 Seconds,0.87,157,248,0.633,0.633,0.846,157,241,0.651,0.025,0,7,0.0,2025-26,Regular Season
1628392,"Hartenstein, Isaiah",2,44,19,Touch 2-6 Seconds,0.123,18,35,0.514,0.514,0.123,18,35,0.514,0.0,0,0,,2025-26,Regular Season
1628392,"Hartenstein, Isaiah",3,44,2,Touch 6+ Seconds,0.007,1,2,0.5,0.5,0.007,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1630543,"Jackson, Isaiah",1,55,16,Touch < 2 Seconds,0.847,47,61,0.77,0.77,0.819,47,59,0.797,0.028,0,2,0.0,2025-26,Regular Season
1630543,"Jackson, Isaiah",2,55,10,Touch 2-6 Seconds,0.139,8,10,0.8,0.8,0.139,8,10,0.8,0.0,0,0,,2025-26,Regular Season
1630543,"Jackson, Isaiah",3,55,1,Touch 6+ Seconds,0.014,0,1,0.0,0.0,0.014,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1630198,"Joe, Isaiah",1,68,68,Touch < 2 Seconds,0.779,181,405,0.447,0.638,0.079,26,41,0.634,0.7,155,364,0.426,2025-26,Regular Season
1630198,"Joe, Isaiah",2,68,48,Touch 2-6 Seconds,0.202,46,105,0.438,0.5,0.123,33,64,0.516,0.079,13,41,0.317,2025-26,Regular Season
1630198,"Joe, Isaiah",3,68,8,Touch 6+ Seconds,0.019,5,10,0.5,0.55,0.013,4,7,0.571,0.006,1,3,0.333,2025-26,Regular Season
1630587,"Livers, Isaiah",1,36,24,Touch < 2 Seconds,0.781,18,50,0.36,0.47,0.25,7,16,0.438,0.531,11,34,0.324,2025-26,Regular Season
1630587,"Livers, Isaiah",2,36,10,Touch 2-6 Seconds,0.172,3,11,0.273,0.318,0.094,2,6,0.333,0.078,1,5,0.2,2025-26,Regular Season
1630587,"Livers, Isaiah",3,36,3,Touch 6+ Seconds,0.047,1,3,0.333,0.333,0.031,1,2,0.5,0.016,0,1,0.0,2025-26,Regular Season
1641815,"Stevens, Isaiah",1,3,2,Touch < 2 Seconds,0.429,1,3,0.333,0.333,0.286,1,2,0.5,0.143,0,1,0.0,2025-26,Regular Season
1641815,"Stevens, Isaiah",2,3,2,Touch 2-6 Seconds,0.429,2,3,0.667,0.667,0.429,2,3,0.667,0.0,0,0,,2025-26,Regular Season
1641815,"Stevens, Isaiah",3,3,1,Touch 6+ Seconds,0.143,0,1,0.0,0.0,0.143,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1630191,"Stewart, Isaiah",1,55,54,Touch < 2 Seconds,0.765,162,289,0.561,0.621,0.481,127,182,0.698,0.283,35,107,0.327,2025-26,Regular Season
1630191,"Stewart, Isaiah",2,55,42,Touch 2-6 Seconds,0.225,41,85,0.482,0.488,0.212,40,80,0.5,0.013,1,5,0.2,2025-26,Regular Season
1630191,"Stewart, Isaiah",3,55,4,Touch 6+ Seconds,0.011,2,4,0.5,0.5,0.011,2,4,0.5,0.0,0,0,,2025-26,Regular Season
1627826,"Zubac, Ivica",1,48,5,Touch < 2 Seconds,0.472,16,25,0.64,0.64,0.472,16,25,0.64,0.0,0,0,,2025-26,Regular Season
1627826,"Zubac, Ivica",2,48,5,Touch 2-6 Seconds,0.472,7,25,0.28,0.28,0.472,7,25,0.28,0.0,0,0,,2025-26,Regular Season
1627826,"Zubac, Ivica",3,48,3,Touch 6+ Seconds,0.057,2,3,0.667,0.667,0.057,2,3,0.667,0.0,0,0,,2025-26,Regular Season
1631120,"Davison, JD",1,27,14,Touch < 2 Seconds,0.455,10,25,0.4,0.56,0.055,2,3,0.667,0.4,8,22,0.364,2025-26,Regular Season
1631120,"Davison, JD",2,27,8,Touch 2-6 Seconds,0.255,8,14,0.571,0.571,0.236,8,13,0.615,0.018,0,1,0.0,2025-26,Regular Season
1631120,"Davison, JD",3,27,10,Touch 6+ Seconds,0.291,4,16,0.25,0.25,0.2,4,11,0.364,0.091,0,5,0.0,2025-26,Regular Season
1629630,"Morant, Ja",1,20,19,Touch < 2 Seconds,0.171,22,55,0.4,0.5,0.065,11,21,0.524,0.106,11,34,0.324,2025-26,Regular Season
1629630,"Morant, Ja",2,20,19,Touch 2-6 Seconds,0.419,64,135,0.474,0.5,0.326,57,105,0.543,0.093,7,30,0.233,2025-26,Regular Season
1629630,"Morant, Ja",3,20,20,Touch 6+ Seconds,0.41,46,132,0.348,0.356,0.345,44,111,0.396,0.065,2,21,0.095,2025-26,Regular Season
1642266,"Walter, Ja'Kobe",1,67,65,Touch < 2 Seconds,0.822,136,301,0.452,0.605,0.199,44,73,0.603,0.623,92,228,0.404,2025-26,Regular Season
1642266,"Walter, Ja'Kobe",2,67,40,Touch 2-6 Seconds,0.164,25,60,0.417,0.433,0.137,23,50,0.46,0.027,2,10,0.2,2025-26,Regular Season
1642266,"Walter, Ja'Kobe",3,67,5,Touch 6+ Seconds,0.014,0,5,0.0,0.0,0.014,0,5,0.0,0.0,0,0,,2025-26,Regular Season
1631095,"Smith Jr., Jabari",1,73,73,Touch < 2 Seconds,0.67,275,610,0.451,0.575,0.219,124,199,0.623,0.452,151,411,0.367,2025-26,Regular Season
1631095,"Smith Jr., Jabari",2,73,71,Touch 2-6 Seconds,0.285,127,259,0.49,0.514,0.244,115,222,0.518,0.041,12,37,0.324,2025-26,Regular Season
1631095,"Smith Jr., Jabari",3,73,34,Touch 6+ Seconds,0.045,9,41,0.22,0.232,0.04,8,36,0.222,0.005,1,5,0.2,2025-26,Regular Season
1631133,"Walker, Jabari",1,61,51,Touch < 2 Seconds,0.852,80,179,0.447,0.534,0.41,49,86,0.57,0.443,31,93,0.333,2025-26,Regular Season
1631133,"Walker, Jabari",2,61,22,Touch 2-6 Seconds,0.143,13,30,0.433,0.433,0.138,13,29,0.448,0.005,0,1,0.0,2025-26,Regular Season
1631133,"Walker, Jabari",3,61,1,Touch 6+ Seconds,0.005,1,1,1.0,1.0,0.005,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1631210,"Toppin, Jacob",1,5,3,Touch < 2 Seconds,0.667,3,4,0.75,0.75,0.667,3,4,0.75,0.0,0,0,,2025-26,Regular Season
1631210,"Toppin, Jacob",2,5,2,Touch 2-6 Seconds,0.333,1,2,0.5,0.5,0.333,1,2,0.5,0.0,0,0,,2025-26,Regular Season
1630702,"Hardy, Jaden",1,55,19,Touch < 2 Seconds,0.447,40,92,0.435,0.641,0.019,2,4,0.5,0.427,38,88,0.432,2025-26,Regular Season
