PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,POINTS,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH,SEASON,SEASON_TYPE,PT_MEASURE_TYPE
1630217,Desmond Bane,1610612753,ORL,77,41,36,2625.0,1567,4651,2502,256.9,3.31,2.37,0.337,37,1,114,0.811,0.0,0.921,2025-26,Regular Season,Possessions
1626164,Devin Booker,1610612756,PHX,61,35,26,2035.0,1570,3910,2392,305.7,4.69,4.05,0.402,47,50,79,0.681,0.38,0.734,2025-26,Regular Season,Possessions
1642269,Devin Carter,1610612758,SAC,34,7,27,574.0,275,1206,516,80.5,4.01,3.6,0.228,9,1,49,0.667,0.0,0.857,2025-26,Regular Season,Possessions
1630170,Devin Vassell,1610612759,SAS,62,49,13,1883.0,867,2630,1595,100.0,2.28,1.6,0.33,30,1,28,0.367,0.0,0.429,2025-26,Regular Season,Possessions
1628415,Dillon Brooks,1610612756,PHX,52,30,22,1581.0,1066,2212,1233,129.8,3.52,2.87,0.482,18,59,46,0.833,0.915,0.87,2025-26,Regular Season,Possessions
1641794,Dillon Jones,1610612752,NYK,6,5,1,27.0,7,48,19,3.0,3.72,3.06,0.146,0,0,0,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1627734,Domantas Sabonis,1610612758,SAC,19,3,16,564.0,301,1212,727,38.7,1.91,0.99,0.248,137,42,199,0.723,0.357,0.889,2025-26,Regular Season,Possessions
1631230,Dominick Barlow,1610612755,PHI,66,38,28,1581.0,520,1837,1036,46.8,1.53,0.78,0.283,53,2,221,0.528,1.0,0.95,2025-26,Regular Season,Possessions
1642270,Donovan Clingan,1610612757,POR,73,39,34,1983.0,874,3052,1852,82.5,1.62,0.36,0.286,119,22,650,0.487,0.864,0.846,2025-26,Regular Season,Possessions
1628378,Donovan Mitchell,1610612739,CLE,68,43,25,2275.0,1883,4787,2129,358.0,4.49,4.09,0.393,30,1,61,0.933,0.0,0.967,2025-26,Regular Season,Possessions
1628978,Donte DiVincenzo,1610612750,MIN,77,46,31,2379.0,950,4267,2452,147.3,2.07,1.4,0.223,18,0,55,0.444,0.0,0.455,2025-26,Regular Season,Possessions
1627827,Dorian Finney-Smith,1610612745,HOU,36,22,14,599.0,114,717,375,18.7,1.56,0.51,0.159,10,0,41,0.0,0.0,0.537,2025-26,Regular Season,Possessions
203926,Doug McDermott,1610612758,SAC,25,7,18,360.0,135,468,342,9.2,1.18,0.45,0.288,4,0,4,0.5,0.0,1.0,2025-26,Regular Season,Possessions
1642962,Drake Powell,1610612751,BKN,59,14,45,1204.0,374,1644,859,86.5,3.16,2.48,0.227,19,0,20,0.526,0.0,1.1,2025-26,Regular Season,Possessions
203110,Draymond Green,1610612744,GSW,64,30,34,1762.0,553,4447,2414,147.7,1.99,1.07,0.124,124,13,147,0.177,0.0,0.619,2025-26,Regular Season,Possessions
1629234,Drew Eubanks,1610612758,SAC,42,10,32,552.0,219,666,428,18.0,1.62,0.65,0.329,80,6,155,0.588,0.667,0.91,2025-26,Regular Season,Possessions
1641809,Drew Peterson,1610612766,CHA,6,1,5,64.0,5,78,48,2.5,1.9,1.09,0.064,2,0,3,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1631166,Drew Timme,1610612747,LAL,23,15,8,186.0,72,273,161,8.9,1.95,0.9,0.264,7,12,19,0.571,0.5,1.158,2025-26,Regular Season,Possessions
1630696,Dru Smith,1610612748,MIA,69,37,32,1129.0,389,2299,1069,120.9,3.15,2.8,0.169,31,2,73,0.613,0.0,0.548,2025-26,Regular Season,Possessions
1629130,Duncan Robinson,1610612765,DET,73,54,19,2018.0,880,2396,1751,69.1,1.73,0.79,0.367,9,0,36,1.222,0.0,0.917,2025-26,Regular Season,Possessions
1641871,Duop Reath,1610612757,POR,32,16,16,258.0,94,305,187,7.6,1.49,0.51,0.308,9,2,17,0.667,1.5,0.824,2025-26,Regular Season,Possessions
203939,Dwight Powell,1610612742,DAL,58,17,41,813.0,191,983,572,27.0,1.65,0.8,0.194,81,0,155,0.568,0.0,0.626,2025-26,Regular Season,Possessions
1642928,Dylan Cardwell,1610612758,SAC,40,12,28,809.0,202,942,580,23.8,1.51,0.58,0.214,83,9,270,0.289,0.111,0.659,2025-26,Regular Season,Possessions
1642844,Dylan Harper,1610612759,SAS,64,50,14,1433.0,749,3024,1285,217.9,4.32,3.9,0.248,40,0,65,0.475,0.0,0.769,2025-26,Regular Season,Possessions
1630700,Dyson Daniels,1610612737,ATL,73,43,30,2419.0,865,4719,2038,261.4,3.32,2.81,0.183,143,2,365,0.643,0.0,0.718,2025-26,Regular Season,Possessions
1630604,E.J. Liddell,1610612751,BKN,21,3,18,203.0,55,282,167,9.6,2.05,1.29,0.195,7,1,13,0.429,0.0,1.154,2025-26,Regular Season,Possessions
1642856,Egor Dëmin,1610612751,BKN,52,14,38,1308.0,536,2810,1114,160.5,3.43,2.98,0.191,20,1,23,0.65,2.0,0.739,2025-26,Regular Season,Possessions
1641989,Elijah Harkless,1610612762,UTA,26,5,21,545.0,178,914,404,48.6,3.19,2.78,0.195,5,0,11,0.4,0.0,1.091,2025-26,Regular Season,Possessions
1641801,Emanuel Miller,1610612759,SAS,5,0,5,33.0,15,44,31,1.1,1.45,0.84,0.341,1,0,3,2.0,0.0,1.333,2025-26,Regular Season,Possessions
1642402,Enrique Freeman,1610612750,MIN,2,1,1,8.0,0,8,2,0.2,1.67,0.5,0.0,0,0,0,0.0,0.0,0.0,2025-26,Regular Season,Possessions
201569,Eric Gordon,1610612755,PHI,6,3,3,74.0,33,103,70,3.2,1.87,0.92,0.32,0,0,1,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1630679,Ethan Thompson,1610612754,IND,27,7,20,488.0,153,717,389,26.4,2.21,1.54,0.213,6,0,21,0.833,0.0,0.571,2025-26,Regular Season,Possessions
1630596,Evan Mobley,1610612739,CLE,62,38,24,1991.0,1124,4026,2118,157.7,2.35,1.44,0.279,211,89,469,0.536,0.494,0.932,2025-26,Regular Season,Possessions
1630532,Franz Wagner,1610612753,ORL,30,17,13,928.0,626,1675,952,86.6,3.1,2.38,0.374,57,17,81,0.491,0.765,0.815,2025-26,Regular Season,Possessions
1641713,GG Jackson,1610612763,MEM,54,16,38,1160.0,675,2066,1097,82.0,2.38,1.67,0.327,19,6,76,0.947,0.167,1.079,2025-26,Regular Season,Possessions
1629216,Gabe Vincent,1610612737,ATL,50,35,15,840.0,218,1152,586,65.5,3.41,2.87,0.189,6,0,9,0.667,0.0,0.444,2025-26,Regular Season,Possessions
202066,Garrett Temple,1610612761,TOR,21,9,12,69.0,14,137,51,8.6,3.76,3.18,0.102,0,1,1,0.0,2.0,1.0,2025-26,Regular Season,Possessions
1629726,Garrison Mathews,1610612754,IND,15,4,11,196.0,78,255,155,5.8,1.36,0.45,0.306,3,0,1,1.333,0.0,0.0,2025-26,Regular Season,Possessions
203914,Gary Harris,1610612749,MIL,46,15,31,632.0,121,680,434,22.3,1.97,1.19,0.178,4,0,17,0.0,0.0,0.471,2025-26,Regular Season,Possessions
1627780,Gary Payton II,1610612744,GSW,68,32,36,1051.0,499,1947,1203,58.8,1.81,0.96,0.256,71,12,255,0.761,0.0,0.933,2025-26,Regular Season,Possessions
1629018,Gary Trent Jr.,1610612749,MIL,64,24,40,1358.0,522,1307,1022,46.0,2.11,1.62,0.399,3,0,5,0.667,0.0,1.2,2025-26,Regular Season,Possessions
203507,Giannis Antetokounmpo,1610612749,MIL,36,17,19,1039.0,993,2553,1204,170.2,4.0,2.79,0.389,168,186,248,0.583,0.511,1.077,2025-26,Regular Season,Possessions
1629048,Goga Bitadze,1610612753,ORL,59,30,29,877.0,326,1272,795,34.0,1.6,0.5,0.256,64,15,253,0.438,1.067,1.0,2025-26,Regular Season,Possessions
1641711,Gradey Dick,1610612761,TOR,71,40,31,1042.0,441,1194,812,33.9,1.7,1.05,0.369,26,0,57,1.077,0.0,0.754,2025-26,Regular Season,Possessions
1641761,Grant Nelson,1610612751,BKN,4,0,4,35.0,17,59,46,1.7,1.75,0.75,0.288,15,1,15,0.067,0.0,0.533,2025-26,Regular Season,Possessions
1629684,Grant Williams,1610612766,CHA,32,23,9,624.0,225,853,530,24.0,1.69,0.54,0.264,14,12,48,0.429,0.417,0.417,2025-26,Regular Season,Possessions
1628960,Grayson Allen,1610612756,PHX,48,25,23,1413.0,819,2653,1429,153.8,3.48,2.71,0.309,20,0,29,0.5,0.0,0.414,2025-26,Regular Season,Possessions
1627824,Guerschon Yabusele,1610612741,CHI,64,30,34,932.0,351,1318,850,37.9,1.72,0.81,0.266,40,20,86,0.4,0.45,0.372,2025-26,Regular Season,Possessions
1630611,Gui Santos,1610612744,GSW,65,29,36,1320.0,596,2473,1413,97.5,2.37,1.51,0.241,49,26,175,0.449,0.308,0.8,2025-26,Regular Season,Possessions
203084,Harrison Barnes,1610612759,SAS,72,54,18,1873.0,719,2304,1440,80.6,2.1,1.0,0.312,47,11,63,0.34,0.636,0.762,2025-26,Regular Season,Possessions
1631127,Harrison Ingram,1610612759,SAS,6,5,1,20.0,11,31,18,0.9,1.77,1.13,0.355,1,0,4,2.0,0.0,1.0,2025-26,Regular Season,Possessions
1629312,Haywood Highsmith,1610612756,PHX,6,3,3,80.0,33,92,52,3.1,1.99,1.09,0.359,1,0,6,0.0,0.0,0.833,2025-26,Regular Season,Possessions
1630529,Herbert Jones,1610612740,NOP,55,22,33,1580.0,491,2488,1267,113.5,2.74,1.71,0.197,23,1,54,0.391,0.0,0.815,2025-26,Regular Season,Possessions
1642864,Hugo González,1610612738,BOS,72,49,23,1057.0,279,1243,599,34.8,1.68,0.8,0.224,18,0,87,0.778,0.0,0.713,2025-26,Regular Season,Possessions
1630621,Hunter Dickinson,1610612740,NOP,1,0,1,5.0,2,7,7,0.1,1.25,0.57,0.286,1,0,1,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1642282,Hunter Sallis,1610612755,PHI,7,3,4,26.0,7,62,20,4.5,4.35,4.05,0.113,0,0,0,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1641816,Hunter Tyson,1610612743,DEN,21,15,6,162.0,46,212,127,8.3,2.34,1.21,0.217,2,0,6,0.0,0.0,0.333,2025-26,Regular Season,Possessions
1630193,Immanuel Quickley,1610612761,TOR,67,38,29,2174.0,1132,4921,1911,364.4,4.44,3.89,0.23,38,0,55,0.658,0.0,0.782,2025-26,Regular Season,Possessions
1642403,Isaac Jones,1610612765,DET,6,4,2,26.0,7,18,9,0.5,1.57,0.56,0.389,0,0,3,0.0,0.0,1.333,2025-26,Regular Season,Possessions
1630171,Isaac Okoro,1610612741,CHI,61,25,36,1642.0,563,1786,1177,55.9,1.88,1.18,0.315,36,11,126,0.556,0.182,0.746,2025-26,Regular Season,Possessions
1642268,Isaiah Collier,1610612762,UTA,59,16,43,1517.0,688,4024,1358,354.5,5.29,4.99,0.171,16,4,26,0.875,0.5,0.769,2025-26,Regular Season,Possessions
1642384,Isaiah Crawford,1610612745,HOU,13,7,6,76.0,17,67,35,1.8,1.6,0.97,0.254,0,0,4,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1628392,Isaiah Hartenstein,1610612760,OKC,44,36,8,1089.0,412,2066,1205,57.8,1.68,0.53,0.199,149,13,375,0.523,0.462,0.819,2025-26,Regular Season,Possessions
1630543,Isaiah Jackson,1610612746,LAC,55,20,35,908.0,370,1176,708,31.5,1.61,0.61,0.315,76,20,269,0.526,1.2,0.922,2025-26,Regular Season,Possessions
1630198,Isaiah Joe,1610612760,OKC,68,53,15,1452.0,737,1907,1237,69.0,2.17,1.55,0.386,20,0,35,0.5,0.0,0.457,2025-26,Regular Season,Possessions
1630587,Isaiah Livers,1610612756,PHX,36,21,15,347.0,65,379,200,11.9,1.89,1.12,0.172,6,0,30,0.333,0.0,0.433,2025-26,Regular Season,Possessions
1641815,Isaiah Stevens,1610612758,SAC,3,0,3,43.0,10,94,39,5.1,3.25,3.16,0.106,2,0,2,1.0,0.0,1.0,2025-26,Regular Season,Possessions
1630191,Isaiah Stewart,1610612765,DET,55,39,16,1273.0,552,1434,957,39.9,1.67,0.75,0.385,123,58,271,0.52,0.69,1.081,2025-26,Regular Season,Possessions
1627826,Ivica Zubac,1610612754,IND,48,17,31,1447.0,677,2304,1455,69.3,1.81,0.69,0.294,227,232,524,0.542,0.547,0.834,2025-26,Regular Season,Possessions
1631120,JD Davison,1610612745,HOU,27,22,5,192.0,60,359,141,28.8,4.81,4.41,0.167,2,0,3,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1629630,Ja Morant,1610612763,MEM,20,7,13,568.0,389,1431,509,123.7,5.19,4.64,0.272,6,7,18,0.667,0.571,0.778,2025-26,Regular Season,Possessions
1642266,Ja'Kobe Walter,1610612761,TOR,67,38,29,1337.0,483,1625,896,50.2,1.85,1.05,0.297,25,0,94,0.96,0.0,0.734,2025-26,Regular Season,Possessions
1631095,Jabari Smith Jr.,1610612745,HOU,73,45,28,2561.0,1137,3778,1903,133.9,2.13,1.23,0.301,88,36,180,0.602,0.556,0.9,2025-26,Regular Season,Possessions
1631133,Jabari Walker,1610612755,PHI,61,35,26,745.0,267,892,533,23.0,1.55,0.6,0.299,25,2,121,0.56,0.0,0.917,2025-26,Regular Season,Possessions
1631210,Jacob Toppin,1610612737,ATL,5,3,2,17.0,8,35,19,1.2,2.01,1.09,0.229,1,0,3,0.0,0.0,2.0,2025-26,Regular Season,Possessions
1630702,Jaden Hardy,1610612764,WAS,54,13,41,843.0,490,1229,575,67.6,3.3,2.91,0.399,3,0,6,0.667,0.0,1.333,2025-26,Regular Season,Possessions
1631093,Jaden Ivey,1610612741,CHI,37,23,14,670.0,316,1119,634,61.2,3.28,2.73,0.282,11,0,34,0.818,0.0,1.029,2025-26,Regular Season,Possessions
1630183,Jaden McDaniels,1610612750,MIN,71,43,28,2262.0,1050,3322,1850,121.9,2.2,1.55,0.316,33,8,117,0.909,0.5,0.974,2025-26,Regular Season,Possessions
1630256,Jae'Sean Tate,1610612745,HOU,42,30,12,353.0,112,454,245,19.6,2.59,1.69,0.247,10,9,42,1.5,0.444,0.905,2025-26,Regular Season,Possessions
1642942,Jahmai Mashack,1610612763,MEM,28,10,18,554.0,159,804,445,30.4,2.27,1.63,0.198,22,0,51,0.727,0.0,0.588,2025-26,Regular Season,Possessions
1642443,Jahmir Young,1610612748,MIA,11,8,3,51.0,20,113,56,5.8,3.07,3.05,0.177,1,0,3,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1643141,Jahmyl Telfort,1610612746,LAC,8,2,6,32.0,1,30,11,1.7,3.37,2.4,0.033,0,0,0,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1631170,Jaime Jaquez Jr.,1610612748,MIA,70,38,32,1977.0,1048,4621,2028,250.8,3.26,3.03,0.227,54,37,132,0.722,0.486,1.008,2025-26,Regular Season,Possessions
1631222,Jake LaRavia,1610612747,LAL,77,50,27,1920.0,638,2817,1469,99.7,2.12,1.28,0.226,42,3,187,1.024,0.667,0.882,2025-26,Regular Season,Possessions
1627751,Jakob Poeltl,1610612761,TOR,41,23,18,1047.0,441,1551,932,40.6,1.57,0.34,0.284,150,16,309,0.787,0.563,0.951,2025-26,Regular Season,Possessions
1628973,Jalen Brunson,1610612752,NYK,71,47,24,2482.0,1843,6495,2477,564.5,5.21,4.83,0.284,28,41,33,0.571,0.61,0.485,2025-26,Regular Season,Possessions
1631105,Jalen Duren,1610612765,DET,66,47,19,1864.0,1290,3280,1706,111.0,2.03,1.11,0.393,260,80,700,0.738,0.888,1.093,2025-26,Regular Season,Possessions
1630224,Jalen Green,1610612756,PHX,29,15,14,757.0,528,1399,671,110.0,4.72,4.55,0.377,8,1,18,1.5,0.0,0.722,2025-26,Regular Season,Possessions
1630552,Jalen Johnson,1610612737,ATL,69,41,28,2432.0,1570,6192,2749,340.4,3.3,2.36,0.254,155,67,197,0.826,0.701,1.091,2025-26,Regular Season,Possessions
1629618,Jalen Pickett,1610612743,DEN,47,31,16,741.0,231,1321,613,89.7,4.07,3.52,0.175,16,4,26,0.375,0.0,0.538,2025-26,Regular Season,Possessions
1641771,Jalen Slawson,1610612754,IND,8,2,6,172.0,46,301,150,8.6,1.71,0.7,0.153,3,1,10,1.333,0.0,0.8,2025-26,Regular Season,Possessions
1630188,Jalen Smith,1610612741,CHI,53,26,27,1095.0,541,1827,1132,42.3,1.39,0.52,0.296,83,10,196,0.566,0.8,0.801,2025-26,Regular Season,Possessions
1630591,Jalen Suggs,1610612753,ORL,52,30,22,1423.0,717,3328,1360,212.5,3.83,3.15,0.215,10,4,44,0.2,0.5,0.955,2025-26,Regular Season,Possessions
1631114,Jalen Williams,1610612760,OKC,31,23,8,878.0,530,1695,739,115.8,4.1,3.85,0.313,25,0,45,0.72,0.0,0.911,2025-26,Regular Season,Possessions
1630592,Jalen Wilson,1610612751,BKN,49,8,41,716.0,284,992,558,46.1,2.79,1.85,0.286,7,2,18,0.286,0.0,0.833,2025-26,Regular Season,Possessions
1631288,Jamal Cain,1610612753,ORL,35,18,17,390.0,174,460,280,17.0,2.22,1.27,0.378,8,0,35,0.5,0.0,0.971,2025-26,Regular Season,Possessions
1627750,Jamal Murray,1610612743,DEN,72,45,27,2533.0,1844,5485,2455,463.3,5.07,4.67,0.336,72,47,70,0.861,0.83,1.071,2025-26,Regular Season,Possessions
1642347,Jamal Shead,1610612761,TOR,77,43,34,1734.0,516,3781,1440,278.0,4.41,3.78,0.136,25,0,42,0.24,0.0,0.524,2025-26,Regular Season,Possessions
1631123,Jamaree Bouyea,1610612756,PHX,42,21,21,573.0,232,1101,506,76.2,4.15,3.6,0.211,6,0,13,0.667,0.0,0.692,2025-26,Regular Season,Possessions
201935,James Harden,1610612739,CLE,67,38,29,2345.0,1583,5143,2040,479.0,5.59,4.99,0.308,26,39,25,0.538,0.615,0.72,2025-26,Regular Season,Possessions
1630164,James Wiseman,1610612754,IND,4,0,4,58.0,13,61,38,1.5,1.51,0.59,0.213,1,2,13,1.0,0.0,0.769,2025-26,Regular Season,Possessions
1642364,Jamir Watkins,1610612764,WAS,44,10,34,854.0,281,1023,538,32.4,1.9,1.06,0.275,28,1,53,0.607,0.0,0.849,2025-26,Regular Season,Possessions
1642419,Jamison Battle,1610612761,TOR,56,32,24,498.0,181,553,338,12.8,1.39,0.61,0.327,10,1,45,0.8,0.0,0.822,2025-26,Regular Season,Possessions
1641716,Jarace Walker,1610612754,IND,73,15,58,1866.0,842,3063,1707,115.2,2.26,1.58,0.275,53,13,82,0.566,0.231,0.646,2025-26,Regular Season,Possessions
1642272,Jared McCain,1610612760,OKC,62,43,19,1075.0,512,1802,890,97.7,3.25,3.09,0.284,11,0,15,0.364,0.0,0.333,2025-26,Regular Season,Possessions
1628991,Jaren Jackson Jr.,1610612762,UTA,48,19,29,1455.0,931,2340,1463,91.0,2.33,1.49,0.398,44,152,124,0.614,0.645,0.887,2025-26,Regular Season,Possessions
1629020,Jarred Vanderbilt,1610612747,LAL,60,36,24,1051.0,268,1346,634,43.1,1.92,1.02,0.199,27,0,141,0.407,0.0,0.652,2025-26,Regular Season,Possessions
1628386,Jarrett Allen,1610612739,CLE,54,35,19,1465.0,831,2062,1409,54.5,1.59,0.58,0.403,223,53,505,0.767,0.906,1.024,2025-26,Regular Season,Possessions
1642859,Jase Richardson,1610612753,ORL,51,23,28,571.0,228,890,457,53.3,3.6,3.3,0.256,7,0,20,0.571,0.0,0.9,2025-26,Regular Season,Possessions
1642914,Javon Small,1610612763,MEM,40,13,27,804.0,378,1561,706,113.3,4.35,4.12,0.242,15,0,33,0.6,0.0,0.697,2025-26,Regular Season,Possessions
1631451,Javonte Cooke,1610612757,POR,19,6,13,94.0,23,175,74,10.6,3.64,2.71,0.131,2,0,6,0.0,0.0,1.333,2025-26,Regular Season,Possessions
1629750,Javonte Green,1610612765,DET,77,56,21,1370.0,530,1892,966,49.7,1.58,0.66,0.28,46,0,120,0.674,0.0,0.742,2025-26,Regular Season,Possessions
1629637,Jaxson Hayes,1610612747,LAL,65,43,22,1179.0,474,1306,781,29.5,1.35,0.34,0.363,113,10,366,0.664,0.0,1.008,2025-26,Regular Season,Possessions
1630643,Jay Huff,1610612754,IND,77,18,59,1603.0,730,2211,1621,52.8,1.43,0.43,0.33,51,42,213,0.51,0.738,0.925,2025-26,Regular Season,Possessions
1627759,Jaylen Brown,1610612738,BOS,68,44,24,2335.0,1954,4670,2629,337.2,4.33,3.67,0.418,54,83,92,0.537,0.554,0.652,2025-26,Regular Season,Possessions
1641740,Jaylen Clark,1610612750,MIN,63,37,26,784.0,242,691,445,20.1,1.74,1.12,0.35,10,0,61,0.2,0.0,0.738,2025-26,Regular Season,Possessions
1642377,Jaylen Wells,1610612763,MEM,69,24,45,1821.0,865,2167,1509,93.2,2.58,2.01,0.399,30,1,87,1.067,0.0,0.966,2025-26,Regular Season,Possessions
1631119,Jaylin Williams,1610612760,OKC,62,51,11,1237.0,458,2602,1421,70.2,1.62,0.42,0.176,54,5,68,0.593,0.2,0.471,2025-26,Regular Season,Possessions
1642281,Jaylon Tyson,1610612739,CLE,64,40,24,1727.0,839,2578,1405,91.4,2.13,1.48,0.325,98,1,188,0.663,0.0,0.755,2025-26,Regular Season,Possessions
1643257,Jayson Kent,1610612757,POR,3,2,1,19.0,10,17,6,0.4,1.28,0.23,0.588,1,0,2,3.0,0.0,2.5,2025-26,Regular Season,Possessions
1628369,Jayson Tatum,1610612738,BOS,13,11,2,409.0,278,955,470,56.1,3.52,2.34,0.291,13,8,18,0.615,0.5,1.056,2025-26,Regular Season,Possessions
201145,Jeff Green,1610612745,HOU,29,21,8,151.0,61,153,104,4.9,1.92,0.52,0.399,3,7,11,0.667,0.571,0.727,2025-26,Regular Season,Possessions
203924,Jerami Grant,1610612757,POR,57,27,30,1695.0,1060,2637,1598,126.0,2.87,2.06,0.402,39,33,60,0.41,0.515,1.1,2025-26,Regular Season,Possessions
1642847,Jeremiah Fears,1610612740,NOP,78,25,53,1952.0,1038,4244,1392,331.1,4.68,4.76,0.245,26,4,72,0.885,0.0,0.708,2025-26,Regular Season,Possessions
1630526,Jeremiah Robinson-Earl,1610612742,DAL,22,8,14,361.0,101,477,224,11.4,1.44,0.73,0.212,4,0,40,1.0,0.0,0.875,2025-26,Regular Season,Possessions
1631110,Jeremy Sochan,1610612752,NYK,42,29,13,443.0,146,650,360,24.2,2.23,1.35,0.225,39,5,90,0.795,1.0,0.822,2025-26,Regular Season,Possessions
1630579,Jericho Sims,1610612749,MIL,62,23,39,1155.0,273,1663,891,43.6,1.57,0.69,0.164,108,1,276,0.278,0.0,0.714,2025-26,Regular Season,Possessions
1641724,Jett Howard,1610612753,ORL,55,28,27,695.0,301,755,527,29.2,2.32,1.82,0.399,8,2,17,0.75,1.0,0.765,2025-26,Regular Season,Possessions
1628975,Jevon Carter,1610612753,ORL,48,22,26,776.0,307,1480,672,86.4,3.5,3.04,0.207,5,0,11,0.4,0.0,0.455,2025-26,Regular Season,Possessions
202710,Jimmy Butler III,1610612744,GSW,38,23,15,1182.0,760,2441,1544,151.4,3.72,2.58,0.311,64,67,246,0.703,0.433,0.813,2025-26,Regular Season,Possessions
1642866,Joan Beringer,1610612750,MIN,35,19,16,228.0,103,272,162,5.6,1.24,0.44,0.379,13,6,95,0.769,0.333,0.863,2025-26,Regular Season,Possessions
1629111,Jock Landale,1610612737,ATL,68,36,32,1506.0,718,2182,1519,49.8,1.37,0.37,0.329,110,122,488,0.6,0.623,0.791,2025-26,Regular Season,Possessions
204060,Joe Ingles,1610612750,MIN,25,12,13,102.0,19,172,89,7.7,2.67,1.43,0.11,1,0,1,2.0,0.0,0.0,2025-26,Regular Season,Possessions
203954,Joel Embiid,1610612755,PHI,37,24,13,1162.0,987,2550,1839,102.7,2.42,1.17,0.387,120,196,138,0.908,0.684,1.109,2025-26,Regular Season,Possessions
1628381,John Collins,1610612746,LAC,64,29,35,1758.0,868,2336,1158,71.6,1.84,0.83,0.372,60,77,229,1.067,1.0,1.096,2025-26,Regular Season,Possessions
1629723,John Konchar,1610612762,UTA,52,17,35,988.0,212,1420,717,38.2,1.62,0.82,0.149,36,0,87,0.417,0.0,0.713,2025-26,Regular Season,Possessions
1642967,John Poulakidas,1610612742,DAL,8,1,7,133.0,44,146,86,4.4,1.82,0.9,0.301,3,0,2,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1642910,John Tonje,1610612738,BOS,5,4,1,12.0,2,18,10,1.0,3.21,1.55,0.111,0,0,0,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1641780,Johni Broome,1610612755,PHI,11,5,6,55.0,10,99,60,2.7,1.65,0.76,0.101,8,4,13,0.0,0.5,0.308,2025-26,Regular Season,Possessions
1642277,Johnny Furphy,1610612754,IND,35,10,25,643.0,180,958,498,26.3,1.65,0.84,0.188,10,2,68,0.2,0.0,0.632,2025-26,Regular Season,Possessions
1630548,Johnny Juzang,1610612750,MIN,21,13,8,88.0,43,121,64,6.2,3.07,2.6,0.355,2,0,5,2.0,0.0,1.2,2025-26,Regular Season,Possessions
202685,Jonas Valančiūnas,1610612743,DEN,60,37,23,792.0,493,1599,999,55.6,2.09,0.66,0.308,132,126,235,0.621,0.825,1.009,2025-26,Regular Season,Possessions
1628371,Jonathan Isaac,1610612753,ORL,52,29,23,521.0,134,613,307,13.6,1.33,0.34,0.219,34,0,91,0.265,0.0,0.769,2025-26,Regular Season,Possessions
1630228,Jonathan Kuminga,1610612737,ATL,33,21,12,754.0,394,1373,776,71.4,3.12,2.3,0.287,35,24,73,0.486,0.542,0.918,2025-26,Regular Season,Possessions
1642367,Jonathan Mogbo,1610612761,TOR,35,17,18,220.0,53,302,143,10.4,2.06,1.09,0.175,20,1,46,0.6,0.0,0.652,2025-26,Regular Season,Possessions
203903,Jordan Clarkson,1610612752,NYK,68,42,26,1223.0,599,1564,978,71.7,2.75,2.06,0.383,30,0,83,0.733,0.0,0.952,2025-26,Regular Season,Possessions
1630692,Jordan Goodwin,1610612756,PHX,67,37,30,1509.0,577,2642,1285,116.7,2.65,2.0,0.218,22,0,131,0.273,0.0,0.656,2025-26,Regular Season,Possessions
1641722,Jordan Hawkins,1610612740,NOP,47,12,35,587.0,193,719,427,24.7,2.06,1.54,0.268,9,0,14,0.222,0.0,0.5,2025-26,Regular Season,Possessions
1629162,Jordan McLaughlin,1610612759,SAS,41,35,6,266.0,82,577,264,39.9,4.15,3.53,0.142,4,0,4,0.0,0.0,1.0,2025-26,Regular Season,Possessions
1641757,Jordan Miller,1610612746,LAC,55,33,22,1194.0,536,1822,864,102.6,3.38,2.94,0.294,33,7,82,0.758,0.857,1.134,2025-26,Regular Season,Possessions
1629673,Jordan Poole,1610612740,NOP,37,15,22,873.0,479,1646,740,113.1,4.12,3.6,0.291,3,0,8,1.333,0.0,1.0,2025-26,Regular Season,Possessions
1641775,Jordan Walsh,1610612738,BOS,63,42,21,1108.0,331,1140,642,34.2,1.8,0.86,0.29,21,0,110,0.286,0.0,0.845,2025-26,Regular Season,Possessions
1630631,Jose Alvarado,1610612752,NYK,67,27,40,1318.0,482,2778,1041,209.3,4.52,4.56,0.174,15,0,20,0.8,0.0,0.5,2025-26,Regular Season,Possessions
1630581,Josh Giddey,1610612741,CHI,54,21,33,1731.0,919,5079,2169,300.2,3.55,3.02,0.181,48,5,90,0.458,0.0,0.7,2025-26,Regular Season,Possessions
