PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,POINTS,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH,SEASON,SEASON_TYPE,PT_MEASURE_TYPE
1642867,Collin Murray-Boyles,1610612761,TOR,53,28,25,1164.0,447,1771,1110,41.9,1.42,0.47,0.252,119,16,356,0.496,0.75,0.632,2025-26,Regular Season,Possessions
1629012,Collin Sexton,1610612741,CHI,63,23,40,1463.0,959,2984,1345,223.2,4.49,4.26,0.321,33,2,55,0.606,0.0,0.727,2025-26,Regular Season,Possessions
1642843,Cooper Flagg,1610612742,DAL,65,20,45,2197.0,1349,4462,1992,278.2,3.74,3.02,0.302,74,33,131,0.946,0.515,1.023,2025-26,Regular Season,Possessions
1630557,Corey Kispert,1610612737,ATL,55,26,29,1035.0,503,1385,871,39.8,1.72,0.96,0.363,19,0,47,0.842,0.0,1.17,2025-26,Regular Season,Possessions
1642504,Cormac Ryan,1610612749,MIL,6,0,6,111.0,56,134,89,5.1,2.3,1.94,0.418,2,0,5,1.0,0.0,1.6,2025-26,Regular Season,Possessions
1641854,Craig Porter Jr.,1610612739,CLE,60,40,20,1054.0,260,2049,922,104.5,3.06,2.45,0.127,42,1,86,0.429,0.0,0.349,2025-26,Regular Season,Possessions
1642938,Curtis Jones,1610612743,DEN,7,5,2,33.0,9,49,29,2.4,2.89,2.72,0.184,1,0,1,2.0,0.0,2.0,2025-26,Regular Season,Possessions
1626156,D'Angelo Russell,1610612764,WAS,26,9,17,495.0,264,1209,486,84.8,4.21,3.65,0.218,2,1,10,0.0,2.0,0.6,2025-26,Regular Season,Possessions
1629610,DaQuan Jeffries,1610612758,SAC,3,0,3,60.0,31,52,35,1.8,2.04,1.4,0.596,1,0,3,0.0,0.0,0.667,2025-26,Regular Season,Possessions
1641747,DaRon Holmes II,1610612743,DEN,22,14,8,200.0,88,258,186,7.3,1.69,0.65,0.341,15,2,19,0.0,0.0,0.368,2025-26,Regular Season,Possessions
1631342,Daeqwon Plowden,1610612758,SAC,28,8,20,723.0,290,944,524,30.2,1.92,1.17,0.307,19,0,43,1.158,0.0,1.116,2025-26,Regular Season,Possessions
1630625,Dalano Banton,1610612738,BOS,5,3,2,25.0,10,51,22,4.4,5.2,3.9,0.196,0,0,1,0.0,0.0,2.0,2025-26,Regular Season,Possessions
1631207,Dalen Terry,1610612755,PHI,47,21,26,547.0,174,929,492,39.5,2.55,2.3,0.187,9,0,32,0.778,0.0,0.313,2025-26,Regular Season,Possessions
1642261,Dalton Knecht,1610612747,LAL,50,31,19,515.0,201,651,367,24.2,2.23,1.32,0.309,13,0,21,0.615,0.0,1.143,2025-26,Regular Season,Possessions
1629655,Daniel Gafford,1610612742,DAL,54,11,43,1175.0,517,1540,845,42.1,1.64,0.5,0.336,103,39,330,0.748,0.667,1.109,2025-26,Regular Season,Possessions
1642450,Daniss Jenkins,1610612765,DET,67,50,17,1333.0,620,2943,1221,242.6,4.95,4.72,0.211,23,0,41,0.609,0.0,0.902,2025-26,Regular Season,Possessions
1642874,Danny Wolf,1610612751,BKN,57,14,43,1187.0,508,2023,1159,88.0,2.61,1.83,0.251,38,15,92,0.526,0.4,0.783,2025-26,Regular Season,Possessions
203967,Dario Saric,1610612758,SAC,5,1,4,41.0,5,40,22,0.8,1.14,0.38,0.125,0,0,3,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1641727,Dariq Whitehead,1610612763,MEM,1,0,1,22.0,8,37,22,1.4,2.3,1.57,0.216,0,0,0,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1642468,Darius Brown,1610612739,CLE,1,1,0,3.0,0,5,2,0.6,7.06,7.8,0.0,0,0,0,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1629636,Darius Garland,1610612746,LAC,41,23,18,1224.0,775,2734,1031,223.2,4.9,4.5,0.283,9,1,21,0.667,0.0,0.571,2025-26,Regular Season,Possessions
1642357,David Jones Garcia,1610612759,SAS,11,7,4,68.0,32,132,53,9.2,4.19,3.39,0.242,1,0,2,0.0,0.0,1.0,2025-26,Regular Season,Possessions
1631223,David Roddy,1610612743,DEN,3,2,1,14.0,4,36,14,1.9,3.16,1.92,0.111,0,0,1,0.0,0.0,0.0,2025-26,Regular Season,Possessions
1630558,Davion Mitchell,1610612748,MIA,66,35,31,1888.0,606,4322,1743,238.9,3.32,3.17,0.14,13,0,23,0.308,0.0,0.174,2025-26,Regular Season,Possessions
1630549,Day'Ron Sharpe,1610612751,BKN,62,17,45,1160.0,540,2177,1440,72.6,2.0,0.92,0.248,177,48,422,0.395,0.729,0.95,2025-26,Regular Season,Possessions
1628368,De'Aaron Fox,1610612759,SAS,67,52,15,2069.0,1242,4382,1649,315.4,4.32,3.87,0.283,38,2,55,0.711,1.0,0.964,2025-26,Regular Season,Possessions
1629631,De'Andre Hunter,1610612758,SAC,45,24,21,1175.0,615,1836,1024,73.3,2.4,1.71,0.335,37,4,58,0.946,0.0,0.879,2025-26,Regular Season,Possessions
1629001,De'Anthony Melton,1610612744,GSW,44,21,23,1012.0,552,2242,996,144.5,3.87,3.44,0.246,36,4,73,0.278,1.5,0.603,2025-26,Regular Season,Possessions
201599,DeAndre Jordan,1610612740,NOP,12,6,6,199.0,53,241,127,5.3,1.33,0.23,0.22,14,1,47,0.571,1.0,0.957,2025-26,Regular Season,Possessions
1630610,DeJon Jarreau,1610612763,MEM,11,2,9,231.0,88,522,255,27.7,3.19,2.29,0.169,11,0,15,0.545,0.0,0.533,2025-26,Regular Season,Possessions
201942,DeMar DeRozan,1610612758,SAC,76,20,56,2395.0,1410,3313,2192,229.0,4.15,3.48,0.426,107,216,56,0.551,0.593,0.875,2025-26,Regular Season,Possessions
1629731,Dean Wade,1610612739,CLE,57,35,22,1279.0,331,1632,873,41.6,1.53,0.63,0.203,36,0,81,0.75,0.0,0.63,2025-26,Regular Season,Possessions
1629028,Deandre Ayton,1610612747,LAL,67,43,24,1830.0,828,2504,1171,61.8,1.48,0.39,0.331,253,63,628,0.601,0.873,1.03,2025-26,Regular Season,Possessions
1627749,Dejounte Murray,1610612740,NOP,14,5,9,389.0,234,932,281,87.5,5.64,5.43,0.251,1,1,6,2.0,0.0,0.667,2025-26,Regular Season,Possessions
1630166,Deni Avdija,1610612757,POR,62,33,29,2054.0,1483,5138,2129,358.4,4.19,3.75,0.289,66,34,98,0.621,0.294,0.765,2025-26,Regular Season,Possessions
203471,Dennis Schröder,1610612739,CLE,66,26,40,1617.0,716,3779,1490,286.7,4.55,4.03,0.189,8,3,18,0.5,0.0,0.389,2025-26,Regular Season,Possessions
1641726,Dereck Lively II,1610612742,DAL,7,3,4,115.0,30,170,103,4.8,1.7,0.42,0.176,14,0,33,0.143,0.0,0.848,2025-26,Regular Season,Possessions
1642852,Derik Queen,1610612740,NOP,77,25,52,1888.0,874,3752,1949,180.2,2.88,1.79,0.233,108,89,211,0.685,0.427,1.033,2025-26,Regular Season,Possessions
1627884,Derrick Jones Jr.,1610612746,LAC,45,23,22,1226.0,466,1518,770,50.9,2.01,1.1,0.307,32,1,119,1.063,0.0,1.008,2025-26,Regular Season,Possessions
1628401,Derrick White,1610612738,BOS,73,49,24,2500.0,1228,5776,2515,397.8,4.13,3.62,0.213,16,0,82,0.75,0.0,0.512,2025-26,Regular Season,Possessions
